item_type,Product_id,Product_sku
Product,953,TF-555MW232MV
Product,955,TF-BKAMW217MV
Product,957,TF-WLINLV2328MV
Product,959,TF-WLINLV232MV
Product,960,TF-BKRA117MV
Product,962,TF-WLINLV2548MV
Product,964,TF-WLINLV254MV
Product,965,TF-WLINMW2328MV
Product,967,TF-BKSA117MV
Product,968,TF-WLINMW232MV
Product,970,TF-WLINMW2548MV
Product,973,TF-WLINMW254MV
Product,974,TF-WLINPF2328MV
Product,976,TF-WLINPF232MV
Product,980,TF-WLINPF254MV
Product,981,TF-VAN
Product,982,TF-BKAMW225MV
Product,983,TF-BKAMW232MV
Product,984,TF-BKRA125MV
Product,985,TF-BKRA132MV
Product,987,TF-BKSA132MV
Product,994,TF-WPU217MV
Product,995,TF-315A114E120
Product,996,TF-TIE108SLN
Product,1009,TF-C217MV
Product,1010,TF-WPU217S
Product,1011,TF-WPU225MV
Product,1012,TF-WPU225S
Product,1013,TF-WPU232MV
Product,1014,TF-WPU232S
Product,1016,TF-315A121E120
Product,1018,TF-315A128E120
Product,1020,TF-TIE113SLN
Product,1021,TF-TIE208SLN
Product,1022,TF-KDS114M20MV
Product,1023,TF-TIE213SLN
Product,1034,TF-KDS214M20MV
Product,1041,TF-KDSM214E120
Product,1042,TF-C217S
Product,1043,TF-C2256MV
Product,1044,TF-SE214MV
Product,1045,TF-IND2328M24MV
Product,1046,TF-KL2328W30MV
Product,1047,TF-ST117MV
Product,1048,TF-C225MV
Product,1049,TF-C225S
Product,1050,TF-C2328MV
Product,1052,TF-C2328S
Product,1053,TF-ST217MV
Product,1054,TF-C232MV
Product,1055,TF-C232S
Product,1057,TF-C248T8HO8E120
Product,1058,TF-C248T8HOE120
Product,1059,TF-C2548MV
Product,1060,TF-C254MV
Product,1061,TF-STGKD114MV
Product,1062,TF-C259MV
Product,1063,TF-C296T12E120
Product,1064,TF-C296T12HOE120
Product,1065,TF-C296T8HOE120
Product,1066,TF-C3548MV
Product,1067,TF-STGKD214MV
Product,1068,TF-C354MV
Product,1069,TF-KDS114MV
Product,1070,TF-KDS121M20MV
Product,1071,TF-KDS121MV
Product,1072,TF-KDS124M20MV
Product,1074,TF-KDS124MV
Product,1075,TF-KDS128M20MV
Product,1076,TF-KDS128MV
Product,1077,TF-KDS135MV
Product,1078,TF-KDS139M20MV
Product,1079,TF-KDS139MV
Product,1080,TF-KDS154M20MV
Product,1081,TF-KDS154MV
Product,1082,TF-KDS180MV
Product,1083,TF-KDS214MV
Product,1084,TF-KDS221M20MV
Product,1086,TF-KDS221MV
Product,1087,TF-KDS224M20MV
Product,1088,TF-KDS224MV
Product,1089,TF-KDS228M20MV
Product,1090,TF-KDS228MV
Product,1091,TF-KDS235MV
Product,1092,TF-KDS239M20MV
Product,1093,TF-KDS239MV
Product,1094,TF-KDS254M20MV
Product,1095,TF-KDS254MV
Product,1096,TF-KDS280MV
Product,1097,TF-KDSM221E120
Product,1098,TF-KDSM224E120
Product,1099,TF-KDSM228E120
Product,1100,TF-KDSM235E120
Product,1101,TF-KDSM239E120
Product,1102,TF-KDSM254E120
Product,1103,TF-KDSM280E120
Product,1104,TF-KDSM321E120
Product,1105,TF-KDSM328E120
Product,1106,TF-HBC432M23MV
Product,1107,TF-KDSM354E120
Product,1108,TF-SE215E120
Product,1109,TF-SE215S
Product,1110,TF-SE217MV
Product,1111,TF-SE217S
Product,1112,TF-SE221MV
Product,1113,TF-SE224MV
Product,1114,TF-SE225MV
Product,1115,TF-SE225S
Product,1116,TF-SE228MV
Product,1117,TF-SE232MV
Product,1118,TF-SE232S
Product,1119,TF-SE239MV
Product,1120,TF-SE254MV
Product,1121,TF-IND2328W30MV
Product,1122,TF-IND232M24MV
Product,1123,TF-IND232W30MV
Product,1124,TF-IND2548M24MV
Product,1125,TF-IND2548W30MV
Product,1126,TF-IND254M24MV
Product,1127,TF-IND254W30MV
Product,1128,TF-IND259M24MV
Product,1129,TF-IND259W30MV
Product,1130,TF-IND296T12HOM24MV
Product,1132,TF-IND296T12HOW30MV
Product,1133,TF-IND296T12M24MV
Product,1134,TF-IND296T12W30MV
Product,1135,TF-IND296T8HOM24MV
Product,1136,TF-IND296T8HOW30MV
Product,1137,TF-IND3548M24MV
Product,1139,TF-IND3548W30MV
Product,1140,TF-IND354W30MV
Product,1142,TF-KL259W30MV
Product,1143,TF-KL296T12HOW30E120
Product,1144,TF-KL296T12W30E120
Product,1145,TF-KL296T8HOW30E120
Product,1146,TF-KL3328W30MV
Product,1147,TF-KL332W30MV
Product,1148,TF-KL4328W30MV
Product,1149,TF-KL432W30MV
Product,1150,TF-KL459W30MV
Product,1151,TF-KL496T12HOW30E120
Product,1152,TF-KL496T12W30E120
Product,1153,TF-KL496T8HOW30E120
Product,1154,TF-ST125MV
Product,1155,TF-ST132MV
Product,1156,TF-ST1328MV
Product,1157,TF-ST225MV
Product,1158,TF-ST2256MV
Product,1159,TF-ST232MV
Product,1160,TF-ST2328MV
Product,1161,TF-STGKD121MV
Product,1162,TF-STGKD124MV
Product,1163,TF-STGKD128MV
Product,1164,TF-STGKD139MV
Product,1165,TF-STGKD154MV
Product,1166,TF-STGKD217MV
Product,1167,TF-STGKD221MV
Product,1168,TF-STGKD224MV
Product,1169,TF-STGKD225MV
Product,1170,TF-STGKD228MV
Product,1171,TF-STGKD232MV
Product,1172,TF-STGKD239MV
Product,1173,TF-STGKD254MV
Product,1182,TF-SKR132W10L0
Product,1183,TF-SKR2328W10L10
Product,1184,TF-SKR232W10L10
Product,1186,TF-RDI214MV
Product,1192,TF-UDPF228MV
Product,1193,TF-UDPF428MV
Product,1195,TF-HBC432W13MV
Product,1196,TF-HBC454M23MV
Product,1198,TF-HBC454W13MV
Product,1199,TF-HBC632M23MV
Product,1200,TF-HBC632W13MV
Product,1201,TF-HBC654M23MV
Product,1202,TF-HBC654W13MV
Product,1211,TF-128A23212MV
Product,1212,TF-131A214MV
Product,1213,TF-TOA248T8HO8E120
Product,1214,TF-TOA248T8HOE120
Product,1215,TF-TOA259MV
Product,1216,TF-TOA296T12E120
Product,1217,TF-TOA296T12HOE120
Product,1218,TF-TOA296T8HOE120
Product,1219,TF-WPU113E120LP
Product,1220,TF-WPU213E120LP
Product,1221,TF-TIE813SLN
Product,1222,VE-SUPPLY-043CH
Product,1223,VE-SUPPLY-044CH
Product,1224,VE-SUPPLY-065CH
Product,1225,VE-SUPPLY-068CH
Product,1233,TF-RDI217MV
Product,1234,TF-RDI224MV
Product,1235,TF-RDI22812MV
Product,1236,TF-RDI228MV
Product,1237,TF-RDI23212MV
Product,1238,TF-RDI232MV
Product,1239,TF-RDI240BXMV
Product,1240,TF-RDI25412MV
Product,1241,TF-RDI254MV
Product,1242,TF-RDI314MV
Product,1243,TF-RDI317MV
Product,1244,TF-RDI324MV
Product,1245,TF-RDI328MV
Product,1246,TF-RDI332MV
Product,1247,TF-RDI340BXMV
Product,1248,TF-RDI354MV
Product,1259,TF-128A232MV
Product,1260,TF-128A254MV
Product,1261,TF-128A332MV
Product,1262,TF-128A354MV
Product,1263,TF-128A432MV
Product,1264,TF-128A454MV
Product,1265,TF-131A217MV
Product,1266,TF-131A224MV
Product,1267,TF-131A22812MV
Product,1268,TF-131A228MV
Product,1269,TF-131A23212MV
Product,1270,TF-131A232MV
Product,1271,TF-131A232UMV
Product,1273,TF-131A25412MV
Product,1274,TF-131A254MV
Product,1275,TF-131A314MV
Product,1276,TF-131A317MV
Product,1277,TF-131A324MV
Product,1278,TF-131A328MV
Product,1279,TF-131A332MV
Product,1280,TF-131A354MV
Product,1281,TF-131A428MV
Product,1282,TF-131A432MV
Product,1284,TF-131A454MV
Product,1315,VE-SUPPLY-098CH
Product,1316,VE-SUPPLY-123CH
Product,1317,VE-SUPPLY-126CH
Product,1318,VE-SUPPLY-144
Product,1319,VE-SUPPLY-190CH
Product,1320,VE-SUPPLY-191CH
Product,1321,VE-SUPPLY-192CH
Product,1322,VE-SUPPLY-040CH
Product,1323,VE-SUPPLY-041CH
Product,1324,VE-SUPPLY-069CH
Product,1325,VE-SUPPLY-093CH
Product,1326,VE-SUPPLY-150CH
Product,1327,TF-22C2M20BL10
Product,1328,TF-22P2M20BL10
Product,1329,TF-ECWA132MV
Product,1330,TF-ECWA232MV
Product,1331,TF-ECWA332MV
Product,1332,TF-24C2
Product,1341,HL-EP2/13CF/MV/K2
Product,1342,HL-EP2/26CF/MV/K2
Product,1344,HL-EP2/32IS/MV/MC/HE
Product,1345,HL-EP2/32PRS/MV/MC/HE
Product,1346,HL-EP2/42CF/MV/K2
Product,1349,HL-EP2/75IS/MV/SC
Product,1350,HL-EP3/32IS/MV/MC/HE
Product,1351,HL-EP4/32IS/MV/MC/HE
Product,1352,HL-EPH2/32IS/MV/MC/HE
Product,1354,HL-EPH3/32IS/MV/MC/HE
Product,1356,HL-EPL3/32IS/MV/SC/HE
Product,1374,BL-RELXTE1RCAEM-SDT
Product,1375,BL-LEDCXTEU
Product,1475,OSFHU-ITW
Product,1506,TF-SALARM6
Product,1523,TF-C48WG
Product,1540,AT-CPPG
Product,1554,LT-FEH-V4ICAD118HE
Product,1555,LT-FEH-V4ICAD126HE
Product,1556,LT-FEH-V4ICA126NE
Product,1570,LT-MH-VF439E
Product,1572,LT-MH-VA439E
Product,1574,LT-MH-VAR439E
Product,1575,LT-CMH-VA439E
Product,1582,LT-FEH-V5ICA118HE
Product,1583,LT-FEH-V5ICAD118HE
Product,1584,LT-FEH-V5ICAD126HE
Product,1647,LT-MH-VF870E
Product,1648,LT-MH-VF8100E
Product,1649,LT-MH-VF8150E
Product,1650,LT-MH-VF870M
Product,1651,LT-MH-VF8100M
Product,1652,LT-MH-VF8150M
Product,1654,LT-MH-VA870E
Product,1655,LT-MH-VA8100E
Product,1656,LT-MH-VA8150E
Product,1658,LT-MH-VAR870E
Product,1659,LT-MH VAR8100E
Product,1660,LT-MH-VAR8150E
Product,1662,LT-MH-HF870E
Product,1663,LT-MH-HF8100E
Product,1664,LT-MH-HF8150E
Product,1665,LT-MH-HF870M
Product,1666,LT-MH-HF8100M
Product,1667,LT-MH-HF8150M
Product,1669,LT-MH-HA870E
Product,1670,LT-MH-HA8100E
Product,1671,LT-MH-HA8150E
Product,1673,LT-MH-HAR870E
Product,1674,LT-MH-HAR8100E
Product,1675,LT-MH-HAR8150E
Product,1677,LT-MH-WA850E
Product,1678,LT-MH-WA870E
Product,1679,LT-MH-WA8100E
Product,1681,LT-MH-WF850E
Product,1682,LT-MH-WF870E
Product,1683,LT-MH-WF8100E
Product,1684,LT-MH-WF850M
Product,1685,LT-MH-WF870M
Product,1686,LT-MH-WF8100M
Product,1709,LT-FEH-V6ICA126NE
Product,1710,LT-FEH-V6ICA118HE
Product,1711,LT-FEH-V6ICA126HE
Product,1712,LT-FEH-V6ICAD118HE
Product,1713,LT-FEH-V6ICAD126HE
Product,1714,LT-FEH-V6ICAD132HE
Product,1715,LT-FEH-V6ICAD142HE
Product,1779,LT-MH-HF650E
Product,1780,LT-MH-HF670E
Product,1781,LT-MH-HF6100E
Product,1782,LT-MH-HF650M
Product,1783,LT-MH-HF670M
Product,1784,LT-MH-HF6100M
Product,1786,LT-MH-HA650E
Product,1787,LT-MH-HA670E
Product,1788,LT-MH-HA6100E
Product,1790,LT-MH-HAR650E
Product,1791,LT-MH HAR670E
Product,1792,LT-MH-HAR6100E
Product,1793,LT-CMH-VA639E
Product,1794,LT-CMH-VA670E
Product,1795,LT-CMH-VF639E
Product,1797,LT-MH-WA650E
Product,1798,LT-MH-WA670E
Product,1799,LT-MH-WA6100E
Product,1800,LT-MH-WF650M
Product,1801,LT-MH-WF670M
Product,1802,LT-MH-WF6100M
Product,1834,LT-MH-VF970E
Product,1835,LT-MH-VF9100E
Product,1836,LT-MH-VF9150E
Product,1837,LT-MH-VF9175E
Product,1838,LT-MH-VF970M
Product,1839,LT-MH-VF9100M
Product,1840,LT-MH-VF9150M
Product,1841,LT-MH-VF9175M
Product,1842,LT-MH-VF9250M
Product,1851,LT-MH-HA970E
Product,1852,LT-MH-HA9100E
Product,1853,LT-MH-HA9150E
Product,1854,LT-MH-HA9175E
Product,1878,LT-MH-HS1150E
Product,1879,LT-MH-HS1170E
Product,1880,LT-MH-HS11100E
Product,1892,LT-MT-V941CW
Product,1893,LT-MT-V914CW
Product,1894,LT-MT-V940C
Product,1896,LT-FT-V941-SM-WH
Product,1897,LT-FT-V922-SM-WH
Product,1898,LT-FT-V914-SM-WH
Product,1899,LT-FT-V950C
Product,1900,LT-FT-V940C
Product,1901,LT-FT-H94-SM-WH
Product,1902,LT-FT-H914-SM-WH
Product,1904,LT-IT-42W-2
Product,1905,LT-IT-44C-2
Product,1906,LT-IT-43W-2
Product,1907,LT-IT-46W-2
Product,1908,LT-IT-410W-2
Product,1909,LT-IT-49W-2
Product,1910,LT-IT-411W-2
Product,1911,LT-IT-412W-9
Product,1912,LT-IT-421W-9
Product,1913,LT-LT-42W
Product,1914,LT-LT-416W
Product,1915,LT-LT-47WH
Product,1916,LT-LT-48WH
Product,1917,LT-LT-418WW
Product,1918,LT-LT-49W
Product,1919,LT-LT-411W
Product,1920,LT-LT-46W
Product,1921,LT-LT-410WH
Product,1922,LT-LT-421
Product,1923,LT-FT-452C
Product,1924,LT-FT-4541CW
Product,1925,LT-FT-4514CW
Product,1926,LT-FT-4540C
Product,1927,LT-FT-45C
Product,1928,LT-FT-46W
Product,1929,LT-FT-427
Product,1930,LT-FT-42W
Product,1931,LT-FT-412
Product,1932,LT-FT-4522C
Product,1933,LT-FT-V44-SM-WH
Product,1934,LT-FT-V440C
Product,1935,LT-FT-V436-SM-WH
Product,1936,LT-FT-V414-SM-WH
Product,1937,LT-FT-V422-SM
Product,1938,LT-FT-V450C
Product,1939,LT-MT-V44C
Product,1940,LT-MT-V441CW
Product,1941,LT-MT-V414CW
Product,1942,LT-MT-V440C
Product,1943,LT-CMT-V422C
Product,1944,LT-CMT-V441CW
Product,1945,LT-CMT-V440C
Product,1946,LT-IT-50W-3
Product,1947,LT-IT-52W-3
Product,1948,LT-IT-54C-3
Product,1949,LT-IT-55C-3
Product,1950,LT-IT-514CW-3
Product,1951,LT-IT-53W-3
Product,1952,LT-IT-53W-2
Product,1953,LT-IT-511W-3
Product,1954,LT-IT-525C-9
Product,1955,LT-IT-526C-9
Product,1956,LT-FT-552C
Product,1957,LT-FT-5514CW
Product,1958,LT-FT-5541CW
Product,1959,LT-FT-525C
Product,1960,LT-FT-526C
Product,1961,LT-CMT-V622C
Product,1962,LT-IT-60W-4
Product,1963,LT-IT-60W-3
Product,1964,LT-IT-62W-3
Product,1965,LT-IT-62W-4
Product,1966,LT-IT-64C-3
Product,1967,LT-IT-64C-4
Product,1968,LT-IT-64C-9
Product,1969,LT-IT-614CW-9
Product,1970,LT-IT-621-9
Product,1971,LT-IT-624-9
Product,1972,LT-IT-625-9
Product,1973,LT-IT-63W-3
Product,1974,LT-IT-618WB-3
Product,1975,LT-IT-616W-3
Product,1976,LT-IT 617W 9
Product,1979,NL-TP260
Product,1981,ILP-SS8-12L-U
Product,1990,EL-EBPN24-50W103sw-2
Product,1992,LT-LT-44C
Product,1994,LT-LT-43W
Product,1995,LT-IT-619C-3
Product,1996,LT-IT-66W-9
Product,1997,LT-IT-623W-9
Product,1998,LT-IT-630W-9
Product,2001,LT-IT-620C-3
Product,2002,LT-IT-620C-4
Product,2003,LT-IT-611W-3
Product,2005,LT-IT-611W-4
Product,2007,LT-IT-6211W-4
Product,2008,LT-IT-6221W-4
Product,2009,LT-IT-645W-4
Product,2010,LT-IT-6521C-9
Product,2011,LT-IT-6525C-9
Product,2012,TL-CBT2-24-40W-3CCT
Product,2013,LT-IT-6524C-9
Product,2014,LT-IT-S62W
Product,2015,TL-TECBTA-24
Product,2016,LT-IT-S65C
Product,2019,TL-TECBTA-22
Product,2024,LT-FT-653C
Product,2026,LT-FT-6521C
Product,2027,LT-FT-6525C
Product,2028,LT-FT-623W
Product,2030,LT-FT-622C
Product,2031,LT-FT-6524C
Product,2033,LT-FT-614CW
Product,2034,LT-FT-6211W
Product,2035,LT-FT-6522CC
Product,2037,LT-FT-6521CW
Product,2040,LT-FT-6524CW
Product,2041,LT-FT-640C
Product,2043,LT-FT-64C
Product,2045,LT-FT-624W
Product,2046,LT-FT-621W
Product,2048,LT-FT-625W
Product,2049,LT-FT-V641-SM-WH
Product,2051,LT-FT-V640C
Product,2052,LT-FT-V636-SM-WH
Product,2053,LT-FT-V614-SM-WH
Product,2055,LT-FT-V622-WH
Product,2056,LT-FT-V650C
Product,2057,NL-NBQL
Product,2058,LT-FT-H64-SM-WH
Product,2059,LT-FT-H641-SM-WH
Product,2060,LT-FT-H636-SM-WH
Product,2061,LT-FT-H614-SM-WH
Product,2062,LT-FT-H622-SM-WH
Product,2063,LT-MT-V64C
Product,2064,LT-MT-V641CW
Product,2065,LT-MT-V636C
Product,2066,LT-MT-V614CW
Product,2067,LT-MT-V640C
Product,2069,LT-CMT-V641CW
Product,2070,LT-CMT-V640C
Product,2074,LT-FT-L74-SM-WH
Product,2075,LT-FT-L764-SM-WH
Product,2077,LT-FT-L714-SM-WH
Product,2078,LT-FT-V84-SM-WH
Product,2079,LT-FT-V841-SM-WH
Product,2080,LT-FT-V840C
Product,2082,LT-FT-V836-SM-WH
Product,2083,LT-FT-V814-SM-WH
Product,2084,LT-FT-V822-SM-WH
Product,2086,LT-FT-V850C
Product,2087,LT-FT-H814CW
Product,2088,LT-FT-H822CC
Product,2089,LT-FT-L829-SM-WH
Product,2090,LT-FT-L84-SM-WH
Product,2091,LT-FT-8SR-C
Product,2093,LT-FT-8SB-W
Product,2094,LT-MT-V84C
Product,2095,LT-MT-V841CW
Product,2097,LT-MT-V836C
Product,2098,LT-MT-V814CW
Product,2099,LT-MT-V840C
Product,2105,LT-QT-835W
Product,2107,LT-QT-1135W
Product,2113,PS-HB-18Y-PAD
Product,2116,BL-BALT5-1300ACTD
Product,2121,BL-DBEL
Product,2122,BL-DXR
Product,2124,BL-LEDR5HO
Product,2125,PI-PT-HBL4
Product,2126,BL-PAR-1
Product,2134,ILP-AL-375WU
Product,2136,ILP-AL-225WU
Product,2141,ILP-AL-90WU
Product,2144,E-502-CASE10
Product,2145,E-50-CASE10
Product,2147,E-4C7/120V-CASE10
Product,2148,E-48PSB5-CASE10
Product,2149,E-48C2-CASE10
Product,2151,E-42005-CASE10
Product,2152,E-41346
Product,2153,E-41340
Product,2155,E-41318
Product,2156,ATG-LSW-2FT-30-T1-F-SL
Product,2157,BL-WG-3
Product,2158,BL-WG-1
Product,2159,HU-DZ130-50K
Product,2160,ATG-LSC-4FT-40-T1-F-SL
Product,2161,HU-DZ75-50K
Product,2163,TF-HC204
Product,2181,ILP-BLFT-15WLED-UNIV-4000K
Product,2207,ILP-FWN1084-E-T8-N
Product,2208,ILP-H3-4T5-UH
Product,2224,EL-EB30-11W
Product,2225,EL-EA21-22W
Product,2227,EL-ET5-2
Product,2229,EL-EB40-11W5040cec-CASE10
Product,2231,EL-EB30-9W5040cec-CASE25
Product,2240,ILP-BLEXT-4T8-UH
Product,2268,ILP-WCL-2T8-UH
Product,2270,ILP-WCL-2T8-UH-E
Product,2289,DG-EEXSRB2
Product,2291,DG-HLV4AOQ
Product,2297,DG-DTRBQF1X15UHA
Product,2313,DG-HLV2AOQ
Product,2353,DG-D-105W-CFL-TWL-120-277
Product,2356,TF-131A14L
Product,2357,TF-131A22L
Product,2362,BL-RH-WP
Product,2363,TF-128A24LJ48W6300LDMV40K
Product,2364,TF-128A24LJ57W7100LDMV40K
Product,2365,TF-128A24L
Product,2366,TF-128A14L
Product,2370,TF-153A14L
Product,2371,TF-153A22LJ24W2700LDMV40K
