ITEMNO.,UPC,WATTS,LUMENS,COLOR TEMP,"NON STOCKING DIST.
OR ANY QUANTITY","STOCKING DIST.
OR
$2500 MIN.","WIP
OR
$5000 MIN.","MSRP
PRICE","IMAP
PRICE"
RSL4-RI,845060006612,N/A,N/A,N/A,6.14,6.14,6.14,9.78,8.74
RSL4-RI-13,845060007190,N/A,N/A,N/A,6.14,6.14,6.14,9.78,8.74
RSL6-RI,845060013238,N/A,N/A,N/A,6.79,6.79,6.79,10.78,9.74
RSL6-RI-13,845060030877,N/A,N/A,N/A,6.79,6.79,6.79,10.78,9.74
RSL8-RI,845060019704,N/A,N/A,N/A,7.20,7.20,7.20,11.78,9.74
RSL12-RI,845060038903,N/A,N/A,N/A,9.57,9.57,9.57,15.78,13.74
SSL4-RI,845060019711,N/A,N/A,N/A,8.92,8.92,8.92,14.78,12.74
SSL6-RI,845060019728,N/A,N/A,N/A,8.92,8.92,8.92,14.78,12.74
SSL12-RI,845060039030,N/A,N/A,N/A,9.76,9.76,9.76,15.78,13.74
RSL-EXT-10FT,845060019223,N/A,N/A,N/A,5.56,5.56,5.56,8.78,7.74
RSL4-GR,845060072112,N/A,N/A,N/A,4.80,4.80,4.80,7.63,6.67
RSL6-GR,845060072129,N/A,N/A,N/A,7.90,7.90,7.90,12.78,10.74
RSL8-GR,845060072136,N/A,N/A,N/A,9.08,9.08,9.08,14.78,12.74
RSL10-GR,845060072143,N/A,N/A,N/A,11.83,11.83,11.83,18.78,16.74
RSL12-GR,845060072150,N/A,N/A,N/A,13.58,13.58,13.58,21.78,18.74
RSL4-TRM-BK,845060024432,N/A,N/A,N/A,2.12,2.12,2.12,3.36,2.94
RSL4-TRM-ORB,845060023923,N/A,N/A,N/A,2.12,2.12,2.12,3.36,2.94
RSL4-TRM-CU,845060023947,N/A,N/A,N/A,2.40,2.40,2.40,3.81,3.33
RSL4-TRM-BZ,845060023954,N/A,N/A,N/A,2.40,2.40,2.40,3.81,3.33
RSL4-TRM-BN,845060023916,N/A,N/A,N/A,2.12,2.12,2.12,3.36,2.94
RSL4-TRM-CH,845060023930,N/A,N/A,N/A,2.12,2.12,2.12,3.36,2.94
SSL4-TRM-BK,845060024517,N/A,N/A,N/A,2.45,2.45,2.45,3.89,3.40
SSL4-TRM-ORB,845060024210,N/A,N/A,N/A,2.45,2.45,2.45,3.89,3.40
SSL4-TRM-CU,845060024234,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
SSL4-TRM-BZ,845060024241,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
SSL4-TRM-BN,845060024111,N/A,N/A,N/A,2.45,2.45,2.45,3.89,3.40
SSL4-TRM-CH,845060024227,N/A,N/A,N/A,2.45,2.45,2.45,3.89,3.40
RSL6-TRM-BK,845060024449,N/A,N/A,N/A,2.40,2.40,2.40,3.81,3.33
RSL6-TRM-ORB,845060024074,N/A,N/A,N/A,2.40,2.40,2.40,3.81,3.33
RSL6-TRM-CU,845060024098,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
RSL6-TRM-BZ,845060024104,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
RSL6-TRM-BN,845060024067,N/A,N/A,N/A,2.40,2.40,2.40,3.81,3.33
RSL6-TRM-CH,845060024081,N/A,N/A,N/A,2.40,2.40,2.40,3.81,3.33
SSL6-TRM-BK,845060024524,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
SSL6-TRM-ORB,845060024265,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
SSL6-TRM-CU,845060024289,N/A,N/A,N/A,3.35,3.35,3.35,5.32,4.65
SSL6-TRM-BZ,845060024296,N/A,N/A,N/A,3.35,3.35,3.35,5.32,4.65
SSL6-TRM-BN,845060024258,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
SSL6-TRM-CH,845060024272,N/A,N/A,N/A,2.89,2.89,2.89,4.59,4.01
RSL4-ADJ-30K,845060026115,9W,700LM,3000K,13.80,13.80,13.80,21.78,19.74
RSL4-ADJ-40K,845060026122,9W,700LM,4000K,13.80,13.80,13.80,21.78,19.74
RSL4-ADJ-50K,845060026139,9W,700LM,5000K,13.80,13.80,13.80,21.78,19.74
RSL6-ADJ-27K,845060026146,12W,900LM,2700K,15.94,15.94,15.94,25.78,22.74
RSL6-ADJ-30K,845060026153,12W,900LM,3000K,15.94,15.94,15.94,25.78,22.74
RSL6-ADJ-40K,845060026160,12W,900LM,4000K,15.94,15.94,15.94,25.78,22.74
RSL6-ADJ-MCT,845060053111,12W,900LM,"MULTI-CCT:3000K,4000K,5000K",25.98,22.94,20.22,36.78,31.74
RSL4-APD-27K,845060026184,12W,700LM,2700K,15.89,15.89,15.89,25.78,22.74
RSL4-APD-30K,845060026191,12W,700LM,3000K,15.89,15.89,15.89,25.78,22.74
RSL4-APD-40K,845060026207,12W,700LM,4000K,15.89,15.89,15.89,25.78,22.74
RSL4-APD-50K,845060026214,12W,700LM,5000K,15.89,15.89,15.89,25.78,22.74
RDL3-27K-WP,845060002287,9W,540LM,2700K,8.98,7.96,6.85,12.78,10.74
RDL3-30K-WP,845060002294,9W,540LM,3000K,8.98,7.96,6.85,12.78,10.74
RDL3-41K-WP,845060002300,9W,540LM,4100K,8.98,7.96,6.85,12.78,10.74
RDL3-50K-WP,845060002546,9W,540LM,5000K,8.98,7.96,6.85,12.78,10.74
RDL4-27K-WP,845060043518,12W,650LM,2700K,6.99,6.36,5.89,10.78,8.74
RDL4-30K-WP,845060043525,12W,700LM,3000K,6.99,6.36,5.89,10.78,8.74
RDL4-35K-WP,845060043495,12W,725LM,3500K,6.99,6.36,5.89,10.78,8.74
RDL4-41K-WP,845060043532,12W,750LM,4100K,6.99,6.36,5.89,10.78,8.74
RDL4-50K-WP,845060042979,12W,800LM,5000K,6.99,6.36,5.89,10.78,8.74
RDL4-65K-WP,845060043501,12W,850LM,6500K,6.99,6.36,5.89,10.78,8.74
RDL6-27K-WP,845060042900,19W,1200LM,2700K,8.87,7.99,7.76,12.78,10.74
RDL6-30K-WP,845060042931,19W,1250LM,3000K,8.87,7.99,7.76,12.78,10.74
RDL6-35K-WP,845060044492,19W,1275LM,3500K,8.87,7.99,7.76,12.78,10.74
RDL6-41K-WP,845060042917,19W,1300LM,4100K,8.87,7.99,7.76,12.78,10.74
RDL6-50K-WP,845060042924,19W,1350LM,5000K,8.87,7.99,7.76,12.78,10.74
RDL6-65K-WP,845060044508,19W,1400LM,6500K,8.87,7.99,7.76,12.78,10.74
RDL4-BF-27K,845060045765,10W,650LM,2700K,6.99,6.36,5.89,10.78,8.74
RDL4-BF-30K,845060045772,10W,680LM,3000K,6.99,6.36,5.89,10.78,8.74
RDL4-BF-30K-ORB,845060029055,10W,680LM,3000K,7.99,7.50,6.85,11.78,10.74
RDL4-BF-35K,845060045802,10W,720LM,3500K,6.99,6.36,5.89,10.78,8.74
RDL4-BF-41K,845060045789,10W,746LM,4100K,6.99,6.36,5.89,10.78,8.74
RDL4-BF-50K,845060045796,10W,761LM,5000K,6.99,6.36,5.89,10.78,8.74
RDL6-BF-27K,845060045819,18W,1102LM,2700K,8.80,7.65,6.96,12.78,10.74
RDL6-BF-30K,845060045826,18W,1204LM,3000K,8.80,7.65,6.96,12.78,10.74
RDL6-BF-30K-ORB,845060029062,18W,1204LM,3000K,9.07,8.58,7.92,13.78,11.74
RDL6-BF-35K,845060045857,18W,1280LM,3500K,8.80,7.65,6.96,12.78,10.74
RDL6-BF-41K,845060045833,18W,1300LM,4100K,8.80,7.65,6.96,12.78,10.74
RDL6-BF-50K,845060045840,18W,1350LM,5000K,8.80,7.65,6.96,12.78,10.74
RDL4-ADJ-27K,845060045925,10W,650LM,2700K,13.35,12.86,11.79,20.78,17.74
RDL4-ADJ-30K,845060045932,10W,650LM,3000K,13.35,12.86,11.79,20.78,17.74
RDL4-ADJ-41K,845060045949,10W,650LM,4100K,13.35,12.86,11.79,20.78,17.74
RDL4-ADJ-50K,845060045956,10W,650LM,5000K,13.35,12.86,11.79,20.78,17.74
RDL6-ADJ-27K,845060045970,13W,900LM,2700K,14.42,13.31,12.20,21.78,18.74
RDL6-ADJ-30K,845060045987,13W,900LM,3000K,14.42,13.31,12.20,21.78,18.74
RDL6-ADJ-41K,845060045994,13W,900LM,4100K,14.42,13.31,12.20,21.78,18.74
RDL6-ADJ-50K,845060046007,13W,900LM,5000K,14.42,13.31,12.20,21.78,18.74
LRD-TL-10W-27K-4R-WH,845060068214,10W,700LM,2700K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-30K-4R-WH,845060068313,10W,700LM,3000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-35K-4R-WH,845060068412,10W,700LM,3500K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-40K-4R-WH,845060068511,10W,700LM,4000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-50K-4R-WH,845060068610,10W,700LM,5000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-27K-4S-WH,845060068269,10W,700LM,2700K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-30K-4S-WH,845060068368,10W,700LM,3000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-35K-4S-WH,845060068467,10W,700LM,3500K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-40K-4S-WH,845060068566,10W,700LM,4000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-50K-4S-WH,845060068665,10W,700LM,5000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-27K-4R-BK,845060068177,10W,700LM,2700K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-30K-4R-BK,845060068276,10W,700LM,3000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-35K-4R-BK,845060068375,10W,700LM,3500K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-40K-4R-BK,845060068474,10W,700LM,4000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-50K-4R-BK,845060068573,10W,700LM,5000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-27K-4S-BK,845060068221,10W,700LM,2700K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-30K-4S-BK,845060068320,10W,700LM,3000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-35K-4S-BK,845060068429,10W,700LM,3500K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-40K-4S-BK,845060068528,10W,700LM,4000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-50K-4S-BK,845060068627,10W,700LM,5000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-27K-4R-C,845060068184,10W,700LM,2700K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-30K-4R-C,845060068283,10W,700LM,3000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-35K-4R-C,845060068382,10W,700LM,3500K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-40K-4R-C,845060068481,10W,700LM,4000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-50K-4R-C,845060068580,10W,700LM,5000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-27K-4S-C,845060068238,10W,700LM,2700K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-30K-4S-C,845060068337,10W,700LM,3000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-35K-4S-C,845060068436,10W,700LM,3500K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-40K-4S-C,845060068535,10W,700LM,4000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-50K-4S-C,845060068634,10W,700LM,5000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-27K-4R-MG,845060068207,10W,700LM,2700K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-30K-4R-MG,845060068306,10W,700LM,3000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-35K-4R-MG,845060068405,10W,700LM,3500K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-40K-4R-MG,845060068504,10W,700LM,4000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-50K-4R-MG,845060068603,10W,700LM,5000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-27K-4S-MG,845060068252,10W,700LM,2700K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-30K-4S-MG,845060068351,10W,700LM,3000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-35K-4S-MG,845060068450,10W,700LM,3500K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-40K-4S-MG,845060068559,10W,700LM,4000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-50K-4S-MG,845060068658,10W,700LM,5000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-27K-4R-HZ,845060068191,10W,700LM,2700K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-30K-4R-HZ,845060068290,10W,700LM,3000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-35K-4R-HZ,845060068399,10W,700LM,3500K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-40K-4R-HZ,845060068498,10W,700LM,4000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-50K-4R-HZ,845060068597,10W,700LM,5000K,32.23,29.90,26.64,47.78,41.74
LRD-TL-10W-27K-4S-HZ,845060068245,10W,700LM,2700K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-30K-4S-HZ,845060068344,10W,700LM,3000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-35K-4S-HZ,845060068443,10W,700LM,3500K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-40K-4S-HZ,845060068542,10W,700LM,4000K,33.52,30.47,27.71,48.78,42.74
LRD-TL-10W-50K-4S-HZ,845060068641,10W,700LM,5000K,33.52,30.47,27.71,48.78,42.74
LRD-7W-27K-3WTR-WH,845060067354,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTR-WH,845060067538,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTR-WH,845060067712,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTR-WH,845060067897,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTR-WH,845060068078,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTR-WH,845060066456,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTR-WH,845060066630,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTR-WH,845060066814,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTR-WH,845060066999,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTR-WH,845060067170,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTR-BK,845060067279,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTR-BK,845060067453,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTR-BK,845060067637,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTR-BK,845060067811,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTR-BK,845060067996,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTR-BK,845060066371,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTR-BK,845060066555,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTR-BK,845060066739,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTR-BK,845060066913,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTR-BK,845060067095,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTR-C,845060067286,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTR-C,845060067460,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTR-C,845060067644,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTR-C,845060067828,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTR-C,845060068009,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTR-C,845060066388,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTR-C,845060066562,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTR-C,845060066746,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTR-C,845060066920,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTR-C,845060067101,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTR-MG,845060067309,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTR-MG,845060067484,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTR-MG,845060067668,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTR-MG,845060067842,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTR-MG,845060068023,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTR-MG,845060066401,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTR-MG,845060066586,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTR-MG,845060066760,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTR-MG,845060066944,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTR-MG,845060067125,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTR-HZ,845060067293,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTR-HZ,845060067477,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTR-HZ,845060067651,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTR-HZ,845060067835,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTR-HZ,845060068016,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTR-HZ,845060066395,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTR-HZ,845060066579,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTR-HZ,845060066753,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTR-HZ,845060066937,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTR-HZ,845060067118,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTRPH-WH,845060067323,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTRPH-WH,845060067507,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTRPH-WH,845060067682,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTRPH-WH,845060067866,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTRPH-WH,845060068047,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTRPH-WH,845060066425,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTRPH-WH,845060066609,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTRPH-WH,845060066784,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTRPH-WH,845060066968,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTRPH-WH,845060067149,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTRPH-BK,845060067316,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTRPH-BK,845060067491,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTRPH-BK,845060067675,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTRPH-BK,845060067859,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTRPH-BK,845060068030,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTRPH-BK,845060066418,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTRPH-BK,845060066593,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTRPH-BK,845060066777,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTRPH-BK,845060066951,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTRPH-BK,845060067132,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTRSL-WH,845060067347,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTRSL-WH,845060067521,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTRSL-WH,845060067705,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTRSL-WH,845060067880,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTRSL-WH,845060068061,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTRSL-WH,845060066449,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTRSL-WH,845060066623,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTRSL-WH,845060066807,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTRSL-WH,845060066982,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTRSL-WH,845060067163,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-27K-3WTRSL-BK,845060067330,7W,500LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-7W-30K-3WTRSL-BK,845060067514,7W,500LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-35K-3WTRSL-BK,845060067699,7W,500LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-7W-40K-3WTRSL-BK,845060067873,7W,500LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-7W-50K-3WTRSL-BK,845060068054,7W,500LM,5000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-27K-3WTRSL-BK,845060066432,10W,700LM,2700K,28.22,25.65,23.33,40.78,35.74
LRD-10W-30K-3WTRSL-BK,845060066616,10W,700LM,3000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-35K-3WTRSL-BK,845060066791,10W,700LM,3500K,28.22,25.65,23.33,40.78,35.74
LRD-10W-40K-3WTRSL-BK,845060066975,10W,700LM,4000K,28.22,25.65,23.33,40.78,35.74
LRD-10W-50K-3WTRSL-BK,845060067156,10W,700LM,5000K,28.22,25.65,23.33,40.78,35.74
SDL4-MCT5,845060073980,10W,650LM,27K/30K/35K/40K/50K,13.40,11.65,10.59,18.78,16.74
SDL4-BF-27K,845060043914,10W,600LM,2700K,13.40,11.65,10.59,18.78,16.74
SDL4-BF-30K,845060043921,10W,650LM,3000K,13.40,11.65,10.59,18.78,16.74
SDL4-BF-41K,845060043938,10W,700LM,4100K,13.40,11.65,10.59,18.78,16.74
SDL4-BF-50K,845060043945,10W,700LM,5000K,13.40,11.65,10.59,18.78,16.74
SDL4-BF-MCT5,845060073874,10W,700LM,27K/30K/35K/40K/50K,13.40,11.65,10.59,18.78,16.74
SDL6-MCT5,845060073997,15W,1155LM,27K/30K/35K/40K/50K,16.10,14.01,12.73,22.78,19.74
SDL6-BF-27K,845060046380,16.5W,1073LM,2700K,16.10,14.01,12.73,22.78,19.74
SDL6-BF-30K,845060046397,16.5W,1100LM,3000K,16.10,14.01,12.73,22.78,19.74
SDL6-BF-41K,845060046403,16.5W,1150LM,4100K,16.10,14.01,12.73,22.78,19.74
SDL6-BF-50K,845060046410,16.5W,1200LM,5000K,16.10,14.01,12.73,22.78,19.74
SDL6-BF-MCT5,845060073881,15W,1155LM,27K/30K/35K/40K/50K,16.10,14.01,12.73,22.78,19.74
RDL2S-BF-27K-WH,845060030433,8W,600LM,2700K,20.98,18.94,16.90,30.78,28.74
RDL2S-BF-30K-WH,845060030440,8W,600LM,3000K,20.98,18.94,16.90,30.78,28.74
RDL2S-BF-40K-WH,845060030457,8W,600LM,4000K,20.98,18.94,16.90,30.78,28.74
RDL2S-BF-50K-WH,845060030464,8W,600LM,5000K,20.98,18.94,16.90,30.78,28.74
RDL2S-BF-MCT-WH,845060062731,8W,600LM,3000K/4000K/5000K,38.98,25.94,23.90,41.78,53.74
SDL2S-BF-27K-WH,845060030471,8W,600LM,2700K,21.98,19.94,17.90,31.78,30.74
SDL2S-BF-30K-WH,845060030488,8W,600LM,3000K,21.98,19.94,17.90,31.78,30.74
SDL2S-BF-40K-WH,845060030495,8W,600LM,4000K,21.98,19.94,17.90,31.78,30.74
SDL2S-BF-50K-WH,845060030501,8W,600LM,5000K,21.98,19.94,17.90,31.78,30.74
SDL2S-BF-MCT-WH,845060062748,8W,600LM,3000K/4000K/5000K,40.98,26.94,25.90,42.78,56.74
RDL3S-ADJ-27K-WH,845060030662,8W,600LM,2700K,21.98,19.94,17.90,31.78,27.74
RDL3S-ADJ-30K-WH,845060030679,8W,600LM,3000K,21.98,19.94,17.90,31.78,27.74
RDL3S-ADJ-40K-WH,845060030686,8W,600LM,4000K,21.98,19.94,17.90,31.78,27.74
RDL3S-ADJ-50K-WH,845060030693,8W,600LM,5000K,21.98,19.94,17.90,31.78,27.74
SDL3S-ADJ-27K-WH,845060030709,8W,600LM,2700K,22.98,20.94,18.90,33.78,28.74
SDL3S-ADJ-30K-WH,845060030716,8W,600LM,3000K,22.98,20.94,18.90,33.78,28.74
SDL3S-ADJ-40K-WH,845060030723,8W,600LM,4000K,22.98,20.94,18.90,33.78,28.74
SDL3S-ADJ-50K-WH,845060030730,8W,600LM,5000K,22.98,20.94,18.90,33.78,28.74
FML-R6-11W-30K,845060021332,11W,550LM,3000K,17.98,17.98,17.98,28.78,24.74
FML-R6-11W-50K,845060021349,11W,550LM,5000K,17.98,17.98,17.98,28.78,24.74
FML-R8-14W-50K,845060021363,14W,750LM,5000K,19.98,19.98,19.98,31.78,27.74
FML-R10-17W-50K,845060021387,17W,950LM,5000K,22.98,22.98,22.98,36.78,31.74
FML-S6-11W-30K,845060021417,11W,550LM,3000K,18.08,18.08,18.08,28.78,24.74
FML-S6-11W-50K,845060021424,11W,550LM,5000K,18.08,18.08,18.08,28.78,24.74
FML-S8-14W-30K,845060021431,14W,750LM,3000K,20.22,20.22,20.22,32.78,27.74
FML-S10-17W-30K,845060021455,17W,950LM,3000K,22.98,22.98,22.98,36.78,31.74
FML-R6-TRM-BK,845060052626,N/A,N/A,N/A,5.89,5.35,5.35,8.78,7.74
