product_id,parent_sku
7249,SU-LFX/HB
7258,SU-LFX/2X2/30W/D/MV
7259,SU-LFX/FLAT
7260,SU-LFX/FLAT/
7266,SU-LFX/ST/4FT/2L/30W/MV
7269,SU-LFX/ST/2FT/1L/11W
7271,SU-LFX/BB213/2FT/25W
7277,SU-LFX/EC/8'/75W/MV/D/DLC
7278,SU-LFX/EC/4'/23W/MV/D/DLC
7279,SU-LFX/EC/3'/25W/MV/D/DLC
7295,SU-MKS/UCF/40
7304,SU-LFX/BAR/20W
7305,"SU-LFX/VF/48""/48W/BN/E"
7306,"SU-LFX/VF/36""/36W/BN/E"
7307,"SU-LFX/VF/24""/28W/BN/E"
7312,T1-IHBLED4/B/281
7314,T1-IHBLED4-B/201
7315,T1-IHBLED2/B/161
7316,T1-IHBLED2
7325,SU-LFX/RDL/4R/10W/E/D
7327,SU-LFX/RDL/5/6S/15W/DIM/E
7328,SU-LFX/RDL/4S/10W/D/E
7332,SU-MKS/NDL/8R
7348,SU-LFX/CS
7358,SU-LFX/HM/BN/D
7359,SU-LFX/HC/BN/23W/E
7371,SU-LFX/DCO7/MINI
7382,SU-LFX/DCO12
7383,SU-LFX/DCO12/P
7390,SU-LFX/DCO18/BN/28W/E/D
7392,SU-LFX/DCO16/BN/24W/E/D
7393,SU-LFX/DCO14/BN/21W/E/D
7394,SU-LFX/DCO12/BN/15W/E/D
7395,SU-LFX/DCO10/BN/15W/E/D
7396,TF-CORFR48L
7456,WM-CL-PT2-40W
7458,E-6S6DC
7459,E-6S6
7460,E-65BR40/FL
7461,E-65BR30
7462,E-60PAR38/H
7463,E-60PAR30/H
7466,E-4C7
7467,E-45R20/FL
7478,E-3S6/5
7496,E-20T6-1/2N
7501,E-15T6C
7505,E-10S6
7509,E-LED10.5WT8F/36
7513,E-LED11.5WT8/48/
7514,E-LED11.5WT8/48
7515,E-LED110WAL
7516,E-LED115WB
7518,E-LED11WBR30/
7519,E-LED11WBR30
7520,E-LED11WPAR30
7521,E-LED11WT5HO/22
7522,E-LED12.5WT5HE/46
7524,E-LED12WPAR30S/FL
7526,E-LED12WT8/36
7527,E-LED12WT8/U1
7528,E-LED12WT8F/36
7529,E-LED13W4PVL
7530,E-LED13WBR40-930K-DIM-G5
7531,E-LED13WPAR38/FL
7532,E-LED14WT8/48
7533,E-LED14WT8/P/48/
7534,E-LED14WT8/P/48
7535,E-LED15WA21/300
7536,E-LED15WPAR38/FL
7537,E-LED15WPT
7538,E-LED15WT8/48//
7539,E-LED15WT8F/48/
7540,E-LED15WT8F/48
7541,E-LED15WT8F/U6
7544,E-LED17WBR40
7546,E-LED17WT8/48
7547,E-LED18T8F/48
7548,E-LED18T8F/U6
7549,E-LED18WT8F/48
7550,E-LED19WPT
7554,E-LED20WPAR38/FL
7555,E-LED20WPT/180
7556,E-LED22T8F/48
7557,E-LED23W/PLL
7558,E-LED24WPT
7559,E-LED25WT5HO/46
7560,E-LED27WPT
7561,E-LED2WG4
7562,E-LED2WG9
7565,E-LED30WPT/180
7566,E-LED32T5HO/46
7568,E-LED3W1383/30
7569,E-LED3WGBF/30
7577,E-LED40WPT/180
7578,E-LED43WT8/96
7579,E-LED45WPT
7581,E-LED4WB11E12/FIL
7589,E-LED54WPT
7590,E-LED5W2PH/G23
7591,E-LED5WB11
7595,E-LED6WA19/240
7597,E-LED6WG25
7599,E-LED7W2PH/GX23
7600,E-LED7WA19/240
7602,E-LED7WBR20
7603,E-LED7WGU10
7604,E-LED7WMR16
7605,E-LED7WPAR16
7606,E-LED7WPAR20/FL
7607,E-LED7WPAR20/NFL
7609,E-LED80WAL
7610,E-LED80WPT
7611,E-LED8WBR30
7613,E-LED8WT8/24
7614,E-LED9W2PH
7615,E-LED9W2PV
7616,E-LED9W4PH
7617,E-LED9W4PV
7620,E-LED9WA19/OMN/-
7621,E-LED9WA19/OMN/
7622,E-LED9WA19/OMN-
7623,E-LED9WA19/OMN
7624,E-LED9WT8/24
7625,E-LED9WT8/P/24
7626,E-LED9WT8F/24-
7628,E-LEDP-11WR30/GU24
7629,E-LLH-
7630,E-LLH
7650,E-MH-DE70/TD/UVS
7651,E-MH-SE150/UVS
7677,E-MP100/C/U/MED
7679,E-MP150/U/MED
7684,E-SP105/41/MOG
7685,E-SP105
7691,E-SP13
7692,E-SP18
7693,E-SP19-
7694,E-SP19
7698,E-SP23
7701,E-SP27
7703,E-SP32
7704,E-SP42
7705,E-SP65
7706,E-SP85
7707,E-TT42
7708,E-TT32
7709,E-TT26
7710,E-TT18
7716,E-WPT1-88
7717,E-WPT1-55
7722,E-WMG-4C
7723,E-WMG-3C
7725,E-WMG-1C
7726,E-WMC
7727,E-VTS-
7728,E-VTS
7729,E-VOL24-5C
