product_id,parent_sku
5942,BL-E-1
5944,BL-DBEL-ACEM-HL-X-SDT-SERIES
5945,BL-LEDCXTEU2
5947,BL-CXTEU2
5950,BL-CWLXTE
5955,BL-CLPU2
5956,BL-CKXTEU
5957,BL-CEU-3
5963,BL-WLXTE
5966,BL-WLEZXTEU
5973,BL-SXTEU2
5974,BL-KZXTEU1
5975,BL-NYKXTEU1RBA
5978,BL-KXTEU1
5982,BL-EZXTEU2
5983,LT-LEDH-SR8P-S-UZTD
5985,BL-EZTXTEU
5987,BL-EZRXTEU
6007,SE-CROWN
6009,BL-LEDPNL2X2
6010,SE-CREST NARROW
6011,SE-ARROW
6012,BL-LEDPNL1X4-35W
6018,LT-LEDH-SR8P-C-UTD
6022,BL-BCBLED24-50W
6027,BL-BCBLED22-32W
6029,BL-BCBLED22-40W
6033,BL-BRKLCSLED4FT-23
6036,LT-LEDH-SR8P-C-UZTD
6039,SP-RT7-A
6046,SP-RT-2X4
6047,SP-RT-2X2
6048,SP-622STD-HO
6049,SP-FL02xxD-ST
6051,SP-T5ST-56W
6052,SP-624STD-20W
6054,SP-150WRD-40W
6055,SP-xxxWRD1
6056,SP-BH48DX-36W
6057,SP-BH24DX-16W
6059,SP-3-6001D-P-E
6061,SP-3-6001D-1-E
6063,SP-FL2103D
6064,SP-MDF076D-A
6067,SP-P059-62
6069,SP-P130-1-62
6070,SP-P120-1-62
6071,SP-P035-1-62
6072,SP-P209D-05
6074,SP-P205D-05
6077,SP-P203D-60
6080,SP-P201D-05
6084,SP-DC1505D
6093,LT-CMED-605-WH
6095,LT-CMED-607-WH
6096,LT-CMED-607-BN
6097,LT-SFR4
6098,LT-SFR6
6099,LT-DFR4-12-DOB
6100,LT-VNT24
6102,LT-VNT48
6110,DG-WPC12QF1X22
6111,DG-WCTRSA
6112,DG-TV2C32X20UAM
6116,DG-VN55Q
6117,DG-FTRBWPBCLQF1X15UAM
6118,DG-FTRBWAALQF1X15UAM
6120,DG-DTRBWPBCLQF1X15UAM
6122,TF-CLFRR
6123,TF-CLFRRKITDMV
6124,TF-CLFRF-48L30W2800LDMV
6125,TF-CLFRFKITDMV
6126,DG-DTRBWAALQF1X15UAM
6127,DG-KH25QF
6128,DG-KH15QF1X37
6129,DG-FL20C31X20U
6130,DG-AD25QI1X78
6132,DG-VN55QF
6134,DG-SBSAALQ
6135,DG-SBPBCLQF1X15
6136,DG-SB5Q
6137,DG-SB3Q
6138,DG-FTRBPBCLQF1X15
6139,DG-FTRBAALQ
6140,DG-FTRB5Q
6141,DG-FTRB3Q
6142,DG-DTRBPBCLQF1X15-SS
6143,DG-DTRBPBCLQF1X15
6144,DG-DTRBAALQF1X15-SS
6145,DG-DTRBAALQF1X15-AM
6146,DG-DTRB5QF1X15
6147,DG-DTRB3QF
6148,DG-KH45QI1X167
6150,DG-KH25QF1X81
6152,DG-KH15QF
6153,DG-WL40Q
6158,DG-WPC45Q
6161,DG-WPC44QD
6178,DG-MSCOWPQF1X37
6179,DG-MINIWPQF1X13U
6185,DG-LWPCOQ
6186,DG-LSCOWPQF1X58
6187,DG-LDSCOWPQF1X58
6189,DG-HMWP-DOQC1X47
6192,DG-C2WPQF2X16
6193,DG-12WPQF1X45
6194,DG-WBB5
6195,DG-WBB4Q
6196,DG-WBB3Q
6197,DG-VW53QF1X23U
6198,DG-VP53QF1X23U
6199,DG-VB53QF1X23U
6200,DG-VW43QF1X10U
6201,DG-VP43QF1X10U
6210,DG-VB43QF1X10U
6211,DG-NP200920QF14
6212,DG-NP5
6213,DG-DW5
6214,DG-SLS7QF1X11
6215,DG-SLR7QF1X11
6217,DG-VNGL40QF1X54
6219,DG-HB55Q
6220,DG-HB45QK1X273
6221,DG-HB45QI1X273
6229,DG-HB44QK1X169
6230,DG-HB44QI1X169
6238,DG-HB31C3
