product_id,parent_sku
13270,WSD-CP12W
13271,WSD-CP15W
13272,WSD-CP20W
13273,WSD-FL03W27
13275,WSD-FL45W27
13276,WSD-FL07W27
13280,WSD-10WFL27
13283,WM-T5-12IN-5W
13290,WSD-15WFL27
13291,WM-T5-TYPB-25W
13293,WSD-20WFL27
13295,LLL-LL4S
13298,WSD-LHB2F130W
13299,WSD-LHB4F300W
13300,WSD-LHB4F255W
13325,WSD-LHB2F85W
13326,WSD-LHB2F170W
13336,WSD-VP2FT25W27
13337,WSD-VP4FT45W27-G2
13338,WSD-UFO10W27
13339,WM-T5-22IN-9W
13340,WSD-UFO15W27
13341,WM-T5-47IN-16W
13344,WM-CRLC8-20W
13345,WSD-P14FT36W
13346,WSD-P24FT48W
13347,WSD-RP4FT40W
13348,WM-DLS6-30K-B
13349,WSD -ST4FT40
13350,WSD-ST8FT64
13355,WSD-RP4FT303540W-3545K
13364,WM-LSWX-20W
13372,LLL-LL6R
13376,WSD-CP45W27
13377,WSD-PGC07W27
13378,WM-CRLC8-15W
13379,LLL-LB6R
13380,WSD-UFO20W27
13381,LLL-LY6RCS
13392,WM-CRLC8-15W-D-WH
13396,LLL-LL10R
13400,LLL-LL8R
13401,LLL-LY82RCD
13404,WM-IGL-7W
13406,WSD-UHB20W48
13407,TF-LLLSA97L46W
13408,LLL-LL4RBX
13410,WSD-UHB15W48
13411,LLL-LL4R24V
13412,WSD-UHB10W48
13413,WM-LCFA-MCT5-WH
13418,LLL-LY4S
13419,LLL-LL2G24V
13433,LLL-LL4RRG
13434,LLL-LL4SRG
13456,LLL-LD4S
13458,LLL-LD6R
13468,LLL-LY61RCD
13470,LLL-LY61RCD-WET
13472,LLL-LRG2
13480,WSD-P22FT36W
13481,WSD-1L-D236-90
13503,LLL-LB4R24V
13519,WM-CRLC8-20W-D
13528,WM-CRLC6-20W
13539,LLL-LD4R
13562,LLL-LY4RCS
13568,LLL-LD4R-HO
13583,Testing123
13590,LLL-LL4SR
13603,WM-LW360-40W
13606,WM-LWAX-MD-30W
13618,WM-SL-30W-D
13621,WM-SL-40W
13623,WM-CRLC4-15W
13635,WM-LRD-10W-3WTR
13637,WM-LRD-10W-4WTR
13642,WM-LRD-10W-3WTRPH
13651,WM-CRLC4-15W-WH
13654,WM-CRLC4-20W-D
13656,WM-CRLC4-20W-D-WH
13668,WM-CRLC6-40W-MCTP-A
13669,WM-CRLC6-20W-MCT
13678,WM-CRLC6-40W-MCTP
13680,WM-CRLC4-20W-MCT-SA
13681,WM-CRLC4-20W-MCT-S
13683,WM-CRLC6-15W-MCT
13684,WM-CRLC6-15W-MCT-S
13706,WM-CRLC6-15W-MCT-D-
13710,WM-LLVT-8FT-100W
13711,WM-LLVT-8FT-65W
13712,WM-LP-2X2-40W-D
13717,PI-PT-WPH3-LW
13727,LLL-LY41RCD
13734,PI-PT-WPH3-HW
13739,SW-SWX-101-D
13740,SW-SWX-103-D
13741,WM-CRLC4-40W-MCTP
13742,SW-SWX-111-D
13743,SW-SWX-113-D
13744,SW-SWX-121-D
13745,SW-SWX-123-D
13746,SW-SWX-131-D
13747,SW-SWX-133-D
13750,SW-SWX-211
13751,SW-SWX-212
13754,SW-SWX-231
13755,SW-SWX-232
13762,SW-SWX-250-1
13763,SW-SWX-250-2
13764,SW-SWX-501
13794,SW-SWX-511
13821,SW-SWX-101-1-D
13823,SW-SWX-111-1-D
13831,SW-SWX-211-1
13832,SW-SWX-212-1
13836,SW-SWX-231-1
13837,SW-SWX-232-1
13838,SW-SWX-550
13839,WM-CRLC6-40W-MCTP-SA
13840,SW-SWX-101
13843,WM-CRLC6-40W-MCTP-S
13844,SW-SWX-111
13845,SW-SWX-101-1
13850,SW-SWX-103-1
13851,SW-SWX-111-1
13852,SW-SWX-823
13853,SW-SWX-801
13856,SW-SWX-121-1
13857,SW-SWX-843
13858,SW-SWX-900
13861,WM-DBEL-ACEM-
13862,SW-SWX-123-1
13864,SW-SWX-131-1
13874,SW-SWX-112
13877,SW-SWX-122
13878,SW-SWX-123
13879,SW-SWX-131
13880,SW-SWX-132
13881,SW-SWX-133
13882,SW-SWX-121-1-D
13883,SW-SWX-123-1-D
13893,SW-SWX-131-1-D
13894,SW-SWX-133-1-D
13932,WM-BOL-42-R-C-F-MCTP
13934,WM-BOL-44-R-C-C-MCTP
13935,WM-BOL-44-R-C-F-MCTP
13936,WM-SL-28W-D
13937,WM-CRLC4-20W-S
13947,WM-T8-EZX-TB-4FT-12-18W
13982,TF-LLLRA97L69W
14014,TF-LLLSB96L83W
14015,TF-LLLSC97L115W
14016,TF-DKSWBMW48L
14017,TF-DKSWBMW96L
14018,TF-44PSF48LR
14019,TF-44PSF96LR
14020,LLL-LRG6
14026,TF-LLLSF96L
14027,LLL-LL6RR
14032,TF-CLLLBF96L
14033,TF-CLLLBF144L
14084,TF-CLLLSF48L
14085,TF-CLLLSF96L
14086,TF-CLLLSF144L
14087,WM-T5-EZ6-GS-4FT-24W
14090,WM-LF3-300
14091,WM-RSL6-30K
14095,WM-LRD-10W-4WTRPH
14096,WM-LRD-10W-4WTRSL
14097,WM-LRD-TL-10W-4R
14101,WM-LRD-TL-10W-4S
14111,WM-LRD-10W-WTR
14112,WM-LRD-10W-WTM1
14113,WM-LRD-10W-WTM2
14114,WM-LRD-10W-WTM3
14115,WM-LS-160
14118,WM-LVB-18-MCT
14119,WM-LVB-24-MCT
14120,WM-LVB-36-MCT
14121,WM-LW360-25W-G2
14122,WM-LW360-40W-G2
14124,WM-LW360-40W-WH
14127,WM-SL-40W-MCT-D
14130,WM-UHB2-150
14134,WM-UHB-300
14138,WM-LLHB4-50W-480V
14144,WM-LVB-48-MCT
14147,WM-LVW-310-MCT
14151,WM-E12-FLA-5W-BT
14152,LLL-LL6SR
14154,WM-LWA-12
14156,LLL-LL6S
14157,WM-LWA-20
14158,WM-LWA-30
14159,LLL-LB8R
14161,LLL-LD8R
14162,WM-LWA-50
14178,WM-LDS-MCT5-DT
14185,LLL-LD8R-HO
14208,WM-LSN-4FT-32W
14210,WM-LSN-4FT-40W
14231,LLL-LRG6-HO
14232,LLL-LD6R-HO
14233,LLL-LD4S-HO
14259,WM-LW360-25W-WH
14260,WM-LESW-12W
14261,WM-SL-20W-MCT
14262,WM-SL-30W-MCT
14265,LLL-LL4G-HO-DTW
14272,WM-WMC2-12V-DL-MCT
14273,WM-WMC2-12V-UDL-MCT
14278,WM-LOHB-4FT-120W-WH
14282,WM-LSN-8FT-64W
14292,WM-SL-30W-MCT-D
14293,WM-SL-20W-MCT-D
14294,WM-MR16-500L-C90
14297,WM-LLHB4-100W-D-480V
14298,WM-LLHB4-150W-D-480V
14299,WM-LLHB4-300W-D-480V
14321,WM-LWAX-SM-12W-WH
14322,WM-LFX-SM-10-30W-MCTP-KN-
14324,WM-LFX-MD-15-50W-MCTP-KN-
14330,WM-CRLC4-15W-MCT-A
14331,LLL-LRG4-DTW
14332,WM-CRLC4-20W-MCT-A
14333,WM-CRLC4-40W-MCTP-A
14334,WM-CRLC4-40W-MCTP-SA
14335,LLL-LRG4-HO-DTW
14350,LLL-LED-6-S12W
14351,LLL-LED-S9W
14352,LLL-LED-S8W
14353,LLL-LED-1-S6W-30K-T1
14355,LLL-ADS12R9
14356,LLL-ADS7R9
14357,LLL-CSC3025
14370,T1-G2RHBLED/U
14371,LLL-LD4R-DTW
14372,LLL-AD-107T
14374,LLL-LD4R-HO-DTW
14377,OD-21967-MRNU
14388,WM-CRLC4-40W-MCTP-S
14389,LLL-LL4R-DTW
14390,WM-CRLC4-20W-SA
14391,LLL-LD4S-DTW
14392,WM-LRD-7W-3WTRSL
14393,WM-LRD-7W-3WTRPH
14394,LLL-LD4S-HO-DTW
14395,WM-LRD-7W-27K-4WTRPH
14396,LLL-LD6R-DTW
14397,WM-SL-20W-
14423,WM-LRD-7W-4WTRSL
14424,WM-UC-ADJ-20
14425,WM-LRD-7W-4WTR
14426,WM-UC-ADJ-14
14427,WM-UC-ADJ-40
14438,WM-LRD-7W-4WTRPH
14441,WM-LD-099
14443,WM-LD-103
14448,WM-LD-176
14449,WM-T8-EZ6-AHL-2FT-15W-C
14450,WM-T8-EZ6-AHL-2FT-15W-F
14469,WM-UCW12
14470,WM-UCW20
14471,WM-UCW32
14472,WM-UCW40
14473,WM-UCW6
14475,WM-UC12
14476,WM-UC20
14477,WM-UC32
14478,WM-UC40
14480,WM-T8-HL-8FT-SPLIT-42W
14482,WM-T8-EZX-PRO-4FT-18W
14483,WM-T8-EZX-PRO-2FT-10W
14489,WM-LRD-10W-3WTRSL
14494,WM-LRD-7W-3WTR
14499,LLL-LRG6-DTW
14500,LLL-LRG6-HO-DTW
14501,LLL-LL6R-DTW
14502,WM-ULR-IP54-16F-HO
14503,WM-UC6
14504,WM-T8-EZ6-AHL-4FT-18W
14505,LLL-LD8R-DTW
14506,WM-T8-EZ6-GS-2FT-10W
14507,WM-T8-EZ6-GS-3FT-12W
14513,WM-ULR-IN-16F-HO
14515,WM-T8-HL-8FT-40W
14519,WM-LF3-150
14523,WM-T5-47IN-16W-D
14525,LLL-LED-2-S15W
14527,LLL-LED-2-S8W2
14528,WM-T8-EZX-MCT-GS-2FT-8W
14530,CTL-LB125A21-D
14532,LLL-LL2G-HO
14534,CTL-LB1JC
14539,CTL-LB150A21-D
