product_id,parent_sku,"Light Source","Fixture Size","Color Rendering Index (CRI)","Lumen Output","Color Temperature","Total Input Watts","Ballast and Voltage","Listings and Ratings","Driver Type","Luminaire Efficacy Rating (LER)","L70 Expected Life (hours)","Lamp Count","Pack Size","Total Input Watt","Color Temperature (CCT)","Max Ambient Temp",__alsobought,"Max Color Rendering Index (CRI)Temp","Lamp Type",Base,Bulb,Watts,"Initial Lumens","Mean Lumens","Color Temp. (deg K)","Color Rendition Index (CRI)",Coating,"Lamp Life (3hrs. per start)","Lamp Life (12hrs. per start)","MOL (in / mm)","MOD (in / mm)",Manufacturer,"Ballast Technology","Ballast Type","Lamp Wattage","Line Voltage","Starting Type","Ballast Factor","Insulation Rating",Pack,"Total Inputs","L70 Expected Hours (hours)","Pack size","Rated Life",Warranty,"Color Rendering Index","Expected Life (hours)","Color Rendering index (CRI)","Max Ambient","Light Soure","L70 Expected Life Hours","Fixture Watts",DriverType,"Total Input  Watts","Color Rendering Imdex (CRI)","L70 Expected Life (hour)","Luminaire Efficacy Rating  (LER)","Color Temperature  (CCT)","Luminaire Efficacy Rating","Luminaire Efficacy rating (LER)","Total Watt Input","Driver  Type","Driver Typw","L70 Expected Life","Color Rendering Index (CRI0","LIght Source",120-277V,"Color Rendering  Index (CRI)","Fixrture Size","Fxiture Size"
4831,CTL-CL50P24-D,LED,2X4,80,"5,500lm",5000K,50,"Electronic, 120/277V","UL Listed",120-277VAC,92lm/w,"50,000hrs",NO,6,24W,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,CTL-CL36P14-D,LED,1X4,80,"4,680lm",5000K,36,"Electronic, 120/277V","UL Listed",120-277VAC,92lm/w,"50,000hrs",NO,6,24W,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,CTL-CL36P22-D,LED,2X2,80,"3,600lm",5000K,36,"Electronic, 120/277V","UL Listed",120/277VAC,92lm/w,"50,000hrs",NO,6,24W,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,CTL-C15122,LED,Other,90,850lm,3000K,15,"Electronic, 120/277V","UL Listed",120/277VAC,92lm/w,"25,000hrs",NO,6,24W,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,CTL-LB50R20-D,LED,Other,90,525lm,5000K,15,"Electronic, 120/277V","UL Listed",120/277VAC,92lm/w,"25,000hrs",NO,6,24W,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,WM-CSL-4FT-25W,LED,"4' Linear",>80,"3000 lm",4000K,25,"Electronic, 120/277V","UL Listed",120-277VAC,120LM/W,"50,000 hrs",NO,6,24W,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,WM-LSL-4FT-40W,LED,"4' Linear",>80,"4200 lm",MCT,25,"Electronic, 120/277V","UL Listed",120~277VAC,120LM/W,"50,000 hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,WM-LSL-2FT-20W,LED,Other,>80,"2,200 lm",5000K,20,"Electronic, 120/277V","UL Listed",120~277VAC,120LM/W,"50,000 hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,WM-WA-4FT-30W,LED,"4' Linear",>82,"3,670 lm",5000K,30,"Electronic, 120/277V","UL Listed",120-277VAC,122LM/W,"50,000 hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,WM-WA-2FT-25W,LED,Other,>82,2500LM,5000K,25,"Electronic, 120/277V","UL Listed",120-277VAC,100LM/W,"50000 Hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,WM-WAS-4FT-42W,LED,"4' Linear",>82,4400LM,4000K,42,"Electronic, 120/277V","UL Listed",100-277VAC,104LM/W,"50000 Hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,WM-LTR-2X4-50W,LED,2X4,"> 80","5,500 lm",5000K,50,"Electronic, 120/277V","UL Listed","AC 100-277V","110 lm/W","50,000 hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,WM-LTR-2X2-40W,LED,2X2,>80,"4,400 lm",5000K,40,"Electronic, 120/277V","UL Listed","AC 100-277V","110 lm/W","50,000 hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,CTL-LB75PAR30,LED,Other,90,800lm,5000K,13,"Electronic, 120/277V","UL Listed",120VAC,"110 lm/W","25,000hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,CTL-LB50PAR20,LED,Other,80,800lm,5000K,7,"Electronic, 120/277V","UL Listed",120VAC,"110 lm/W","25,000hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,WM-LP-1X4-40W,LED,1X4,>80,"3,600-4,400",2700K,40,"Electronic, 120/277V","UL Listed",100-277VAC,"110LM/W,105LM/W,90LM/W","50,000 hrs",NO,6,40,3000K/4000K/5000K,-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,WM-LP-2X4,LED,Other,>80,"5,400-6,600",2700K,60W,"Electronic, 120/277V","UL Listed",100-277VAC,90lm/W-110lm/W,"50,000 hrs",NO,6,40,3500K,"-68°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,WM-CL-FLT,LED,Others,>70,"5,940-13,570",2700K,60W,"Electronic, 120/277V","UL Listed",100~277VAC,118lm/W,"50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,WM-CL-HL-54W,LED,Other,>70,"7,020lm",5000K,54W,"Electronic, 120/277V","UL Listed","120~277VAC, 50/60Hz",130lm/W,"50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,WM-CL-HL-45W,LED,Other,>70,"5,850lm",5000K,45W,"Electronic, 120/277V","UL Listed","120~277VAC, 50/60Hz",130lm/W,"50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,WM-CL-HL-36W,LED,Other,>70,"4,680lm",5000K,36W,"Electronic, 120/277V","UL Listed","120~277VAC, 50/60Hz",130lm/W,"50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,WM-CL-HL-27W,LED,Other,>70,"3,510lm",5000K,27W,"Electronic, 120/277V","UL Listed","120~277VAC, 50/60Hz",130lm/W,"50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,WM-LLVT-8FT,LED,"8' Linear",>70,"8,450lm/13,000lm",5000K,100,"Electronic, 120/277V","UL Listed",120V~277V,130lm/W,"50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,WM-LLVT2-4FT,LED,"4' Linear",>82,"4,680lm-4,800lm",MCT,46,"Electronic, 120/277V","UL Listed",120-277VAC,"120 LM/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,WM-LLVT-2FT-25W,LED,Other,>82,"3,125 lm",5000K,25,"Electronic, 120/277V","UL Listed",120-277VAC,"125 lm/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,WM-LLVT-4FT,LED,"4' Linear",>82,"13,500lm-20,250lm",5000K,150W,"Electronic, 120/277V","UL Listed",120-277VAC,"135 lm/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,WM-LLHB3-2FT-100W,LED,Other,>80,"14,500 lm",5000K,100,"Electronic, 120/277V","UL Listed","120~277 VAC","145 lm/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,WM-LLHB2,LED,Other,>80,"14,000lm or 21,500lm",5000K,150,"Electronic, 120/277V","UL Listed","120~277 VAC","140 lm/W","14,100hrs or 21,500hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,WM-UFHB,LED,Other,>80,"20,250lm-27,000lm",5000K,200W,"Electronic, 120/277V","UL Listed",100-277VAC,"135 lm/W","14,100hrs or 21,500hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,WM-LHB2-50W,LED,Other,80,"6,750 lm",5000K,50,"Electronic, 120/277V","UL Listed",120-277V,"135 lm/W","14,100hrs or 21,500hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,WM-WMS-R,LED,Other,>80,"630 or 660",3000K,6,"Electronic, 120/277V","UL Listed","100~277 VAC","80 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,WM-WMS-S,LED,Other,"> 80","630 or 660",5000K,6,"Electronic, 120/277V","UL Listed","100~277 VAC","80 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,WM-SL-10W,LED,Other,80,"950 lm",3000K,10,"Electronic, 120/277V","UL Listed",120VAC,"95 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,WM-SL-30W,LED,Other,80,"2,800 lm",3000K,30,"Electronic, 120/277V","UL Listed",120VAC,"95 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,LT-LED-MINI,LED,Other,80,"540-1,000",5000K,12,"Electronic, 120/277V","UL Listed",120V,"95 lm/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,WM-SL-20W,LED,Other,80,"1900 lm",3000K,20,"Electronic, 120/277V","UL Listed",120VAC,"95 lm/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,WM-SL-28W,LED,Other,80,"3,400 lm",3000K,28,"Electronic, 120/277V","UL Listed",120VAC,"121 lm/W","50,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,WM-LGP,LED,Other,"> 70","5,000 or 12,000",3000K,42,"Electronic, 120/277V","UL Listed",100~277VAC,"121 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,WM-FLD2-42-TR,LED,Other,"> 80","4,200 lm",5000K,42,"Electronic, 120/277V","UL Listed",120-277VAC,"100 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,JI-EV-CHB01-100WCA1,LED,Other,>80,"13,000lm",5700K,100,"Electronic, 120/277V","UL Listed",100-277VAC,120lm/w,"50,000hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,JI-ZY-DL6DWP-13W,LED,Other,Ra>80,900lm,5700K,13,"Electronic, 120/277V","UL Listed",AC120-277V,120lm/w,"35,000hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,JI-ZY-DL4DWP-10W,LED,Other,Ra>80,650lm,5700K,10,"Electronic, 120/277V","UL Listed",AC120-277V,120lm/w,"35,000hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,WM-FLD2-28-TR,LED,Other,>80,"2800 lm",5000K,28,"Electronic, 120/277V","UL Listed",120~277V,"100 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,WM-FLD2-15-TR,LED,Other,>80,"1500 lm",3000K,15,"Electronic, 120/277V","UL Listed",120-277VAC,"100 lm/W","70,000 hrs",NO,6,115W,5000K,"-4°F to 113°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,WM-FLD2-50-KN,LED,Other,>80,"5000 lm",3000K,50W,"Electronic, 120/277V","UL Listed",120-277VAC,"100 lm/W","70,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,WM-FLD2-42-KN,LED,Other,"> 80","4200 lm",3000K,42,"Electronic, 120/277V","UL Listed",120-277VAC,"100 lm/W","70,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,WM-FLD2-28-KN,LED,Other,>80,"2800 lm",3000K,28W,"Electronic, 120/277V","UL Listed",120-277VAC,"100 lm/W","70,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,WM-FLD2-15-KN,LED,Other,>80,"1530 or 1650",5000K,15,"Electronic, 120/277V","UL Listed",120-277VAC,"100 lm/W","70,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,WM-LRS-D,LED,Other,>80,"1100 lm",4000K,12,"Electronic, 120/277V","UL Listed",120ACV,"91 lm/W","50,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,WM-LRS-C,LED,Other,>80,"1100 lm",4000K,12,"Electronic, 120/277V","UL Listed",120ACV,"91 lm/W","50,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,WM-LRS-B,LED,Other,>80,"550 lm",4000K,6,"Electronic, 120/277V","UL Listed",120ACV,"91 lm/W","50,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,WM-LRS-A,LED,Other,>80,"1150 lm",4000K,12,"Electronic, 120/277V","UL Listed",120ACV,"91 lm/W","50,000 hrs",NO,6,115W,5000K/3000K,"-40°F ~ 104°F",3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,WM-LDS-12W,LED,Other,"> 80","1200 lm",4000K,12W,"Electronic, 120/277V","UL Listed",120V,-,"50,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,WM-FLV12-32W,LED,Other,"> 80","3200 or 3500",5000K,32,"Electronic, 120/277V","UL Listed",120V,-,"50,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,WM-FLV12-24W,LED,Other,"> 80","2200 or 2500",5000K,24,"Electronic, 120/277V","UL Listed",120V,-,"50,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,WM-FLV12-12W,LED,Other,"> 80","1200 or 1300",5000K,12,"Electronic, 120/277V","UL Listed",120V,-,"50,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,WM-FLV12-6W,LED,Other,"> 80","500 or 550",5000K,6,"Electronic, 120/277V","UL Listed",120V,-,"70,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,WM-LFLV-12W,LED,Other,"> 80","800 or 900",5000K,12,"Electronic, 120/277V","UL Listed",12V,-,"70,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,WM-LF4-12V,LED,Other,>82,"440-5,250",5000K,50,"Electronic, 120/277V","UL Listed",12V,-,"50,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,WM-STL3-480V,LED,Other,>70,"13,500-27,000",5000K,200,"Electronic, 120/277V","UL Listed",480V,-,"70,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,WM-STL2,LED,Other,>70,"6,750-27,000",5000K,200,"Electronic, 120/277V","UL Listed",100~277VAC,-,"70,000 hrs",NO,6,115W,"3000K, 4000K",-,3452,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
