Product_sku,Light_Source,Fixture_Size,"Listings and Ratings","Ballast and Voltage","Color Rendering Index (CRI)","Driver Type","Lumen Output","L70 Expected Life (hours)","L90 Expected Life (hours)","Color Temperature","Total Input Watt","Total Input Watts","Pack Size","Luminaire Efficacy Rating (LER)","Color Temperature (CCT)","Max Ambient Temp","Lamp Count",Lens,Socket,Application,"Insulation Rating",__alsobought,"Rated Life","Max Ambient"
TF-LWPFR15W1500LMV,LED,Other,,,,Multi-Volt,"1500 lm",,,4000K,,15,,,,,,,,,,,,
LT-ICED-9521,LED,Other,,,"80, 90","120-277V w/ TRIAC, ELV & 0-10V Dimming","870, 1200","50,000",,4000K,,10,,"87, 80",,,,,,,,,,
TF-MWPFRACL13W1000LD120,LED,Other,,,,"120V dimmable","1000 lm",,,4000K,,13,,,,,,,,,,,,
TF-SWPFRACL13W1000LD120,LED,Other,,,,"120V dimmable","1000 lm",,,4000K,,13,,,,,,,,,,,,
TF-F1010CLAC10L,LED,Other,,,,"120V Dimmable","1400 or 1900 lm",,,4000K,,14,,,,,,,,,,,,
TF-WPCINCLPLED,LED,Other,,,,,,,,2700K,,9.5,,,,,,,,,,,,
TF-BPCINCLPLEDWH,LED,Other,,,,"120V Dimmable",,,,2700K,,9.5,,,,,,,,,,,,
TF-BCCINCLPLED,LED,Other,,,,"120V Dimmable",,,,2700K,,9.5,,,,,,,,,,,,
TF-CBPL11W912LMV,LED,Other,,,,"120V Dimmable","912 lm",,,4000K,,11,,,,,,,,,,,,
TF-CBPL13W1000LD120,LED,Other,,,,"120 Dimmable","1000 lm",,,4000K,,13,,,,,,,,,,,,
TF-F1303L22W1824LMV,LED,Other,,,,Multi-Volt,"1824 lm",,,4000K,,22,,,,,,,,,,,,
TF-F1303L23W1900LD120,LED,Other,,,,"120 Dimmable","1900 lm",,,4000K,,23,,,,,,,,,,,,
TF-OUTEYMW15W1200LD120,LED,Other,,,,,"1200 lm","50,000 hrs",,4000K,,15,,,,,,,,,,,,
LT-ICED-9521S,LED,Other,,,"80, 90","120-277V w/ TRIAC, ELV & 0-10V Dimming","870 or 1800","50,000hrs",,4000K,,10,,"87 & 80",,,,,,,,,,
TF-CV800L,LED,"4' Linear",,,,,"4800 or 7200",,,5000K,,48,,,,,,,,,,,,
TF-OSL96L,LED,"8' Linear",,,,"0-10V Dimming","9600 or 11400",,,5000K,,96,,,,,,,,,,,,
TF-OSL48L,LED,"4' Linear",,,,"0-10V Dimming","4800 or 5700",,,5000K,,48,,,,,,,,,,,,
TF-SMC11L28W1700LD12030K,LED,Other,,,,"0-10V Dimming","1700 lm",,,3000K,,28,,,,,,,,,,,,
TF-TFC14L,LED,Other,,,,,"1350 or 1850",,,4000K,,14,,,,,,,,,,,,
TF-TFC11L,LED,Other,,,,,"900 or 1350",,,4000K,,13,,,,,,,,,,,,
TF-RLWDFR48L,LED,"4' Linear",,,,,4100-6900,,,5000K,,57,,,,,,,,,,,,
TF-8RB501,LED,"8' Linear",,,,"0-10V Dimming",6950-15800,"50,000",,5000K,,"48W, 97W, 118W",,,,,,,,,,,,
TF-8RB421,LED,"8' Linear",,,,"0-10V Dimming",6500-15600,"50,000 hrs",,5000K,,118,,,,,,,,,,,,
TF-4RB501,LED,"4' Linear",,,>80,120-277V,3500-7900,"50,000 hrs",,5000K,,57,,,,,,,,,,,,
TF-4RB421,LED,"4' Linear",,,>80,120-277V,3250-6900,"50,000 hrs",,5000K,,57,,,,,,,,,,,,
TF-RFSFFR96L,LED,"8' Linear",,,,,"6200 or 11700",,,5000K,,62,,,,,,,,,,,,
SP-xxxCLD,LED,Other,,,"> 80",120-277V,"4000, 5400",,,4000K,,47,,,,,,,,,,,,
TF-RFSFFR48L,LED,"4' Linear",,,,,2800-5900,,,5000K,,57,,,,,,,,,,,,
SP-DC9xxD,LED,Other,,,">  80",120-277V,1750-3000,,,4000K,,21,,,,,,,,,,,,
TF-RFSFFR24LJ12W1200LDMV,LED,"2' Linear",,,,,"1400 lm",,,4000K,,12,,,,,,,,,,,,
TF-SM24CLY56W5650LVDMV,LED,Other,,,,0-10V,"5650 lm",,,5000K,,56,,,,,,,,,,,,
TF-SM22CLY28W2850LVDMV,LED,Other,,,,0-10V,"2850 lm",,,5000K,,28,,,,,,,,,,,,
SP-2-03xxD,LED,Other,,,"> 80","120v, 120V-277v",1340-2900,,,4100K,,35,,,,,,,,,,,,
TF-DFUCLL22L,LED,Other,,,,"0-10V Dimming",3000-4300,,,5000K,,32,,,,,,,,,,,,
SP-2-02xxD-A,LED,Other,,,"> 80","120V or 120V-277V",1340-2100,,,4100K,,18,,,,,,,,,,,,
SP-2-02xxD,LED,Other,,,"> 80","120V, 120-277V",1340-2900,,,4000K,,35,,,,,,,,,,,,
SP-2-0246D-A,LED,Other,,,"> 80",120V-277V,"2000 or 2100",,,4100K,,24,,,,,,,,,,,,
TF-FSFFR96L,LED,"8' Linear",,,,,"6200 or 11700",,,4000K,,62,,,,,,,,,,,,
TF-FSFFR48L,LED,"4' Linear",,,,,"3400 or 6300",,,4000K,,31,,,,,,,,,,,,
TF-SS213A48LY45W4500LDMV(20),LED,"4' Linear",,,,"Step Dimming","4500 lm",,,5000K,,48,,,,,,,,,,,,
SP-C091D,LED,Other,,,80,120-277V,"1960 or 2100",,,4000K,,28,,,,,,,,,,,,
TF-SSSTSMW24LE27W2000LDMV(XX),LED,"2' Linear",,,,"Step Dimming","2000 lm",,,5000K,,27,,,,,,,,,,,,
SP-1015D,LED,Other,,,80,120V,"1280 or 1300",,,3000K,,18,,,,,,,,,,,,
TF-SSSTWFR48LY46W5500LDMV(20)EM,LED,"4' Linear",,,,,5500,,,5000K,,46,,,,,,,,,,,,
SP-1018D,LED,Other,,,80,"120V ~ 277V","1850 or 1940",,,4100K,,24,,,,,,,,,,,,
TF-SSSTWFR48L,LED,"4' Linear",,,,,"6000 or 6900",,,5000K,,48,,,,,,,,,,,,
TF-SSSTWFR24L,LED,"2' Linear",,,,"0-10V Dim","2050 or 3000",,,5000K,,15,,,,,,,,,,,,
TF-LWDFR48L,LED,"4' Linear",,,,,2400-4000,,,5000K,,57,,,,,,,,,,,,
TF-555A48L,LED,"4' Linear",,,,"0-10V Dimming",4100-8800,,,5000K,,72,,,,,,,,,,,,
SP-1130D,LED,Other,,,80,120-277V,1280-1350,,,4100K,,17,,,,,,,,,,,,
TF-555A24L,LED,"2' Linear",,,,"0-10V Dimming",2900-4000,,,5000K,,35,,,,,,,,,,,,
SP-DC3xxD,LED,Other,,,80,120-277V,1340-2900,,,4000K,,35,,,,,,,,,,,,
SP-DC318D-PD,LED,Other,,,80,120-277V,"2800 or 2900",,,4000K,,35,,,,,,,,,,,,
SP-DC614D-PD,LED,Other,,,80,120V-277v,"2,000",,,4000K,,24,,,,,,,,,,,,
SP-DC8,LED,Other,,,80,120-277v,1550-2250,,,4000K,,24,,,,,,,,,,,,
TF-WLINMW96LU,LED,"8' Linear",,,,0-10V,,,,5000K,,36,,,,,,,,,,,,
TF-WLINMW48LU,LED,"4' Linear",,,,0-10V,,,,5000K,,18,,,,,,,,,,,,
TF-66WSF96LU,LED,"8' Linear",,,,"0-10V Dimming",,,,5000K,,72,,,,,,,,,,,,
TF-66WSF48LU,LED,"4' Linear",,,,"0-10V Dimming",,,,5000K,,36,,,,,,,,,,,,
TF-66WSF96L,LED,"8' Linear",,,,0-10V,"4800 or 9600",,,5000K,,"48W or 96W",,,,,,,,,,,,
TF-66WSF48L,LED,"4' Linear",,,,0-10V,"2400 or 4800",,,5000K,,24,,,,,,,,,,,,
TF-LPCMW48L,LED,"4' Linear",,,,"0-10V Dimming",4550-6050,,,5000K,,57,,,,,,,,,,,,
TF-LPCMW24L,LED,"2' Linear",,,,"0-10V Dimming",2250-3000,,,5000K,,28,,,,,,,,,,,,
SP-DC018D-2G-C,LED,Other,,,"> 80",120V-277V,"2800 or 2900",,,4100K,,35,,,,,,,,,,,,
TF-LPCMW48LS40W4550LG120,LED,"4' Linear",,,,"120V Triac Dimming","4200 lm",,,5000K,,41,,,,,,,,,,,,
TF-S96LT57W6400LW35DMV,LED,"8' Linear",,,,,"6400 lm",,,5000K,,57,,,,,,,,,,,,
SP-DCxxxD,LED,Other,,,"> 80",120V,1280-2780,,,4100K,,35,,,,,,,,,,,,
TF-S60LT38W4070LW35DMV,LED,Other,,,,,"4070 lm",,,5000K,,38,,,,,,,,,,,,
TF-S48LT29W3200LW35DMV,LED,"4' Linear",,,,,"3200 lm",,,5000K,,29,,,,,,,,,,,,
SP-DCxxxD-PD,LED,Other,,,"> 80",120V-277V,1800-2780,,,4000K,,24,,,,,,,,,,,,
TF-LDED,LED,Other,,,,,360-1550,,,5000K,,18,,,,,,,,,,,,
TF-LCR96L40W5200LMV,LED,Other,,,-,-,"5000 lm",-,,,,40W,,-,"4000K & 5000K",-,,,,,,,,
SP-DC0xxD,LED,Other,,,"> 80",120-277V,2700-4000,,,4000K,,35,,,,,,,,,,,,
TF-LCR48L18W2400LMV,LED,Other,,,-,-,"2250 lm",-,,,,18W,,-,"4000K & 5000K",-,,,,,,,,
TF-LRSFR48LS50W5600LDMV,LED,"4' Linear",,,,"0-10V Dimmable","5600 lm",,,5000K,,50,,,,,,,,,,,,
SP-FL02xxD-PD-24,LED,Other,,,80,120-277V,935-2050,,,4000K,,11,,,,,,,,,,,,
TF-LRSFR24LS25W2800LDMV,LED,"2' Linear",,,,"0-10V Dimmable Tamper Proof",2800,,,5000K,,25,,,,,,,,,,,,
TF-W4ASSF96L,LED,"8' Linear",,,,"0-10V Dimmable","4800 or 9600",,,5000K,,48,,,,,,,,,,,,
TF-W4ASSF48L,LED,"4' Linear",,,,"0-10V Dimmable","2400 or 4800",,,5000K,,24,,,,,,,,,,,,
TF-159A48L,LED,"4' Linear",,,,0-10V,"3900 or 4700",,,4000K,,48,,,,,,,,,,,,
TF-159A24L,LED,"2' Linear",,,,0-10V,"1900 or 2300",,,4000K,,24,,,,,,,,,,,,
SP-MDF032D,LED,Other,,,>80,120V,"1150 lm",,,4000K,,15,,,,,,,,,,,,
SP-MDF033D,LED,Other,,,>80,"120V or 120-277V","950 or 1900",,,3000K,,14,,,,,,,,,,,,
TF-209FR48LF48W5700LDMV,LED,"4' Linear",,,,"0-10V Dimming","5,700",,,5000K,,"48 Watts",,,,,,,,,,,,
SP-MDF021D,LED,Other,,,>80,120V,"1130 lm",,,3000K,,15,,,,,,,,,,,,
TF-207FR448L,LED,"4' Linear",,,,0-10V,"8100 or 11200",,,5000K,,65,,,,,,,,,,,,
SP-MDF075D,LED,Other,,,"> 80",120V,"1200 lm",,,4000K,,15,,,,,,,,,,,,
TF-207FR248L,LED,"4' Linear",,,,0-10V,4000-6300,,,5000K,,57,,,,,,,,,,,,
SP-W260D,LED,Other,,,"> 80",120V,"1150 lm",,,3000K,,15,,,,,,,,,,,,
SP-MDF036D,LED,Other,,,"> 80",120-277V,"1730 lm",,,4000K,,22,,,,,,,,,,,,
SP-MDF035D,LED,Other,,,"> 80",120V,"1150 lm",,,4000K,,15,,,,,,,,,,,,
TF-207FR224L,LED,"2' Linear",,,,"0-10V Dimming",3100-3600,,,5000K,,24,,,,,,,,,,,,
SP-W160D,LED,Other,,,80,120V,"920 lm",,,4000K,,15,,,,,,,,,,,,
TF-EWPLR96L,LED,"8' Linear",,,,0-10V,5800-11600,,,5000K,,97,,,,,,,,,,,,
SP-W168D,LED,Other,,,80,120V,"810 lm",,,4000K,,15,,,,,,,,,,,,
TF-EWPLR48L,LED,"4' Linear",,,,0-10V,4200-8700,,,5000K,,72,,,,,,,,,,,,
TF-SHPFPELP,LED,"1X4,2X2,2X4",,,,"0-10V Dim","5000 or 6250",,,5000K,,40,,,,,,,,,,,,
SP-FL2103D-C,LED,Other,,,80,120-277V,"2,190",,,5000K,,23,,,,,,,,,,,,
SP-FL2103D-A,LED,Other,,,80,120-277V,"1785-3520 lumens",,,4000K,,48,,,,,,,,,,,,
SP-FL2103D-B,LED,Other,,,80,120V-277V,2190-4590,,,4000K,,23,,,,,,,,,,,,
SP-3-0115D,LED,Other,,,80,120V,1120-1260,,,4000K,,14,,,,,,,,,,,,
TF-FHBFR96L,LED,"8' Linear",,,,0-10V,"11300 or 12800",,,5000K,,97,,,,,,,,,,,,
TF-FHBFR48L,LED,"4' Linear",,,,0-10V,4050-8200,,,5000K,,72,,,,,,,,,,,,
TF-SLPFR96LS96W9600LDMV,LED,"8' Linear",,,,"0-10V Dimming",10800,,,5000K,,96,,,,,,,,,,,,
TF-SLPFR48LS48W5400LDMV,LED,"4' Linear",,,,"0-10V Dimming",5400,,,5000K,,48,,,,,,,,,,,,
TF-LLLSH48L,LED,"4' Linear",,,,,"2,125lm",,,4000K,,24,,,,,,,,,,,,
SP-BH2D,LED,Other,,,80,120V-277V,"1300 lm",,,5000K,,16,,,,,,,,,,,,
TF-66PSF96LU,LED,"8' Linear",,,,0-10V,,,,5000K,,72,,,,,,,,,,,,
SP-BH3D,LED,Other,,,80,120V,"1300 lm",,,5000K,,16,,,,,,,,,,,,
SP-3-0103D,LED,Other,,,80,120V,"1300 lm",,,5000K,,15,,,,,,,,,,,,
TF-66PSF48LU,LED,"4' Linear",,,,0-10V,,,,5000K,,48,,,,,,,,,,,,
TF-66PSF96L,LED,"8' Linear",,,,0-10V,"4800 or 9600",,,5000K,,"48W, 96W",,,,,,,,,,,,
TF-66PSF48L,LED,"4' Linear",,,,0-10V,"2400 or 4800",,,5000K,,24,,,,,,,,,,,,
SP-3-4001D,LED,Other,,,80,120V,"580 or 625",,,5000K,,13,,,,,,,,,,,,
SP-3-4041D,LED,Other,,,80,120V,"540 or 585",,,4000K,,13,,,,,,,,,,,,
SP-3-4182D,LED,Other,,,80,120V,"1150 lm",,,4000K,,16,,,,,,,,,,,,
SP-3-4121D,LED,Other,,,80,120V-277V,"1300 or 1360",,,4000K,,22,,,,,,,,,,,,
SP-3-3363D,LED,Other,,,80,120V,"800 or 850",,,4000K,,15,,,,,,,,,,,,
SP-3-3383D,LED,Other,,,80,120V,"900 or 950",,,4000K,,15,,,,,,,,,,,,
TF-SSSKDWBFR,LED,"8' Linear",,,,"0-10V Dim",3400-10800,,,5000K,,114,,,,,,,,,,,,
SP-3-4310D,LED,Other,,,80,120V,"1120 or 1176",,,4000K,,15,,,,,,,,,,,,
TF-SSSESFR24LJ20W2000L,LED,"2' Linear",,,,,"2000 lm",,,5000K,,20,,,,,,,,,,,,
SP-3-4311D,LED,Other,,,80,120V,"1150 or 1200",,,4000K,,15,,,,,,,,,,,,
TF-C96L,LED,"8' Linear",,,,0-10V,9800-15500,,,4000K,,118,,,,,,,,,,,,
TF-C48L,LED,"4' Linear",,,,0-10V,4900-7800,,,4000K,,57,,,,,,,,,,,,
TF-C24L,LED,"2' Linear",,,,0-10V,"3350 or 3900",,,4000K,,24,,,,,,,,,,,,
SP-WP11A-20,LED,Other,,,,120V~277V,"2500 lm",,,5000K,,20,,,,,,,,,,,,
TF-CRSF96L,LED,"8' Linear",,,,"0-10V Dimming","6900-13400 lm",,,4000K,,116,,,,,,,,,,,,
SP-CP01A-50W,LED,Other,,,,120-277v,5300-5650,,,5000K,,50,,,,,,,,,,,,
TF-CRSF48L,LED,"4' Linear",,,,"0-10V Dimming","3500-6700 lm",,,4000K,,58,,,,,,,,,,,,
TF-CRSR96L,LED,"8' Linear",,,,"0-10V Dimming","6900-13400 lm",,,4000K,,116,,,,,,,,,,,,
TF-CRSR48L,LED,"4' Linear",,,,"0-10V Dimming","3500-6700 lm",,,4000K,,58,,,,,,,,,,,,
SP-C023-65,LED,Other,,,80,120-277V,"1620 or",,,5000K,,23,,,,,,,,,,,,
TF-SSSERFR96L,LED,"8' Linear",,,,"0-10V Dimming","5600 or 8000",,,4000K,,56,,,,,,,,,,,,
TF-SSSERFR48L,LED,"4' Linear",,,,"0-10V Dimming","2800 or 4000",,,4000K,,28,,,,,,,,,,,,
TF-SSSERFR24L,LED,"2' Linear",,,,"0-10V Dimming","1400 or 2000",,,4000K,,14,,,,,,,,,,,,
SP-300WRD1,LED,"4' Linear",,,"> 80",120V-277V,"5000-7560 lumens",,,5000K,,50,,,,,,,,,,,,
TF-RRS96LE,LED,"8' Linear",,,>80,"0-10V Dimming",8000-13800,"50,000 hrs",,4000K,,114,,,,,,,,,,,,
SP-xxxWRD-36W,"T8 LED",Other,,,"> 80",120-277V,"4000 lm",,,5000K,,36,,,,,,,,,,,,
TF-RRS48LE,LED,"4' Linear",,,>80,"0-10V Dimming",4300-8000,"50,000 hrs",,4000K,,57,,,,,,,,,,,,
TF-RRS96L,LED,"8' Linear",,,,,8000-13800,,,4000K,,114,,,,,,,,,,,,
SP-648STD1,"T8 LED","4' Linear",,,"> 80",120-277V,3960-5300,,,5000K,,46,,,,,,,,,,,,
SP-624STD1,"T8 LED",Other,,,"> 80","120V ~ 277V",1800-2500,,,5000K,,14,,,,,,,,,,,,
TF-RRS48L,LED,"4' Linear",,,>80,"0-10V Dimming",3400-6400,"50,000 hrs",,4000K,,57,,,,,,,,,,,,
TF-RRSFR96L,LED,"8' Linear",,,>80,"0-10V Dimming",5400-10400,"50,000 hrs",,4000K,,114,,,,,,,,,,,,
TF-RRSFR48L,LED,"4' Linear",,,>80,"0-10V Dimming",2700-5400,"50,000 hrs",,4000K,,57,,,,,,,,,,,,
TF-CITACL24L,LED,Other,,,,"120-277V, 0-10V Dimming",8000-14000,,,5000K,,140,,,,,,,,,,,,
TF-CITACL48L,LED,Other,,,,"120-277V, 0-10V Dimming",8730-20000,,,5000K,,180,,,,,,,,,,,,
SP-3-1010D-3W,LED,Other,,,,120V,"320 or 340",,,5000K,,3,,,,,,,,,,,,
SP-3-1020D-4W,LED,Other,,,,120V,"80 or 100",,,5000K,,4,,,,,,,,,,,,
TF-HBC,LED,"4' Linear",,,,"0-10V Dimming",6450-13500,,,5000K,,118,,,,,,,,,,,,
TF-HBC48L,LED,"4' Linear",,,,"0-10V Dimming","18,000-36,000",,,5000K,,272,,,,,,,,,,,,
DG-TV2C32X10,LED,Other,,,,"120-277v, 12v","2,310-4,100",,,4100K,,20,,,,,,,,,,,,
DG-TV3C3,LED,Other,,,,120~277V,"6,600-8,300",,,4100K,,60,,,,,,,,,,,,
TF-SSHBG48L,LED,Other,,,,"0-10V Dim","15,000-50,000",,,5000K,,355,,,,,,,,,,,,
DG-KH15Q,LED,Other,,,80,"120-277V, 347W",,,,5000K,,23,,,,,,,,,,,,
BL-BLEDEM-CP,LED,Other,,,,,800-2700,,,,,,,,,,,,,,,,,
DG-FL20L1X18,LED,Other,,,80,"12V, 120-277V",2300-2330,,,5000K,,18,,,,,,,,,,,,
DG-SFLQF1X22,LED,Other,,,80,"120-277V, 347-480V","2,123",,,5000K,,22,,,,,,,,,,,,
TF-ITB96L,LED,Other,,,-,"AC100–277V without Ballast","5,650 or 11,000","50,000 hrs",,,,"48W, 85W",,-,"3000K, 3500K, 4000K, 5000K",-,,,,,,,,
DG-MFLQ,LED,Other,,,80,"120-277V, 347-480V",3900,,,5000K,,37,,,,,,,,,,,,
TF-SCB24L,LED,Other,,,>80,"0-10V Dimmable","4000 or 4800","60,000 hrs",,4000K,,"46W, 57W",,,,,,,,,,,,
DG-HFLQF1X68,LED,Other,,,80,"120-277V, 347-480V","6,800-7,500",,,5000K,,68,,,,,,,,,,,,
TF-SCB14L,LED,Other,,,>80,"0-10V Dimmable","3300 or 4700","60,000 hrs",,4000K,,37,,,,,,,,,,,,
TF-SCB22L,LED,2X2,,,>80,"0-10V Dimmable","2200 or 3000","60,000 hrs",,4000K,,22,,,,,,,,,,,,
TF-CBF24L,LED,Other,,,,0-10V,"4,500-6,900",,,4000K,,57,,,,,,,,,,,,
DG-WCTRS,LED,Other,,,"> 80","120-277v, 347-480v",2400,,,4100K,,20,,,,,,,,,,,,
DG-WCTRD,LED,Other,,,"> 80","120-277v, 347-480v","4,400-4,600",,,4100K,,40,,,,,,,,,,,,
TF-CBF22L,LED,2X2,,,,"0-10V Dimmable","3,200-5,100",,,4000K,,"28W, 35W, 45W",,,,,,,,,,,,
TF-SSUCLL24L,LED,2X4,,,,,"6,750 or 7,800",,,5000K,,48,,,,,,,,,,,,
TF-SSUCLL14L,LED,1X4,,,,,"4,000 or 6,000",,,5000K,,30,,,,,,,,,,,,
DG-HMWP-UDQF1X46,LED,Other,,,80,"120-277v, 347-480v","5,500-6,000",,,5000K,,46,,,,,,,,,,,,
TF-SSUCLL22L,LED,2X2,,,,,"3,200 or 4,200",,,5000K,,28,,,,,,,,,,,,
DG-KH25Q,LED,Other,,,80,120-277V,,,,5000K,,81,,,,,,,,,,,,
GL-LCXS-2,LED,Other,,,,120-277V,,,,,,,,,,,,,,,,,,
GL-UCL-9-5-120D,LED,Other,,,90,"120V, Triac Dimming",500lm,,,4000K,,5,,,,,,,,,,,,
GL-LWLV-2-17-MVD,LED,Other,,,80,120-277V,"3,000lm","60,000 hrs",,4000K,,20,,,,,,,,,,,,
GL-UFO,LED,Other,,,80,120-277V,"13,000-19,500","50,000 hrs",,5000K,,100,,,,,,,,,,,,
GL-LCS-8-68-MVD,LED,Other,,,80,"120-277V, 0-10V Dimming","6800 lm","60,000 hrs",,5000K,,68,,,,,,,,,,,,
GL-LCS-8-104-MVD,LED,Other,,,80,"120-277V, 0-10V Dimming","10400 lm","60,000 hrs",,5000K,,104,,,,,,,,,,,,
GL-LCS-4,LED,Other,,,80,"120-277V, 0-10V Dimming","4000 or 5200","60,000 hrs",,5000K,,40,,,,,,,,,,,,
GL-LCS-4-40-MV,LED,Other,,,80,120-277V,"4000 lm","60,000 hrs",,5000K,,40,,,,,,,,,,,,
GL-LCS-2-17-MVD,LED,Other,,,80,120-277V,"1700 lm","60,000 hrs",,5000K,,17,,,,,,,,,,,,
GL-RLP-24-50-MVD,LED,Other,,,80,120-277V,"5500 lm","60,000 hrs",,5000K,,50,,,,,,,,,,,,
GL-RLP-22-40-MVD,LED,2X2,,,80,"120-277V, 0-10V Dimming","4400 lm","60,000 hrs",,5000K,,40,,,,,,,,,,,,
GL-LDL2,LED,Other,,,90,"120V, Triac Dimming","650 or 1100","50,000 hrs",,4000K,,11,,,,,,,,,,,,
GL-DCS-14-17-120D-930,LED,Other,,,90,"120V, Triac Dimming","1700 lm","50,000 hrs",,3000K,,17,,,,,,,,,,,,
GL-DCF-11-13-120D-930,LED,Other,,,90,"120V, Triac Dimming","1,300lm","50,000 hrs",,3000K,,13,,,,,,,,,,,,
GL-THF-20-120-850,LED,Other,,,80,120V,"1500 lm",,,5000K,,20,,,,,,,,,,,,
DG-KH45Q,LED,Other,,,80,"120-277V, 347-480V",,,,5000K,,167,,,,,,,,,,,,
GL-LSC2,LED,Other,,,80,120-277V,"4500 & 8800","60,000 hrs",,5000K,,40,,,,,,,,,,,,
GL-ACLW,LED,Other,,,80,120-277V,3600-9600,"50,000 hrs",,5000K,,80,,,,,,,,,,,,
JI-ZY-STP8,LED,Other,,,"> 80",AC100-277V,"3,120-6,240","50,000 hrs",,5000K,,48,,"130 lm/W",,,,,,,,,,
DG-KH55Q,LED,Other,,,80,"120-277V, 347-480V",,,,5000K,,334,,,,,,,,,,,,
DG-AL35Q,LED,Other,,,80,"120-277V, 347-480V","21,000-34,500",,,5000K,,174,,,,,,,,,,,,
DG-AL55Q,LED,Other,,,80,120-277V,"35,500-69,500",,,5000K,,348,,,,,,,,,,,,
DG-B1C34X5,LED,Other,,,"> 80","120-277V, 347V","2,282",,,4100K,,20,,,,,,,,,,,,
DG-B2C34X5,LED,Other,,,"> 80",120-277V,2409,,,4100K,,20,,,,,,,,,,,,
DG-HB30C3,LED,Other,,,80,"120-277V, 347-480V","19,500-25,500",,,5000K,,120,,,,,,,,,,,,
DG-HB44C310X20,LED,Other,,,"> 80","120-277v, 347-480v","19,466","50,000",,5000K,,200,,,,,,,,,,,,
DG-HB44QF1X169,LED,Other,,,80,"120-277v, 347-480v","14,500-20,000",,,5000K,,169,,,,,,,,,,,,
DG-HB45C316X20,LED,Other,,,"> 80","120-277v, 347-480v","40,000","50,000",,5000K,,316,,,,,,,,,,,,
DG-HB45QF1X273,LED,Other,,,80,"120-277V, 347-480V","21,000-32,500",,,5000K,,273,,,,,,,,,,,,
DG-12X12QF1X45,LED,Other,,,,120-277V,"6,100-6,300",,,5000K,,45,,,,,,,,,,,,
DG-VN55QF1X48,LED,Other,,,80,"120-277v, 347-480v","6,500",,,5000K,,48,,,,,,,,,,,,
JI-ZY-P1-40W,LED,1X4,,,>80,AC100-277V,"5,000 lm","50,000 hrs",,5000K,,40,2,"120 lm/w",,,,,,,,,,
JI-ZY-P4,LED,Other,,,"> 80",AC100-277V,"3,750 or 5,000","50,000 hrs",,5000K,,30,,"120 lm/W",,,,,,,,,,
JI-ZY-P7,LED,Other,,,"> 80",AC100-277V,"5,000 or 6,250","50,000 hrs",,5000K,,40,,"120 lm/W",,,,,,,,,,
JI-ZY-T8,"T8 LED","4' Linear",,,"> 80",AC100-277V,"1500-1980 lumens","50,000 hrs",,5000K,,18,30,,,,,,,,,,,
JI-ZY-ST8FT40,LED,"4' Linear",,,"> 80",,"5200 lm & 8400 lm",,,5000K,,40,2,,,,,,,,,,,
JI-ZY-T4,LED,Other,,,"> 80",AC100-277V,"3,125 or 4,500","50,000 hrs",,5000K,,25,,"135 lm/W",,,,,,,,,,
JI-ZY-T7,LED,Other,,,"> 80",AC100-277V,"4,500 or 6,250","50,000 hrs",,5000K,,50,,"135 lm/W",,,,,,,,,,
JI-ZY-R4-36W,LED,Other,,,"> 80",AC100-277V,"4500 lm","50,000 hrs",,5000K,,36,,"135 lm/W",,,,,,,,,,
JI-ZY-R7,LED,2X4,,,80,AC100-277V,"4500 or 6250","50,000 hrs",,5000K,,36,,"135 lm/W",,,,,,,,,,
JI-ZY-SB,LED,Other,,,"> 80",AC120-277V,"17,300 or 22,100","50,000 hrs",,5000K,,150,,"130 lm/W",,,,,,,,,,
JI-ZY-SB-300W27,LED,Other,,,"> 80",AC100-277V,"33,500 lm","50,000 hrs",,5000K,,300,,"130 lm/W",,,,,,,,,,
JI-ZY-SWP-13W,LED,Other,,,"> 80",AC100-277V,"1300 lm","50,000 hrs",,5700K,,13,,"110 lumens/Watt",,,,,,,,,,
JI-ZY-SWP-20W,LED,Other,,,"> 80",AC100-277V,"2000 lm","50,000 hrs",,5700K,,20,,"110 lm/W",,,,,,,,,,
JI-ZY-SWP,LED,Other,,,"> 80",AC100-277V,"6,000-12,000","50,000 hrs",,5700K,,120,,"110 lm/W",,,,,,,,,,
HU-DZ3X,LED,Other,,,-,"0-10V, Triac","4100 lm","100,000 hrs",,,,36W,,-,"2700K, 4000K, 5000K",-,,,,,,,,
HU-DM60,LED,Other,,,"> 84",,"7,600 lm","100,000 hours",,5000K,,57,,,,,,,,,,,,
HU-DM150,LED,Other,,,"5000K > 84",0-10V,"22,380","100,000 hours",,5000K,,150,,,,,,,,,,,,
HU-DM120,LED,Other,,,"> 84",0-10V,"18,300 lm","100,000 hrs",,5000K,,120,,,,,,,,,,,,
HU-DM240,LED,Other,,,"5000K > 84",0-10V,"36,600","100,000 hours",,5000K,,232,,,,,,,,,,,,
HU-DM300,LED,Other,,,"5000K > 84",0-10V,"45,600 lm","100,000 hours",,5000K,,281,,,,,,,,,,,,
HU-S22,LED,Other,,,"80, 90",,"1,500 lm","75,000 hours",,5000K,,15,,,,,,,,,,,,
HU-S44,LED,Other,,,"80, 90",,"3000 lm","75,000 hours",,5000K,,25,,,,,,,,,,,,
RP-8130HIC-DM7,"Compact Fluorescent","8 Round","Damp Location,UL Listed",,,,,,,,,,,,,,,,,,"Insulation Contact (IC)",,,
