parent_sku,family_count,child_sku,"Color Temperature (CCT)","Finish Options","Factory Installed Lamps","Wiring Options","End Cap Finish Options","Lamp Type Options","Select Reflector","Voltage Options","Wattage Options","Letter Color Options","Number of Faces","Wattage & Lumen Options","Fixture Wattage",Color,"Main Cable Length","Lens Options","Height Options","Wattage & Optics Options","Driver Option","LED Module & Wattage Options","End Cap Options",WattageOptions,"Pendant Mounting Kit","Beam Angle Options","Mounting Options","Trim Ring Finish","Select Finish (Reflectors & Baffles)","Length & Wattage Options","Output Wattage Options","Output Voltage Options","Wattage & Optics/Beams Options","Connector Type Options","Emergency Battery Options","Trimplate Options","Occupancy Sensor","Trim Options","Size\, Wattage & Lumen Options","Size & Wattage Options","Control Options","Square Trim Ring Options","Round Trim Ring Options","Accessories Options","Trim Shape Options","Color Te\,mperature (CCT)","Reflector Options",Reflector,"Reflector Finish","Color Temperature","Fixture Options","Color Temperat","Frosted Lens","Distribution Options"
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-10-840-UZTD-BK,4000K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-10-840-UZTD-BZ,4000K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-10-840-UZTD-SI,4000K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-827-UZTD-WH,2700K,White,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-827-UZTD-BK,2700K,Black,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-827-UZTD-BZ,2700K,Bronze,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-827-UZTD-SI,2700K,Silver,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-830-UZTD-WH,3000K,White,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-830-UZTD-BK,3000K,Black,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-830-UZTD-BZ,3000K,Bronze,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-830-UZTD-SI,3000K,Silver,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-835-UZTD-WH,3500K,White,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-835-UZTD-BK,3500K,Black,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-835-UZTD-BZ,3500K,Bronze,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-835-UZTD-SI,3500K,Silver,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-840-UZTD-WH,4000K,White,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-840-UZTD-BK,4000K,Black,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-840-UZTD-BZ,4000K,Bronze,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-14-840-UZTD-SI,4000K,Silver,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-827-UZTD-WH,2700K,White,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-827-UZTD-BL,2700K,Black,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-827-UZTD-BR,2700K,Bronze,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-827-UZTD-SI,2700K,Silver,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-830-UZTD-WH,3000K,White,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-830-UZTD-BL,3000K,Black,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-830-UZTD-BR,3000K,Bronze,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-830-UZTD-SI,3000K,Silver,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-835-UZTD-WH,3500K,White,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-835-UZTD-BL,3500K,Black,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-835-UZTD-BR,3500K,Bronze,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-835-UZTD-SI,3500K,Silver,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-840-UZTD-WH,4000K,White,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-840-UZTD-BL,4000K,Black,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-840-UZTD-BR,4000K,Bronze,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,3,LT-LEDH-SR5W-G2-22-840-UZTD-SI,4000K,Silver,,,,,,,"22 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-827-UZTD-WH,2700K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-827-UZTD-WH,2700K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-827-UZTD-WH,2700K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-827-UZTD-WH,2700K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-827-UZTD-WH,2700K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-827-UZTD-BK,2700K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-827-UZTD-BK,2700K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-827-UZTD-BK,2700K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-827-UZTD-BK,2700K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-827-UZTD-BK,2700K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-827-UZTD-BR,2700K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-827-UZTD-BR,2700K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-827-UZTD-BR,2700K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-827-UZTD-BR,2700K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-827-UZTD-BR,2700K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-827-UZTD-SI,2700K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-827-UZTD-SI,2700K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-827-UZTD-SI,2700K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-827-UZTD-SI,2700K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-827-UZTD-SI,2700K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-830-UZTD-WH,3000K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-830-UZTD-WH,3000K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-830-UZTD-WH,3000K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-830-UZTD-WH,3000K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-830-UZTD-WH,3000K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-830-UZTD-BK,3000K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-830-UZTD-BK,3000K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-830-UZTD-BK,3000K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-830-UZTD-BK,3000K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-830-UZTD-BK,3000K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-830-UZTD-BR,3000K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-830-UZTD-BR,3000K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-830-UZTD-BR,3000K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-830-UZTD-BR,3000K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-830-UZTD-BR,3000K,Bronze,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-830-UZTD-SI,3000K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-830-UZTD-SI,3000K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-830-UZTD-SI,3000K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-830-UZTD-SI,3000K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-830-UZTD-SI,3000K,Silver,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-835-UZTD-WH,3500K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-835-UZTD-WH,3500K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-835-UZTD-WH,3500K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-835-UZTD-WH,3500K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-835-UZTD-WH,3500K,White,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-12-10-835-UZTD-BK,3500K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-18-10-835-UZTD-BK,3500K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-24-10-835-UZTD-BK,3500K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-36-10-835-UZTD-BK,3500K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,4,LT-LEDH-SR5P-G2-48-10-835-UZTD-BK,3500K,Black,,,,,,,"10 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2X4-40-CK-3CCT,1,TL-PL2X4-40-CK-3CCT-35K,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2X4-40-CK-3CCT,1,TL-PL2X4-40-CK-3CCT-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2X4-40-CK-3CCT,1,TL-PL2X4-40-CK-3CCT-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2X4-40W-CK,1,"TL-PL2X4-40W-CK -35K",3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2X4-40W-CK,1,"TL-PL2X4-40W-CK -40K",4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2X4-40W-CK,1,"TL-PL2X4-40W-CK -50K",5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2x2-30W-CK,1,"TL-PL2x2-30W-CK -35K",3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2x2-30W-CK,1,"TL-PL2x2-30W-CK -40K",4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-PL2x2-30W-CK,1,"TL-PL2x2-30W-CK -50K",5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4433,1,RP-4433OB-15-4K,,,,,,,,,"15 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4433,1,RP-4433OB-25-4K,,,,,,,,,"25 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4430,1,RP-4430-BN,,"Brushed Nickel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4430,1,RP-4430-OB,,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4429,2,RP-4429-45-4K,4000K,,,,,,,,,,,"45 Watts / 4900 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4429,2,RP-4429-45-5K,5000K,,,,,,,,,,,"45 Watts / 4900 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4429,2,RP-4429-70-4K,4000K,,,,,,,,,,,"70 Watts / 6800 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4429,2,RP-4429-70-5K,5000K,,,,,,,,,,,"70 Watts / 6800 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BK-13-3K,3000K,Black,,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BK-13-4K,4000K,Black,,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BK-17-3K,3000K,Black,,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BK-17-4K,4000K,Black,,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BK-27-3K,3000K,Black,,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BK-27-4K,4000K,Black,,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BA-13-3K,3000K,"Brushed Aluminum",,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BA-13-4K,4000K,"Brushed Aluminum",,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BA-17-3K,3000K,"Brushed Aluminum",,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BA-17-4K,4000K,"Brushed Aluminum",,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BA-27-3K,3000K,"Brushed Aluminum",,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428BA-27-4K,4000K,"Brushed Aluminum",,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428OB-13-3K,3000K,"Oil-Rubbed Bronze",,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428OB-13-4K,4000K,"Oil-Rubbed Bronze",,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428OB-17-3K,3000K,"Oil-Rubbed Bronze",,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428OB-17-4K,4000K,"Oil-Rubbed Bronze",,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428OB-27-3K,3000K,"Oil-Rubbed Bronze",,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4428,3,RP-4428OB-27-4K,4000K,"Oil-Rubbed Bronze",,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BK-13-3K,3000K,Black,,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BK-13-4K,4000K,Black,,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BK-17-3K,3000K,Black,,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BK-17-4K,4000K,Black,,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BK-27-3K,3000K,Black,,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BK-27-4K,4000K,Black,,,,,,,"27 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BA-13-3K,3000K,"Brushed Aluminum",,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BA-13-4K,4000K,"Brushed Aluminum",,,,,,,"13 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP-4427,3,RP-4427BA-17-3K,3000K,"Brushed Aluminum",,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
