parent_sku,family_count,child_sku,"Color Temperature (CCT)","Finish Options","Factory Installed Lamps","Wiring Options","End Cap Finish Options","Lamp Type Options","Select Reflector","Voltage Options","Wattage Options","Letter Color Options","Number of Faces","Wattage & Lumen Options","Fixture Wattage",Color,"Main Cable Length","Lens Options","Height Options","Wattage & Optics Options","Driver Option","LED Module & Wattage Options","End Cap Options",WattageOptions,"Pendant Mounting Kit","Beam Angle Options","Mounting Options","Trim Ring Finish","Select Finish (Reflectors & Baffles)","Length & Wattage Options","Output Wattage Options","Output Voltage Options","Wattage & Optics/Beams Options","Connector Type Options","Emergency Battery Options","Trimplate Options","Occupancy Sensor","Trim Options","Size\, Wattage & Lumen Options","Size & Wattage Options","Control Options","Square Trim Ring Options","Round Trim Ring Options","Accessories Options","Trim Shape Options","Color Te\,mperature (CCT)","Reflector Options",Reflector,"Reflector Finish","Color Temperature","Fixture Options","Color Temperat","Frosted Lens","Distribution Options"
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20W-3500K-120V-W60,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20W-4000K-120V-N28,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20W-4000K-120V-M36,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20W-4000K-120V-W60,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-30-27-NA,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-30-27-ME,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-30-27-WI,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-35-27-NA,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-35-27-ME,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-35-27-WI,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-40-27-NA,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-40-27-ME,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-15-40-27-WI,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-30-27-NA,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-30-27-ME,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-30-27-WI,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-35-27-NA,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-35-27-ME,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-35-27-WI,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-40-27-NA,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-40-27-ME,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-3LN,4,LT-LEDMCL-3LN-20-40-27-WI,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-U-4K-CZ,4000K,,,,,,,120-277v,,,,,,,,"Standard Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-U-4K-SZ,4000K,,,,,,,120-277v,,,,,,,,"SoftLED Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-U-5K-CZ,5000K,,,,,,,120-277v,,,,,,,,"Standard Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-U-5K-SZ,5000K,,,,,,,120-277v,,,,,,,,"SoftLED Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-H-4K-CZ,4000K,,,,,,,347-480v,,,,,,,,"Standard Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-H-4K-SZ,4000K,,,,,,,347-480v,,,,,,,,"SoftLED Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-H-5K-CZ,5000K,,,,,,,347-480v,,,,,,,,"Standard Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-LWPQF1X29,3,DG-LWPQF1X29-H-5K-SZ,5000K,,,,,,,347-480v,,,,,,,,"SoftLED Prismatic Glass Lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3000K-120V-N28,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3000K-120V-M36,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3000K-120V-W60,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3000K-277V-N28,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3000K-277V-M36,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3000K-277V-W60,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3500K-120V-N28,3500K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3500K-120V-M36,3500K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3500K-120V-W60,3500K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3500K-277V-N28,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3500K-277V-M36,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-3500K-277V-W60,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-4000K-120V-N28,4000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-4000K-120V-M36,4000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-4000K-120V-W60,4000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-4000K-277V-N28,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-4000K-277V-M36,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-15W-4000K-277V-W60,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3000K-120V-N28,3000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3000K-120V-M36,3000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3000K-120V-W60,3000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3000K-277V-N28,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3000K-277V-M36,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3000K-277V-W60,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3500K-120V-N28,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3500K-120V-M36,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3500K-120V-W60,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3500K-277V-N28,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3500K-277V-M36,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-3500K-277V-W60,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-4000K-120V-N28,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-4000K-120V-M36,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-4000K-120V-W60,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-4000K-277V-N28,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-4000K-277V-M36,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-4LN,4,LT-LEDMCL-4LN-20W-4000K-277V-W60,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-PF81QF1X100,2,DG-PF81QF1X100-U-5KCB,5000K,,,,,,,120-277v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-PF81QF1X100,2,DG-PF81QF1X100-U-4KCB,4000K,,,,,,,120-277v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-PF81QF1X100,2,DG-PF81QF1X100-H-5KCB,5000K,,,,,,,347-480v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG-PF81QF1X100,2,DG-PF81QF1X100-H-4KCB,4000K,,,,,,,347-480v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3000K-120V-N28,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3000K-120V-M36,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3000K-120V-W60,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3000K-277V-N28,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3000K-277V-M36,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3000K-277V-W60,3000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3500K-120V-N28,3500K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3500K-120V-M36,3500K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3500K-120V-W60,3500K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3500K-277V-N28,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3500K-277V-M36,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-3500K-277V-W60,3500K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-4000K-120V-N28,4000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-4000K-120V-M36,4000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-4000K-120V-W60,4000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-4000K-277V-N28,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-4000K-277V-M36,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-15W-4000K-277V-W60,4000K,,,,,,,"277V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3000K-120V-N28,3000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3000K-120V-M36,3000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3000K-120V-W60,3000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3000K-277V-N28,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3000K-277V-M36,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3000K-277V-W60,3000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3500K-120V-N28,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3500K-120V-M36,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3500K-120V-W60,3500K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3500K-277V-N28,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3500K-277V-M36,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-3500K-277V-W60,3500K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-4000K-120V-N28,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-4000K-120V-M36,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-4000K-120V-W60,4000K,,,,,,,"120V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-4000K-277V-N28,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-4000K-277V-M36,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-1LN-Trimless,4,LT-LEDMCL-1LN-Trimless-20W-4000K-277V-W60,4000K,,,,,,,"277V 0-10V Dimmable","20 Watts",,,,,,,,,,,,,,,"Wide 60°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-2LN-Trimless,4,LT-LEDMCL-2LN-Trimless-15W-3000K-120V-N28,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Narrow 28°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT-LEDMCL-2LN-Trimless,4,LT-LEDMCL-2LN-Trimless-15W-3000K-120V-M36,3000K,,,,,,,"120V 0-10V Dimmable","15 Watts",,,,,,,,,,,,,,,"Medium 36°",,,,,,,,,,,,,,,,,,,,,,,,,,,,
