sku,parent,finish_options,price,cost_price,Retail_price,sale_price
TF-APWL13W1000LD120-WH40K,TF-APWL13W1000LD120,White,71.43,0,,
TF-APWL11W912LMV-WH40K,TF-APWL11W912LMV,White,101.43,0,,
TF-APWL11W912LMV-BK40K,TF-APWL11W912LMV,Black,101.43,0,,
TF-SCWL13W1000LD120-BK-30K,TF-SCWL13W1000LD120,Black,104.3,0,,
TF-SCWL13W1000LD120-BK-40K,TF-SCWL13W1000LD120,Black,104.3,0,,
TF-SCWL13W1000LD120-WH-30K,TF-SCWL13W1000LD120,White,104.3,0,,
TF-SCWL13W1000LD120-WH-40K,TF-SCWL13W1000LD120,White,104.3,0,,
TF-SCWINCLPLED-BK,TF-SCWINCLPLED,Black,71.43,0,,
TF-SCWINCLPLED-WH,TF-SCWINCLPLED,White,71.43,0,,
TF-PRWL13W1000LD120-WH-30K,TF-PRWL13W1000LD120,White,102.86,0,,
TF-PRWL13W1000LD120-WH-40K,TF-PRWL13W1000LD120,White,102.86,0,,
TF-PRWL13W1000LD120-BK-30K,TF-PRWL13W1000LD120,Black,102.86,0,,
TF-PRWL13W1000LD120-BK-40K,TF-PRWL13W1000LD120,Black,102.86,0,,
TF-PRWINCLPLED-WH,TF-PRWINCLPLED,White,42.86,0,,
TF-PRWINCLPLED-BK,TF-PRWINCLPLED,Black,42.86,0,,
TF-PRPL13W1000LD120-BK-30K,TF-PRPL13W1000LD120,Black,81.43,0,,
TF-PRPL13W1000LD120-BK-40K,TF-PRPL13W1000LD120,Black,81.43,0,,
TF-PRPL13W1000LD120-WH-30K,TF-PRPL13W1000LD120,White,81.43,0,,
TF-PRPL13W1000LD120-WH-40K,TF-PRPL13W1000LD120,White,81.43,0,,
TF-PRPINCLPLED-BK,TF-PRPINCLPLED,Black,40,0,,
TF-PRPINCLPLED-WH,TF-PRPINCLPLED,White,40,0,,
TF-PRLL13W1000LD120-BK-30K,TF-PRLL13W1000LD120,Black,81.43,0,,
TF-PRLL13W1000LD120-BK-40K,TF-PRLL13W1000LD120,Black,81.43,0,,
TF-PRLL13W1000LD120-WH-30K,TF-PRLL13W1000LD120,White,81.43,0,,
TF-PRLL13W1000LD120-WH-40K,TF-PRLL13W1000LD120,White,81.43,0,,
TF-PRLINCLPLED-BK,TF-PRLINCLPLED,Black,42.86,0,,
TF-PRLINCLPLED-WH,TF-PRLINCLPLED,White,42.86,0,,
TF-COPL13W1000LD120-BK-30K,TF-COPL13W1000LD120,Black,74.3,0,,
TF-COPL13W1000LD120-BK-40K,TF-COPL13W1000LD120,Black,74.3,0,,
TF-COPL13W1000LD120-WH-30K,TF-COPL13W1000LD120,White,74.3,0,,
TF-COPL13W1000LD120-WH-40K,TF-COPL13W1000LD120,White,74.3,0,,
TF-COLL13W1000LD120-BK-30K,TF-COLL13W1000LD120,Black,80,0,,
TF-COLL13W1000LD120-BK-40K,TF-COLL13W1000LD120,Black,80,0,,
TF-COLL13W1000LD120-WH-30K,TF-COLL13W1000LD120,White,80,0,,
TF-COLL13W1000LD120-WH-40K,TF-COLL13W1000LD120,White,80,0,,
TF-COLINCLPLED-BK,TF-COLINCLPLED,Black,40,0,,
TF-COLINCLPLED-WH,TF-COLINCLPLED,White,40,0,,
TF-NOWL13W1000LD120-WH-30K,TF-NOWL13W1000LD120,White,92.86,0,,
TF-NOWL13W1000LD120-WH-40K,TF-NOWL13W1000LD120,White,92.86,0,,
TF-NOWL13W1000LD120-BK-30K,TF-NOWL13W1000LD120,Black,92.86,0,,
TF-NOWL13W1000LD120-BK-40K,TF-NOWL13W1000LD120,Black,92.86,0,,
TF-NOWL11W912LMV-BK-30K,TF-NOWL11W912LMV,Black,122.86,0,,
TF-NOWL11W912LMV-BK-40K,TF-NOWL11W912LMV,Black,122.86,0,,
TF-NOWL11W912LMV-WH-30K,TF-NOWL11W912LMV,White,122.86,0,,
TF-NOWL11W912LMV-WH-40K,TF-NOWL11W912LMV,White,122.86,0,,
TF-NOWINCLPLED-BK,TF-NOWINCLPLED,Black,52.86,0,,
TF-NOWINCLPLED-WH,TF-NOWINCLPLED,White,52.86,0,,
TF-NOP2L26W2000LD120-BK40K,TF-NOP2L26W2000LD120,Black,171.43,0,,
TF-NOP2L26W2000LD120-WH40K,TF-NOP2L26W2000LD120,White,171.43,0,,
TF-NOP2INCLPLED-BK,TF-NOP2INCLPLED,Black,102.86,0,,
TF-NOP2INCLPLED-WH,TF-NOP2INCLPLED,White,102.86,0,,
TF-CEOL11W912LMV-BK40K,TF-CEOL11W912LMV,Black,104.3,0,,
TF-CEOL11W912LMV-WH40K,TF-CEOL11W912LMV,White,104.3,0,,
TF-CEOL13W1000LD120-BK40K,TF-CEOL13W1000LD120,Black,70,0,,
TF-CEOL13W1000LD120-WH40K,TF-CEOL13W1000LD120,White,70,0,,
TF-WPCINCLPLED-WHCSJ,TF-WPCINCLPLED,White,30,0,,
TF-WPCINCLPLED-BKCSJ,TF-WPCINCLPLED,Black,30,0,,
TF-BCCINCLPLEDWHCAG,TF-BPCINCLPLEDWH,Clear,,0,,
TF-BPCINCLPLEDWHWAG-WH,TF-BPCINCLPLEDWH,White,31.43,0,,
TF-BCCINCLPLED-BKCAG,TF-BCCINCLPLED,Black,30,0,,
TF-BCCINCLPLED-WHCAG,TF-BCCINCLPLED,White,30,0,,
TF-CBPL11W912LMV-WH40K,TF-CBPL11W912LMV,White,104.3,0,,
TF-CBPL11W912LMV-BK40K,TF-CBPL11W912LMV,Black,104.3,0,,
TF-CBPL13W1000LD120-WH,TF-CBPL13W1000LD120,White,71.43,0,,
TF-CBPL13W1000LD120-BK,TF-CBPL13W1000LD120,Black,71.43,0,,
TF-F1303L22W1824LMV-WH-40K,TF-F1303L22W1824LMV,White,152.86,0,,
TF-F1303L22W1824LMV-WH-50K,TF-F1303L22W1824LMV,White,152.86,0,,
TF-F1303L22W1824LMV-BK-40K,TF-F1303L22W1824LMV,Black,152.86,0,,
TF-F1303L22W1824LMV-BK-50K,TF-F1303L22W1824LMV,Black,152.86,0,,
TF-F1303L23W1900LD120-WH-30K,TF-F1303L23W1900LD120,White,105.72,0,,
TF-F1303L23W1900LD120-WH-40K,TF-F1303L23W1900LD120,White,105.72,0,,
TF-F1303L23W1900LD120-BK-30K,TF-F1303L23W1900LD120,Black,105.72,0,,
TF-F1303L23W1900LD120-BK-40K,TF-F1303L23W1900LD120,Black,105.72,0,,
TF-OUTEYMW15W1200LD120-BK-30K,TF-OUTEYMW15W1200LD120,Black,141.43,0,,
TF-OUTEYMW15W1200LD120-BK-40K,TF-OUTEYMW15W1200LD120,Black,141.43,0,,
TF-OUTEYMW15W1200LD120-WH-30K,TF-OUTEYMW15W1200LD120,White,141.43,0,,
TF-OUTEYMW15W1200LD120-WH-40K,TF-OUTEYMW15W1200LD120,White,141.43,0,,
TF-SMC11L28W1700LD12030K-WH,TF-SMC11L28W1700LD12030K,White,71.43,0,,
TF-SMC11L28W1700LD12030K-BN,TF-SMC11L28W1700LD12030K,Brushed,78.6,0,,
SP-1015D-06-3000K,SP-1015D,White,35.75,0,,
SP-1015D-62-3000K,SP-1015D,Satin,36.15,0,,
SP-3-4310D-05-3000K,SP-3-4310D,Black,68.9,0,,
SP-3-4310D-05-3500K,SP-3-4310D,Black,68.9,0,,
SP-3-4310D-05-4000K,SP-3-4310D,Black,68.9,0,,
SP-3-4310D-05-5000K,SP-3-4310D,Black,68.9,0,,
SP-3-4310D-08-3000K,SP-3-4310D,Gray,70.72,0,,
SP-3-4310D-08-3500K,SP-3-4310D,Gray,70.72,0,,
SP-3-4310D-08-4000K,SP-3-4310D,Gray,70.72,0,,
SP-3-4310D-08-5000K,SP-3-4310D,Gray,70.72,0,,
GL-LCXS-2-W-GR,GL-LCXS-2,Black,39.93,0,,
GL-LCXS-2-B-GR,GL-LCXS-2,White,58.5,0,,
GL-DCS-14-17-120D-930-NS,GL-DCS-14-17-120D-930,Satin,44.15,0,,
GL-DCS-14-17-120D-930-ORB,GL-DCS-14-17-120D-930,Oil,44.15,0,,
GL-DCF-11-13-120D-930-NS,GL-DCF-11-13-120D-930,Satin,,0,,
GL-DCF-11-13-120D-930-ORB,GL-DCF-11-13-120D-930,Oil,,0,,
GL-THF-20-120-850-WH-CASE8,GL-THF-20-120-850,White,774.3,0,,
GL-THF-20-120-850-BR-CASE8,GL-THF-20-120-850,Brown,774.3,0,,
RP-8570WH-15-3K,RP-8570,White,46.64,0,,
RP-8570WH-15-4K,RP-8570,White,46.64,0,,
RP-8570WH-20-3K,RP-8570,White,60.5,0,,
RP-8570WH-20-4K,RP-8570,White,60.5,0,,
RP-8570FS-15-3K,RP-8570,Frosted,27.14,0,,
RP-8570FS-15-4K,RP-8570,Frosted,27.14,0,,
RP-8570FS-20-3K,RP-8570,Frosted,32.86,0,,
RP-8570FS-20-4K,RP-8570,Frosted,32.86,0,,
RP-8821WH-3K,RP-8821,White,23.6,0,,
RP-8821BN-3K,RP-8821,Brushed,27.22,0,,
RP-8821OB-3K,RP-8821,Oil,27.22,0,,
RP-8748WH-90-3K,RP-8748,White,24.36,0,,
RP-8748WH-90-4K,RP-8748,White,12.86,0,,
RP-8748BN-90-3K,RP-8748,Brushed,12.86,0,,
RP-8748BN-90-4K,RP-8748,Brushed,12.86,0,,
RP-8748OB-90-3K,RP-8748,Oil,12.86,0,,
RP-8748OB-90-4K,RP-8748,Oil,12.86,0,,
RP-7602-WH,RP-7602,White,13.3,0,,
RP-7602-BK,RP-7602,Black,13.3,0,,
RP-7602-BA,RP-7602,Brushed,14,0,,
RP-7604-WH,RP-7604,White,22.86,0,,
RP-7604-BK,RP-7604,Black,22.86,0,,
RP-7604-BA,RP-7604,Brushed,25.07,0,,
RP-7606-WH,RP-7606,White,39.08,0,,
RP-7606-BK,RP-7606,Black,39.08,0,,
RP-7606-BA,RP-7606,Brushed,40.85,0,,
RP-7608-WH,RP-7608,White,45.14,0,,
RP-7608-BK,RP-7608,Black,45.14,0,,
RP-7608-BA,RP-7608,Brushed,50.14,0,,
RP-7526-WH,RP-7526,White,16.35,0,,
RP-7526-BK,RP-7526,Black,16.35,0,,
RP-7526-BA,RP-7526,Brushed,17.2,0,,
RP-7528-WH,RP-7528,White,12.5,0,,
RP-7528-BK,RP-7528,Black,12.5,0,,
RP-7528-BA,RP-7528,Brushed,13.3,0,,
RP-7620-WH,RP-7620,White,4.5,0,,
RP-7620-BK,RP-7620,Black,6,0,,
RP-7621-WH,RP-7621,White,10.36,0,,
RP-7621-BK,RP-7621,Black,10.36,0,,
RP-7623WH,RP-7623,White,6,0,,
RP-7623BK,RP-7623,Black,6,0,,
RP-7623BA,RP-7623,Brushed,6.72,0,,
RP-7624-WH,RP-7624,White,14.6,0,,
RP-7624-BK,RP-7624,Black,14.6,0,,
RP-7624-BA,RP-7624,Brushed,15.5,0,,
RP-7625-WH,RP-7625,White,19.6,0,,
RP-7625-BK,RP-7625,Black,19.6,0,,
RP-7629WH,RP-7629,White,7.43,0,,
RP-7629BK,RP-7629,Black,7.43,0,,
RP-7629BA,RP-7629,Brushed,8.86,0,,
RP-7634-WH,RP-7634,White,11.8,0,,
RP-7634-BK,RP-7634,Black,11.8,0,,
RP-7634-BA,RP-7634,Brushed,12.5,0,,
RP-7638-WH,RP-7638,White,8.14,0,,
RP-7638-BK,RP-7638,Black,8.14,0,,
RP-7638-BA,RP-7638,Brushed,8.14,0,,
RP-7640WH,RP-7640,White,13.3,0,,
RP-7640BK,RP-7640,Black,13.3,0,,
RP-7640BA,RP-7640,Brushed,14,0,,
RP-7642BK,RP-7642,Black,15.6,0,,
RP-7642WH,RP-7642,White,15.6,0,,
RP-7644WH,RP-7644,White,13.3,0,,
RP-7644BK,RP-7644,Black,13.3,0,,
RP-7651WH,RP-7651,White,13.3,0,,
RP-7651BK,RP-7651,Black,13.3,0,,
RP-7681WH,RP-7681,White,1.6,0,,
RP-7681BK,RP-7681,Black,1.6,0,,
RP-7681BA,RP-7681,Brushed,1.6,0,,
RP-7551G-WH,RP-7551G,White,19.6,0,,
RP-7551G-BA,RP-7551G,Brushed,19.6,0,,
RP-7554WH,RP-7554,White,36.43,0,,
RP-7554BK,RP-7554,Black,36.43,0,,
RP-7554BA,RP-7554,Brushed,36.43,0,,
RP-7574BA,RP-7574,Brushed,28.6,0,,
RP-7574WH,RP-7574,White,54.5,0,,
RP-7575WH,RP-7575,White,48.07,0,,
RP-7575BK,RP-7575,Black,48.07,0,,
RP-7575BA,RP-7575,Brushed,49.6,0,,
RP-7576WH-D,RP-7576,White,28.6,0,,
RP-7576BK-D,RP-7576,Black,28.6,0,,
RP-7576BA-D,RP-7576,Brushed,28.6,0,,
RP-7578WH,RP-7578,White,48.07,0,,
RP-7578BK,RP-7578,Black,48.07,0,,
RP-7578BA,RP-7578,Brushed,49.6,0,,
RP-7943-WH-13-27,RP-7943,White,72.5,0,,
RP-7943-WH-13-41,RP-7943,White,72.5,0,,
RP-7943-WH-18-27,RP-7943,White,75.35,0,,
RP-7943-WH-18-41,RP-7943,White,75.35,0,,
RP-7943-WH-23-27,RP-7943,White,76.8,0,,
RP-7943-WH-23-41,RP-7943,White,76.8,0,,
RP-7943-BA-13-27,RP-7943,Brushed,78.6,0,,
RP-7943-BA-13-41,RP-7943,Brushed,78.6,0,,
RP-7943-BA-18-27,RP-7943,Brushed,81.45,0,,
RP-7943-BA-18-41,RP-7943,Brushed,81.45,0,,
RP-7943-BA-23-27,RP-7943,Brushed,82.9,0,,
RP-7943-BA-23-41,RP-7943,Brushed,82.9,0,,
RP-7953BK,RP-7953,Black,144.3,0,,
RP-7953WH,RP-7953,White,144.3,0,,
RP-7953BA,RP-7953,Brushed,147.14,0,,
RP-7953-4BK,RP-7953-4,Black,176.3,0,,
RP-7953-4WH,RP-7953-4,White,176.3,0,,
RP-7953-4BA,RP-7953-4,Brushed,177.8,0,,
RP-8918BK,RP-8918,Black,18.5,0,,
RP-8918WH,RP-8918,White,18.5,0,,
RP-8918BA,RP-8918,Brushed,20.72,0,,
RP-8924WH,RP-8924,White,45.8,0,,
RP-8924BK,RP-8924,Black,45.8,0,,
RP-8924BA,RP-8924,Brushed,48.64,0,,
RP-REL7LED-OB,RP-REL7LED,Oil,204,0,,
RP-REL7LED-WH,RP-REL7LED,White,204,0,,
RP-4902-1-BN,RP-4902-1,Brushed,54.5,0,,
RP-4902-1-OB,RP-4902-1,Oil,28.6,0,,
RP-4401LED-BA,RP-4401LED,Brushed,40,0,,
RP-4401LED-BK,RP-4401LED,Black,55.93,0,,
RP-4345-BN,RP-4345,Brushed,170,0,,
RP-4345-OB,RP-4345,Oil,170,0,,
RP-4335-BN,RP-4335,Brushed,28.6,0,,
RP-4335-WH,RP-4335,White,28.6,0,,
RP-4335-OB,RP-4335,Oil,28.6,0,,
RP-4334-WH,RP-4334,White,21.45,0,,
RP-4334-OB,RP-4334,Oil,21.45,0,,
RP-4329-OB-3K-T,RP-4329,Oil,27.35,0,,
RP-4329-OB-4K-T,RP-4329,Oil,27.35,0,,
RP-4329-WH-3K-T,RP-4329,White,88.86,0,,
RP-4329-WH-4K-T,RP-4329,White,88.86,0,,
RP-4329-BN-3K-T,RP-4329,Brushed,91.8,0,,
RP-4329-BN-4K-T,RP-4329,Brushed,91.8,0,,
RP-4326D-30-WH,RP-4326D-30,White,78.6,0,,
RP-4326D-30-BN,RP-4326D-30,Brushed,78.6,0,,
RP-4326D-30-OB,RP-4326D-30,Oil,78.6,0,,
RP-4313-30-WH,RP-4313-30,White,65.72,0,,
RP-4313-30-BN,RP-4313-30,Brushed,65.72,0,,
RP-4313-30-OB,RP-4313-30,OIl,65.72,0,,
LT-CMED511-WH-2700K,LT-CMED511,White,71.45,43.18,,
LT-CMED511-WH-3000K,LT-CMED511,White,71.45,43.18,,
LT-CMED511-WH-3500K,LT-CMED511,White,71.45,43.18,,
LT-CMED511-WH-4000K,LT-CMED511,White,71.45,43.18,,
LT-CMED511-BK-2700K,LT-CMED511,Black,71.45,43.18,,
LT-CMED511-BK-3000K,LT-CMED511,Black,71.45,43.18,,
LT-CMED511-BK-3500K,LT-CMED511,Black,71.45,43.18,,
LT-CMED511-BK-4000K,LT-CMED511,Black,71.45,43.18,,
LT-CMED511-BN-2700K,LT-CMED511,Brushed,71.45,43.18,,
LT-CMED511-BN-3000K,LT-CMED511,Brushed,71.45,43.18,,
LT-CMED511-BN-3500K,LT-CMED511,Brushed,71.45,43.18,,
LT-CMED511-BN-4000K,LT-CMED511,Brushed,71.45,43.18,,
LT-CMED511-SN-2700K,LT-CMED511,Satin,71.45,43.18,,
LT-CMED511-SN-3000K,LT-CMED511,Satin,71.45,43.18,,
LT-CMED511-SN-3500K,LT-CMED511,Satin,71.45,43.18,,
LT-CMED511-SN-4000K,LT-CMED511,Satin,71.45,43.18,,
LT-CMED511-C-2700K,LT-CMED511,Chrome,71.45,43.18,,
LT-CMED511-C-3000K,LT-CMED511,Chrome,71.45,43.18,,
LT-CMED511-C-3500K,LT-CMED511,Chrome,71.45,43.18,,
LT-CMED511-C-4000K,LT-CMED511,Chrome,71.45,43.18,,
EN-6061-I,EN-6061,Ivory,0.8,0,,
EN-6061-WH,EN-6061,White,0.8,0,,
TF-LINPF254MV-WHHC301WH,TF-LINPF254MV,White,440,0,,
TF-LINPF254MV-SLHC301WH,TF-LINPF254MV,Silver,484.3,0,,
TF-LINPF254MV-BKHC301WH,TF-LINPF254MV,Black,484.3,0,,
TF-LINPF254MV-RDHC301WH,TF-LINPF254MV,Red,484.3,0,,
TF-LINPF254MV-INHC301WH,TF-LINPF254MV,Iron,484.3,0,,
TF-WLINPF2548MV-WH,TF-WLINPF2548MV,White,527.15,0,,
TF-WLINPF2548MV-BK,TF-WLINPF2548MV,Black,575.72,0,,
TF-WLINPF2548MV-SL,TF-WLINPF2548MV,Silver,575.72,0,,
TF-WLINPF2548MV-IN,TF-WLINPF2548MV,Iron,575.72,0,,
SP-3-4161D-05-3000K,SP-3-4161D,Black,49.45,0,,
SP-3-4161D-05-4000K,SP-3-4161D,Black,49.45,0,,
SP-3-4161D-05-5000K,SP-3-4161D,Black,49.45,0,,
SP-3-4161D-06-3000K,SP-3-4161D,White,49.45,0,,
SP-3-4161D-06-4000K,SP-3-4161D,White,49.45,0,,
SP-3-4161D-06-5000K,SP-3-4161D,White,49.45,0,,
RP-7553WH,RP-7553,White,35,0,,
RP-7553BK,RP-7553,Black,35,0,,
RP-7580WH,RP-7580,White,58.86,0,,
RP-7580BK,RP-7580,Black,58.86,0,,
RP-7580BA,RP-7580,Brushed,60.5,0,,
AL-MVP-1-BK,AL-MVP-1,Black,31.6,0,,
AL-MVP-1-WH,AL-MVP-1,White,31.6,0,,
AL-MVP-1-NK,AL-MVP-1,Nickel,33.15,0,,
EN-62080-I,EN-62080,Ivory,2.9,0,,
EN-62080-W,EN-62080,White,2.9,0,,
EN-62081-I,EN-62081,Ivory,5.73,0,,
EN-62081-W,EN-62081,White,5.73,0,,
WM-SCL-CS1P-6FT,WM-SCL-CS1P-6FT-SERIES,White,25.74,17.9,,
WM-SCL-CS1P-6FT-BK,WM-SCL-CS1P-6FT-SERIES,Black,31.3,21.9,,
WM-SCL-CS1-6FT,WM-SCL-CS1-6FT-SERIES,White,11.74,7.94,,
WM-SCL-CS1-6FT-BK,WM-SCL-CS1-6FT-SERIES,Black,14.2,9.94,,
WM-TR1-S-10W-WH-30K,WM-TR1-S-10W,White,63.74,39.9,,
WM-TR1-S-10W-WH-40K,WM-TR1-S-10W,White,63.74,39.9,,
WM-TR1-S-10W-BK-30K,WM-TR1-S-10W,Black,63.74,39.9,,
WM-TR1-S-10W-BK-40K,WM-TR1-S-10W,Black,63.74,39.9,,
WM-TR1-R-10W-BK-30K,WM-TR1-R-10W,Black,63.74,39.9,,
WM-TR1-R-10W-BK-40K,WM-TR1-R-10W,Black,63.74,39.9,,
WM-TR1-R-10W-BK-50K,WM-TR1-R-10W,Black,63.74,0,,
WM-TR1-R-10W-WH-30K,WM-TR1-R-10W,White,63.74,39.9,,
WM-TR1-R-10W-WH-40K,WM-TR1-R-10W,White,63.74,39.9,,
WM-TR1-R-10W-WH-50K,WM-TR1-R-10W,White,63.74,39.9,,
WM-LED-PL1WHT,WM-LED-PL1,White,31.35,21.94,,
WM-LED-PL1NKL,WM-LED-PL1,Brushed,31.35,21.94,,
WM-LED-PL1BLK,WM-LED-PL1,Black,31.35,21.94,,
WM-WMX-MCTP-D,WM-WMX-MCTP,Bronze,184.74,114.9,,
WM-WMX-MCTP-D-WH,WM-WMX-MCTP,White,184.74,114.9,,
WM-LAL-12V-118-31-30K-BK,WM-LAL-12V-118-31-30K,Black,69.74,48.42,,
WM-LAL-12V-118-31-30K-BR,WM-LAL-12V-118-31-30K,Bronze,69.74,48.42,,
WM-LAL-12V-122-31-30K-BK,WM-LAL-12V-122-31-30K,Black,82.74,57.65,,
WM-LAL-12V-122-31-30K-BR,WM-LAL-12V-122-31-30K,Bronze,82.74,57.65,,
WM-LAL-12V-124-31-30K-BK,WM-LAL-12V-124-31-30K,Black,70.74,49.13,,
WM-LAL-12V-124-31-30K-BR,WM-LAL-12V-124-31-30K,Bronze,70.74,49.13,,
WM-LAL-12V-124-15-30K-BK,WM-LAL-12V-124-15-30K,Black,60.74,42.26,,
WM-LAL-12V-124-15-30K-BR,WM-LAL-12V-124-15-30K,Bronze,60.74,42.26,,
WM-LAL-12V-117-31-30K-BK,WM-LAL-12V-117-31-30K,Black,73.74,51.35,,
WM-LAL-12V-117-31-30K-BR,WM-LAL-12V-117-31-30K,Bronze,73.74,51.35,,
WM-LAL-12V-128-31-30K-BK,WM-LAL-12V-128-31-30K,Black,64.74,45.1,,
WM-LAL-12V-128-31-30K-BR,WM-LAL-12V-128-31-30K,Bronze,64.74,45.1,,
WM-LAL-12V-127-23-30K-BR,WM-LAL-12V-127-23-30K,Black,51.74,35.64,,
WM-LAL-12V-127-23-30K-BK,WM-LAL-12V-127-23-30K,Bronze,51.74,35.64,,
WM-LAL-12V-120-23-30K-BK,WM-LAL-12V-120-23-30K,Black,69.74,48,,
WM-LAL-12V-120-23-30K-BR,WM-LAL-12V-120-23-30K,Bronze,69.74,48,,
RP-8523WH-90-3K,RP-8523,White,20.72,0,,
RP-8523WH-90-4K,RP-8523,White,20.72,0,,
RP-8523BK-90-3K,RP-8523,Black,20.72,0,,
RP-8523BK-90-4K,RP-8523,Black,20.72,0,,
RP-8523OB-90-3K,RP-8523,Bronze,24.36,0,,
RP-8523OB-90-4K,RP-8523,Bronze,24.36,0,,
RP-8523BN-90-3K,RP-8523,Brushed,24.36,0,,
RP-8523BN-90-4K,RP-8523,Brushed,24.36,0,,
RP-7588WH,RP-7588,White,77.22,0,,
RP-7588BK,RP-7588,Black,77.22,0,,
RP-7588BA,RP-7588,Brushed,77.22,0,,
RP-7587-WH,RP-7587,White,28.6,0,,
RP-7587-BK,RP-7587,Black,28.6,0,,
RP-7586-WH,RP-7586,White,18.6,0,,
RP-7586-BK,RP-7586,Black,18.6,0,,
RP-7586-BA,RP-7586,Brushed,18.6,0,,
RP-7584WH,RP-7584,White,47.22,0,,
RP-7584BK,RP-7584,Black,47.22,0,,
RP-7584BA,RP-7584,Brushed,49.6,0,,
GL-OWS-9-120-830-GY,GL-OWS-9-120-830,Gray,39.3,0,,
GL-OWS-9-120-830-BR,GL-OWS-9-120-830,Bronze,39.3,0,,
EX-PTL-200W-30K-PCN-BK,EX-PTL-200W,Black,624.15,0,,
EX-PTL-200W-30K-PCN-BK-HV,EX-PTL-200W,Black,684.3,0,,
EX-PTL-200W-30K-NO-BK,EX-PTL-200W,Black,598.6,0,,
EX-PTL-200W-30K-NO-BK-HV,EX-PTL-200W,Black,655.75,0,,
EX-PTL-200W-30K-PCN-WH,EX-PTL-200W,White,624.15,0,,
EX-PTL-200W-30K-PCN-WH-HV,EX-PTL-200W,White,684.3,0,,
EX-PTL-200W-30K-NO-WH,EX-PTL-200W,White,598.6,0,,
EX-PTL-200W-30K-NO-WH-HV,EX-PTL-200W,White,655.75,0,,
EX-PTL-200W-30K-PCN-GR,EX-PTL-200W,Gray,624.15,0,,
EX-PTL-200W-30K-PCN-GR-HV,EX-PTL-200W,Gray,684.3,0,,
EX-PTL-200W-30K-NO-GR,EX-PTL-200W,Gray,598.6,0,,
EX-PTL-200W-30K-NO-GR-HV,EX-PTL-200W,Gray,655.75,0,,
WM-LDSL-MCT-D-BZ,WM-LDSL-MCT-D,Dark,130.74,0,,
WM-LDSL-MCT-D-SIL,WM-LDSL-MCT-D,Silver,130.74,0,,
WM-WMCS-UDL-MCT-BR-DT,WM-WMCS-UDL-MCT,Bronze,106.74,61.9,,
WM-WMCS-UDL-MCT-BN-DT,WM-WMCS-UDL-MCT,Brushed,106.74,61.9,,
WM-WMCS-UDL-MCT-WH-DT,WM-WMCS-UDL-MCT,White,106.74,61.9,,
WM-WMCS-UDL-MCT-BK-DT,WM-WMCS-UDL-MCT,Black,106.74,61.9,,
WM-WMCS-DL-MCT-BR-DT,WM-WMCS-DL-MCT,Bronze,99.74,57.9,,
WM-WMCS-DL-MCT-BN-DT,WM-WMCS-DL-MCT,Brushed,99.74,57.9,,
WM-WMCS-DL-MCT-WH-DT,WM-WMCS-DL-MCT,White,99.74,57.9,,
WM-WMCS-DL-MCT-BK-DT,WM-WMCS-DL-MCT,Black,99.74,57.9,,
WM-WMCL-UDL-MCT-BN,WM-WMCL-UDL-MCT,Bronze,,114.9,,
WM-WMCL-UDL-MCT-BR,WM-WMCL-UDL-MCT,Brushed,,114.9,,
WM-WMCL-UDL-MCT-WH,WM-WMCL-UDL-MCT,White,,114.9,,
WM-WMCL-UDL-MCT-BK,WM-WMCL-UDL-MCT,Black,,114.9,,
WM-WMC-UDL-MCT-BR-DT,WM-WMC-UDL-MCT,Bronze,,73.9,,
WM-WMC-UDL-MCT-BN-DT,WM-WMC-UDL-MCT,Brushed,,73.9,,
WM-WMC-UDL-MCT-WH-DT,WM-WMC-UDL-MCT,White,,73.9,,
WM-WMC-UDL-MCT-BK-DT,WM-WMC-UDL-MCT,Black,,73.9,,
WM-LFXPRO-LG-50-150W-MCTP-DB,WM-LFXPRO-LG-50-150W-MCTP,Dark,,0,,
WM-LFXPRO-LG-50-150W-MCTP-WH,WM-LFXPRO-LG-50-150W-MCTP,White,309.74,189.9,,
WM-LFXPRO-LG-50-150W-MCTP-BK,WM-LFXPRO-LG-50-150W-MCTP,Black,309.74,189.9,,
WM-LFXPRO-XL-150-300W-MCTP-DB,WM-LFXPRO-XL-150-300W-MCTP,Dark,,259.9,,
WM-LFXPRO-XL-150-300W-MCTP-WH,WM-LFXPRO-XL-150-300W-MCTP,White,485.74,299.9,,
WM-LFXPRO-XL-150-300W-MCTP-BL,WM-LFXPRO-XL-150-300W-MCTP,Black,485.74,299.9,,
WM-LFX-SM-10-30W-MCTP-KN,WM-LFX-SM-10-30W-MCTP,Dark,,56.9,,
WM-LFX-SM-10-30W-MCTP-KN-WH,WM-LFX-SM-10-30W-MCTP,White,98.74,57.9,,
WM-LFX-MD-15-50W-MCTP-KN,WM-LFX-MD-15-50W-MCTP,Dark,,65.9,,
WM-LFX-MD-15-50W-MCTP-KN-WH,WM-LFX-MD-15-50W-MCTP,White,113.74,68.9,,
WM-LRS-G-MCT-C90-BK,WM-LRS-G-MCT-C90,Black,,46.9,,
WM-LRS-G-MCT-C90-WH,WM-LRS-G-MCT-C90,White,,46.9,,
WM-LRS-G-MCT-C90-MGBR,WM-LRS-G-MCT-C90,Marine,77.74,48.9,,
WM-LRS-H-MCT-C90-BK,WM-LRS-H-MCT-C90,Black,,48.9,,
WM-LRS-H-MCT-C90-WH,WM-LRS-H-MCT-C90,White,,48.9,,
