parent_sku,child_sku,color_temprature
WM-CRE-07,WM-CRE-07-50K-BR,5000K
WM-CRE-07,WM-CRE-07-50K-SIL,5000K
WM-WML-HL-100W,WM-WML-HL-100W-30K,3000K
WM-WML-HL-100W,WM-WML-HL-100W-40K,4000K
WM-CRE-10,WM-CRE-10-30K-BR,3000K
WM-CRE-10,WM-CRE-10-30K-SIL,3000K
WM-CRE-10,WM-CRE-10-40K-BR,4000K
WM-CRE-10,WM-CRE-10-40K-SIL,4000K
WM-CRE-10,WM-CRE-10-50K-BR,5000K
WM-CRE-10,WM-CRE-10-50K-SIL,5000K
WM-WML-HL-50W,WM-WML-HL-50W-30K,3000K
WM-WML-HL-50W,WM-WML-HL-50W-40K,4000K
WM-WML-HL-50W,WM-WML-HL-50W-50K,5000K
WM-WML-60,WM-WML-60WW,3000K
WM-WML-60,WM-WML-60NW,4000K
WM-WML-60,WM-WML-60CW,5000K
WM-WAE-4FT,WM-WAE-4FT-40K-D,4000K
WM-WAE-4FT,WM-WAE-4FT-50K-D,5000K
WM-UCA-42,WM-UCA-42-BRZ,Bronze
WM-UCA-42,WM-UCA-42-WHT,White
WM-T8-EZ3-2FT-15W,WM-T8-EZ3-2FT-15W-30K-C,3000K
WM-T8-EZ3-2FT-15W,WM-T8-EZ3-2FT-15W-40K-C,4000K
WM-STL3-30W,WM-STL3-30W-30K,3000K
WM-STL3-30W,WM-STL3-30W-50K,5000K
WM-STL3-100W,WM-STL3-100W-30K,3000K
WM-STL3-100W,WM-STL3-100W-50K,4000K
WM-STL3-150W,WM-STL3-150W-30K,3000K
WM-STL3-150W,WM-STL3-150W-50K,5000K
WM-STL3-80W,WM-STL3-80W-30K,3000K
WM-STL3-80W,WM-STL3-80W-50K,5000K
WM-STL3-50W,WM-STL3-50W-30K-L,3000K
WM-STL3-50W,WM-STL3-50W-50K-L,5000K
WM-CRL-EGN-18W,WM-CRL-EGN-18W-30K,3000K
WM-CRL-EGN-18W,WM-CRL-EGN-18W-40K,4000K
WM-CRL-EGN-18W,WM-CRL-EGN-18W-50K,5000K
WM-CRL-EGN-27W,WM-CRL-EGN-27W-30K,3000K
WM-CRL-EGN-27W,WM-CRL-EGN-27W-40K,4000K
WM-CRL-EGN-27W,WM-CRL-EGN-27W-50K,5000K
WM-CRL-EGN-40W,WM-CRL-EGN-40W-30K,3000K
WM-CRL-EGN-40W,WM-CRL-EGN-40W-40K,4000K
WM-CRL-EGN-40W,WM-CRL-EGN-40W-50K,5000K
WM-CRE-04,WM-CRE-04-30K-BR,3000K
WM-CRE-04,WM-CRE-04-30K-SIL,3000K
WM-CRE-04,WM-CRE-04-40K-BR,4000K
WM-CRE-04,WM-CRE-04-40K-SIL,4000K
WM-CRE-04,WM-CRE-04-50K-BR,5000K
WM-CRE-04,WM-CRE-04-50K-SIL,5000K
WM-CRE-05,WM-CRE-05-30K-BR,3000K
WM-CRE-05,WM-CRE-05-30K-SIL,3000K
WM-CRE-05,WM-CRE-05-40K-BR,4000K
WM-CRE-05,WM-CRE-05-40K-SIL,4000K
WM-CRE-05,WM-CRE-05-50K-BR,5000K
WM-CRE-05,WM-CRE-05-50K-SIL,5000K
WM-CRL4-27W,WM-CRL4-27W-30K,3000K
WM-CRL4-27W,WM-CRL4-27W-40K,4000K
WM-CRL4-27W,WM-CRL4-27W-50K,5000K
WM-CRE-HL20-01,WM-CRE-HL20-01-30K-BR,3000K
WM-CRE-HL20-01,WM-CRE-HL20-01-30K-SIL,3000K
WM-CRE-HL20-01,WM-CRE-HL20-01-40K-BR,4000K
WM-CRE-HL20-01,WM-CRE-HL20-01-40K-SIL,4000K
WM-CRE-HL20-01,WM-CRE-HL20-01-50K-BR,5000K
WM-CRE-HL20-01,WM-CRE-HL20-01-50K-SIL,5000K
WM-CRE-HL20-02,WM-CRE-HL20-02-30K-BR,3000K
WM-CRE-HL20-02,WM-CRE-HL20-02-30K-SIL,3000K
WM-CRE-HL20-02,WM-CRE-HL20-02-40K-BR,4000K
WM-CRE-HL20-02,WM-CRE-HL20-02-40K-SIL,4000K
WM-CRE-HL20-02,WM-CRE-HL20-02-50K-BR,5000K
WM-CRE-HL20-02,WM-CRE-HL20-02-50K-SIL,5000K
WM-CRE-HL20-03,WM-CRE-HL20-03-30K-BR,3000K
WM-CRE-HL20-03,WM-CRE-HL20-03-30K-SIL,3000K
WM-CRE-HL20-03,WM-CRE-HL20-03-40K-BR,4000K
WM-CRE-HL20-03,WM-CRE-HL20-03-40K-SIL,4000K
WM-CRE-HL20-03,WM-CRE-HL20-03-50K-BR,5000K
WM-CRE-HL20-03,WM-CRE-HL20-03-50K-SIL,5000K
WM-CRE-HL20-04,WM-CRE-HL20-04-30K-BR,3000K
WM-CRE-HL20-04,WM-CRE-HL20-04-30K-SIL,3000K
WM-CRE-HL20-04,WM-CRE-HL20-04-40K-BR,4000K
WM-CRE-HL20-04,WM-CRE-HL20-04-40K-SIL,4000K
WM-CRE-HL20-04,WM-CRE-HL20-04-50K-BR,5000K
WM-CRE-HL20-04,WM-CRE-HL20-04-50K-SIL,5000K
WM-CRE-HL20-05,WM-CRE-HL20-05-30K-BR,3000K
WM-CRE-HL20-05,WM-CRE-HL20-05-30K-SIL,3000K
WM-CRE-HL20-05,WM-CRE-HL20-05-40K-BR,4000K
WM-CRE-HL20-05,WM-CRE-HL20-05-40K-SIL,4000K
WM-CRE-HL20-05,WM-CRE-HL20-05-50K-BR,5000K
WM-CRE-HL20-05,WM-CRE-HL20-05-50K-SIL,5000K
WM-CRE-HL20-06,WM-CRE-HL20-06-30K-BR,3000K
WM-CRE-HL20-06,WM-CRE-HL20-06-30K-SIL,3000K
WM-CRE-HL20-06,WM-CRE-HL20-06-40K-BR,4000K
WM-CRE-HL20-06,WM-CRE-HL20-06-40K-SIL,4000K
WM-CRE-HL20-06,WM-CRE-HL20-06-50K-BR,5000K
WM-CRE-HL20-06,WM-CRE-HL20-06-50K-SIL,5000K
WM-CRE-HL20-07,WM-CRE-HL20-07-30K-BR,3000K
WM-CRE-HL20-07,WM-CRE-HL20-07-30K-SIL,3000K
WM-CRE-HL20-07,WM-CRE-HL20-07-40K-BR,4000K
WM-CRE-HL20-07,WM-CRE-HL20-07-40K-SIL,4000K
WM-CRE-HL20-07,WM-CRE-HL20-07-50K-BR,5000K
WM-CRE-HL20-07,WM-CRE-HL20-07-50K-SIL,5000K
WM-CRE-HL20-08,WM-CRE-HL20-08-30K-BR,3000K
WM-CRE-HL20-08,WM-CRE-HL20-08-30K-SIL,3000K
WM-CRE-HL20-08,WM-CRE-HL20-08-40K-BR,4000K
WM-CRE-HL20-08,WM-CRE-HL20-08-40K-SIL,4000K
WM-CRE-HL20-08,WM-CRE-HL20-08-50K-BR,5000K
WM-CRE-HL20-08,WM-CRE-HL20-08-50K-SIL,5000K
WM-CRE-HL20-10,WM-CRE-HL20-10-30K-BR,3000K
WM-CRE-HL20-10,WM-CRE-HL20-10-30K-SIL,3000K
WM-CRE-HL20-10,WM-CRE-HL20-10-40K-BR,4000K
WM-CRE-HL20-10,WM-CRE-HL20-10-40K-SIL,4000K
WM-CRE-HL20-10,WM-CRE-HL20-10-50K-BR,5000K
WM-CRE-HL20-10,WM-CRE-HL20-10-50K-SIL,5000K
WM-CRES-52,WM-CRES-52-30K-BR,3000K
WM-CRES-52,WM-CRES-52-30K-SIL,3000K
WM-CRES-52,WM-CRES-52-40K-BR,4000K
WM-CRES-52,WM-CRES-52-40K-SIL,4000K
WM-CRES-52,WM-CRES-52-50K-BR,5000K
WM-CRES-52,WM-CRES-52-50K-SIL,5000K
WM-CRLC6-15W,WM-CRLC6-15W-30K-D,3000K
WM-CRLC6-15W,WM-CRLC6-15W-40K-D,4000K
WM-CRLC6-15W,WM-CRLC6-15W-50K-D,5000K
LLL-LL4RR,LLL-LL4RR-27K-WH,2700K
LLL-LL4RR,LLL-LL4RR-30K-WH,2700K
LLL-LL4RR,LLL-LL4RR-40K-WH,3000K
LLL-LL4RR,LLL-LL4RR-27K-BK,3000K
LLL-LL4RR,LLL-LL4RR-30K-BK,4000K
LLL-LL4RR,LLL-LL4RR-40K-BK,4000K
LLL-LB4R,LLL-LB4R-30-WH,3000K
LLL-LB4R,LLL-LB4R-30-BL,3000K
LLL-LB4R,LLL-LB4R-41-WH,4100K
LLL-LB4R,LLL-LB4R-41-BL,4100K
TF-SABDP50X50LPD85DMV,TF-SABDP50X50LPD85DMV-30KA17,3000K
TF-SABDP50X50LPD85DMV,TF-SABDP50X50LPD85DMV-35KA17,3500K
TF-SABDP50X50LPD85DMV,TF-SABDP50X50LPD85DMV-40KA17,4000K
TF-SABDP50X50LPD85DMV,TF-SABDP50X50LPD85DMV-50KA17,5000K
TF-WABP47X47LYD28DMV,TF-WABP47X47LYD28DMV-35KA17,3500K
TF-WABP47X47LYD28DMV,TF-WABP47X47LYD28DMV-40KA17,4000K
TF-WABP47X47LYD28DMV,TF-WABP47X47LYD28DMV-50KA17,5000K
TF-LABA2412LYD12WDMV,TF-LABA2412LYD12WDMV-30KA17,3000K
TF-LABA2412LYD12WDMV,TF-LABA2412LYD12WDMV-35KA17,3500K
TF-LABA2412LYD12WDMV,TF-LABA2412LYD12WDMV-40KA17,4000K
TF-LABA2412LYD12WDMV,TF-LABA2412LYD12WDMV-50KA17,5000K
TF-LABA2416LYD12WDMV,TF-LABA2416LYD12WDMV-30KA17HC912WH,3000K
TF-LABA2416LYD12WDMV,TF-LABA2416LYD12WDMV-35KA17HC912WH,3500K
TF-LABA2416LYD12WDMV,TF-LABA2416LYD12WDMV-40KA17HC912WH,4000K
TF-LABA2416LYD12WDMV,TF-LABA2416LYD12WDMV-50KA17HC912WH,5000K
WM-LF12-6,WM-LF12-6-CW,3000W
WM-LF12-6,WM-LF12-6-NW,4000W
WM-LF12-6,WM-LF12-6-WW,5000W
WM-LF3-WH-15,WM-LF3-WH-15WW-KN,CW
WM-LF3-WH-15,WM-LF3-WH-15CW-KN,WW
TF-LABA2424LYD12WDMV,TF-LABA2424LYD12WDMV-30KA17HC912WH,3000K
TF-LABA2424LYD12WDMV,TF-LABA2424LYD12WDMV-35KA17HC912WH,3500K
TF-LABA2424LYD12WDMV,TF-LABA2424LYD12WDMV-40KA17HC912WH,4000K
TF-LABA2424LYD12WDMV,TF-LABA2424LYD12WDMV-50KA17HC912WH,5000K
TF-LABA4812LYU12D24DMV,TF-LABA4812LYU12D24DMV-30KA17HC912WH,3000K
TF-LABA4812LYU12D24DMV,TF-LABA4812LYU12D24DMV-35KA17HC912WH,3500K
TF-LABA4812LYU12D24DMV,TF-LABA4812LYU12D24DMV-40KA17HC912WH,4000K
TF-LABA4812LYU12D24DMV,TF-LABA4812LYU12D24DMV-50KA17HC912WH,5000K
TF-LABA4816LYU12D24DMV,TF-LABA4816LYU12D24DMV-30KA17HC912WH,3000K
TF-LABA4816LYU12D24DMV,TF-LABA4816LYU12D24DMV-35KA17HC912WH,3500K
TF-LABA4816LYU12D24DMV,TF-LABA4816LYU12D24DMV-40KA17HC912WH,4000K
TF-LABA4816LYU12D24DMV,TF-LABA4816LYU12D24DMV-50KA17HC912WH,5000K
TF-LABA4824LYU12D24DMV,TF-LABA4824LYU12D24DMV-30KA17HC912WH,3000K
TF-LABA4824LYU12D24DMV,TF-LABA4824LYU12D24DMV-35KA17HC912WH,3500K
TF-LABA4824LYU12D24DMV,TF-LABA4824LYU12D24DMV-40KA17HC912WH,4000K
TF-LABA4824LYU12D24DMV,TF-LABA4824LYU12D24DMV-50KA17HC912WH,5000K
TF-LABA7212LYU18D36DMV,TF-LABA7212LYU18D36DMV-30KA17HC912WH,3000K
TF-LABA7212LYU18D36DMV,TF-LABA7212LYU18D36DMV-35KA17HC912WH,3500K
TF-LABA7212LYU18D36DMV,TF-LABA7212LYU18D36DMV-40KA17HC912WH,4000K
TF-LABA7212LYU18D36DMV,TF-LABA7212LYU18D36DMV-50KA17HC912WH,5000K
TF-LABA7216LYU18D36DMV,TF-LABA7216LYU18D36DMV-30KA17HC912WH,3000K
TF-LABA7216LYU18D36DMV,TF-LABA7216LYU18D36DMV-35KA17HC912WH,3500K
TF-LABA7216LYU18D36DMV,TF-LABA7216LYU18D36DMV-40KA17HC912WH,4000K
TF-LABA7216LYU18D36DMV,TF-LABA7216LYU18D36DMV-50KA17HC912WH,5000K
WM-LP-1X4-45W,WM-LP-1X4-45W-35K-D,3500K
WM-LP-1X4-45W,WM-LP-1X4-45W-40K-D,4000K
WM-LP-1X4-45W,WM-LP-1X4-45W-50K-D,5000K
TF-LABA4812LYD24WDMV,TF-LABA4812LYD24WDMV-30KA17HC912WH,3000K
TF-LABA4812LYD24WDMV,TF-LABA4812LYD24WDMV-35KA17HC912WH,3500K
TF-LABA4812LYD24WDMV,TF-LABA4812LYD24WDMV-40KA17HC912WH,4000K
TF-LABA4812LYD24WDMV,TF-LABA4812LYD24WDMV-50KA17HC912WH,5000K
TF-LABA7224LYU18D36DMV,TF-LABA7224LYU18D36DMV-30KA17HC912WH,3000K
TF-LABA7224LYU18D36DMV,TF-LABA7224LYU18D36DMV-35KA17HC912WH,3500K
TF-LABA7224LYU18D36DMV,TF-LABA7224LYU18D36DMV-40KA17HC912WH,4000K
TF-LABA7224LYU18D36DMV,TF-LABA7224LYU18D36DMV-50KA17HC912WH,5000K
TF-LABA2424LYU6D12DMV,TF-LABA2424LYU6D12DMV-30KA17HC912WH,3000K
TF-LABA2424LYU6D12DMV,TF-LABA2424LYU6D12DMV-35KA17HC912WH,3500K
TF-LABA2424LYU6D12DMV,TF-LABA2424LYU6D12DMV-40KA17HC912WH,4000K
TF-LABA2424LYU6D12DMV,TF-LABA2424LYU6D12DMV-50KA17HC912WH,5000K
TF-LABA2416LYU6D12DMV,TF-LABA2416LYU6D12DMV-30KA17HC912WH,3000K
TF-LABA2416LYU6D12DMV,TF-LABA2416LYU6D12DMV-35KA17HC912WH,3500K
TF-LABA2416LYU6D12DMV,TF-LABA2416LYU6D12DMV-40KA17HC912WH,4000K
TF-LABA2416LYU6D12DMV,TF-LABA2416LYU6D12DMV-50KA17HC912WH,5000K
TF-LABA2412LYU6D12DMV,TF-LABA2412LYU6D12DMV-30KA17HC912WH,3000K
TF-LABA2412LYU6D12DMV,TF-LABA2412LYU6D12DMV-35KA17HC912WH,3500K
TF-LABA2412LYU6D12DMV,TF-LABA2412LYU6D12DMV-40KA17HC912WH,4000K
TF-LABA2412LYU6D12DMV,TF-LABA2412LYU6D12DMV-50KA17HC912WH,5000K
TF-LABA9624LYU24D48DMV,TF-LABA9624LYU24D48DMV-30KA17HC912WH,3000K
TF-LABA9624LYU24D48DMV,TF-LABA9624LYU24D48DMV-35KA17HC912WH,3500K
TF-LABA9624LYU24D48DMV,TF-LABA9624LYU24D48DMV-40KA17HC912WH,4000K
TF-LABA9624LYU24D48DMV,TF-LABA9624LYU24D48DMV-50KA17HC912WH,5000K
TF-LABA9616LYU24D48DMV,TF-LABA9616LYU24D48DMV-30KA17HC912WH,3000K
TF-LABA9616LYU24D48DMV,TF-LABA9616LYU24D48DMV-35KA17HC912WH,3500K
TF-LABA9616LYU24D48DMV,TF-LABA9616LYU24D48DMV-40KA17HC912WH,4000K
TF-LABA9616LYU24D48DMV,TF-LABA9616LYU24D48DMV-50KA17HC912WH,5000K
TF-LABA9612LYU24D48DMV,TF-LABA9612LYU24D48DMV-30KA17HC912WH,3000K
TF-LABA9612LYU24D48DMV,TF-LABA9612LYU24D48DMV-35KA17HC912WH,3500K
TF-LABA9612LYU24D48DMV,TF-LABA9612LYU24D48DMV-40KA17HC912WH,4000K
TF-LABA9612LYU24D48DMV,TF-LABA9612LYU24D48DMV-50KA17HC912WH,5000K
WM-LPNG-1X4-4KLM,WM-LPNG-1X4-4KLM-27K-D,2700K
WM-LPNG-1X4-4KLM,WM-LPNG-1X4-4KLM-35K-D,3500K
WM-LPNG-1X4-4KLM,WM-LPNG-1X4-4KLM-40K-D,4000K
WM-LPNG-1X4-4KLM,WM-LPNG-1X4-4KLM-50K-D,5000K
WM-LPNG-2X4-5KLM,WM-LPNG-2X4-5KLM-27K-D,2700K
WM-LPNG-2X4-5KLM,WM-LPNG-2X4-5KLM-35K-D,3500K
WM-LPNG-2X4-5KLM,WM-LPNG-2X4-5KLM-40K-D,4000K
WM-LPNG-2X4-5KLM,WM-LPNG-2X4-5KLM-50K-D,5000K
WM-LPNG-2X4-6KLM,WM-LPNG-2X4-6KLM-27K-D,2700K
WM-LPNG-2X4-6KLM,WM-LPNG-2X4-6KLM-35K-D,3500K
WM-LPNG-2X4-6KLM,WM-LPNG-2X4-6KLM-40K-D,4000K
WM-LPNG-2X4-6KLM,WM-LPNG-2X4-6KLM-50K-D,5000K
WM-LPNG-2X4-7KLM,WM-LPNG-2X4-7KLM-27K-D,2700K
WM-LPNG-2X4-7KLM,WM-LPNG-2X4-7KLM-35K-D,3500K
WM-LPNG-2X4-7KLM,WM-LPNG-2X4-7KLM-40K-D,4000K
WM-LPNG-2X4-7KLM,WM-LPNG-2X4-7KLM-50K-D,5000K
WM-LR-ECO-20W,WM-LR-ECO-20W-30K-P,3000K
WM-LR-ECO-20W,WM-LR-ECO-20W-50K-P,5000K
TF-LABA7212LYD36WDMV,TF-LABA7212LYD36WDMV-30KA17HC912WH,3000K
TF-LABA7212LYD36WDMV,TF-LABA7212LYD36WDMV-35KA17HC912WH,3500K
TF-LABA7212LYD36WDMV,TF-LABA7212LYD36WDMV-40KA17HC912WH,4000K
TF-LABA7212LYD36WDMV,TF-LABA7212LYD36WDMV-50KA17HC912WH,5000K
TF-LABA7216LYD36WDMV,TF-LABA7216LYD36WDMV-30KA17HC912WH,3000K
TF-LABA7216LYD36WDMV,TF-LABA7216LYD36WDMV-35KA17HC912WH,3500K
TF-LABA7216LYD36WDMV,TF-LABA7216LYD36WDMV-40KA17HC912WH,4000K
TF-LABA7216LYD36WDMV,TF-LABA7216LYD36WDMV-50KA17HC912WH,5000K
TF-LABA7224LYD36WDMV,TF-LABA7224LYD36WDMV-30KA17HC912WH,3000K
TF-LABA7224LYD36WDMV,TF-LABA7224LYD36WDMV-35KA17HC912WH,3500K
TF-LABA7224LYD36WDMV,TF-LABA7224LYD36WDMV-40KA17HC912WH,4000K
TF-LABA7224LYD36WDMV,TF-LABA7224LYD36WDMV-50KA17HC912WH,5000K
TF-LABA9612LYD48WDMV,TF-LABA9612LYD48WDMV-30KA17HC912WH,3000K
TF-LABA9612LYD48WDMV,TF-LABA9612LYD48WDMV-35KA17HC912WH,3500K
TF-LABA9612LYD48WDMV,TF-LABA9612LYD48WDMV-40KA17HC912WH,4000K
TF-LABA9612LYD48WDMV,TF-LABA9612LYD48WDMV-50KA17HC912WH,5000K
TF-LABA9616LYD48WDMV,TF-LABA9616LYD48WDMV-30KA17HC912WH,3000K
TF-LABA9616LYD48WDMV,TF-LABA9616LYD48WDMV-35KA17HC912WH,3500K
TF-LABA9616LYD48WDMV,TF-LABA9616LYD48WDMV-40KA17HC912WH,4000K
TF-LABA9616LYD48WDMV,TF-LABA9616LYD48WDMV-50KA17HC912WH,5000K
TF-LABA9624LYD48WDMV,TF-LABA9624LYD48WDMV-30KA17HC912WH,3000K
TF-LABA9624LYD48WDMV,TF-LABA9624LYD48WDMV-35KA17HC912WH,3500K
TF-LABA9624LYD48WDMV,TF-LABA9624LYD48WDMV-40KA17HC912WH,4000K
TF-LABA9624LYD48WDMV,TF-LABA9624LYD48WDMV-50KA17HC912WH,5000K
TF-LAB2412LYD12WDMV,TF-LAB2412LYD12WDMV-30KA17HC605WH,3000K
TF-LAB2412LYD12WDMV,TF-LAB2412LYD12WDMV-35KA17HC605WH,3500K
TF-LAB2412LYD12WDMV,TF-LAB2412LYD12WDMV-40KA17HC605WH,4000K
TF-LAB2412LYD12WDMV,TF-LAB2412LYD12WDMV-50KA17HC605WH,5000K
TF-LAB2412LYU6D12DMV,TF-LAB2412LYU6D12DMV-30KA17HC605WH,3000K
TF-LAB2412LYU6D12DMV,TF-LAB2412LYU6D12DMV-35KA17HC605WH,3500K
TF-LAB2412LYU6D12DMV,TF-LAB2412LYU6D12DMV-40KA17HC605WH,4000K
TF-LAB2412LYU6D12DMV,TF-LAB2412LYU6D12DMV-50KA17HC605WH,5000K
TF-LAB2416LYD12WDMV,TF-LAB2416LYD12WDMV-30KA17HC605WH,3000K
TF-LAB2416LYD12WDMV,TF-LAB2416LYD12WDMV-35KA17HC605WH,3500K
TF-LAB2416LYD12WDMV,TF-LAB2416LYD12WDMV-40KA17HC605WH,4000K
TF-LAB2416LYD12WDMV,TF-LAB2416LYD12WDMV-50KA17HC605WH,5000K
TF-LAB2416LYU6D12DMV,TF-LAB2416LYU6D12DMV-30KA17HC605WH,3000K
TF-LAB2416LYU6D12DMV,TF-LAB2416LYU6D12DMV-35KA17HC605WH,3500K
TF-LAB2416LYU6D12DMV,TF-LAB2416LYU6D12DMV-40KA17HC605WH,4000K
TF-LAB2416LYU6D12DMV,TF-LAB2416LYU6D12DMV-50KA17HC605WH,5000K
TF-LAB2424LYD12WDMV,TF-LAB2424LYD12WDMV-30KA17HC605WH,3000K
TF-LAB2424LYD12WDMV,TF-LAB2424LYD12WDMV-35KA17HC605WH,3500K
TF-LAB2424LYD12WDMV,TF-LAB2424LYD12WDMV-40KA17HC605WH,4000K
TF-LAB2424LYD12WDMV,TF-LAB2424LYD12WDMV-50KA17HC605WH,5000K
WM-LW360-120W,WM-LW360-120W-30K-G2,3000K
WM-LW360-120W,WM-LW360-120W-40K-G2,4000K
WM-LW360-120W,WM-LW360-120W-50K-G2,5000K
TF-LAB2424LYU6D12DMV,TF-LAB2424LYU6D12DMV-30KA17HC605WH,3000K
TF-LAB2424LYU6D12DMV,TF-LAB2424LYU6D12DMV-35KA17HC605WH,3500K
TF-LAB2424LYU6D12DMV,TF-LAB2424LYU6D12DMV-40KA17HC605WH,4000K
TF-LAB2424LYU6D12DMV,TF-LAB2424LYU6D12DMV-50KA17HC605WH,5000K
TF-LAB4812LYD24WDMV,TF-LAB4812LYD24WDMV-30KA17HC605WH,3000K
TF-LAB4812LYD24WDMV,TF-LAB4812LYD24WDMV-35KA17HC605WH,3500K
TF-LAB4812LYD24WDMV,TF-LAB4812LYD24WDMV-40KA17HC605WH,4000K
TF-LAB4812LYD24WDMV,TF-LAB4812LYD24WDMV-50KA17HC605WH,5000K
TF-LAB4812LYU12D24DMV,TF-LAB4812LYU12D24DMV-30KA17HC605WH,3000K
TF-LAB4812LYU12D24DMV,TF-LAB4812LYU12D24DMV-35KA17HC605WH,3500K
TF-LAB4812LYU12D24DMV,TF-LAB4812LYU12D24DMV-40KA17HC605WH,4000K
TF-LAB4812LYU12D24DMV,TF-LAB4812LYU12D24DMV-50KA17HC605WH,5000K
TF-LAB4816LYD24WDMV,TF-LAB4816LYD24WDMV-30KA17HC605WH,3000K
TF-LAB4816LYD24WDMV,TF-LAB4816LYD24WDMV-35KA17HC605WH,3500K
TF-LAB4816LYD24WDMV,TF-LAB4816LYD24WDMV-40KA17HC605WH,4000K
TF-LAB4816LYD24WDMV,TF-LAB4816LYD24WDMV-50KA17HC605WH,5000K
TF-LAB4816LYU12D24DMV,TF-LAB4816LYU12D24DMV-30KA17HC605WH,3000K
TF-LAB4816LYU12D24DMV,TF-LAB4816LYU12D24DMV-35KA17HC605WH,3500K
TF-LAB4816LYU12D24DMV,TF-LAB4816LYU12D24DMV-40KA17HC605WH,4000K
TF-LAB4816LYU12D24DMV,TF-LAB4816LYU12D24DMV-50KA17HC605WH,5000K
TF-LAB4824LYD24WDMV,TF-LAB4824LYD24WDMV-30KA17HC605WH,3000K
TF-LAB4824LYD24WDMV,TF-LAB4824LYD24WDMV-35KA17HC605WH,3500K
TF-LAB4824LYD24WDMV,TF-LAB4824LYD24WDMV-40KA17HC605WH,4000K
TF-LAB4824LYD24WDMV,TF-LAB4824LYD24WDMV-50KA17HC605WH,5000K
TF-LAB4824LYU12D24DMV,TF-LAB4824LYU12D24DMV-30KA17HC605WH,3000K
TF-LAB4824LYU12D24DMV,TF-LAB4824LYU12D24DMV-35KA17HC605WH,3500K
TF-LAB4824LYU12D24DMV,TF-LAB4824LYU12D24DMV-40KA17HC605WH,4000K
TF-LAB4824LYU12D24DMV,TF-LAB4824LYU12D24DMV-50KA17HC605WH,5000K
TF-454,TF-LAB7212LYD36WDMV-30KA17HC605WH,3000K
TF-454,TF-LAB7212LYD36WDMV-35KA17HC605WH,3500K
TF-454,TF-LAB7212LYD36WDMV-40KA17HC605WH,4000K
TF-454,TF-LAB7212LYD36WDMV-50KA17HC605WH,5000K
TF-LAB7212LYU18D36DMV,TF-LAB7212LYU18D36DMV-30KA17HC605WH,3000K
TF-LAB7212LYU18D36DMV,TF-LAB7212LYU18D36DMV-35KA17HC605WH,3500K
TF-LAB7212LYU18D36DMV,TF-LAB7212LYU18D36DMV-40KA17HC605WH,4000K
TF-LAB7212LYU18D36DMV,TF-LAB7212LYU18D36DMV-50KA17HC605WH,5000K
TF-LAB7216LYD36WDMV,TF-LAB7216LYD36WDMV-30KA17HC605WH,3000K
TF-LAB7216LYD36WDMV,TF-LAB7216LYD36WDMV-35KA17HC605WH,3500K
TF-LAB7216LYD36WDMV,TF-LAB7216LYD36WDMV-40KA17HC605WH,4000K
TF-LAB7216LYD36WDMV,TF-LAB7216LYD36WDMV-50KA17HC605WH,5000K
TF-LAB7216LYU18D36DMV,TF-LAB7216LYU18D36DMV-30KA17HC605WH,3000K
TF-LAB7216LYU18D36DMV,TF-LAB7216LYU18D36DMV-35KA17HC605WH,3500K
TF-LAB7216LYU18D36DMV,TF-LAB7216LYU18D36DMV-40KA17HC605WH,4000K
TF-LAB7216LYU18D36DMV,TF-LAB7216LYU18D36DMV-50KA17HC605WH,5000K
TF-LAB7224LYD36WDMV,TF-LAB7224LYD36WDMV-30KA17HC605WH,3000K
TF-LAB7224LYD36WDMV,TF-LAB7224LYD36WDMV-35KA17HC605WH,3500K
TF-LAB7224LYD36WDMV,TF-LAB7224LYD36WDMV-40KA17HC605WH,4000K
TF-LAB7224LYD36WDMV,TF-LAB7224LYD36WDMV-50KA17HC605WH,5000K
WM-LWPX-50W,WM-LWPX-50W-30K,3000K
WM-LWPX-50W,WM-LWPX-50W-40K,4000K
WM-LWPX-50W,WM-LWPX-50W-50K,5000K
TF-LABA4816LYD24WDMV,TF-LABA4816LYD24WDMV-30KA17HC912WH,3000K
TF-LABA4816LYD24WDMV,TF-LABA4816LYD24WDMV-35KA17HC912WH,3500K
TF-LABA4816LYD24WDMV,TF-LABA4816LYD24WDMV-40KA17HC912WH,4000K
TF-LABA4816LYD24WDMV,TF-LABA4816LYD24WDMV-50KA17HC912WH,5000K
TF-LABA4824LYD24WDMV,TF-LABA4824LYD24WDMV-30KA17HC912WH,3000K
TF-LABA4824LYD24WDMV,TF-LABA4824LYD24WDMV-35KA17HC912WH,3500K
TF-LABA4824LYD24WDMV,TF-LABA4824LYD24WDMV-40KA17HC912WH,4000K
TF-LABA4824LYD24WDMV,TF-LABA4824LYD24WDMV-50KA17HC912WH,5000K
TF-LAB7224LYU18D36DMV,TF-LAB7224LYU18D36DMV-30KA17HC605WH,3000K
TF-LAB7224LYU18D36DMV,TF-LAB7224LYU18D36DMV-35KA17HC605WH,3500K
TF-LAB7224LYU18D36DMV,TF-LAB7224LYU18D36DMV-40KA17HC605WH,4000K
TF-LAB7224LYU18D36DMV,TF-LAB7224LYU18D36DMV-50KA17HC605WH,5000K
TF-LAB9612LYD48WDMV,TF-LAB9612LYD48WDMV-30KA17HC605WH,3000K
TF-LAB9612LYD48WDMV,TF-LAB9612LYD48WDMV-35KA17HC605WH,3500K
