parent_sku,child_sku,color_temprature
TF-200A232X1LN18W,TF-200A232X1LN18W-50K,5000K
TF-200A2328X1LN18W,TF-200A2328X1LN18W-35,3500K
TF-200A2328X1LN18W,TF-200A2328X1LN18W-40,4000K
TF-200A2328X1LN18W,TF-200A2328X1LN18W-50,5000K
TF-200A432X1LN18W,TF-200A432X1LN18W-35,3500K
TF-200A432X1LN18W,TF-200A432X1LN18W-40,4000K
TF-200A432X1LN18W,TF-200A432X1LN18W-50,5000K
TF-200A4328X1LN18W,TF-200A4328X1LN18W-35,3500K
TF-200A4328X1LN18W,TF-200A4328X1LN18W-40,4000K
TF-200A4328X1LN18W,TF-200A4328X1LN18W-50,5000K
TF-201A117X1LN18W,TF-201A117X1LN18W-35,3500K
TF-201A117X1LN18W,TF-201A117X1LN18W-40,4000K
TF-201A117X1LN18W,TF-201A117X1LN18W-50,5000K
TF-201A132X1LN18W,TF-201A132X1LN18W-35,3500K
TF-201A132X1LN18W,TF-201A132X1LN18W-40,4000K
TF-201A132X1LN18W,TF-201A132X1LN18W-50,5000K
TF-159A117X1LN18W,TF-159A117X1LN18W-35,3500K
TF-159A117X1LN18W,TF-159A117X1LN18W-40,4000K
TF-159A117X1LN18W,TF-159A117X1LN18W-50,5000K
TF-159A132X1LN18W,TF-159A132X1LN18W-35,3500K
TF-159A132X1LN18W,TF-159A132X1LN18W-40,4000K
TF-159A132X1LN18W,TF-159A132X1LN18W-50,5000K
TF-159A1328X1LN18W,TF-159A1328X1LN18W-35,3500K
TF-159A1328X1LN18W,TF-159A1328X1LN18W-40,4000K
TF-159A1328X1LN18W,TF-159A1328X1LN18W-50,5000K
TF-C217X1LI18W,TF-C217X1LI18W-35,3500K
TF-C217X1LI18W,TF-C217X1LI18W-40,4000K
TF-C217X1LI18W,TF-C217X1LI18W-50,5000K
TF-C317X1LI18W,TF-C317X1LI18W-35,3500K
TF-C317X1LI18W,TF-C317X1LI18W-40,4000K
TF-C317X1LI18W,TF-C317X1LI18W-50,5000K
TF-C232X1LI18W,TF-C232X1LI18W-35,3500K
TF-C232X1LI18W,TF-C232X1LI18W-40,4000K
TF-C232X1LI18W,TF-C232X1LI18W-50,5000K
TF-C332X1LI18W,TF-C332X1LI18W-35,3500K
TF-C332X1LI18W,TF-C332X1LI18W-40,4000K
TF-C332X1LI18W,TF-C332X1LI18W-50,5000K
TF-C2328X1LI18W,TF-C2328X1LI18W-35,3500K
TF-C2328X1LI18W,TF-C2328X1LI18W-40,4000K
TF-C2328X1LI18W,TF-C2328X1LI18W-50,5000K
TF-S117X1LI18W,TF-S117X1LI18W-35,3500K
TF-S117X1LI18W,TF-S117X1LI18W-40,4000K
TF-S117X1LI18W,TF-S117X1LI18W-50,5000K
TF-S132X1LI18W,TF-S132X1LI18W-35,3500K
TF-S132X1LI18W,TF-S132X1LI18W-40,4000K
TF-S132X1LI18W,TF-S132X1LI18W-50,5000K
TF-S1328X1LI18W,TF-S1328X1LI18W-35,3500K
TF-S1328X1LI18W,TF-S1328X1LI18W-40,4000K
TF-S1328X1LI18W,TF-S1328X1LI18W-50,5000K
TF-KDST8117X1LI18W,TF-KDST8117X1LI18W-35,3500K
TF-KDST8117X1LI18W,TF-KDST8117X1LI18W-40,4000K
TF-KDST8117X1LI18W,TF-KDST8117X1LI18W-50,5000K
TF-KDST8132X1LI18W,TF-KDST8132X1LI18W-35,3500K
TF-KDST8132X1LI18W,TF-KDST8132X1LI18W-40,4000K
TF-KDST8132X1LI18W,TF-KDST8132X1LI18W-50,5000K
TF-LLS132X1LI18W,TF-LLS132X1LI18W-35,3500K
TF-LLS132X1LI18W,TF-LLS132X1LI18W-40,4000K
TF-LLS132X1LI18W,TF-LLS132X1LI18W-50,5000K
TF-SM117X1LI15W,TF-SM117X1LI15W-35,3500K
TF-SM117X1LI15W,TF-SM117X1LI15W-40,4000K
TF-SM117X1LI15W,TF-SM117X1LI15W-50,5000K
TF-SM217X1LI18W,TF-SM217X1LI18W-35,3500K
TF-SM217X1LI18W,TF-SM217X1LI18W-40,4000K
TF-SM217X1LI18W,TF-SM217X1LI18W-50,5000K
TF-SM132X1LI18W,TF-SM132X1LI18W-35,3500K
TF-SM132X1LI18W,TF-SM132X1LI18W-40,4000K
TF-SM132X1LI18W,TF-SM132X1LI18W-50,5000K
TF-SM232X1LI18W,TF-SM232X1LI18W-35,3500K
TF-SM232X1LI18W,TF-SM232X1LI18W-40,4000K
TF-SM232X1LI18W,TF-SM232X1LI18W-50,5000K
TF-IND332W30X1LI18W,TF-IND332W30X1LI18W-35,3500K
TF-IND332W30X1LI18W,TF-IND332W30X1LI18W-40,4000K
TF-IND332W30X1LI18W,TF-IND332W30X1LI18W-50,5000K
TF-IND2328W30X1LI18W,TF-IND2328W30X1LI18W-35,3500K
TF-IND2328W30X1LI18W,TF-IND2328W30X1LI18W-40,4000K
TF-IND2328W30X1LI18W,TF-IND2328W30X1LI18W-50,5000K
TF-IND3328W30X1LI18W,TF-IND3328W30X1LI18W-35,3500K
TF-IND3328W30X1LI18W,TF-IND3328W30X1LI18W-40,4000K
TF-IND3328W30X1LI18W,TF-IND3328W30X1LI18W-50,5000K
TF-ITB132X1LI18W,TF-ITB132X1LI18W-35,3500K
TF-ITB132X1LI18W,TF-ITB132X1LI18W-40,4000K
TF-ITB132X1LI18W,TF-ITB132X1LI18W-50,5000K
TF-ITB232X1LI18W,TF-ITB232X1LI18W-35,3500K
TF-ITB232X1LI18W,TF-ITB232X1LI18W-40,4000K
TF-ITB232X1LI18W,TF-ITB232X1LI18W-50,5000K
TF-ITB1328X1LI18W,TF-ITB1328X1LI18W-35,3500K
TF-ITB1328X1LI18W,TF-ITB1328X1LI18W-40,4000K
TF-ITB1328X1LI18W,TF-ITB1328X1LI18W-50,5000K
TF-ITB2328X1LI18W,TF-ITB2328X1LI18W-35,3500K
TF-ITB2328X1LI18W,TF-ITB2328X1LI18W-40,4000K
TF-ITB2328X1LI18W,TF-ITB2328X1LI18W-50,5000K
TF-CITCL232X1LN18W,TF-CITCL232X1LN18W-35,3500K
TF-CITCL232X1LN18W,TF-CITCL232X1LN18W-40,4000K
TF-CITCL232X1LN18W,TF-CITCL232X1LN18W-50,5000K
TF-CITLB2328X1LN18W,TF-CITLB2328X1LN18W-35,3500K
TF-CITLB2328X1LN18W,TF-CITLB2328X1LN18W-40,4000K
TF-CITLB2328X1LN18W,TF-CITLB2328X1LN18W-50,5000K
"TF-CITOL332 SBA3X1LN18W","TF-CITOL332 SBA3X1LN18W-35",3500K
"TF-CITOL332 SBA3X1LN18W","TF-CITOL332 SBA3X1LN18W-40",4000K
"TF-CITOL332 SBA3X1LN18W","TF-CITOL332 SBA3X1LN18W-50",5000K
"TF-CITOL332 SBA3X1LN","TF-CITOL332 SBA3X1LN-18W35MDT4(21)",3500K
"TF-CITOL332 SBA3X1LN","TF-CITOL332 SBA3X1LN-18W40MDT4(21)",4000K
"TF-CITOL332 SBA3X1LN","TF-CITOL332 SBA3X1LN-18W50MDT4(21)",5000K
TF-555MW232X1LN18W,TF-555MW232X1LN18W-35,3500K
TF-555MW232X1LN18W,TF-555MW232X1LN18W-40,4000K
TF-555MW232X1LN18W,TF-555MW232X1LN18W-50,5000K
TF-44WSF117X1WHLN15W,TF-44WSF117X1WHLN15W-35,3500K
TF-44WSF117X1WHLN15W,TF-44WSF117X1WHLN15W-40,4000K
TF-44WSF117X1WHLN15W,TF-44WSF117X1WHLN15W-50,5000K
TF-44WSF217X1WHLN15W,TF-44WSF217X1WHLN15W-35,3500K
TF-44WSF217X1WHLN15W,TF-44WSF217X1WHLN15W-40,4000K
TF-44WSF217X1WHLN15W,TF-44WSF217X1WHLN15W-50,5000K
TF-44WSF132X1WHLN18W,TF-44WSF132X1WHLN18W-35,3500K
TF-44WSF132X1WHLN18W,TF-44WSF132X1WHLN18W-40,4000K
TF-44WSF132X1WHLN18W,TF-44WSF132X1WHLN18W-50,5000K
TF-44WSF232X1WHLN18W,TF-44WSF232X1WHLN18W-35,3500K
TF-44WSF232X1WHLN18W,TF-44WSF232X1WHLN18W-40,4000K
TF-44WSF232X1WHLN18W,TF-44WSF232X1WHLN18W-50,5000K
TF-44WSF1328X1WHLN18W,TF-44WSF1328X1WHLN18W-35,3500K
TF-44WSF1328X1WHLN18W,TF-44WSF1328X1WHLN18W-40,4000K
TF-44WSF1328X1WHLN18W,TF-44WSF1328X1WHLN18W-50,5000K
TF-44WSF2328X1WHLN18W,TF-44WSF2328X1WHLN18W-35,3500K
TF-44WSF2328X1WHLN18W,TF-44WSF2328X1WHLN18W-40,4000K
TF-44WSF2328X1WHLN18W,TF-44WSF2328X1WHLN18W-50,5000K
TF-66WMW117X1WHLN15W,TF-66WMW117X1WHLN15W-35,3500K
TF-66WMW117X1WHLN15W,TF-66WMW117X1WHLN15W-40,4000K
TF-66WMW117X1WHLN15W,TF-66WMW117X1WHLN15W-50,5000K
TF-66WMW217X1WHLN15W,TF-66WMW217X1WHLN15W-35,3500K
TF-66WMW217X1WHLN15W,TF-66WMW217X1WHLN15W-40,4000K
TF-66WMW217X1WHLN15W,TF-66WMW217X1WHLN15W-50,5000K
TF-66WMW132X1WHLN18W,TF-66WMW132X1WHLN18W-35,3500K
TF-66WMW132X1WHLN18W,TF-66WMW132X1WHLN18W-40,4000K
TF-66WMW132X1WHLN18W,TF-66WMW132X1WHLN18W-50,5000K
TF-66WMW232X1WHLN18W,TF-66WMW232X1WHLN18W-35,3500K
TF-66WMW232X1WHLN18W,TF-66WMW232X1WHLN18W-40,4000K
TF-66WMW232X1WHLN18W,TF-66WMW232X1WHLN18W-50,5000K
TF-66WMW1328X1WHLN18W,TF-66WMW1328X1WHLN18W-35,3500K
TF-66WMW1328X1WHLN18W,TF-66WMW1328X1WHLN18W-40,4000K
TF-66WMW1328X1WHLN18W,TF-66WMW1328X1WHLN18W-50,5000K
TF-215A1U1D17DFX1LN15W,TF-215A1U1D17DFX1LN15W-35,3500K
TF-215A1U1D17DFX1LN15W,TF-215A1U1D17DFX1LN15W-40,4000K
TF-215A1U1D17DFX1LN15W,TF-215A1U1D17DFX1LN15W-50,5000K
TF-215A1U1D32DFX1LN18W,TF-215A1U1D32DFX1LN18W-35,3500K
TF-215A1U1D32DFX1LN18W,TF-215A1U1D32DFX1LN18W-40,4000K
TF-215A1U1D32DFX1LN18W,TF-215A1U1D32DFX1LN18W-50,5000K
TF-215A1U2D17DFX1LN15W,TF-215A1U2D17DFX1LN15W-35,3500K
TF-215A1U2D17DFX1LN15W,TF-215A1U2D17DFX1LN15W-40,4000K
TF-215A1U2D17DFX1LN15W,TF-215A1U2D17DFX1LN15W-50,5000K
TF-215A1U2D32DFX1LN18W,TF-215A1U2D32DFX1LN18W-35,3500K
TF-215A1U2D32DFX1LN18W,TF-215A1U2D32DFX1LN18W-40,4000K
TF-215A1U2D32DFX1LN18W,TF-215A1U2D32DFX1LN18W-50,5000K
TF-215A2U1D17DFX1LN15W,TF-215A2U1D17DFX1LN15W-35,3500K
TF-215A2U1D17DFX1LN15W,TF-215A2U1D17DFX1LN15W-40,4000K
TF-215A2U1D17DFX1LN15W,TF-215A2U1D17DFX1LN15W-50,5000K
TF-215A2U1D32DFX1LN18W,TF-215A2U1D32DFX1LN18W-35,3500K
TF-215A2U1D32DFX1LN18W,TF-215A2U1D32DFX1LN18W-40,4000K
TF-215A2U1D32DFX1LN18W,TF-215A2U1D32DFX1LN18W-50,5000K
TF-215A2U2D17DFX1LN15W,TF-215A2U2D17DFX1LN15W-35,3500K
TF-215A2U2D17DFX1LN15W,TF-215A2U2D17DFX1LN15W-40,4000K
TF-215A2U2D17DFX1LN15W,TF-215A2U2D17DFX1LN15W-50,5000K
TF-215A2U2D32DFX1LN18W,TF-215A2U2D32DFX1LN18W-35,3500K
TF-215A2U2D32DFX1LN18W,TF-215A2U2D32DFX1LN18W-40,4000K
TF-215A2U2D32DFX1LN18W,TF-215A2U2D32DFX1LN18W-50,5000K
TF-WPU217X1LN15W,TF-WPU217X1LN15W-35,3500K
TF-WPU217X1LN15W,TF-WPU217X1LN15W-40,4000K
TF-WPU217X1LN15W,TF-WPU217X1LN15W-50,5000K
TF-WPU232X1LN18W,TF-WPU232X1LN18W-35,3500K
TF-WPU232X1LN18W,TF-WPU232X1LN18W-40,4000K
TF-WPU232X1LN18W,TF-WPU232X1LN18W-50,5000K
TF-SKB132B4L11X1LI18W,TF-SKB132B4L11X1LI18W-35,3500K
TF-SKB132B4L11X1LI18W,TF-SKB132B4L11X1LI18W-40,4000K
TF-SKB132B4L11X1LI18W,TF-SKB132B4L11X1LI18W-50,5000K
TF-SKB232B4L11X1LI18W,TF-SKB232B4L11X1LI18W-35,3500K
TF-SKB232B4L11X1LI18W,TF-SKB232B4L11X1LI18W-40,4000K
TF-SKB232B4L11X1LI18W,TF-SKB232B4L11X1LI18W-50,5000K
TF-SKB1328B4L11X1LI18W,TF-SKB1328B4L11X1LI18W-35K,3500K
TF-SKB1328B4L11X1LI18W,TF-SKB1328B4L11X1LI18W-40K,4000K
TF-SKB1328B4L11X1LI18W,TF-SKB1328B4L11X1LI18W-50K,5000K
TF-SKB2328B4L11X1LI18W,TF-SKB2328B4L11X1LI18W-35,3500K
TF-SKB2328B4L11X1LI18W,TF-SKB2328B4L11X1LI18W-40,4000K
TF-SKB2328B4L11X1LI18W,TF-SKB2328B4L11X1LI18W-50,5000K
TF-SKB132B5L11X1LI18W,TF-SKB132B5L11X1LI18W-35,3500K
TF-SKB132B5L11X1LI18W,TF-SKB132B5L11X1LI18W-40,4000K
TF-SKB132B5L11X1LI18W,TF-SKB132B5L11X1LI18W-50,5000K
TF-SKB232B5L11X1LI18W,TF-SKB232B5L11X1LI18W-35,3500K
TF-SKB232B5L11X1LI18W,TF-SKB232B5L11X1LI18W-40,4000K
TF-SKB232B5L11X1LI18W,TF-SKB232B5L11X1LI18W-50,5000K
TF-SKB1328B5L11X1LI18W,TF-SKB1328B5L11X1LI18W-35,3500K
TF-SKB1328B5L11X1LI18W,TF-SKB1328B5L11X1LI18W-40,4000K
TF-SKB1328B5L11X1LI18W,TF-SKB1328B5L11X1LI18W-50,5000K
TF-SKB2328B5L11X1LI18W,TF-SKB2328B5L11X1LI18W-35,3500K
TF-SKB2328B5L11X1LI18W,TF-SKB2328B5L11X1LI18W-40,4000K
TF-SKB2328B5L11X1LI18W,TF-SKB2328B5L11X1LI18W-50,5000K
TF-SKR132W10L11X1LI18W,TF-SKR132W10L11X1LI18W-35,3500K
TF-SKR132W10L11X1LI18W,TF-SKR132W10L11X1LI18W-40,4000K
TF-SKR132W10L11X1LI18W,TF-SKR132W10L11X1LI18W-50,5000K
TF-SKR232W10L11X1LI18W,TF-SKR232W10L11X1LI18W-35,3500K
TF-SKR232W10L11X1LI18W,TF-SKR232W10L11X1LI18W-40,4000K
TF-SKR232W10L11X1LI18W,TF-SKR232W10L11X1LI18W-50,5000K
TF-SKR1328W10L11X1LI18W,TF-SKR1328W10L11X1LI18W-35,3500K
TF-SKR1328W10L11X1LI18W,TF-SKR1328W10L11X1LI18W-40,4000K
TF-SKR1328W10L11X1LI18W,TF-SKR1328W10L11X1LI18W-50,5000K
TF-SKR2328W10L11X1LI18W,TF-SKR2328W10L11X1LI18W-35,3500K
TF-SKR2328W10L11X1LI18W,TF-SKR2328W10L11X1LI18W-40,4000K
TF-SKR2328W10L11X1LI18W,TF-SKR2328W10L11X1LI18W-50,5000K
TF-SKR132M20L11X1LI18W,TF-SKR132M20L11X1LI18W-35,3500K
TF-SKR132M20L11X1LI18W,TF-SKR132M20L11X1LI18W-40,4000K
TF-SKR132M20L11X1LI18W,TF-SKR132M20L11X1LI18W-50,5000K
TF-SKR232M20L11X1LI18W,TF-SKR232M20L11X1LI18W-35,3500K
TF-SKR232M20L11X1LI18W,TF-SKR232M20L11X1LI18W-40,4000K
TF-SKR232M20L11X1LI18W,TF-SKR232M20L11X1LI18W-50,5000K
TF-SKR1328M20L11X1LI18W,TF-SKR1328M20L11X1LI18W-35,3500K
TF-SKR1328M20L11X1LI18W,TF-SKR1328M20L11X1LI18W-40,4000K
TF-SKR1328M20L11X1LI18W,TF-SKR1328M20L11X1LI18W-50,5000K
TF-SKR2328M20L11X1LI18W,TF-SKR2328M20L11X1LI18W-35,3500K
TF-SKR2328M20L11X1LI18W,TF-SKR2328M20L11X1LI18W-40,4000K
TF-SKR2328M20L11X1LI18W,TF-SKR2328M20L11X1LI18W-50,5000K
TF-CEOL13W1000LD120WH,TF-CEOL13W1000LD120WH-30K,3000K
TF-CEOL13W1000LD120WH,TF-CEOL13W1000LD120WH-40K,4000K
TF-CEOL11W912LMVWH,TF-CEOL11W912LMVWH-30K,3000K
TF-CEOL11W912LMVWH,TF-CEOL11W912LMVWH-40K,4000K
TF-TOPL13W1000LD120BK,TF-TOPL13W1000LD120BK-30K,3000K
TF-TOPL13W1000LD120BK,TF-TOPL13W1000LD120BK-40K,4000K
ILP-WPLP,ILP-WPLP-80WLED-UNIV-40,4000K
ILP-WPLP,ILP-WPLP-80WLED-UNIV-50,5000K
ILP-AL-56WU,ILP-AL-56WU-30TIVUPMB,3000K
ILP-AL-56WU,ILP-AL-56WU-40TIVUPMB,4000K
ILP-AL-56WU,ILP-AL-56WU-50TIVUPMB,5000K
TF-22C2M20BL11X1LI15W,TF-22C2M20BL11X1LI15W-30,3000K
TF-22C2M20BL11X1LI15W,TF-22C2M20BL11X1LI15W-35,3500K
TF-22C2M20BL11X1LI15W,TF-22C2M20BL11X1LI15W-40,4000K
TF-22C2W10BL11X1LI15W,TF-22C2W10BL11X1LI15W-30,3000K
TF-22C2W10BL11X1LI15W,TF-22C2W10BL11X1LI15W-35,3500K
TF-22C2W10BL11X1LI15W,TF-22C2W10BL11X1LI15W-40,4000K
TF-22C3M20BL11X1LI15W,TF-22C3M20BL11X1LI15W-30,3000K
TF-22C3M20BL11X1LI15W,TF-22C3M20BL11X1LI15W-35,3500K
TF-22C3M20BL11X1LI15W,TF-22C3M20BL11X1LI15W-40,4000K
TF-22C3W10BL11X1LI15W,TF-22C3W10BL11X1LI15W-30,3000K
TF-22C3W10BL11X1LI15W,TF-22C3W10BL11X1LI15W-35,3500K
TF-22C3W10BL11X1LI15W,TF-22C3W10BL11X1LI15W-40,4000K
TF-24C2M20BL11X1LI18W,TF-24C2M20BL11X1LI18W-30,3000K
TF-24C2M20BL11X1LI18W,TF-24C2M20BL11X1LI18W-35,3500K
TF-24C2M20BL11X1LI18W,TF-24C2M20BL11X1LI18W-40,4000K
TF-24C2W10BL11X1LI18W,TF-24C2W10BL11X1LI18W-30,3000K
TF-24C2W10BL11X1LI18W,TF-24C2W10BL11X1LI18W-35,3500K
TF-24C2W10BL11X1LI18W,TF-24C2W10BL11X1LI18W-40,4000K
TF-24C3M20BL11X1LI18W,TF-24C3M20BL11X1LI18W-30,3000K
TF-24C3M20BL11X1LI18W,TF-24C3M20BL11X1LI18W-35,3500K
TF-24C3M20BL11X1LI18W,TF-24C3M20BL11X1LI18W-40,4000K
TF-24C3W10BL11X1LI18W,TF-24C3W10BL11X1LI18W-30,3000K
TF-24C3W10BL11X1LI18W,TF-24C3W10BL11X1LI18W-35,3500K
TF-24C3W10BL11X1LI18W,TF-24C3W10BL11X1LI18W-40,4000K
TF-RLK1X1WR,TF-RLK1X1WR-30K,3000K
TF-RLK1X1WR,TF-RLK1X1WR-40K,4000K
TF-RLK1X1WR,TF-RLK1X1WR-50K,5000K
TF-RLK2X1WR,TF-RLK2X1WR-30K,3000K
TF-RLK2X1WR,TF-RLK2X1WR-40K,4000K
TF-RLK2X1WR,TF-RLK2X1WR-50K,5000K
TF-RLK3X1WR,TF-RLK3X1WR-30K,3000K
TF-RLK3X1WR,TF-RLK3X1WR-40K,4000K
TF-RLK3X1WR,TF-RLK3X1WR-50K,5000K
TF-RLK4X1WR,TF-RLK4X1WR-30K,3000K
TF-RLK4X1WR,TF-RLK4X1WR-40K,4000K
TF-RLK4X1WR,TF-RLK4X1WR-50K,5000K
MAG-PL40W6628TG01,MAG-PL40W6628TG01-30K,3000K
MAG-PL40W6628TG01,MAG-PL40W6628TG01-40K,4000K
MAG-PL40W6628TG01,MAG-PL40W6628TG01-50K,5000K
MAG-PN-40W-120V,MAG-PN-40W-120V-30K,3000K
MAG-PN-40W-120V,MAG-PN-40W-120V-40K,4000K
MAG-PN-40W-120V,MAG-PN-40W-120V-50K,5000K
MAG-PN-45W-120V,MAG-PN-45W-120V-27K,2700K
MAG-PN-45W-120V,MAG-PN-45W-120V-30K,3000K
MAG-PN-45W-120V,MAG-PN-45W-120V-40K,4000K
MAG-PN-45W-120V,MAG-PN-45W-120V-50K,5000K
MAG-PL50W12628TG09,MAG-PL50W12628TG09-30K,3000K
MAG-PL50W12628TG09,MAG-PL50W12628TG09-40K,4000K
MAG-PL50W12628TG09,MAG-PL50W12628TG09-50K,5000K
MAG-SYHU-TRO025D-6060-A,MAG-SYHU-TRO025D-6060-A-35K,3500
MAG-SYHU-TRO025D-6060-A,MAG-SYHU-TRO025D-6060-A-40K,4000
MAG-SYHU-TRO025D-6060-A,MAG-SYHU-TRO025D-6060-A-50K,5000
MAG-SYHU-TRO036D-6060-A,MAG-SYHU-TRO036D-6060-A-35K,3500
MAG-SYHU-TRO036D-6060-A,MAG-SYHU-TRO036D-6060-A-40K,4000
MAG-SYHU-TRO036D-6060-A,MAG-SYHU-TRO036D-6060-A-50K,5000
MAG-SYHU-TRO042D-6012-A,MAG-SYHU-TRO042D-6012-A-35K,3500
MAG-SYHU-TRO042D-6012-A,MAG-SYHU-TRO042D-6012-A-40K,4000
MAG-SYHU-TRO042D-6012-A,MAG-SYHU-TRO042D-6012-A-50K,5000
MAG-SYHU-TRO050D-6012-A,MAG-SYHU-TRO050D-6012-A-35K,3500
MAG-SYHU-TRO050D-6012-A,MAG-SYHU-TRO050D-6012-A-40K,4000
MAG-SYHU-TRO050D-6012-A,MAG-SYHU-TRO050D-6012-A-50K,5000
MAG-UE-D10308W,MAG-UE-D10308W-27K,2700
MAG-UE-D10308W,MAG-UE-D10308W-30K,3000
MAG-UE-D10308W,MAG-UE-D10308W-40K,4000
MAG-UE-D10308W,MAG-UE-D10308W-50K,5000
MAG-UE-D19012W,MAG-UE-D19012W-27K,2700
MAG-UE-D19012W,MAG-UE-D19012W-30K,3000
MAG-UE-D19012W,MAG-UE-D19012W-40K,4000
MAG-UE-D19012W,MAG-UE-D19012W-50K,5000
BL-LEDWPCA12W,BL-LEDWPCA12W-3K,3000K
BL-LEDWPCA12W,BL-LEDWPCA12W-4K,4000K
BL-LEDWPCA12W,BL-LEDWPCA12W-5K,5000K
ILP-PHB-660WLED-UNIV,ILP-PHB-660WLED-UNIV-30,3000K
ILP-PHB-660WLED-UNIV,ILP-PHB-660WLED-UNIV-35,3500K
ILP-PHB-660WLED-UNIV,ILP-PHB-660WLED-UNIV-40,4000K
ILP-PHB-660WLED-UNIV,ILP-PHB-660WLED-UNIV-50,5000K
ILP-PHB-495WLED-UNIV,ILP-PHB-495WLED-UNIV-30,3000K
ILP-PHB-495WLED-UNIV,ILP-PHB-495WLED-UNIV-35,3500K
ILP-PHB-495WLED-UNIV,ILP-PHB-495WLED-UNIV-40,4000K
ILP-PHB-495WLED-UNIV,ILP-PHB-495WLED-UNIV-50,5000K
ILP-PHB-50WLED-UNIV,ILP-PHB-50WLED-UNIV-30,3000K
ILP-PHB-50WLED-UNIV,ILP-PHB-50WLED-UNIV-35,3500K
ILP-PHB-50WLED-UNIV,ILP-PHB-50WLED-UNIV-40,4000K
ILP-PHB-50WLED-UNIV,ILP-PHB-50WLED-UNIV-50,5000K
TF-SBX14LED40DMVWH,TF-SBX14LED40DMVWH-35,3500K
TF-SBX14LED40DMVWH,TF-SBX14LED40DMVWH-40,4000K
TF-SBX14LED40DMVWH,TF-SBX14LED40DMVWH-50,5000K
TF-FPELP22LED40DMVWH,TF-FPELP22LED40DMVWH-35,3500K
TF-FPELP22LED40DMVWH,TF-FPELP22LED40DMVWH-40,4000K
TF-FPELP22LED40DMVWH,TF-FPELP22LED40DMVWH-50,5000K
TF-FPELP14LED40DMVWH,TF-FPELP14LED40DMVWH-35,3500K
TF-FPELP14LED40DMVWH,TF-FPELP14LED40DMVWH-40,4000K
TF-FPELP14LED40DMVWH,TF-FPELP14LED40DMVWH-50,5000K
MAG-VPL-LN-20WAN,MAG-VPL-LN-20WAN-30K,3000
MAG-VPL-LN-20WAN,MAG-VPL-LN-20WAN-40K,4000
MAG-VPL-LN-20WAN,MAG-VPL-LN-20WAN-50K,5000
MAG-VPL-LN-20WAN,MAG-VPL-LN-20WAN-65K,6500
MAG-VPL-LN-60WAN,MAG-VPL-LN-60WAN-30K,3000
MAG-VPL-LN-60WAN,MAG-VPL-LN-60WAN-40K,4000
MAG-VPL-LN-60WAN,MAG-VPL-LN-60WAN-50K,5000
MAG-VPL-LN-60WAN,MAG-VPL-LN-60WAN-65K,6500
ILP-FML-55WLED-UNIV,ILP-FML-55WLED-UNIV-30,3000K
ILP-FML-55WLED-UNIV,ILP-FML-55WLED-UNIV-40,4000K
FL-FI-T8-12W-120-PT,FL-FI-T8-12W-120-PT-40K,4000K
FL-FI-T8-12W-120-PT,FL-FI-T8-12W-120-PT-50K,5000K
FL-FI-STRIP-4FT-40W,FL-FI-STRIP-4FT-40W-40K,4000K
FL-FI-STRIP-4FT-40W,FL-FI-STRIP-4FT-40W-50K,5000K
ELI-E3T8C,ELI-E3T8C-15F840,4000K
ELI-E3T8C,ELI-E3T8C-15F850,5000K
ELI-E4B414D,ELI-E4B414D-827,2700K
ELI-E4B414D,ELI-E4B414D-830,3000K
ELI-E4B414D,ELI-E4B414D-840,4000K
EL-EPN22,EL-EPN22-2040sem-2,4000K
EL-EPN22,EL-EPN22-2050sem-2,5000K
EL-EPN24,EL-EPN24-2040sem-2,4000K
EL-EPN24,EL-EPN24-2050sem-2,5000K
ELI-E3P817D,ELI-E3P817D-830,3000K
ELI-E3P817D,ELI-E3P817D-850,5000K
EL-EP20,EL-EP20-5020ew,2700K
EL-EP20,EL-EP20-5000ew,3000K
EL-EP20,EL-EP20-5040ew,4000K
EL-EP30-11W,EL-EP30-11W-5020ew,2700K
EL-EP30-11W,EL-EP30-11W-6000e,3000K
EL-EP30-11W,EL-EP30-11W-6040e,4000K
EL-EP30-11W,EL-EP30-11W-6050e,5000K
EL-EP30-,EL-EP30--5020ews,2700K
EL-EP30-,EL-EP30--5000ews,3000K
EL-EP30-,EL-EP30--5040ews,4000K
ELI-E3T8G-17F8,ELI-E3T8G-17F8-40,4000K
ELI-E3T8G-17F8,ELI-E3T8G-17F8-50,5000K
EL-EP38,EL-EP38-5020ew,2700K
EL-EP38,EL-EP38-5000ew,3000K
EL-EP38,EL-EP38-5040ew,4000K
ELI-E3T8G-14F,ELI-E3T8G-14F-840,4000K
ELI-E3T8G-14F,ELI-E3T8G-14F-850,5000K
ELI-E3T8CG-18,ELI-E3T8CG-18-F840,4000K
ELI-E3T8CG-18,ELI-E3T8CG-18-F850,5000K
ELI-E3T8CG,ELI-E3T8CG-12F835,3500K
ELI-E3T8CG,ELI-E3T8CG-12F840,4000K
ELI-E3T8CG,ELI-E3T8CG-12F850,5000K
ELI-E1DL22D8,ELI-E1DL22D8-830,3000K
ELI-E1DL22D8,ELI-E1DL22D8-850,5000K
ELI-E2DL18D6,ELI-E2DL18D6-830,3000K
ELI-E2DL18D6,ELI-E2DL18D6-840,4000K
ELI-ELYWL,ELI-ELYWL-30K,3000K
ELI-ELYWL,ELI-ELYWL-40K,4000K
TF-66RWSF48LR48W4800LDMV,TF-66RWSF48LR48W4800LDMV-30KWH,3000K
