sku,parent,Color_Temperature,price,cost_price,Retail_price,sale_price
LT-LEDH-SR5P-UTD-14W-27-BR-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-27-BR-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-27-BR-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-27-SL-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-27-SL-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-27-SL-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-27-SL-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-27-SL-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-WH-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-WH-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-30-WH-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-30-WH-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-30-WH-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BK-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BK-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BK-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BK-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BK-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BR-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BR-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BR-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BR-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-30-BR-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-SL-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-30-SL-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-30-SL-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-30-SL-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-30-SL-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-35-WH-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-35-WH-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-35-WH-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-35-WH-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-35-WH-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
LT-LEDH-SR5P-UTD-14W-35-BK-12P,LT-LEDH-SR5P-UTD,4000K,237.05,155.65,,
LT-LEDH-SR5P-UTD-14W-35-BK-18P,LT-LEDH-SR5P-UTD,4000K,238.7,155.65,,
LT-LEDH-SR5P-UTD-14W-35-BK-24P,LT-LEDH-SR5P-UTD,4000K,240.35,155.65,,
LT-LEDH-SR5P-UTD-14W-35-BK-36P,LT-LEDH-SR5P-UTD,4000K,244.2,155.65,,
LT-LEDH-SR5P-UTD-14W-35-BK-48P,LT-LEDH-SR5P-UTD,4000K,248.05,155.65,,
DG-VGS40Q-F1X40-U-4K-Z,DG-VGS40Q,4000K,390,0,,
DG-VGS40Q-F1X40-H-4K-Z,DG-VGS40Q,4000K,425.75,0,,
DG-VGS40Q-F1X60-U-4K-Z,DG-VGS40Q,4000K,404.3,0,,
DG-VGS40Q-F1X60-H-4K-Z,DG-VGS40Q,4000K,440,0,,
DG-VGS40Q-F1X84-U-4K-Z,DG-VGS40Q,4000K,471.45,0,,
DG-VGS40Q-F1X84-H-4K-Z,DG-VGS40Q,4000K,507.15,0,,
LT-LEDH-SR6C-G2-14-827-UTD-WH,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-827-UTD-BK,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-827-UTD-BR,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-827-UTD-SI,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-830-UTD-WH,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-830-UTD-BK,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-830-UTD-BR,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-830-UTD-SI,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-835-UTD-WH,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-835-UTD-BK,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-835-UTD-BR,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-835-UTD-SI,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-840-UTD-WH,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-840-UTD-BK,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-840-UTD-BR,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-14-840-UTD-SI,LT-LEDH-SR6C-UTD,4000K,238.6,166.93,,
LT-LEDH-SR6C-G2-22-827-UTD-WH,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-827-UTD-BK,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-827-UTD-BR,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-827-UTD-SI,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-830-UTD-WH,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-830-UTD-BK,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-830-UTD-BR,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-830-UTD-SI,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-835-UTD-WH,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-835-UTD-BK,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-835-UTD-BR,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-835-UTD-SI,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-840-UTD-WH,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-840-UTD-BK,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-840-UTD-BR,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-22-840-UTD-SI,LT-LEDH-SR6C-UTD,4000K,257.9,166.93,,
LT-LEDH-SR6C-G2-32-827-UTD-WH,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-827-UTD-BK,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-827-UTD-BR,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-827-UTD-SI,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-830-UTD-WH,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-830-UTD-BK,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-830-UTD-BR,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-830-UTD-SI,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-835-UTD-WH,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-835-UTD-BK,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-835-UTD-BR,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-835-UTD-SI,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-840-UTD-WH,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-840-UTD-BK,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-840-UTD-BR,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
LT-LEDH-SR6C-G2-32-840-UTD-SI,LT-LEDH-SR6C-UTD,4000K,273.6,166.93,,
DG-AFRC30QL1X37-U-3K-C-Z,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QL1X37-U-3K-C-W,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QL1X37-U-3K-L-Z,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QL1X37-U-3K-L-W,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QL1X37-U-4K-C-Z,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QL1X37-U-4K-C-W,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QL1X37-U-4K-L-Z,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QL1X37-U-4K-L-W,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QL1X37-U-5K-C-Z,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QL1X37-U-5K-C-W,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QL1X37-U-5K-L-Z,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QL1X37-U-5K-L-W,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QL1X37-H-3K-C-Z,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QL1X37-H-3K-C-W,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QL1X37-H-3K-L-Z,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QL1X37-H-3K-L-W,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QL1X37-H-4K-C-Z,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QL1X37-H-4K-C-W,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QL1X37-H-4K-L-Z,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QL1X37-H-4K-L-W,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QL1X37-H-5K-C-Z,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QL1X37-H-5K-C-W,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QL1X37-H-5K-L-Z,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QL1X37-H-5K-L-W,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QF1X37-U-3K-C-Z,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QF1X37-U-3K-C-W,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QF1X37-U-3K-L-Z,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QF1X37-U-3K-L-W,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QF1X37-U-4K-C-Z,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QF1X37-U-4K-C-W,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QF1X37-U-4K-L-Z,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QF1X37-U-4K-L-W,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QF1X37-U-5K-C-Z,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QF1X37-U-5K-C-W,DG-AFRC30Q,4000K,570.45,0,,
DG-AFRC30QF1X37-U-5K-L-Z,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QF1X37-U-5K-L-W,DG-AFRC30Q,4000K,644.3,0,,
DG-AFRC30QF1X37-H-3K-C-Z,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QF1X37-H-3K-C-W,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QF1X37-H-3K-L-Z,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QF1X37-H-3K-L-W,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QF1X37-H-4K-C-Z,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QF1X37-H-4K-C-W,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QF1X37-H-4K-L-Z,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QF1X37-H-4K-L-W,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QF1X37-H-5K-C-Z,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QF1X37-H-5K-C-W,DG-AFRC30Q,4000K,607.15,0,,
DG-AFRC30QF1X37-H-5K-L-Z,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QF1X37-H-5K-L-W,DG-AFRC30Q,4000K,680,0,,
DG-AFRC30QL1X65-U-3K-C-Z,DG-AFRC30Q,4000K,598.6,0,,
DG-AFRC30QL1X65-U-3K-C-W,DG-AFRC30Q,4000K,598.6,0,,
LT-LEDH-SR6W-G2-14-827-UTD-WH,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-827-UTD-BK,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-827-UTD-BR,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-827-UTD-SI,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-830-UTD-WH,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-830-UTD-BK,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-830-UTD-BR,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-830-UTD-SI,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-835-UTD-WH,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-835-UTDBK,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-835-UTD-BR,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-835-UTD-SI,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-840-UTD-WH,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-840-UTD-BK,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-840-UTD-BR,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-14-840-UTD-SI,LT-LEDH-SR6W-UTD,4000K,262.15,183.43,,
LT-LEDH-SR6W-G2-22-827-UTD-WH,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-827-UTD-BK,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-827-UTD-BR,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-827-UTD-SI,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-830-UTD-WH,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-830-UTD-BK,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-830-UTD-BR,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-830-UTD-SI,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-835-UTD-WH,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-835-UTD-BK,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-835-UTD-BR,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-835-UTD-SI,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-840-UTD-WH,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-840-UTD-BK,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-840-UTD-BR,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-22-840-UTD-SI,LT-LEDH-SR6W-UTD,4000K,281.43,183.43,,
LT-LEDH-SR6W-G2-32-827-UTD-WH,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-827-UTD-BK,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-827-UTD-BR,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-827-UTD-SI,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-830-UTD-WH,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-830-UTD-BK,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-830-UTD-BR,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-830-UTD-SI,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-835-UTD-WH,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-835-UTD-BK,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-835-UTD-BR,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-835-UTD-SI,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-840-UTD-WH,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-840-UTD-BK,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-840-UTD-BR,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
LT-LEDH-SR6W-G2-32-840-UTD-SI,LT-LEDH-SR6W-UTD,4000K,297.15,183.43,,
DG-VN44QF1X45-U-4KLPZ,DG-VN44QF1X45,4000K,370,0,,
DG-VN44QF1X45-U-5KLPZ,DG-VN44QF1X45,4000K,370,0,,
DG-VN44QF1X45-H-4KLPZ,DG-VN44QF1X45,4000K,502.85,0,,
DG-VN44QF1X45-H-5KLPZ,DG-VN44QF1X45,4000K,502.85,0,,
DG-NB2C34X5-U-41-Z,DG-NB2C34X5,4000K,754.3,0,,
DG-NB2C34X5-U-41-B,DG-NB2C34X5,4000K,754.3,0,,
DG-NB2C34X5-C-41-Z,DG-NB2C34X5,4000K,771.45,0,,
DG-NB2C34X5-C-41-B,DG-NB2C34X5,4000K,771.45,0,,
DG-PF71QF1X37-U-3K-C-B,DG-PF71Q,4000K,817.15,0,,
DG-PF71QF1X37-U-3K-C-Z,DG-PF71Q,4000K,817.15,0,,
DG-PF71QF1X37-U-3K-L-B,DG-PF71Q,4000K,901.45,0,,
DG-PF71QF1X37-U-3K-L-Z,DG-PF71Q,4000K,901.45,0,,
DG-PF71QF1X37-U-4K-C-B,DG-PF71Q,4000K,817.15,0,,
DG-PF71QF1X37-U-4K-C-Z,DG-PF71Q,4000K,817.15,0,,
DG-PF71QF1X37-U-4K-L-B,DG-PF71Q,4000K,901.45,0,,
DG-PF71QF1X37-U-4K-L-Z,DG-PF71Q,4000K,901.45,0,,
DG-PF71QF1X37-U-5K-C-B,DG-PF71Q,4000K,817.15,0,,
DG-PF71QF1X37-U-5K-C-Z,DG-PF71Q,4000K,817.15,0,,
DG-PF71QF1X37-U-5K-L-B,DG-PF71Q,4000K,901.45,0,,
DG-PF71QF1X37-U-5K-L-Z,DG-PF71Q,4000K,901.45,0,,
DG-PF71QF1X37-H-3K-C-B,DG-PF71Q,4000K,984.3,0,,
DG-PF71QF1X37-H-3K-C-Z,DG-PF71Q,4000K,984.3,0,,
DG-PF71QF1X37-H-3K-L-B,DG-PF71Q,4000K,1068.6,0,,
DG-PF71QF1X37-H-3K-L-Z,DG-PF71Q,4000K,1068.6,0,,
DG-PF71QF1X37-H-4K-C-B,DG-PF71Q,4000K,984.3,0,,
DG-PF71QF1X37-H-4K-C-Z,DG-PF71Q,4000K,984.3,0,,
DG-PF71QF1X37-H-4K-L-B,DG-PF71Q,4000K,1068.6,0,,
DG-PF71QF1X37-H-4K-L-Z,DG-PF71Q,4000K,1068.6,0,,
DG-PF71QF1X37-H-5K-C-B,DG-PF71Q,4000K,984.3,0,,
DG-PF71QF1X37-H-5K-C-Z,DG-PF71Q,4000K,984.3,0,,
DG-PF71QF1X37-H-5K-L-B,DG-PF71Q,4000K,1068.6,0,,
DG-PF71QF1X37-H-5K-L-Z,DG-PF71Q,4000K,1068.6,0,,
DG-PF71QF1X65-U-3K-C-B,DG-PF71Q,4000K,847.15,0,,
DG-PF71QF1X65-U-3K-C-Z,DG-PF71Q,4000K,847.15,0,,
DG-PF71QF1X65-U-3K-L-B,DG-PF71Q,4000K,931.45,0,,
DG-PF71QF1X65-U-3K-L-Z,DG-PF71Q,4000K,931.45,0,,
DG-PF71QF1X65-U-4K-C-B,DG-PF71Q,4000K,847.15,0,,
DG-PF71QF1X65-U-4K-C-Z,DG-PF71Q,4000K,847.15,0,,
DG-PF71QF1X65-U-4K-L-B,DG-PF71Q,4000K,931.45,0,,
DG-PF71QF1X65-U-4K-L-Z,DG-PF71Q,4000K,931.45,0,,
DG-PF71QF1X65-U-5K-C-B,DG-PF71Q,4000K,847.15,0,,
DG-PF71QF1X65-U-5K-C-Z,DG-PF71Q,4000K,847.15,0,,
DG-PF71QF1X65-U-5K-L-B,DG-PF71Q,4000K,931.45,0,,
DG-PF71QF1X65-U-5K-L-Z,DG-PF71Q,4000K,931.45,0,,
DG-PF71QF1X65-H-3K-C-B,DG-PF71Q,4000K,944.3,0,,
DG-PF71QF1X65-H-3K-C-Z,DG-PF71Q,4000K,944.3,0,,
DG-PF71QF1X65-H-3K-L-B,DG-PF71Q,4000K,1028.6,0,,
DG-PF71QF1X65-H-3K-L-Z,DG-PF71Q,4000K,1028.6,0,,
DG-PF71QF1X65-H-4K-C-B,DG-PF71Q,4000K,944.3,0,,
DG-PF71QF1X65-H-4K-C-Z,DG-PF71Q,4000K,944.3,0,,
DG-PF71QF1X65-H-4K-L-B,DG-PF71Q,4000K,1028.6,0,,
DG-PF71QF1X65-H-4K-L-Z,DG-PF71Q,4000K,1028.6,0,,
DG-PF71QF1X65-H-5K-C-B,DG-PF71Q,4000K,944.3,0,,
DG-PF71QF1X65-H-5K-C-Z,DG-PF71Q,4000K,944.3,0,,
DG-PF71QF1X65-H-5K-L-B,DG-PF71Q,4000K,1028.6,0,,
DG-PF71QF1X65-H-5K-L-Z,DG-PF71Q,4000K,1028.6,0,,
DG-PF71QF1X84-U-3K-C-B,DG-PF71Q,4000K,981.45,0,,
DG-PF71QF1X84-U-3K-C-Z,DG-PF71Q,4000K,981.45,0,,
LT-LEDH-SR8C-G2-14-27-UTD-WH,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-27-UTD-BK,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-27-UTD-BR,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-27-UTD-SI,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-30-UTD-WH,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-30-UTD-BK,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-30-UTD-BR,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-30-UTD-SI,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-35-UTD-WH,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-35-UTD-BK,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-35-UTD-BR,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-35-UTD-SI,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-40-UTD-WH,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-40-UTD-BK,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-40-UTD-BR,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-14-40-UTD-SI,LT-LEDH-SR8C-UTD,4000K,270,188.93,,
LT-LEDH-SR8C-G2-22-27-UTD-WH,LT-LEDH-SR8C-UTD,4000K,289.3,188.93,,
LT-LEDH-SR8C-G2-22-27-UTD-BK,LT-LEDH-SR8C-UTD,4000K,289.3,188.93,,
LT-LEDH-SR8C-G2-22-27-UTD-BR,LT-LEDH-SR8C-UTD,4000K,289.3,188.93,,
