sku,parent,Color_Temperature,price,cost_price,Retail_price,sale_price
DG-KH15Q-F1X22-U-5K-CZ,DG-KH15Q,5000K,475.75,0,,
DG-KH15Q-F1X22-U-5K-SZ,DG-KH15Q,5000K,517.15,0,,
DG-KH15Q-F1X37-U-3K-CZ,DG-KH15Q,5000K,495.75,0,,
DG-KH15Q-F1X37-U-3K-SZ,DG-KH15Q,5000K,537.15,0,,
DG-KH15Q-F1X37-U-4K-CZ,DG-KH15Q,5000K,495.75,0,,
DG-KH15Q-F1X37-U-4K-SZ,DG-KH15Q,5000K,537.15,0,,
DG-KH15Q-F1X37-U-5K-CZ,DG-KH15Q,5000K,495.75,0,,
DG-KH15Q-F1X37-U-5K-SZ,DG-KH15Q,5000K,537.15,0,,
DG-KH15Q-I1X22-U-3K-CZ,DG-KH15Q,5000K,512.85,0,,
DG-KH15Q-I1X22-U-3K-SZ,DG-KH15Q,5000K,554.3,0,,
DG-KH15Q-I1X22-U-4K-CZ,DG-KH15Q,5000K,512.85,0,,
DG-KH15Q-I1X22-U-4K-SZ,DG-KH15Q,5000K,554.3,0,,
DG-KH15Q-I1X22-U-5K-CZ,DG-KH15Q,5000K,512.85,0,,
DG-KH15Q-I1X22-U-5K-SZ,DG-KH15Q,5000K,554.3,0,,
DG-KH15Q-I1X37-U-3K-CZ,DG-KH15Q,5000K,534.3,0,,
DG-KH15Q-I1X37-U-3K-SZ,DG-KH15Q,5000K,575.75,0,,
DG-KH15Q-I1X37-U-4K-CZ,DG-KH15Q,5000K,534.3,0,,
DG-KH15Q-I1X37-U-4K-SZ,DG-KH15Q,5000K,575.75,0,,
DG-KH15Q-I1X37-U-5K-CZ,DG-KH15Q,5000K,534.3,0,,
DG-KH15Q-I1X37-U-5K-SZ,DG-KH15Q,5000K,575.75,0,,
BL-BLEDEM-CP-800,BL-BLEDEM-CP,5000K,66.45,0,,
BL-BLEDEM-CP-1200,BL-BLEDEM-CP,5000K,75.75,0,,
BL-BLEDEM-CP-1600,BL-BLEDEM-CP,5000K,88.25,0,,
BL-BLEDEM-CP-2000,BL-BLEDEM-CP,5000K,99.65,0,,
BL-BLEDEM-CP-2400,BL-BLEDEM-CP,5000K,104.65,0,,
DG-FL20L1X18-U-4KZK,DG-FL20L1X18,5000K,148.6,0,,
DG-FL20L1X18-U-5KZK,DG-FL20L1X18,5000K,148.6,0,,
DG-FL20L1X18-V-4KZK,DG-FL20L1X18,5000K,188.6,0,,
DG-FL20L1X18-V-5KZK,DG-FL20L1X18,5000K,188.6,0,,
DG-SFLQF1X22-U5KC-Z,DG-SFLQF1X22,5000K,166.95,0,,
DG-SFLQF1X22-U5KC-C,DG-SFLQF1X22,5000K,245.55,0,,
DG-SFLQF1X22-H5KC-Z,DG-SFLQF1X22,5000K,185.55,0,,
DG-SFLQF1X22-H5KC-C,DG-SFLQF1X22,5000K,264.15,0,,
TF-ITB96L-T48W6300LDMV-30K,TF-ITB96L,5000K,291.43,0,,
TF-ITB96L-T48W6300LDMV-35K,TF-ITB96L,5000K,291.43,0,,
TF-ITB96L-T48W6300LDMV-40K,TF-ITB96L,5000K,291.43,0,,
TF-ITB96L-T48W6300LDMV-50K,TF-ITB96L,5000K,291.43,0,,
TF-ITB96L-T85W11000LDMV-30K,TF-ITB96L,5000K,337.15,0,,
TF-ITB96L-T85W11000LDMV-35K,TF-ITB96L,5000K,337.15,0,,
TF-ITB96L-T85W11000LDMV-40K,TF-ITB96L,5000K,337.15,0,,
TF-ITB96L-T85W11000LDMV-50K,TF-ITB96L,5000K,337.15,0,,
DG-MFLQ-F1X37-U-4KCZ-KN,DG-MFLQ,5000K,245.75,0,,
DG-MFLQ-F1X37-U-4KCZ-SSF,DG-MFLQ,5000K,348.6,0,,
DG-MFLQ-F1X37-U-5KCZ-KN,DG-MFLQ,5000K,245.75,0,,
DG-MFLQ-F1X37-U-5KCZ-SSF,DG-MFLQ,5000K,348.6,0,,
DG-MFLQ-F1X37-H-4KCZ-KN,DG-MFLQ,5000K,290,0,,
DG-MFLQ-F1X37-H-4KCZ-SSF,DG-MFLQ,5000K,384.3,0,,
DG-MFLQ-F1X37-H-5KCZ-KN,DG-MFLQ,5000K,290,0,,
DG-MFLQ-F1X37-H-5KCZ-SSF,DG-MFLQ,5000K,384.3,0,,
DG-MFLQ-I1X37-U-4KCZ-KN,DG-MFLQ,5000K,282.85,0,,
DG-MFLQ-I1X37-U-4KCZ-SSF,DG-MFLQ,5000K,385.75,0,,
DG-MFLQ-I1X37-U-5KCZ-KN,DG-MFLQ,5000K,282.85,0,,
DG-MFLQ-I1X37-U-5KCZ-SSF,DG-MFLQ,5000K,385.75,0,,
DG-MFLQ-I1X37-H-4KCZ-KN,DG-MFLQ,5000K,318.6,0,,
DG-MFLQ-I1X37-H-4KCZ-SSF,DG-MFLQ,5000K,421.45,0,,
DG-MFLQ-I1X37-H-5KCZ-KN,DG-MFLQ,5000K,318.6,0,,
DG-MFLQ-I1X37-H-5KCZ-SSF,DG-MFLQ,5000K,421.45,0,,
TF-SCB24L-S46W4000LDMV-30K,TF-SCB24L,5000K,170,0,,
TF-SCB24L-S46W4000LDMV-35K,TF-SCB24L,5000K,170,0,,
TF-SCB24L-S46W4000LDMV-40K,TF-SCB24L,5000K,170,0,,
TF-SCB24L-S46W4000LDMV-50K,TF-SCB24L,5000K,170,0,,
TF-SCB24L-S57W4800LDMV-30K,TF-SCB24L,5000K,178.6,0,,
TF-SCB24L-S57W4800LDMV-35K,TF-SCB24L,5000K,178.6,0,,
TF-SCB24L-S57W4800LDMV-40K,TF-SCB24L,5000K,178.6,0,,
TF-SCB24L-S57W4800LDMV-50K,TF-SCB24L,5000K,178.6,0,,
DG-HFLQF1X68-U-4K-CZ-,DG-HFLQF1X68,5000K,470,0,,
DG-HFLQF1X68-U-4K-CZ-SSF,DG-HFLQF1X68,5000K,488.6,0,,
DG-HFLQF1X68-U-4K-CZ-SY,DG-HFLQF1X68,5000K,441.45,0,,
DG-HFLQF1X68-U-4K-PZ-LY,DG-HFLQF1X68,5000K,527.15,0,,
DG-HFLQF1X68-U-4K-PZ-SSF,DG-HFLQF1X68,5000K,545.75,0,,
DG-HFLQF1X68-U-4K-PZ-SY,DG-HFLQF1X68,5000K,498.6,0,,
DG-HFLQF1X68-U-5K-CZ-LY,DG-HFLQF1X68,5000K,470,0,,
DG-HFLQF1X68-U-5K-CZ-SSF,DG-HFLQF1X68,5000K,488.6,0,,
DG-HFLQF1X68-U-5K-CZ-SY,DG-HFLQF1X68,5000K,441.45,0,,
DG-HFLQF1X68-U-5K-PZ-LY,DG-HFLQF1X68,5000K,527.15,0,,
DG-HFLQF1X68-U-5K-PZ-SSF,DG-HFLQF1X68,5000K,545.75,0,,
DG-HFLQF1X68-U-5K-PZ-SY,DG-HFLQF1X68,5000K,498.6,0,,
DG-HFLQF1X68-H-4K-CZ-LY,DG-HFLQF1X68,5000K,602.86,0,,
DG-HFLQF1X68-H-4K-CZ-SSF,DG-HFLQF1X68,5000K,621.45,0,,
DG-HFLQF1X68-H-4K-CZ-SY,DG-HFLQF1X68,5000K,574.3,0,,
DG-HFLQF1X68-H-4K-PZ-LY,DG-HFLQF1X68,5000K,660,0,,
DG-HFLQF1X68-H-4K-PZ-SSF,DG-HFLQF1X68,5000K,678.6,0,,
DG-HFLQF1X68-H-4K-PZ-SY,DG-HFLQF1X68,5000K,631.45,0,,
DG-HFLQF1X68-H-5K-CZ-LY,DG-HFLQF1X68,5000K,602.85,0,,
DG-HFLQF1X68-H-5K-CZ-SSF,DG-HFLQF1X68,5000K,621.45,0,,
DG-HFLQF1X68-H-5K-CZ-SY,DG-HFLQF1X68,5000K,574.3,0,,
DG-HFLQF1X68-H-5K-PZ-LY,DG-HFLQF1X68,5000K,660,0,,
DG-HFLQF1X68-H-5K-PZ-SSF,DG-HFLQF1X68,5000K,678.6,0,,
DG-HFLQF1X68-H-5K-PZ-SY,DG-HFLQF1X68,5000K,631.45,0,,
TF-SCB14L-S37W3300LDMV-30K,TF-SCB14L,5000K,150,0,,
TF-SCB14L-S37W3300LDMV-35K,TF-SCB14L,5000K,150,0,,
TF-SCB14L-S37W3300LDMV-40K,TF-SCB14L,5000K,150,0,,
TF-SCB14L-S37W3300LDMV-50K,TF-SCB14L,5000K,150,0,,
TF-SCB14L-S57W4700LDMV-30K,TF-SCB14L,5000K,167.15,0,,
TF-SCB14L-S57W4700LDMV-35K,TF-SCB14L,5000K,167.15,0,,
TF-SCB14L-S57W4700LDMV-40K,TF-SCB14L,5000K,167.15,0,,
TF-SCB14L-S57W4700LDMV-50K,TF-SCB14L,5000K,167.15,0,,
TF-SCB22L-S22W2200LDMV-30K,TF-SCB22L,5000K,141.43,0,,
TF-SCB22L-S22W2200LDMV-35K,TF-SCB22L,5000K,141.43,0,,
TF-SCB22L-S22W2200LDMV-40K,TF-SCB22L,5000K,141.43,0,,
TF-SCB22L-S22W2200LDMV-50K,TF-SCB22L,5000K,141.43,0,,
TF-SCB22L-S30W3000LDMV-30K,TF-SCB22L,5000K,145.72,0,,
TF-SCB22L-S30W3000LDMV-35K,TF-SCB22L,5000K,145.72,0,,
TF-SCB22L-S30W3000LDMV-40K,TF-SCB22L,5000K,145.72,0,,
TF-SCB22L-S30W3000LDMV-50K,TF-SCB22L,5000K,145.72,0,,
TF-CBF24L-F35W4500LDMV-30K,TF-CBF24L,5000K,128.6,0,,
TF-CBF24L-F35W4500LDMV-35K,TF-CBF24L,5000K,128.6,0,,
TF-CBF24LF35W4500LDMV-40K,TF-CBF24L,5000K,128.6,0,,
TF-CBF24L-F35W4500LDMV-50K,TF-CBF24L,5000K,128.6,0,,
TF-CBF24L-F48W6200LDMV-30K,TF-CBF24L,5000K,132.86,0,,
TF-CBF24L-F48W6200LDMV-35K,TF-CBF24L,5000K,132.86,0,,
TF-CBF24L-F48W6200LDMV-40K,TF-CBF24L,5000K,132.86,0,,
TF-CBF24L-F48W6200LDMV-50K,TF-CBF24L,5000K,132.86,0,,
TF-CBF24L-F57W7200LDMV-30K,TF-CBF24L,5000K,137.15,0,,
TF-CBF24L-F57W7200LDMV-35K,TF-CBF24L,5000K,137.15,0,,
TF-CBF24L-F57W7200LDMV-40K,TF-CBF24L,5000K,137.15,0,,
TF-CBF24L-F57W7200LDMV-50K,TF-CBF24L,5000K,137.15,0,,
DG-WCTRS-B-C31X20-U41K-Z,DG-WCTRS,5000K,320,0,,
DG-WCTRS-B-C31X20-U41K-B,DG-WCTRS,5000K,320,0,,
DG-WCTRS-A-C31X20-U41K-Z,DG-WCTRS,5000K,320,0,,
DG-WCTRS-A-C31X20-U41K-B,DG-WCTRS,5000K,320,0,,
DG-WCTRS-D-C31X20-U41K-Z,DG-WCTRS,5000K,320,0,,
DG-WCTRS-D-C31X20-U41K-B,DG-WCTRS,5000K,320,0,,
DG-WCTRD-AC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-AC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-AC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-AC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-BC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-BC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-BC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-BC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-CC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-CC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-CC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-CC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-DC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-DC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-DC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-DC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-EC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-EC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-EC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-EC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-FC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-FC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-FC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-FC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-GC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-GC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-GC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-GC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-HC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-HC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-HC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-HC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-IC32X20-U41K-Z,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-IC32X20-U41K-B,DG-WCTRD,5000K,377.15,0,,
DG-WCTRD-IC32X20-H41K-Z,DG-WCTRD,5000K,394.3,0,,
DG-WCTRD-IC32X20-H41K-B,DG-WCTRD,5000K,394.3,0,,
TF-CBF22L-F28W3200LDMV-30K,TF-CBF22L,5000K,104.3,0,,
TF-CBF22L-F28W3200LDMV-35K,TF-CBF22L,5000K,104.3,0,,
TF-CBF22L-F28W3200LDMV-40K,TF-CBF22L,5000K,104.3,0,,
TF-CBF22L-F28W3200LDMV-50K,TF-CBF22L,5000K,104.3,0,,
TF-CBF22L-F35W4200LDMV-30K,TF-CBF22L,5000K,115.72,0,,
TF-CBF22L-F35W4200LDMV-35K,TF-CBF22L,5000K,115.72,0,,
TF-CBF22L-F35W4200LDMV-40K,TF-CBF22L,5000K,115.72,0,,
TF-CBF22L-F35W4200LDMV-50K,TF-CBF22L,5000K,115.72,0,,
TF-CBF22L-F45W5100LDMV-30K,TF-CBF22L,5000K,120,0,,
TF-CBF22L-F45W5100LDMV-35K,TF-CBF22L,5000K,120,0,,
TF-CBF22L-F45W5100LDMV-40K,TF-CBF22L,5000K,120,0,,
TF-CBF22L-F45W5100LDMV-50K,TF-CBF22L,5000K,120,0,,
TF-SSUCLL24L-F48W6750LDMV-30K,TF-SSUCLL24L,5000K,182.95,0,,
TF-SSUCLL24L-F48W6750LDMV-35K,TF-SSUCLL24L,5000K,182.95,0,,
TF-SSUCLL24L-F48W6750LDMV-40K,TF-SSUCLL24L,5000K,182.95,0,,
TF-SSUCLL24L-F48W6750LDMV-50K,TF-SSUCLL24L,5000K,182.95,0,,
TF-SSUCLL24L-F57W7800LDMV-30K,TF-SSUCLL24L,5000K,185.8,0,,
TF-SSUCLL24L-F57W7800LDMV-35K,TF-SSUCLL24L,5000K,185.8,0,,
TF-SSUCLL24L-F57W7800LDMV-40K,TF-SSUCLL24L,5000K,185.8,0,,
TF-SSUCLL24L-F57W7800LDMV-50K,TF-SSUCLL24L,5000K,185.8,0,,
TF-SSUCLL14L-F30W4000LDMV-30K,TF-SSUCLL14L,5000K,172.95,0,,
TF-SSUCLL14L-F30W4000LDMV-35K,TF-SSUCLL14L,5000K,172.95,0,,
TF-SSUCLL14L-F30W4000LDMV-40K,TF-SSUCLL14L,5000K,172.95,0,,
TF-SSUCLL14L-F30W4000LDMV-50K,TF-SSUCLL14L,5000K,172.95,0,,
TF-SSUCLL14L-F48W6000LDMV-30K,TF-SSUCLL14L,5000K,175.8,0,,
TF-SSUCLL14L-F48W6000LDMV-35K,TF-SSUCLL14L,5000K,175.8,0,,
TF-SSUCLL14L-F48W6000LDMV-40K,TF-SSUCLL14L,5000K,175.8,0,,
TF-SSUCLL14L-F48W6000LDMV-50K,TF-SSUCLL14L,5000K,175.8,0,,
DG-HMWP-UDQF1X46-U-4KZ,DG-HMWP-UDQF1X46,5000K,675.75,0,,
DG-HMWP-UDQF1X46-U-5KZ,DG-HMWP-UDQF1X46,5000K,675.75,0,,
DG-HMWP-UDQF1X46-C-4KZ,DG-HMWP-UDQF1X46,5000K,808.6,0,,
DG-HMWP-UDQF1X46-C-5KZ,DG-HMWP-UDQF1X46,5000K,808.6,0,,
TF-SSUCLL22L-F28W3200LDMV-30K,TF-SSUCLL22L,5000K,156.95,0,,
TF-SSUCLL22L-F28W3200LDMV-35K,TF-SSUCLL22L,5000K,156.95,0,,
TF-SSUCLL22L-F28W3200LDMV-40K,TF-SSUCLL22L,5000K,156.95,0,,
TF-SSUCLL22L-F28W3200LDMV-50K,TF-SSUCLL22L,5000K,156.95,0,,
TF-SSUCLL22L-F35W4200LDMV-30K,TF-SSUCLL22L,5000K,168.4,0,,
TF-SSUCLL22L-F35W4200LDMV-35K,TF-SSUCLL22L,5000K,168.4,0,,
TF-SSUCLL22L-F35W4200LDMV-40K,TF-SSUCLL22L,5000K,168.4,0,,
TF-SSUCLL22L-F35W4200LDMV-50K,TF-SSUCLL22L,5000K,168.4,0,,
TF-SHFPELP-2X2WH,TF-SHFPELP,5000K,61.43,0,,
TF-SHFPELP-1X4WH,TF-SHFPELP,5000K,71.43,0,,
TF-SHFPELP-2X4WH,TF-SHFPELP,5000K,81.43,0,,
DG-KH25Q-A1X81-U-3K-CZ,DG-KH25Q,5000K,592.86,0,,
DG-KH25Q-A1X81-U-3K-SZ,DG-KH25Q,5000K,634.3,0,,
DG-KH25Q-A1X81-U-4K-CZ,DG-KH25Q,5000K,592.86,0,,
DG-KH25Q-A1X81-U-4K-SZ,DG-KH25Q,5000K,634.3,0,,
DG-KH25Q-A1X81-U-5K-CZ,DG-KH25Q,5000K,592.86,0,,
DG-KH25Q-A1X81-U-5K-SZ,DG-KH25Q,5000K,634.3,0,,
DG-KH25Q-A1X81-H-3K-CZ,DG-KH25Q,5000K,717.15,0,,
DG-KH25Q-A1X81-H-3K-SZ,DG-KH25Q,5000K,758.6,0,,
DG-KH25Q-A1X81-H-4K-CZ,DG-KH25Q,5000K,717.15,0,,
DG-KH25Q-A1X81-H-4K-SZ,DG-KH25Q,5000K,758.6,0,,
DG-KH25Q-A1X81-H-5K-CZ,DG-KH25Q,5000K,717.15,0,,
DG-KH25Q-A1X81-H-5K-SZ,DG-KH25Q,5000K,758.6,0,,
DG-KH25Q-A1X112-U-3K-CZ,DG-KH25Q,5000K,740,0,,
DG-KH25Q-A1X112-U-3K-SZ,DG-KH25Q,5000K,781.45,0,,
DG-KH25Q-A1X112-U-4K-CZ,DG-KH25Q,5000K,740,0,,
DG-KH25Q-A1X112-U-4K-SZ,DG-KH25Q,5000K,781.45,0,,
DG-KH25Q-A1X112-U-5K-CZ,DG-KH25Q,5000K,740,0,,
DG-KH25Q-A1X112-U-5K-SZ,DG-KH25Q,5000K,781.45,0,,
DG-KH25Q-A1X112-H-3K-CZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-A1X112-H-3K-SZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-A1X112-H-4K-CZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-A1X112-H-4K-SZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-A1X112-H-5K-CZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-A1X112-H-5K-SZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-B1X81-U-3K-CZ,DG-KH25Q,5000K,592.85,0,,
DG-KH25Q-B1X81-U-3K-SZ,DG-KH25Q,5000K,634.3,0,,
DG-KH25Q-B1X81-U-4K-CZ,DG-KH25Q,5000K,592.85,0,,
DG-KH25Q-B1X81-U-4K-SZ,DG-KH25Q,5000K,634.3,0,,
DG-KH25Q-B1X81-U-5K-CZ,DG-KH25Q,5000K,592.85,0,,
DG-KH25Q-B1X81-U-5K-SZ,DG-KH25Q,5000K,634.3,0,,
DG-KH25Q-B1X81-H-3K-CZ,DG-KH25Q,5000K,717.15,0,,
DG-KH25Q-B1X81-H-3K-SZ,DG-KH25Q,5000K,758.6,0,,
DG-KH25Q-B1X81-H-4K-CZ,DG-KH25Q,5000K,717.15,0,,
DG-KH25Q-B1X81-H-4K-SZ,DG-KH25Q,5000K,758.6,0,,
DG-KH25Q-B1X81-H-5K-CZ,DG-KH25Q,5000K,717.15,0,,
DG-KH25Q-B1X81-H-5K-SZ,DG-KH25Q,5000K,758.6,0,,
DG-KH25Q-B1X112-U-3K-CZ,DG-KH25Q,5000K,740,0,,
DG-KH25Q-B1X112-U-3K-SZ,DG-KH25Q,5000K,781.45,0,,
DG-KH25Q-B1X112-U-4K-CZ,DG-KH25Q,5000K,740,0,,
DG-KH25Q-B1X112-U-4K-SZ,DG-KH25Q,5000K,781.45,0,,
DG-KH25Q-B1X112-U-5K-CZ,DG-KH25Q,5000K,740,0,,
DG-KH25Q-B1X112-U-5K-SZ,DG-KH25Q,5000K,781.45,0,,
DG-KH25Q-B1X112-H-3K-CZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-B1X112-H-3K-SZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-B1X112-H-4K-CZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-B1X112-H-4K-SZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-B1X112-H-5K-CZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-B1X112-H-5K-SZ,DG-KH25Q,5000K,,0,,
DG-KH25Q-C1X65-U-3K-CZ,DG-KH25Q,5000K,497.15,0,,
DG-KH25Q-C1X65-U-3K-SZ,DG-KH25Q,5000K,538.6,0,,
GL-LCXS-2-W-GR,GL-LCXS-2,5000K,39.93,0,,
GL-LCXS-2-B-GR,GL-LCXS-2,5000K,58.5,0,,
GL-UCL-9-5-120D-30,GL-UCL-9-5-120D,3000K,,0,,
GL-UCL-9-5-120D-40,GL-UCL-9-5-120D,4000K,,0,,
GL-LWLV-2-17-MVD-30,GL-LWLV-2-17-MVD,3000K,73.25,0,,
GL-LWLV-2-17-MVD-35,GL-LWLV-2-17-MVD,3500K,73.25,0,,
GL-LWLV-2-17-MVD-40,GL-LWLV-2-17-MVD,4000K,73.25,0,,
GL-UFO-100-MV-850,GL-UFO,4000K,100,0,,
GL-UFO-150-MV-850,GL-UFO,4000K,121.45,0,,
GL-LCS-8-68-MVD-840,GL-LCS-8-68-MVD,3000K,135.71,0,,
GL-LCS-8-68-MVD-850,GL-LCS-8-68-MVD,4000K,135.71,0,,
GL-LCS-8-68-MVD-50,GL-LCS-8-68-MVD,5000K,135.71,0,,
GL-LCS-8-104-MVD-30,GL-LCS-8-104-MVD,3000K,176.97,0,,
GL-LCS-8-104-MVD-40,GL-LCS-8-104-MVD,4000K,176.97,0,,
GL-LCS-8-104-MVD-50,GL-LCS-8-104-MVD,5000K,176.97,0,,
GL-LCS-4-40-MVD-830,GL-LCS-4,5000K,48.14,0,,
GL-LCS-4-40-MVD-840,GL-LCS-4,5000K,48.14,0,,
GL-LCS-4-40-MVD-850,GL-LCS-4,5000K,48.14,0,,
GL-LCS-4-52-MVD-830,GL-LCS-4,5000K,83.08,0,,
GL-LCS-4-52-MVD-840,GL-LCS-4,5000K,83.08,0,,
GL-LCS-4-52-MVD-850,GL-LCS-4,5000K,83.08,0,,
GL-LCS-4-40-MV-840,GL-LCS-4-40-MV,4000K,65.71,0,,
GL-LCS-4-40-MV-850,GL-LCS-4-40-MV,5000K,65.71,0,,
GL-LCS-2-17-MV-830,GL-LCS-2-17-MVD,3000K,46,0,,
GL-LCS-2-17-MV-840,GL-LCS-2-17-MVD,4000K,46,0,,
GL-LCS-2-17-MV-850,GL-LCS-2-17-MVD,5000K,46,0,,
GL-RLP-24-50-MVD-835,GL-RLP-24-50-MVD,3500K,96.6,0,,
GL-RLP-24-50-MVD-840,GL-RLP-24-50-MVD,4000K,96.6,0,,
GL-RLP-24-50-MVD-850,GL-RLP-24-50-MVD,5000K,96.6,0,,
GL-RLP-22-40-MVD-835,GL-RLP-22-40-MVD,3500K,60.35,0,,
GL-RLP-22-40-MVD-850,GL-RLP-22-40-MVD,5000K,60.35,0,,
GL-LDL2-4-11-120D-930-WH,GL-LDL2,5000K,10.88,0,,
GL-LDL2-6-15-120D-930-WH,GL-LDL2,5000K,10.88,0,,
GL-DCS-14-17-120D-930-NS,GL-DCS-14-17-120D-930,5000K,44.15,0,,
GL-DCS-14-17-120D-930-ORB,GL-DCS-14-17-120D-930,5000K,44.15,0,,
GL-DCF-11-13-120D-930-NS,GL-DCF-11-13-120D-930,5000K,,0,,
GL-DCF-11-13-120D-930-ORB,GL-DCF-11-13-120D-930,5000K,,0,,
GL-THF-20-120-850-WH-CASE8,GL-THF-20-120-850,5000K,774.3,0,,
GL-THF-20-120-850-BR-CASE8,GL-THF-20-120-850,5000K,774.3,0,,
DG-KH45Q-A2X167-U-3K-CZ,DG-KH45Q,5000K,2000,0,,
DG-KH45Q-A2X167-U-3K-SZ,DG-KH45Q,5000K,2060,0,,
DG-KH45Q-A2X167-U-3K-PZ,DG-KH45Q,5000K,2055.75,0,,
DG-KH45Q-A2X167-U-4K-CZ,DG-KH45Q,5000K,2000,0,,
DG-KH45Q-A2X167-U-4K-SZ,DG-KH45Q,5000K,2060,0,,
DG-KH45Q-A2X167-U-4K-PZ,DG-KH45Q,5000K,2055.75,0,,
DG-KH45Q-A2X167-U-5K-CZ,DG-KH45Q,5000K,2000,0,,
DG-KH45Q-A2X167-U-5K-SZ,DG-KH45Q,5000K,2060,0,,
DG-KH45Q-A2X167-U-5K-PZ,DG-KH45Q,5000K,2055.75,0,,
DG-KH45Q-A2X256-U-3K-CZ,DG-KH45Q,5000K,2681.45,0,,
DG-KH45Q-A2X256-U-3K-SZ,DG-KH45Q,5000K,2741.45,0,,
DG-KH45Q-A2X256-U-3K-PZ,DG-KH45Q,5000K,2737.15,0,,
DG-KH45Q-A2X256-U-4K-CZ,DG-KH45Q,5000K,2681.45,0,,
DG-KH45Q-A2X256-U-4K-SZ,DG-KH45Q,5000K,2741.45,0,,
DG-KH45Q-A2X256-U-4K-PZ,DG-KH45Q,5000K,2737.15,0,,
DG-KH45Q-A2X256-U-5K-CZ,DG-KH45Q,5000K,2681.45,0,,
DG-KH45Q-A2X256-U-5K-SZ,DG-KH45Q,5000K,2741.45,0,,
DG-KH45Q-A2X256-U-5K-PZ,DG-KH45Q,5000K,2737.15,0,,
DG-KH45Q-B2X167-U-3K-CZ,DG-KH45Q,5000K,2000,0,,
DG-KH45Q-B2X167-U-3K-SZ,DG-KH45Q,5000K,2060,0,,
DG-KH45Q-B2X167-U-3K-PZ,DG-KH45Q,5000K,2055.75,0,,
DG-KH45Q-B2X167-U-4K-CZ,DG-KH45Q,5000K,2000,0,,
DG-KH45Q-B2X167-U-4K-SZ,DG-KH45Q,5000K,2060,0,,
DG-KH45Q-B2X167-U-4K-PZ,DG-KH45Q,5000K,2055.75,0,,
DG-KH45Q-B2X167-U-5K-CZ,DG-KH45Q,5000K,2000,0,,
DG-KH45Q-B2X167-U-5K-SZ,DG-KH45Q,5000K,2060,0,,
DG-KH45Q-B2X167-U-5K-PZ,DG-KH45Q,5000K,2055.75,0,,
