parent_sku,child_sku,"Color Temperature (CCT)",price,cost_price,Retail_price,sale_price
TF-VAN24L,TF-VAN24L-S24W1800LDMV-40K-BW,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-40K-BG,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-SW,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-IV,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-VG,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-PM,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-AL,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-TO,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-WM,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-BW,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S24W1800LDMV-50K-BG,4000K,147.15,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-SW,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-IV,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-VG,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-PM,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-AL,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-TO,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-WM,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-BW,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-30K-BG,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-35K-SW,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-35K-IV,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-35K-VG,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-35K-PM,4000K,152.86,0,,
TF-VAN24L,TF-VAN24L-S28W2000LDMV-35K-AL,4000K,152.86,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-SW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-IV,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-VG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-PM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-AL,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-TO,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-WM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-BW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-30K-BG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-SW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-IV,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-VG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-PM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-AL,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-TO,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-WM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-BW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-35K-BG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-SW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-IV,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-VG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-PM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-AL,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-TO,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-WM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-BW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-40K-BG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-SW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-IV,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-VG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-PM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-AL,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-TO,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-WM,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-BW,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S32W2850LDMV-50K-BG,4000K,167.15,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-SW,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-IV,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-VG,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-PM,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-AL,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-TO,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-WM,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-BW,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-30K-BG,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-35K-SW,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-35K-IV,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-35K-VG,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-35K-PM,4000K,172.86,0,,
TF-VAN48L,TF-VAN48L-S48W4000LDMV-35K-AL,4000K,172.86,0,,
TF-SS213A24L,TF-SS213A24L-E15W1500LDMV(XX)-30K,4000K,264.3,0,,
TF-SS213A24L,TF-SS213A24L-E15W1500LDMV(XX)-35K,4000K,264.3,0,,
TF-SS213A24L,TF-SS213A24L-E15W1500LDMV(XX)-40K,4000K,264.3,0,,
TF-SS213A24L,TF-SS213A24L-E15W1500LDMV(XX)-50K,4000K,264.3,0,,
TF-SS213A24L,TF-SS213A24L-E24W2700LDMV(XX)-30K,4000K,285.72,0,,
TF-SS213A24L,TF-SS213A24L-E24W2700LDMV(XX)-35K,4000K,285.72,0,,
TF-SS213A24L,TF-SS213A24L-E24W2700LDMV(XX)-40K,4000K,285.72,0,,
TF-SS213A24L,TF-SS213A24L-E24W2700LDMV(XX)-50K,4000K,285.72,0,,
TF-SS213A48L,TF-SS213A48L-E48W4800LDMV(XX)-30K,4000K,327.15,0,,
TF-SS213A48L,TF-SS213A48L-E48W4800LDMV(XX)-35K,4000K,327.15,0,,
TF-SS213A48L,TF-SS213A48L-E48W4800LDMV(XX)-40K,4000K,327.15,0,,
TF-SS213A48L,TF-SS213A48L-E48W4800LDMV(XX)-50K,4000K,327.15,0,,
TF-SS213A48L,TF-SS213A48L-E57W5700LDMV(XX)-30K,4000K,344.3,0,,
TF-SS213A48L,TF-SS213A48L-E57W5700LDMV(XX)-35K,4000K,344.3,0,,
TF-SS213A48L,TF-SS213A48L-E57W5700LDMV(XX)-40K,4000K,344.3,0,,
TF-SS213A48L,TF-SS213A48L-E57W5700LDMV(XX)-50K,4000K,344.3,0,,
DG-B9Q,DG-B9Q-C1X12-U3K-Z,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X12-U3K-B,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X12-U4K-Z,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X12-U4K-B,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X12-U5K-Z,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X12-U5K-B,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X18-U3K-Z,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X18-U3K-B,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X18-U4K-Z,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X18-U4K-B,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X18-U5K-Z,4000K,1332.86,0,,
DG-B9Q,DG-B9Q-C1X18-U5K-B,4000K,1332.86,0,,
DG-PF80QC1X176,DG-PF80QC1X176-U-30K-CB,4000K,1561.45,0,,
DG-PF80QC1X176,DG-PF80QC1X176-U-30K-LB,4000K,1700,0,,
DG-PF80QC1X176,DG-PF80QC1X176-U-40K-CB,4000K,1561.45,0,,
DG-PF80QC1X176,DG-PF80QC1X176-U-40K-LB,4000K,1700,0,,
DG-PF80QC1X176,DG-PF80QC1X176-U-50K-CB,4000K,1561.45,0,,
DG-PF80QC1X176,DG-PF80QC1X176-U-50K-LB,4000K,1700,0,,
DG-PF80QC1X176,DG-PF80QC1X176-H-30K-CB,4000K,1728.6,0,,
DG-PF80QC1X176,DG-PF80QC1X176-H-30K-LB,4000K,1867.15,0,,
DG-PF80QC1X176,DG-PF80QC1X176-H-40K-CB,4000K,1867.15,0,,
DG-PF80QC1X176,DG-PF80QC1X176-H-40K-LB,4000K,1867.15,0,,
DG-PF80QC1X176,DG-PF80QC1X176-H-50K-CB,4000K,1867.15,0,,
DG-PF80QC1X176,DG-PF80QC1X176-H-50K-LB,4000K,1867.15,0,,
JI-ZY-T8-15W1200,JI-ZY-T8-15W1200-BI-35K,3500K,6.3,0,,
JI-ZY-T8-15W1200,JI-ZY-T8-15W1200-BI-40K,4000K,6.3,0,,
JI-ZY-T8-15W1200,JI-ZY-T8-15W1200-BI-50K,5000K,6.3,0,,
JI-ZY-T8-18W1200,JI-ZY-T8-18W1200-BI-40K,4000K,6.3,0,,
JI-ZY-T8-18W1200,JI-ZY-T8-18W1200-BI-50K,5000K,6.3,0,,
LT-LEDH-3110ICA,LT-LEDH-3110ICA-2700K,2700K,79.4,55.55,,
LT-LEDH-3110ICA,LT-LEDH-3110ICA-3000K,3000K,79.4,55.55,,
LT-LEDH-3110ICA,LT-LEDH-3110ICA-4000K,4000K,79.4,55.55,,
LT-LEDH-3110,LT-LEDH-3110-2700K,2700K,79.4,55.55,,
LT-LEDH-3110,LT-LEDH-3110-3000K,3000K,79.4,55.55,,
LT-LEDH-3110,LT-LEDH-3110-4000K,4000K,79.4,55.55,,
LT-LEDH-3110ICAR,LT-LEDH-3110ICAR-2700K,2700K,79.4,55.55,,
LT-LEDH-3110ICAR,LT-LEDH-3110ICAR-3000K,3000K,79.4,55.55,,
LT-LEDH-3110ICAR,LT-LEDH-3110ICAR-4000K,4000K,79.4,55.55,,
LT-LEDH-3110R,LT-LEDH-3110R-2700K,2700K,79.4,55.55,,
LT-LEDH-3110R,LT-LEDH-3110R-3000K,3000K,79.4,55.55,,
LT-LEDH-3110R,LT-LEDH-3110R-4000K,4000K,79.4,55.55,,
LT-LED-AFC4,LT-LED-AFC4-10W560LM-2700K,4000K,46.75,32.73,,
LT-LED-AFC4,LT-LED-AFC4-10W560LM-3000K,4000K,46.75,32.73,,
LT-LED-AFC4,LT-LED-AFC4-10W560LM-4000K,4000K,46.75,32.73,,
LT-LED-AFC4,LT-LED-AFC4-12W650LM-2700K,4000K,53.65,32.73,,
LT-LED-AFC4,LT-LED-AFC4-12W650LM-3000K,4000K,53.65,32.73,,
LT-LED-AFC4,LT-LED-AFC4-12W650LM-4000K,4000K,53.65,32.73,,
LT-LED-AFC6,LT-LED-AFC6-2700K-WR,"2700K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-2700K-HCR,"2700K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-2700K-WB,"2700K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-2700K-BB,"2700K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3000K-WR,"3000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3000K-HCR,"3000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3000K-WB,"3000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3000K-BB,"3000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3500K-WR,"3500K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3500K-HCR,"3500K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3500K-WB,"3500K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-3500K-BB,"3500K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-4000K-WR,"4000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-4000K-HCR,"4000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-4000K-WB,"4000K,[S]Fixture Options",67.4,47.03,,
LT-LED-AFC6,LT-LED-AFC6-4000K-BB,"4000K,[S]Fixture Options",67.4,47.03,,
DG-PB2D,DG-PB2D3FQF1X37-U-3K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D3FQF1X37-U-4K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D3FQF1X37-U-5K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D3FQF1X37-H-3K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D3FQF1X37-H-4K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D3FQF1X37-H-5K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D3FQF1X65-U-3K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D3FQF1X65-U-4K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D3FQF1X65-U-5K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D3FQF1X65-H-3K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D3FQF1X65-H-4K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D3FQF1X65-H-5K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D3FQF1X84-U-3K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D3FQF1X84-U-4K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D3FQF1X84-U-5K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D3FQF1X84-H-3K-B,"4000K,[S]Fixture Options",1450,0,,
DG-PB2D,DG-PB2D3FQF1X84-H-4K-B,"4000K,[S]Fixture Options",1450,0,,
DG-PB2D,DG-PB2D3FQF1X84-H-5K-B,"4000K,[S]Fixture Options",1450,0,,
DG-PB2D,DG-PB2D5FQF1X37-U-3K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D5FQF1X37-U-4K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D5FQF1X37-U-5K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D5FQF1X37-H-3K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D5FQF1X37-H-4K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D5FQF1X37-H-5K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D5FQF1X65-U-3K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D5FQF1X65-U-4K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D5FQF1X65-U-5K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D5FQF1X65-H-3K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D5FQF1X65-H-4K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D5FQF1X65-H-5K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D5FQF1X84-U-3K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D5FQF1X84-U-4K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D5FQF1X84-U-5K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D5FQF1X84-H-3K-B,"4000K,[S]Fixture Options",1450,0,,
DG-PB2D,DG-PB2D5FQF1X84-H-4K-B,"4000K,[S]Fixture Options",1450,0,,
DG-PB2D,DG-PB2D5FQF1X84-H-5K-B,"4000K,[S]Fixture Options",1450,0,,
DG-PB2D,DG-PB2D3DQF1X37-U-3K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D3DQF1X37-U-4K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D3DQF1X37-U-5K-B,"4000K,[S]Fixture Options",1261.45,0,,
DG-PB2D,DG-PB2D3DQF1X37-H-3K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D3DQF1X37-H-4K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D3DQF1X37-H-5K-B,"4000K,[S]Fixture Options",1297.15,0,,
DG-PB2D,DG-PB2D3SQF1X65-U-3K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D3SQF1X65-U-4K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D3SQF1X65-U-5K-B,"4000K,[S]Fixture Options",1291.45,0,,
DG-PB2D,DG-PB2D3SQF1X65-H-3K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D3SQF1X65-H-4K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D3SQF1X65-H-5K-B,"4000K,[S]Fixture Options",1424.3,0,,
DG-PB2D,DG-PB2D3SQF1X84-U-3K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2D,DG-PB2D3SQF1X84-U-4K-B,"4000K,[S]Fixture Options",1317.15,0,,
DG-PB2S,DG-PB2S-3FQF1X37-U-3K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-3FQF1X37-U-4K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-3FQF1X37-U-5K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-3FQF1X37-H-3K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-3FQF1X37-H-4K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-3FQF1X37-H-5K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-3FQF1X65-U-3K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-3FQF1X65-U-4K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-3FQF1X65-U-5K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-3FQF1X65-H-3K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-3FQF1X65-H-4K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-3FQF1X65-H-5K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-3FQF1X84-U-3K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-3FQF1X84-U-4K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-3FQF1X84-U-5K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-3FQF1X84-H-3K-B,"4000K,[S]Fixture Options",1415.75,0,,
DG-PB2S,DG-PB2S-3FQF1X84-H-4K-B,"4000K,[S]Fixture Options",1415.75,0,,
DG-PB2S,DG-PB2S-3FQF1X84-H-5K-B,"4000K,[S]Fixture Options",1415.75,0,,
DG-PB2S,DG-PB2S-5FQF1X37-U-3K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-5FQF1X37-U-4K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-5FQF1X37-U-5K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-5FQF1X37-H-3K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-5FQF1X37-H-4K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-5FQF1X37-H-5K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-5FQF1X65-U-3K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-5FQF1X65-U-4K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-5FQF1X65-U-5K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-5FQF1X65-H-3K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-5FQF1X65-H-4K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-5FQF1X65-H-5K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-5FQF1X84-U-3K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-5FQF1X84-U-4K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-5FQF1X84-U-5K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-5FQF1X84-H-3K-B,"4000K,[S]Fixture Options",1415.75,0,,
DG-PB2S,DG-PB2S-5FQF1X84-H-4K-B,"4000K,[S]Fixture Options",1415.75,0,,
DG-PB2S,DG-PB2S-5FQF1X84-H-5K-B,"4000K,[S]Fixture Options",1415.75,0,,
DG-PB2S,DG-PB2S-3SQF1X37-U-3K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-3SQF1X37-U-4K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-3SQF1X37-U-5K-B,"4000K,[S]Fixture Options",1228.6,0,,
DG-PB2S,DG-PB2S-3SQF1X37-H-3K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-3SQF1X37-H-4K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-3SQF1X37-H-5K-B,"4000K,[S]Fixture Options",1264.3,0,,
DG-PB2S,DG-PB2S-3SQF1X65-U-3K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-3SQF1X65-U-4K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-3SQF1X65-U-5K-B,"4000K,[S]Fixture Options",1260,0,,
DG-PB2S,DG-PB2S-3SQF1X65-H-3K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-3SQF1X65-H-4K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-3SQF1X65-H-5K-B,"4000K,[S]Fixture Options",1392.85,0,,
DG-PB2S,DG-PB2S-3SQF1X84-U-3K-B,"4000K,[S]Fixture Options",1282.85,0,,
DG-PB2S,DG-PB2S-3SQF1X84-U-4K-B,"4000K,[S]Fixture Options",1282.85,0,,
LT-LEDH-NCR4ICA,LT-LEDH-NCR4ICA-2700K,2700K,67.4,47.03,,
LT-LEDH-NCR4ICA,LT-LEDH-NCR4ICA-3000K,3000K,67.4,47.03,,
LT-LEDH-NCR4ICA,LT-LEDH-NCR4ICA-4000K,4000K,67.4,47.03,,
DG-AS301Q,DG-AS301Q-C1X37-U-3K-CB,4000K,570,0,,
DG-AS301Q,DG-AS301Q-C1X37-U-3K-LB,4000K,635.75,0,,
DG-AS301Q,DG-AS301Q-C1X37-U-4K-CB,4000K,570,0,,
DG-AS301Q,DG-AS301Q-C1X37-U-4K-LB,4000K,635.75,0,,
DG-AS301Q,DG-AS301Q-C1X37-U-5K-CB,4000K,570,0,,
DG-AS301Q,DG-AS301Q-C1X37-U-5K-LB,4000K,635.75,0,,
DG-AS301Q,DG-AS301Q-C1X37-H-3K-CB,4000K,667.15,0,,
DG-AS301Q,DG-AS301Q-C1X37-H-3K-LB,4000K,732.85,0,,
DG-AS301Q,DG-AS301Q-C1X37-H-4K-CB,4000K,667.15,0,,
DG-AS301Q,DG-AS301Q-C1X37-H-4K-LB,4000K,732.85,0,,
DG-AS301Q,DG-AS301Q-C1X37-H-5K-CB,4000K,667.15,0,,
DG-AS301Q,DG-AS301Q-C1X37-H-5K-LB,4000K,732.85,0,,
DG-AS301Q,DG-AS301Q-C1X65-U-3K-CB,4000K,595.75,0,,
DG-AS301Q,DG-AS301Q-C1X65-U-3K-LB,4000K,661.45,0,,
DG-AS301Q,DG-AS301Q-C1X65-U-4K-CB,4000K,595.75,0,,
DG-AS301Q,DG-AS301Q-C1X65-U-4K-LB,4000K,661.45,0,,
DG-AS301Q,DG-AS301Q-C1X65-U-5K-CB,4000K,595.75,0,,
DG-AS301Q,DG-AS301Q-C1X65-U-5K-LB,4000K,661.45,0,,
DG-AS301Q,DG-AS301Q-C1X65-H-3K-CB,4000K,692.85,0,,
DG-AS301Q,DG-AS301Q-C1X65-H-3K-LB,4000K,758.6,0,,
DG-AS301Q,DG-AS301Q-C1X65-H-4K-CB,4000K,692.85,0,,
DG-AS301Q,DG-AS301Q-C1X65-H-4K-LB,4000K,758.6,0,,
DG-AS301Q,DG-AS301Q-C1X65-H-5K-CB,4000K,692.85,0,,
DG-AS301Q,DG-AS301Q-C1X65-H-5K-LB,4000K,758.6,0,,
DG-AS301Q,DG-AS301Q-C1X84-U-3K-CB,4000K,635.75,0,,
DG-AS301Q,DG-AS301Q-C1X84-U-3K-LB,4000K,701.45,0,,
DG-AS301Q,DG-AS301Q-C1X84-U-4K-CB,4000K,635.75,0,,
DG-AS301Q,DG-AS301Q-C1X84-U-4K-LB,4000K,701.45,0,,
