parent_sku,child_sku,watteg_&_lumen_option,Color_Temperature
ML-RWW-24LED,ML-RWW-24LED-35DMV-50,"35 Watts / 3\,400 Lumens",5000K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-830-(ZT)DOB-WH,"13 Watts / 1\,190 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-830-(ZT)DOB-BK,"13 Watts / 1\,190 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-830-(ZT)DOB-SL,"13 Watts / 1\,190 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-835-(ZT)DOB-WH,"13 Watts / 1\,190 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-835-(ZT)DOB-BK,"13 Watts / 1\,190 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-835-(ZT)DOB-SL,"13 Watts / 1\,190 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-840-(ZT)DOB-WH,"13 Watts / 1\,190 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-840-(ZT)DOB-BK,"13 Watts / 1\,190 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-13-840-(ZT)DOB-SL,"13 Watts / 1\,190 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-830-(ZT)DOB-WH,"17 Watts / 1\,415 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-830-(ZT)DOB-BK,"17 Watts / 1\,415 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-830-(ZT)DOB-SL,"17 Watts / 1\,415 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-835-(ZT)DOB-WH,"17 Watts / 1\,415 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-835-(ZT)DOB-BK,"17 Watts / 1\,415 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-835-(ZT)DOB-SL,"17 Watts / 1\,415 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-840-(ZT)DOB-WH,"17 Watts / 1\,415 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-840-(ZT)DOB-BK,"17 Watts / 1\,415 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-17-840-(ZT)DOB-SL,"17 Watts / 1\,415 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-830-(ZT)DOB-WH,"27 Watts / 2\,110 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-830-(ZT)DOB-BK,"27 Watts / 2\,110 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-830-(ZT)DOB-SL,"27 Watts / 2\,110 Lumens",3000K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-835-(ZT)DOB-WH,"27 Watts / 2\,110 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-835-(ZT)DOB-BK,"27 Watts / 2\,110 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-835-(ZT)DOB-SL,"27 Watts / 2\,110 Lumens",3500K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-840-(ZT)DOB-WH,"27 Watts / 2\,110 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-840-(ZT)DOB-BK,"27 Watts / 2\,110 Lumens",4000K
LT-WCED-4SD-DOB,LT-WCED-4SD-27-840-(ZT)DOB-SL,"27 Watts / 2\,110 Lumens",4000K
ML-RDISD-24LED,ML-RDISD-24LED-48DMVFR-30,"48 Watts / 6\,000 Lumens",3000K
ML-RDISD-24LED,ML-RDISD-24LED-48DMVFR-35,"48 Watts / 6\,000 Lumens",3500K
ML-RDISD-24LED,ML-RDISD-24LED-48DMVFR-40,"48 Watts / 6\,000 Lumens",4000K
ML-RDISD-24LED,ML-RDISD-24LED-48DMVFR-50,"48 Watts / 6\,000 Lumens",5000K
ML-RDISD-24LED,ML-RDISD-24LED-57DMVFR-30,"57 Watts / 7\,125 Lumens",3000K
ML-RDISD-24LED,ML-RDISD-24LED-57DMVFR-35,"57 Watts / 7\,125 Lumens",3500K
ML-RDISD-24LED,ML-RDISD-24LED-57DMVFR-40,"57 Watts / 7\,125 Lumens",4000K
ML-RDISD-24LED,ML-RDISD-24LED-57DMVFR-50,"57 Watts / 7\,125 Lumens",5000K
ML-RDISD-24LED,ML-RDISD-24LED-60DMVFR-30,"60 Watts / 7\,500 Lumens",3000K
ML-RDISD-24LED,ML-RDISD-24LED-60DMVFR-35,"60 Watts / 7\,500 Lumens",3500K
ML-RDISD-24LED,ML-RDISD-24LED-60DMVFR-40,"60 Watts / 7\,500 Lumens",4000K
ML-RDISD-24LED,ML-RDISD-24LED-60DMVFR-50,"60 Watts / 7\,500 Lumens",5000K
ML-RDISD-22LED,ML-RDISD-22LED-24DMVFR-30,"24 Watts / 3\,000 Lumens",3000K
ML-RDISD-22LED,ML-RDISD-22LED-24DMVFR-35,"24 Watts / 3\,000 Lumens",3500K
ML-RDISD-22LED,ML-RDISD-22LED-24DMVFR-40,"24 Watts / 3\,000 Lumens",4000K
ML-RDISD-22LED,ML-RDISD-22LED-24DMVFR-50,"24 Watts / 3\,000 Lumens",5000K
ML-RDISD-22LED,ML-RDISD-22LED-28DMVFR-30,"28 Watts / 3\,500 Lumens",3000K
ML-RDISD-22LED,ML-RDISD-22LED-28DMVFR-35,"28 Watts / 3\,500 Lumens",3500K
ML-RDISD-22LED,ML-RDISD-22LED-28DMVFR-40,"28 Watts / 3\,500 Lumens",4000K
ML-RDISD-22LED,ML-RDISD-22LED-28DMVFR-50,"28 Watts / 3\,500 Lumens",5000K
ML-RDISD-22LED,ML-RDISD-22LED-35DMVFR-30,"35 Watts / 4\,375 Lumens",3000K
ML-RDISD-22LED,ML-RDISD-22LED-35DMVFR-35,"35 Watts / 4\,375 Lumens",3500K
ML-RDISD-22LED,ML-RDISD-22LED-35DMVFR-40,"35 Watts / 4\,375 Lumens",4000K
ML-RDISD-22LED,ML-RDISD-22LED-35DMVFR-50,"35 Watts / 4\,375 Lumens",5000K
ML-RGCRV-24LED,ML-RGCRV-24LED-32DMVRL-30,"32 Watts / 3\,450 Lumens",3000K
ML-RGCRV-24LED,ML-RGCRV-24LED-32DMVRL-35,"32 Watts / 3\,450 Lumens",3500K
ML-RGCRV-24LED,ML-RGCRV-24LED-32DMVRL-40,"32 Watts / 3\,450 Lumens",4000K
ML-RGCRV-24LED,ML-RGCRV-24LED-32DMVRL-50,"32 Watts / 3\,450 Lumens",5000K
ML-RGCRV-24LED,ML-RGCRV-24LED-48DMVRL-30,"48 Watts / 4\,800 Lumens",3000K
ML-RGCRV-24LED,ML-RGCRV-24LED-48DMVRL-35,"48 Watts / 4\,800 Lumens",3500K
ML-RGCRV-24LED,ML-RGCRV-24LED-48DMVRL-40,"48 Watts / 4\,800 Lumens",4000K
ML-RGCRV-24LED,ML-RGCRV-24LED-48DMVRL-50,"48 Watts / 4\,800 Lumens",5000K
ML-RGCRV-24LED,ML-RGCRV-24LED-57DMVRL-30,"57 Watts / 5\,400 Lumens",3000K
ML-RGCRV-24LED,ML-RGCRV-24LED-57DMVRL-35,"57 Watts / 5\,400 Lumens",3500K
ML-RGCRV-24LED,ML-RGCRV-24LED-57DMVRL-40,"57 Watts / 5\,400 Lumens",4000K
ML-RGCRV-24LED,ML-RGCRV-24LED-57DMVRL-50,"57 Watts / 5\,400 Lumens",5000K
ML-RGCRV-22LED,ML-RGCRV-22LED-28DMVRL-30,"28 Watts / 2\,400 Lumens",3000K
ML-RGCRV-22LED,ML-RGCRV-22LED-28DMVRL-35,"28 Watts / 2\,400 Lumens",3500K
ML-RGCRV-22LED,ML-RGCRV-22LED-28DMVRL-40,"28 Watts / 2\,400 Lumens",4000K
ML-RGCRV-22LED,ML-RGCRV-22LED-28DMVRL-50,"28 Watts / 2\,400 Lumens",5000K
ML-RGCRV-22LED,ML-RGCRV-22LED-35DMVRL-30,"35 Watts / 3\,200 Lumens",3000K
ML-RGCRV-22LED,ML-RGCRV-22LED-35DMVRL-35,"35 Watts / 3\,200 Lumens",3500K
ML-RGCRV-22LED,ML-RGCRV-22LED-35DMVRL-40,"35 Watts / 3\,200 Lumens",4000K
ML-RGCRV-22LED,ML-RGCRV-22LED-35DMVRL-50,"35 Watts / 3\,200 Lumens",5000K
ML-SKY-24LED,ML-SKY-24LED-24LED28DMV-30,"28 Watts / 3\,600 Lumens",3000K
ML-SKY-24LED,ML-SKY-24LED-24LED28DMV-35,"28 Watts / 3\,600 Lumens",3500K
ML-SKY-24LED,ML-SKY-24LED-24LED28DMV-40,"28 Watts / 3\,600 Lumens",4000K
ML-SKY-24LED,ML-SKY-24LED-24LED28DMV-50,"28 Watts / 3\,600 Lumens",5000K
ML-SKY-24LED,ML-SKY-24LED-24LED60DMV-30,"60 Watts / 7\,355 Lumens",3000K
ML-SKY-24LED,ML-SKY-24LED-24LED60DMV-35,"60 Watts / 7\,355 Lumens",3500K
ML-SKY-24LED,ML-SKY-24LED-24LED60DMV-40,"60 Watts / 7\,355 Lumens",4000K
ML-SKY-24LED,ML-SKY-24LED-24LED60DMV-50,"60 Watts / 7\,355 Lumens",5000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-830-(ZT)DOB-WH,"13 Watts / 1\,190 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-830-(ZT)DOB-BK,"13 Watts / 1\,190 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-830-(ZT)DOB-SL,"13 Watts / 1\,190 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-835-(ZT)DOB-WH,"13 Watts / 1\,190 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-835-(ZT)DOB-BK,"13 Watts / 1\,190 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-835-(ZT)DOB-SL,"13 Watts / 1\,190 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-840-(ZT)DOB-WH,"13 Watts / 1\,190 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-840-(ZT)DOB-BK,"13 Watts / 1\,190 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-13-840-(ZT)DOB-SL,"13 Watts / 1\,190 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-830-(ZT)DOB-WH,"17 Watts / 1\,415 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-830-(ZT)DOB-BK,"17 Watts / 1\,415 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-830-(ZT)DOB-SL,"17 Watts / 1\,415 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-835-(ZT)DOB-WH,"17 Watts / 1\,415 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-835-(ZT)DOB-BK,"17 Watts / 1\,415 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-835-(ZT)DOB-SL,"17 Watts / 1\,415 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-840-(ZT)DOB-WH,"17 Watts / 1\,415 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-840-(ZT)DOB-BK,"17 Watts / 1\,415 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-17-840-(ZT)DOB-SL,"17 Watts / 1\,415 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-830-(ZT)DOB-WH,"27 Watts / 2\,110 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-830-(ZT)DOB-BK,"27 Watts / 2\,110 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-830-(ZT)DOB-SL,"27 Watts / 2\,110 Lumens",3000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-835-(ZT)DOB-WH,"27 Watts / 2\,110 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-835-(ZT)DOB-BK,"27 Watts / 2\,110 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-835-(ZT)DOB-SL,"27 Watts / 2\,110 Lumens",3500K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-840-(ZT)DOB-WH,"27 Watts / 2\,110 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-840-(ZT)DOB-BK,"27 Watts / 2\,110 Lumens",4000K
LT-WCED-4SUD-DOB,LT-WCED-4SUD-27-840-(ZT)DOB-SL,"27 Watts / 2\,110 Lumens",4000K
ML-SKY-22LED,ML-SKY-22LED-20DMV-30,"20 Watts / 2\,455 Lumens",3000K
ML-SKY-22LED,ML-SKY-22LED-20DMV-35,"20 Watts / 2\,455 Lumens",3500K
ML-SKY-22LED,ML-SKY-22LED-20DMV-40,"20 Watts / 2\,455 Lumens",4000K
ML-SKY-22LED,ML-SKY-22LED-20DMV-50,"20 Watts / 2\,455 Lumens",5000K
ML-SKY-22LED,ML-SKY-22LED-36DMV-30,"36 Watts / 4\,190 Lumens",3000K
ML-SKY-22LED,ML-SKY-22LED-36DMV-35,"36 Watts / 4\,190 Lumens",3500K
ML-SKY-22LED,ML-SKY-22LED-36DMV-40,"36 Watts / 4\,190 Lumens",4000K
ML-SKY-22LED,ML-SKY-22LED-36DMV-50,"36 Watts / 4\,190 Lumens",5000K
ML-RDISE-24LED,ML-RDISE-24LED-35DMVFR-30,"35 Watts / 4\,685 Lumens",3000K
ML-RDISE-24LED,ML-RDISE-24LED-35DMVFR-35,"35 Watts / 4\,685 Lumens",3500K
ML-RDISE-24LED,ML-RDISE-24LED-35DMVFR-40,"35 Watts / 4\,685 Lumens",4000K
ML-RDISE-24LED,ML-RDISE-24LED-35DMVFR-50,"35 Watts / 4\,685 Lumens",5000K
ML-RDISE-24LED,ML-RDISE-24LED-48DMVFR-30,"48 Watts / 6\,155 Lumens",3000K
ML-RDISE-24LED,ML-RDISE-24LED-48DMVFR-35,"48 Watts / 6\,155 Lumens",3500K
ML-RDISE-24LED,ML-RDISE-24LED-48DMVFR-40,"48 Watts / 6\,155 Lumens",4000K
ML-RDISE-24LED,ML-RDISE-24LED-48DMVFR-50,"48 Watts / 6\,155 Lumens",5000K
ML-RDISE-24LED,ML-RDISE-24LED-57DMVFR-30,"57 Watts / 7\,212 Lumens",3000K
ML-RDISE-24LED,ML-RDISE-24LED-57DMVFR-35,"57 Watts / 7\,212 Lumens",3500K
ML-RDISE-24LED,ML-RDISE-24LED-57DMVFR-40,"57 Watts / 7\,212 Lumens",4000K
ML-RDISE-24LED,ML-RDISE-24LED-57DMVFR-50,"57 Watts / 7\,212 Lumens",5000K
ML-RDISE-14LED,ML-RDISE-14LED-35DMVFR-30,"35 Watts / 4\,580 Lumens",3000K
ML-RDISE-14LED,ML-RDISE-14LED-35DMVFR-35,"35 Watts / 4\,580 Lumens",3500K
ML-RDISE-14LED,ML-RDISE-14LED-35DMVFR-40,"35 Watts / 4\,580 Lumens",4000K
ML-RDISE-14LED,ML-RDISE-14LED-35DMVFR-50,"35 Watts / 4\,580 Lumens",5000K
ML-RDISE-14LED,ML-RDISE-14LED-57DMVFR-30,"57 Watts / 7\,020 Lumens",3000K
ML-RDISE-14LED,ML-RDISE-14LED-57DMVFR-35,"57 Watts / 7\,020 Lumens",3500K
ML-RDISE-14LED,ML-RDISE-14LED-57DMVFR-40,"57 Watts / 7\,020 Lumens",4000K
ML-RDISE-14LED,ML-RDISE-14LED-57DMVFR-50,"57 Watts / 7\,020 Lumens",5000K
ML-RDISE-22LED,ML-RDISE-22LED-20DMVFR-30,"20 Watts / 2\,537 Lumens",3000K
ML-RDISE-22LED,ML-RDISE-22LED-20DMVFR-35,"20 Watts / 2\,537 Lumens",3500K
ML-RDISE-22LED,ML-RDISE-22LED-20DMVFR-40,"20 Watts / 2\,537 Lumens",4000K
ML-RDISE-22LED,ML-RDISE-22LED-20DMVFR-50,"20 Watts / 2\,537 Lumens",5000K
ML-RDISE-22LED,ML-RDISE-22LED-30DMVFR-30,"30 Watts / 3\,606 Lumens",3000K
ML-RDISE-22LED,ML-RDISE-22LED-30DMVFR-35,"30 Watts / 3\,606 Lumens",3500K
ML-RDISE-22LED,ML-RDISE-22LED-30DMVFR-40,"30 Watts / 3\,606 Lumens",4000K
ML-RDISE-22LED,ML-RDISE-22LED-30DMVFR-50,"30 Watts / 3\,606 Lumens",5000K
ML-RDISA-24LED,ML-RDISA-24LED-48DMVFR-30,"48 Watts / 5\,448 Lumens",3000K
ML-RDISA-24LED,ML-RDISA-24LED-48DMVFR-35,"48 Watts / 5\,448 Lumens",3500K
ML-RDISA-24LED,ML-RDISA-24LED-48DMVFR-40,"48 Watts / 5\,448 Lumens",4000K
ML-RDISA-24LED,ML-RDISA-24LED-48DMVFR-50,"48 Watts / 5\,448 Lumens",5000K
ML-RDISA-24LED,ML-RDISA-24LED-57DMVFR-30,"57 Watts / 5\,825 Lumens",3000K
ML-RDISA-24LED,ML-RDISA-24LED-57DMVFR-35,"57 Watts / 5\,825 Lumens",3500K
ML-RDISA-24LED,ML-RDISA-24LED-57DMVFR-40,"57 Watts / 5\,825 Lumens",4000K
ML-RDISA-24LED,ML-RDISA-24LED-57DMVFR-50,"57 Watts / 5\,825 Lumens",5000K
LT-WCED-3DC,LT-WCED-3DC-13-830-(ZT)DOB-WH,"13 Watts",3000K
LT-WCED-3DC,LT-WCED-3DC-13-830-(ZT)DOB-BK,"13 Watts",3000K
LT-WCED-3DC,LT-WCED-3DC-13-830-(ZT)DOB-SI,"13 Watts",3000K
LT-WCED-3DC,LT-WCED-3DC-13-835-(ZT)DOB-WH,"13 Watts",3500K
LT-WCED-3DC,LT-WCED-3DC-13-835-(ZT)DOB-BK,"13 Watts",3500K
LT-WCED-3DC,LT-WCED-3DC-13-835-(ZT)DOB-SI,"13 Watts",3500K
LT-WCED-3DC,LT-WCED-3DC-13-840-(ZT)DOB-WH,"13 Watts",4000K
LT-WCED-3DC,LT-WCED-3DC-13-840-(ZT)DOB-BK,"13 Watts",4000K
LT-WCED-3DC,LT-WCED-3DC-13-840-(ZT)DOB-SI,"13 Watts",4000K
LT-WCED-3DC,LT-WCED-3DC-17-830-(ZT)DOB-WH,"17 Watts",3000K
LT-WCED-3DC,LT-WCED-3DC-17-830-(ZT)DOB-BK,"17 Watts",3000K
LT-WCED-3DC,LT-WCED-3DC-17-830-(ZT)DOB-SI,"17 Watts",3000K
LT-WCED-3DC,LT-WCED-3DC-17-835-(ZT)DOB-WH,"17 Watts",3500K
LT-WCED-3DC,LT-WCED-3DC-17-835-(ZT)DOB-BK,"17 Watts",3500K
LT-WCED-3DC,LT-WCED-3DC-17-835-(ZT)DOB-SI,"17 Watts",3500K
LT-WCED-3DC,LT-WCED-3DC-17-840-(ZT)DOB-WH,"17 Watts",4000K
LT-WCED-3DC,LT-WCED-3DC-17-840-(ZT)DOB-BK,"17 Watts",4000K
LT-WCED-3DC,LT-WCED-3DC-17-840-(ZT)DOB-SI,"17 Watts",4000K
ML-RDISA-22LED,ML-RDISA-22LED-28DMVFR-30,"28 Watts / 3\,498 Lumens",3000K
ML-RDISA-22LED,ML-RDISA-22LED-28DMVFR-35,"28 Watts / 3\,498 Lumens",3500K
ML-RDISA-22LED,ML-RDISA-22LED-28DMVFR-40,"28 Watts / 3\,498 Lumens",4000K
ML-RDISA-22LED,ML-RDISA-22LED-28DMVFR-50,"28 Watts / 3\,498 Lumens",5000K
ML-RDISA-22LED,ML-RDISA-22LED-35DMVFR-30,"35 Watts / 4\,200 Lumens",3000K
ML-RDISA-22LED,ML-RDISA-22LED-35DMVFR-35,"35 Watts / 4\,200 Lumens",3500K
ML-RDISA-22LED,ML-RDISA-22LED-35DMVFR-40,"35 Watts / 4\,200 Lumens",4000K
ML-RDISA-22LED,ML-RDISA-22LED-35DMVFR-50,"35 Watts / 4\,200 Lumens",5000K
ML-LD23-R96LED,ML-LD23-R96LED-52DMVWHSF-30,"52 Watts / 5\,200 Lumens",3000K
ML-LD23-R96LED,ML-LD23-R96LED-52DMVWHSF-35,"52 Watts / 5\,200 Lumens",3500K
ML-LD23-R96LED,ML-LD23-R96LED-52DMVWHSF-40,"52 Watts / 5\,200 Lumens",4000K
ML-LD23-R96LED,ML-LD23-R96LED-52DMVWHSF-50,"52 Watts / 5\,200 Lumens",5000K
ML-LD23-R96LED,ML-LD23-R96LED-76DMVWHSF-30,"76 Watts / 7\,600 Lumens",3000K
ML-LD23-R96LED,ML-LD23-R96LED-76DMVWHSF-35,"76 Watts / 7\,600 Lumens",3500K
ML-LD23-R96LED,ML-LD23-R96LED-76DMVWHSF-40,"76 Watts / 7\,600 Lumens",4000K
ML-LD23-R96LED,ML-LD23-R96LED-76DMVWHSF-50,"76 Watts / 7\,600 Lumens",5000K
ML-LD23-R96LED,ML-LD23-R96LED-90DMVWHSF-30,"90 Watts / 9\,000 Lumens",3000K
ML-LD23-R96LED,ML-LD23-R96LED-90DMVWHSF-35,"90 Watts / 9\,000 Lumens",3500K
ML-LD23-R96LED,ML-LD23-R96LED-90DMVWHSF-40,"90 Watts / 9\,000 Lumens",4000K
ML-LD23-R96LED,ML-LD23-R96LED-90DMVWHSF-50,"90 Watts / 9\,000 Lumens",5000K
ML-LD23-R48LED,ML-LD23-R48LED-26DMVWHSF-30,"26 Watts / 2\,600 Lumens",3000K
ML-LD23-R48LED,ML-LD23-R48LED-26DMVWHSF-35,"26 Watts / 2\,600 Lumens",3500K
ML-LD23-R48LED,ML-LD23-R48LED-26DMVWHSF-40,"26 Watts / 2\,600 Lumens",4000K
ML-LD23-R48LED,ML-LD23-R48LED-26DMVWHSF-50,"26 Watts / 2\,600 Lumens",5000K
ML-LD23-R48LED,ML-LD23-R48LED-38DMVWHSF-30,"38 Watts / 3\,800 Lumens",3000K
ML-LD23-R48LED,ML-LD23-R48LED-38DMVWHSF-35,"38 Watts / 3\,800 Lumens",3500K
ML-LD23-R48LED,ML-LD23-R48LED-38DMVWHSF-40,"38 Watts / 3\,800 Lumens",4000K
ML-LD23-R48LED,ML-LD23-R48LED-38DMVWHSF-50,"38 Watts / 3\,800 Lumens",5000K
ML-LD23-R48LED,ML-LD23-R48LED-45DMVWHSF-30,"45 Watts / 4\,500 Lumens",3000K
ML-LD23-R48LED,ML-LD23-R48LED-45DMVWHSF-35,"45 Watts / 4\,500 Lumens",3500K
ML-LD23-R48LED,ML-LD23-R48LED-45DMVWHSF-40,"45 Watts / 4\,500 Lumens",4000K
ML-LD23-R48LED,ML-LD23-R48LED-45DMVWHSF-50,"45 Watts / 4\,500 Lumens",5000K
ML-PWL-48LED,ML-PWL-48LED-30DMVFR-40,"30 Watts / 4\,100 Lumens",4000K
ML-PWL-48LED,ML-PWL-48LED-30DMVFR-50,"30 Watts / 4\,100 Lumens",5000K
ML-PWL-48LED,ML-PWL-48LED-48DMVFR-40,"48 Watts / 6\,000 Lumens",4000K
ML-PWL-48LED,ML-PWL-48LED-48DMVFR-50,"48 Watts / 6\,000 Lumens",5000K
ML-PWL-48LED,ML-PWL-48LED-57DMVFR-40,"57 Watts / 6\,900 Lumens",4000K
ML-PWL-48LED,ML-PWL-48LED-57DMVFR-50,"57 Watts / 6\,900 Lumens",5000K
ML-CL45-96LED,ML-CL45-96LED-70DMV-30,"70 Watts / 9\,800 Lumens",3000K
ML-CL45-96LED,ML-CL45-96LED-70DMV-35,"70 Watts / 9\,800 Lumens",3500K
ML-CL45-96LED,ML-CL45-96LED-70DMV-40,"70 Watts / 9\,800 Lumens",4000K
ML-CL45-96LED,ML-CL45-96LED-70DMV-50,"70 Watts / 9\,800 Lumens",5000K
ML-CL45-96LED,ML-CL45-96LED-97DMV-30,"97 Watts / 13\,000 Lumens",3000K
ML-CL45-96LED,ML-CL45-96LED-97DMV-35,"97 Watts / 13\,000 Lumens",3500K
ML-CL45-96LED,ML-CL45-96LED-97DMV-40,"97 Watts / 13\,000 Lumens",4000K
ML-CL45-96LED,ML-CL45-96LED-97DMV-50,"97 Watts / 13\,000 Lumens",5000K
ML-CL45-96LED,ML-CL45-96LED-118DMV-30,"118 Watts / 15\,500 Lumens",3000K
ML-CL45-96LED,ML-CL45-96LED-118DMV-35,"118 Watts / 15\,500 Lumens",3500K
ML-CL45-96LED,ML-CL45-96LED-118DMV-40,"118 Watts / 15\,500 Lumens",4000K
ML-CL45-96LED,ML-CL45-96LED-118DMV-50,"118 Watts / 15\,500 Lumens",5000K
ML-CL45-48LED,ML-CL45-48LED-35DMV-30,"35 Watts / 4\,900 Lumens",3000K
ML-CL45-48LED,ML-CL45-48LED-35DMV-35,"35 Watts / 4\,900 Lumens",3500K
ML-CL45-48LED,ML-CL45-48LED-35DMV-40,"35 Watts / 4\,900 Lumens",4000K
ML-CL45-48LED,ML-CL45-48LED-35DMV-50,"35 Watts / 4\,900 Lumens",5000K
ML-CL45-48LED,ML-CL45-48LED-48DMV-30,"48 Watts / 6\,500 Lumens",3000K
ML-CL45-48LED,ML-CL45-48LED-48DMV-35,"48 Watts / 6\,500 Lumens",3500K
ML-CL45-48LED,ML-CL45-48LED-48DMV-40,"48 Watts / 6\,500 Lumens",4000K
ML-CL45-48LED,ML-CL45-48LED-48DMV-50,"48 Watts / 6\,500 Lumens",5000K
ML-CL45-48LED,ML-CL45-48LED-57DMV-30,"57 Watts / 7\,800 Lumens",3000K
ML-CL45-48LED,ML-CL45-48LED-57DMV-35,"57 Watts / 7\,800 Lumens",3500K
ML-CL45-48LED,ML-CL45-48LED-57DMV-40,"57 Watts / 7\,800 Lumens",4000K
ML-CL45-48LED,ML-CL45-48LED-57DMV-50,"57 Watts / 7\,800 Lumens",5000K
ML-LI-WMS96LED,ML-LI-WMS96LED-97WDMVWH-30,"97 Watts / 9\,600 Lumens",3000K
ML-LI-WMS96LED,ML-LI-WMS96LED-97WDMVWH-35,"97 Watts / 9\,600 Lumens",3500K
ML-LI-WMS96LED,ML-LI-WMS96LED-97WDMVWH-40,"97 Watts / 9\,600 Lumens",4000K
ML-LI-WMS96LED,ML-LI-WMS96LED-97WDMVWH-50,"97 Watts / 9\,600 Lumens",5000K
ML-LI-WMS96LED,ML-LI-WMS96LED-114WDMVWH-30,"114 Watts / 10\,800 Lumens",3000K
ML-LI-WMS96LED,ML-LI-WMS96LED-114WDMVWH-35,"114 Watts / 10\,800 Lumens",3500K
ML-LI-WMS96LED,ML-LI-WMS96LED-114WDMVWH-40,"114 Watts / 10\,800 Lumens",4000K
ML-LI-WMS96LED,ML-LI-WMS96LED-114WDMVWH-50,"114 Watts / 10\,800 Lumens",5000K
ML-LI-WMS48LED,ML-LI-WMS48LED-32DMVWH-30,"32 Watts / 3\,450 Lumens",3000K
ML-LI-WMS48LED,ML-LI-WMS48LED-32DMVWH-35,"32 Watts / 3\,450 Lumens",3500K
ML-LI-WMS48LED,ML-LI-WMS48LED-32DMVWH-40,"32 Watts / 3\,450 Lumens",4000K
ML-LI-WMS48LED,ML-LI-WMS48LED-32DMVWH-50,"32 Watts / 3\,450 Lumens",5000K
ML-LI-WMS48LED,ML-LI-WMS48LED-57DMVWH-30,"57 Watts / 5\,400 Lumens",3000K
ML-LI-WMS48LED,ML-LI-WMS48LED-57DMVWH-35,"57 Watts / 5\,400 Lumens",3500K
ML-LI-WMS48LED,ML-LI-WMS48LED-57DMVWH-40,"57 Watts / 5\,400 Lumens",4000K
