sku,cost-USD,mpn,price-USD,product_name,description,item_weight,item_weight-unit
RP-1018W-BP-BP-D,"Bosque 3-blade 52in Wet Location PC"," $62.00 ",1018W-BP-BP-D,
RP-1021BN-BN-PC,"Sabio 3-Blade 42in LED LK 15W 3K"," $131.60 ",1021BN-BN-PC,
RP-1021BN-WT-PC,"Sabio 3-Blade 42in LED LK 15W 3K"," $131.60 ",1021BN-WT-PC,
RP-1021OB-WT-PC,"Sabio 3-blade 42in LED LK 15W 3K"," $131.60 ",1021OB-WT-PC,
RP-1021WW-WW-PC,"Sabio 3-Blade 42in LED LK 15W 3K"," $131.60 ",1021WW-WW-PC,
RP-1022BN-BN-PC,"Sabio 3-Blade 52in LED LK 15W 3K"," $145.85 ",1022BN-BN-PC,
RP-1022BN-WT-PC,"Sabio 3-Blade 52in LED LK 15W 3K"," $145.85 ",1022BN-WT-PC,
RP-1022OB-WT-PC,"Sabio 3-Blade 52in LED LK 15W 3K"," $145.85 ",1022OB-WT-PC,
RP-1022WW-WW-PC,"Sabio 3-Blade 52in LED LK 15W 3K"," $145.85 ",1022WW-WW-PC,
RP-1023BN-BN-D,"Metalis 4-Blade 42in LED LK 15W 3K RC"," $68.00 ",1023BN-BN-D,
RP-1023BN-BN-PC,"Metalis 4-Blade 42in LED LK 15W 3K"," $136.70 ",1023BN-BN-PC,
RP-1023BN-WT-PC,"Metalis 4-Blade 42in LED LK 15W 3K"," $136.70 ",1023BN-WT-PC,
RP-1023OB-WT-PC,"Metalis 4-Blade 42in LED LK 15W 3K"," $136.70 ",1023OB-WT-PC,
RP-1023WW-WW-PC,"Metalis 4-Blade 42in LED LK 15W 3K"," $136.70 ",1023WW-WW-PC,
RP-1024BN-BN-PC,"Metalis 4-Blade 52in LED LK 15W 3K"," $150.95 ",1024BN-BN-PC,
RP-1024BN-WT-PC,"Metalis 4-Blade 52in LED LK 15W 3K"," $150.95 ",1024BN-WT-PC,
RP-1024OB-WT-PC,"Metalis 4-Blade 52in LED LK 15W 3K"," $150.95 ",1024OB-WT-PC,
RP-1024WW-WW-PC,"Metalis 4-Blade 52in LED LK 15W 3K"," $150.95 ",1024WW-WW-PC,
RP-1025BN-BN-E26-L,"Mirage I 5-Blade 50in 2x9W LED 3K PC"," $149.95 ",1025BN-BN-E26-L,
RP-1025LED-BK-BK,"Mirage I 5-blade 50IN LED 3K 16W PC"," $164.20 ",1025LED-BK-BK,
RP-1025LED-BN-BN,"Mirage I 5-blade 50IN LED 3K 16W PC"," $164.20 ",1025LED-BN-BN,
RP-1025LED-OB-OB,"Mirage I 5-blade 50IN LED 3K 16W PC"," $164.20 ",1025LED-OB-OB,
RP-1025LED-WW-WW,"Mirage I 5-blade 50IN LED 3K 16W PC"," $161.15 ",1025LED-WW-WW,
RP-1025OB-OB-E26-L,"Mirage I 5-Blade 50in 2x9W LED 3K PC"," $149.95 ",1025OB-OB-E26-L,
RP-1025WW-WW-E26-L,"Mirage I 5-Blade 50in 2x9W LED 3K PC"," $149.95 ",1025WW-WW-E26-L,
RP-1032BN-BN,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032BN-BN,
RP-1032BN-NM,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032BN-NM,
RP-1032BN-RW,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032BN-RW,
RP-1032BN-WT,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032BN-WT,
RP-1032BN-WW,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032BN-WW,
RP-1032MBK-MBK,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032MBK-MBK,
RP-1032OB-WT,"Desert Moon 5-Blade 52in-ES PC"," $109.15 ",1032OB-WT,
RP-1032WW-WW,"Desert Moon 5-Blade 52in-ES PC"," $105.05 ",1032WW-WW,
RP-1037BP-BP,"Aldea XI 3-Blade 44in 3spd PC-ES Wet"," $127.50 ",1037BP-BP,
RP-1037MBK-MBK,"Aldea XI 3-Blade 44in 3spd PC-ES Wet"," $127.50 ",1037MBK-MBK,
RP-1037OB-OB,"Aldea XI 3-Blade 44in 3spd PC-ES Wet"," $127.50 ",1037OB-OB,
RP-1037WW-WW,"Aldea XI 3-Blade 44in 3spd PC-ES Wet"," $127.50 ",1037WW-WW,
RP-1041BK-BK-E26-L,"Europa II 4-Blade 44in 2x9W E26 LED PC"," $131.60 ",1041BK-BK-E26-L,
RP-1041BN-BN-E26-L,"Europa II 4-Blade 44in 2x9W E26 LED PC"," $131.60 ",1041BN-BN-E26-L,
RP-1041LED-BK-BK,"Europa II 4-Blade 44in LED LK 16W 3K PC"," $157.10 ",1041LED-BK-BK,
RP-1041LED-BN-BN,"Europa II 4-Blade 44in LED LK 16W 3K PC"," $157.10 ",1041LED-BN-BN,
RP-1041LED-OB-OB,"Europa II 4-Blade 44in LED LK 16W 3K PC"," $157.10 ",1041LED-OB-OB,
RP-1041LED-WW-WW,"Europa II 4-Blade 44in LED LK 16W 3K PC"," $157.10 ",1041LED-WW-WW,
RP-1041OB-OB-E26-L,"Europa II 4-Blade 44in 2x9W E26 LED PC"," $131.60 ",1041OB-OB-E26-L,
RP-1041WW-WW-E26-L,"Europa II 4-Blade 44in 2x9W E26 LED PC"," $131.60 ",1041WW-WW-E26-L,
RP-1042BK-BK-E26-L,"Mirage II 5-Blade 44in 2x9W E26 LED PC"," $139.75 ",1042BK-BK-E26-L,
RP-1042BN-BN-E26-L,"Mirage II 5-Blade 44in 2x9W E26 LED PC"," $139.75 ",1042BN-BN-E26-L,
RP-1042BN-WT-E26-L,"Mirage II 5-Blade 44in 2x9W E26 LED PC"," $139.75 ",1042BN-WT-E26-L,
RP-1042LED-BK-BK,"Mirage II 5-Blade 44in LED LK 16W 3K PC"," $164.20 ",1042LED-BK-BK,
RP-1042LED-BN-BN,"Mirage II 5-Blade 44in LED LK 16W 3K PC"," $164.20 ",1042LED-BN-BN,
RP-1042LED-OB-OB,"Mirage II 5-Blade 44in LED LK 16W 3K PC"," $164.20 ",1042LED-OB-OB,
RP-1042LED-WW-WW,"Mirage II 5-Blade 44in LED LK 16W 3K PC"," $164.20 ",1042LED-WW-WW,
RP-1042OB-OB-E26-L,"Mirage II 5-Blade 44in 2x9W E26 LED PC"," $139.75 ",1042OB-OB-E26-L,
RP-1042WW-WW-E26-L,"Mirage II 5-Blade 44in 2x9W E26 LED PC"," $139.75 ",1042WW-WW-E26-L,
RP-1043LED-BK-BK,"Cont IV- 3-Blade 52in LED 3K 16W PC-ES"," $172.40 ",1043LED-BK-BK,
RP-1043LED-BN-BN,"Cont IV- 3-Blade 52in LED 3K 16W PC-ES"," $172.40 ",1043LED-BN-BN,
RP-1043LED-MBK-MBK,"Cont IV- 3-Blade 52in LED 3K 16W PC-ES"," $172.40 ",1043LED-MBK-MBK,
RP-1043LED-OB-OB,"Cont IV- 3-Blade 52in LED 3K 16W PC-ES"," $172.40 ",1043LED-OB-OB,
RP-1043LED-WW-WW,"Cont IV- 3-Blade 52in LED 3K 16W PC-ES"," $172.40 ",1043LED-WW-WW,
RP-1044LED-BK-BK,"Europa IV 4-Blade 52in-LED 3K 16W PC-ES"," $175.45 ",1044LED-BK-BK,
RP-1044LED-BN-BN,"Europa IV 4-Blade 52in-LED 3K 16W PC-ES"," $175.45 ",1044LED-BN-BN,
RP-1044LED-MBK-MBK,"Europa IV 4-Blade 52in-LED 3K 16W PC-ES"," $175.45 ",1044LED-MBK-MBK,
RP-1044LED-OB-OB,"Europa IV 4-Blade 52in-LED 3K 16W PC-ES"," $175.45 ",1044LED-OB-OB,
RP-1044LED-WW-WW,"Europa IV 4-Blade 52in-LED 3K 16W PC-ES"," $175.45 ",1044LED-WW-WW,
RP-1045LED-BK-BK,"Mirage IV 5-blade 52in LED 3K 16W PC-ES"," $180.55 ",1045LED-BK-BK,
RP-1045LED-BN-BN,"Mirage IV 5-blade 52in LED 3K 16W PC-ES"," $180.55 ",1045LED-BN-BN,
RP-1045LED-MBK-MBK,"Mirage IV 5-blade 52in LED 3K 16W PC-ES"," $180.55 ",1045LED-MBK-MBK,
RP-1045LED-OB-OB,"Mirage IV 5-blade 52in LED 3K 16W PC-ES"," $180.55 ",1045LED-OB-OB,
RP-1045LED-WW-WW,"Mirage IV 5-blade 52in LED 3K 16W PC-ES"," $180.55 ",1045LED-WW-WW,
RP-1046BN-BN,"Aldea III 3-Blade 52in 3 spd PC-ES"," $114.25 ",1046BN-BN,
RP-1046BN-WT,"Aldea III 3-Blade 52in 3 spd PC-ES"," $114.25 ",1046BN-WT,
RP-1046LED-BN-BN,"Aldea III 3-Blade 52in LED 3K 16W PC-ES"," $147.90 ",1046LED-BN-BN,
RP-1046LED-BN-WT,"Aldea III 3-Blade 52in LED 3K 16W PC-ES"," $147.90 ",1046LED-BN-WT,
RP-1046LED-MBK-MBK,"Aldea III 3-Blade 52in LED 3K 16W PC-ES"," $147.90 ",1046LED-MBK-MBK,
RP-1046LED-OB-WT,"Aldea III 3-Blade 52in LED 3K 16W PC-ES"," $147.90 ",1046LED-OB-WT,
RP-1046LED-WW-WW,"Aldea III 3-Blade 52in LED 3K 16W PC-ES"," $147.90 ",1046LED-WW-WW,
RP-1046MBK-MBK,"Aldea III 3-Blade 52in 3 spd PC-ES"," $114.25 ",1046MBK-MBK,
RP-1046OB-WT,"Aldea III 3-Blade 52in 3 spd PC-ES"," $114.25 ",1046OB-WT,
RP-1046WW-WW,"Aldea III 3-Blade 52in 3 spd PC-ES"," $114.25 ",1046WW-WW,
RP-1047BN-BN,"Aldea IV 4-Blade 52in 3 spd PC-ES"," $118.30 ",1047BN-BN,
RP-1047BN-WT,"Aldea IV 4-Blade 52in 3 spd PC-ES"," $118.30 ",1047BN-WT,
RP-1047LED-BN-BN,"Aldea IV 4-Blade 52in LED 3K 16W PC-ES"," $150.95 ",1047LED-BN-BN,
RP-1047LED-BN-WT,"Aldea IV 4-Blade 52in LED 3K 16W PC-ES"," $150.95 ",1047LED-BN-WT,
RP-1047LED-MBK-MBK,"Aldea IV 4-Blade 52in LED 3K 16W PC-ES"," $150.95 ",1047LED-MBK-MBK,
RP-1047LED-OB-WT,"Aldea IV 4-Blade 52in LED 3K 16W PC-ES"," $150.95 ",1047LED-OB-WT,
RP-1047LED-WW-WW,"Aldea IV 4-Blade 52in LED 3K 16W PC-ES"," $150.95 ",1047LED-WW-WW,
RP-1047MBK-MBK,"Aldea IV 4-Blade 52in 3 spd PC-ES"," $118.30 ",1047MBK-MBK,
RP-1047OB-WT,"Aldea IV 4-Blade 52in 3 spd PC-ES"," $118.30 ",1047OB-WT,
RP-1047WW-WW,"Aldea IV 4-Blade 52in 3 spd PC-ES"," $118.30 ",1047WW-WW,
RP-1048BN-BN,"Aldea VI 5-Blade 52in 3 spd PC-ES"," $119.35 ",1048BN-BN,
RP-1048BN-WT,"Aldea VI 5-Blade 52in 3 spd PC-ES"," $119.35 ",1048BN-WT,
RP-1048LED-BN-BN,"Aldea VI 5-Blade 52in LED 3K 16W PC-ES"," $153.00 ",1048LED-BN-BN,
RP-1048LED-BN-WT,"Aldea VI 5-Blade 52in LED 3K 16W PC-ES"," $153.00 ",1048LED-BN-WT,
RP-1048LED-MBK-MBK,"Aldea VI 5-Blade 52in LED 3K 16W PC-ES"," $153.00 ",1048LED-MBK-MBK,
RP-1048LED-OB-WT,"Aldea VI 5-Blade 52in LED 3K 16W PC-ES"," $153.00 ",1048LED-OB-WT,
RP-1048LED-WW-WW,"Aldea VI 5-Blade 52in LED 3K 16W PC-ES"," $153.00 ",1048LED-WW-WW,
RP-1048MBK-MBK,"Aldea VI 5-Blade 52in 3 spd PC-ES"," $119.35 ",1048MBK-MBK,
RP-1048OB-WT,"Aldea VI 5-Blade 52in 3 spd PC-ES"," $119.35 ",1048OB-WT,
RP-1048WW-WW,"Aldea VI 5-Blade 52in 3 spd PC-ES"," $119.35 ",1048WW-WW,
RP-1049BK-BK-E26-L,"Contempo II 3-Bld 44in 2x9W E26 LED PC"," $128.50 ",1049BK-BK-E26-L,
RP-1049BN-BN-E26-L,"Contempo II 3-Bld 44in 2x9W E26 LED PC"," $128.50 ",1049BN-BN-E26-L,
RP-1049LED-BK-BK,"Contempo II 3-Bld 44in LED LK 16W 3K PC"," $155.05 ",1049LED-BK-BK,
RP-1049LED-BN-BN,"Contempo II 3-Bld 44in LED LK 16W 3K PC"," $155.05 ",1049LED-BN-BN,
RP-1049LED-OB-OB,"Contempo II 3-Bld 44in LED LK 16W 3K PC"," $155.05 ",1049LED-OB-OB,
RP-1049LED-WW-WW,"Contempo II 3-Bld 44in LED LK 16W 3K PC"," $155.05 ",1049LED-WW-WW,
RP-1049OB-OB-E26-L,"Contempo II 3-Bld 44in 2x9W E26 LED PC"," $128.50 ",1049OB-OB-E26-L,
RP-1049WW-WW-E26-L,"Contempo II 3-Bld 44in 2x9W E26 LED PC"," $128.50 ",1049WW-WW-E26-L,
RP-1051BN-BN,"Caribbean 5-blade 52in PC"," $79.55 ",1051BN-BN,
RP-1051BN-NM,"Caribbean 5-blade 52in PC"," $79.55 ",1051BN-NM,
RP-1051BN-WT,"Caribbean 5-blade 52in PC"," $79.55 ",1051BN-WT,
RP-1051OB-WT,"Caribbean 5-blade 52in PC"," $79.55 ",1051OB-WT,
RP-1051WW-WW,"Caribbean 5-blade 52in PC"," $79.55 ",1051WW-WW,
RP-1052BN-BN,"Royal Star 5 Blade 52in PC"," $72.40 ",1052BN-BN,
RP-1052BN-NM,"Royal Star 5 Blade 52in PC"," $72.40 ",1052BN-NM,
RP-1052BN-RW,"Royal Star 5 Blade 52in PC"," $72.40 ",1052BN-RW,
RP-1052BN-WT,"Royal Star 5 Blade 52in PC"," $72.40 ",1052BN-WT,
RP-1052BN-WW,"Royal Star 5 Blade 52in PC"," $72.40 ",1052BN-WW,
RP-1052MBK-MBK,"Royal Star- 5 Blade 52 in"," $72.40 ",1052MBK-MBK,
RP-1052OB-WT,"Royal Star 5 Blade 52in PC"," $72.40 ",1052OB-WT,
RP-1052WW-WW,"Royal Star 5 Blade 52in PC"," $72.40 ",1052WW-WW,
RP-1053BN-NM,"Royal Knight II 5-Blade 42in PC"," $59.15 ",1053BN-NM,
RP-1053WW-WW,"Royal Knight II 5-Blade 42in PC"," $57.10 ",1053WW-WW,
RP-1054BN-NM,"Royal Knight II 5-Blade 30in PC"," $59.15 ",1054BN-NM,
RP-1054OB-WT,"Royal Knight II 5-Blade 30in PC"," $40.00 ",1054OB-WT,
RP-1054WW-WW,"Royal Knight II 5-Blade 30in PC"," $57.10 ",1054WW-WW,
RP-1055OB-WT-D,"Desert Sun 5-Blade 52in-ES PC"," $93.00 ",1055OB-WT-D,
RP-1057BN-BN-L,"Star Light 5-Blade 52in BN/BN E12 PC"," $110.15 ",1057BN-BN-L,
RP-1057BN-WT-L,"Star Light 5-Blade 52in BN/WT E12 PC"," $110.15 ",1057BN-WT-L,
RP-1057MBK-L,"Star Light 5-Blade 52in MBK E12 PC"," $110.15 ",1057MBK-L,
RP-1057MWW-L,"Star Light 5-Blade 52in MWW E12 PC"," $110.15 ",1057MWW-L,
RP-1057OB-WT-L,"Star Light 5-Blade 52in OB/WT E12 PC"," $110.15 ",1057OB-WT-L,
RP-1060BK-BK,"Aldea X 6-Blade 60in 3 spd PC"," $133.60 ",1060BK-BK,
RP-1060BN-BN,"Aldea X 6-Blade 60in 3 spd PC"," $139.75 ",1060BN-BN,
RP-1060LED-BK-BK,"Aldea X 6-Blade 60in LED 3K 16W PC"," $158.10 ",1060LED-BK-BK,
RP-1060LED-BN-BN,"Aldea X 6-Blade 60in LED 3K 16W PC"," $166.25 ",1060LED-BN-BN,
RP-1060LED-MBK-MBK,"Aldea X 6-Blade 60in LED 3K 16W PC"," $158.10 ",1060LED-MBK-MBK,
RP-1060LED-OB-OB,"Aldea X 6-Blade 60in LED 3K 16W PC"," $166.25 ",1060LED-OB-OB,
RP-1060LED-WW-WW,"Aldea X 6-Blade 60in LED 3K 16W PC"," $158.10 ",1060LED-WW-WW,
RP-1060MBK-MBK,"Aldea X 6-Blade 60in 3 spd PC"," $133.60 ",1060MBK-MBK,
RP-1060OB-OB,"Aldea X 6-Blade 60in 3 spd PC"," $139.75 ",1060OB-OB,
RP-1060WW-WW,"Aldea X 6-Blade 60in 3 spd PC"," $133.60 ",1060WW-WW,
RP-1062-1BN-NM,"Royal Knight Hugger 5-Blade 52in PC"," $70.40 ",1062-1BN-NM,
RP-1062-1OB-WT,"Royal Knight Hugger 5-Blade 52in PC"," $70.40 ",1062-1OB-WT,
RP-1062-1WW-WW,"Royal Knight Hugger 5-Blade 52in PC"," $68.35 ",1062-1WW-WW,
RP-1063-1BN-NM,"Royal Knight Hugger I 5-Blade 42in PC"," $48.95 ",1063-1BN-NM,
RP-1063-1OB-WT,"Royal Knight Hugger I 5-Blade 42in PC"," $48.95 ",1063-1OB-WT,
RP-1063-1WW-WW,"Royal Knight Hugger I 5-Blade 42in PC"," $46.90 ",1063-1WW-WW,
RP-1064-1BN-NM,"Royal Knight Hugger I -5-Blade 30in PC"," $48.95 ",1064-1BN-NM,
RP-1064-1OB-WT,"Royal Knight Hugger I -5-Blade 30in PC"," $48.95 ",1064-1OB-WT,
RP-1064-1WW-WW,"Royal Knight Hugger I -5-Blade 30in PC"," $46.90 ",1064-1WW-WW,
RP-1065BN-BN,"Aldea V 5-Blade 52in 3 spd PC"," $86.70 ",1065BN-BN,
RP-1065BN-WT,"Aldea V 5-Blade 52in 3 spd PC"," $86.70 ",1065BN-WT,
RP-1065LED-BN-BN,"Aldea V 5-Blade 52in LED 3K 16W PC"," $122.40 ",1065LED-BN-BN,
RP-1065LED-BN-WT,"Aldea V 5-Blade 52in LED 3K 16W PC"," $122.40 ",1065LED-BN-WT,
RP-1065LED-MBK-MBK,"Aldea V 5-Blade 52in LED 3K 16W PC"," $122.40 ",1065LED-MBK-MBK,
RP-1065LED-OB-WT,"Aldea V 5-Blade 52in LED 3K 16W PC"," $122.40 ",1065LED-OB-WT,
RP-1065LED-WW-WW,"Aldea V 5-Blade 52in LED 3K 16W PC"," $122.40 ",1065LED-WW-WW,
RP-1065MBK-MBK,"Aldea V 5-Blade 52in 3 spd PC"," $86.70 ",1065MBK-MBK,
RP-1065OB-WT,"Aldea V 5-Blade 52in 3 spd PC"," $86.70 ",1065OB-WT,
RP-1065WW-WW,"Aldea V 5-Blade 52in 3 spd PC"," $86.70 ",1065WW-WW,
RP-1067BP-BP,"Aldea VII 3-Blade 52in 3spd PC-ES Wet"," $127.50 ",1067BP-BP,
RP-1067MBK-MBK,"Aldea VII 3-Blade 52in 3spd PC-ES Wet"," $127.50 ",1067MBK-MBK,
RP-1067OB-OB,"Aldea VII 3-Blade 52in 3spd PC-ES Wet"," $127.50 ",1067OB-OB,
RP-1067WW-WW,"Aldea VII 3-Blade 52in 3spd PC-ES Wet"," $127.50 ",1067WW-WW,
RP-1068BP-BP,"Aldea VIII 4-Blade 52in 3spd PC-ES Wet"," $133.60 ",1068BP-BP,
RP-1068MBK-MBK,"Aldea VIII 4-Blade 52in 3spd PC-ES Wet"," $133.60 ",1068MBK-MBK,
RP-1068OB-OB,"Aldea VIII 4-Blade 52in 3spd PC-ES Wet"," $133.60 ",1068OB-OB,
RP-1068WW-WW,"Aldea VIII 4-Blade 52in 3spd PC-ES Wet"," $133.60 ",1068WW-WW,
RP-1069BP-BP,"Aldea IX 5-Blade 52in 3spd PC-ES Wet"," $140.75 ",1069BP-BP,
RP-1069MBK-MBK,"Aldea IX 5-Blade 52in 3spd PC-ES Wet"," $140.75 ",1069MBK-MBK,
RP-1069OB-OB,"Aldea IX 5-Blade 52in 3spd PC-ES Wet"," $140.75 ",1069OB-OB,
RP-1069WW-WW,"Aldea IX 5-Blade 52in 3spd PC-ES Wet"," $140.75 ",1069WW-WW,
RP-1070W-BP-BP-WC,"ARCTIC II- 7 Blade, 70"" ES-WC Wet"," $382.50 ",1070W-BP-BP-WC,
RP-1070W-OB-OB-WC,"ARCTIC II- 7 Blade, 70"" ES-WC Wet"," $382.50 ",1070W-OB-OB-WC,
RP-1070W-WW-WW-WC,"ARCTIC II- 7 Blade, 70"" ES-WC Wet"," $382.50 ",1070W-WW-WW-WC,
RP-1071BK-BK,"Aldea 4-Blade 52in 3 spd PC"," $85.70 ",1071BK-BK,
RP-1071BN-BN,"Aldea 4-Blade 52in 3 spd PC"," $85.70 ",1071BN-BN,
RP-1071BN-WT,"Aldea 4-Blade 52in 3 spd PC"," $85.70 ",1071BN-WT,
RP-1071LED-BK-BK,"Aldea 4-Blade 52in LED 3K 16W PC"," $120.35 ",1071LED-BK-BK,
RP-1071LED-BN-BN,"Aldea 4-Blade 52in LED 3K 16W PC"," $120.35 ",1071LED-BN-BN,
RP-1071LED-BN-WT,"Aldea 4-Blade 52in LED 3K 16W PC"," $120.35 ",1071LED-BN-WT,
RP-1071LED-MBK-MBK,"Aldea 4-Blade 52in LED 3K 16W PC"," $120.35 ",1071LED-MBK-MBK,
RP-1071LED-OB-WT,"Aldea 4-Blade 52in LED 3K 16W PC"," $120.35 ",1071LED-OB-WT,
RP-1071LED-WW-WW,"Aldea 4-Blade 52in LED 3K 16W PC"," $120.35 ",1071LED-WW-WW,
RP-1071MBK-MBK,"Aldea 4-Blade 52in 3 spd PC"," $85.70 ",1071MBK-MBK,
RP-1071OB-WT,"Aldea 4-Blade 52in 3 spd PC"," $85.70 ",1071OB-WT,
RP-1071WW-WW,"Aldea 4-Blade 52in 3 spd PC"," $85.70 ",1071WW-WW,
RP-1072BN-NM,"Colibri 3-Blade 60in 3 spd  RC"," $193.80 ",1072BN-NM,
RP-1072BN-NM-LK,"Colibri 3-Bld 60in LED LK 16W 3K RC"," $223.40 ",1072BN-NM-LK,
RP-1072BN-NM-PC,"Colibri 3-Blade 60in 3 spd"," $193.80 ",1072BN-NM-PC,
RP-1072LED-BN-NM-PC,"Colibri 3-Blade 60in LED-LK 3K"," $223.40 ",1072LED-BN-NM-PC,
RP-1072LED-OB-WT-PC,"Colibri 3-Blade 60in LED-LK 3K"," $223.40 ",1072LED-OB-WT-PC,
RP-1072OB-WT-LK,"Colibri 3-Bld 60in LED LK 16W 3K RC"," $223.40 ",1072OB-WT-LK,
RP-1072OB-WT-PC,"Colibri 3-Blade 60in 3 spd"," $193.80 ",1072OB-WT-PC,
RP-1073BN-NM-PC,"Torque- 52in 3-Bld 3 spd"," $233.60 ",1073BN-NM-PC,
RP-1073LED-BN-NM-PC,"Torque- 52in 3-Bld LED-LK 3K"," $251.95 ",1073LED-BN-NM-PC,
RP-1073LED-OB-WT-PC,"Torque- 52in 3-Bld LED-LK 3K"," $251.95 ",1073LED-OB-WT-PC,
RP-1073OB-WT-PC,"Torque- 52in 3-Bld 3 spd"," $233.60 ",1073OB-WT-PC,
RP-1074BN-BN,"Aldea II 3-Blade 52in 3 spd PC"," $84.65 ",1074BN-BN,
RP-1074BN-WT,"Aldea II 3-Blade 52in 3 spd PC"," $84.65 ",1074BN-WT,
