sku,cost-USD,mpn,price-USD,product_name,description,item_weight,item_weight-unit
RP-1004BK-BK-E26-L,"Europa 4-Bld 50in 2x9W E26 LED 3K PC"," $131.60 ",1004BK-BK-E26-L,
RP-1004BN-BN-E26-L,"Europa 4-Bld 50in 2x9W E26 LED 3K PC"," $131.60 ",1004BN-BN-E26-L,
RP-1004BN-WT-E26-L,"Europa 4-Bld 50in 2x9W E26 LED 3K PC"," $131.60 ",1004BN-WT-E26-L,
RP-1004MBK-MBK-E26-L,"Europa 4-Bld 50in 2x9W E26 LED 3K PC"," $131.60 ",1004MBK-MBK-E26-L,
RP-1004OB-OB-E26-L,"Europa 4-Bld 50in 2x9W E26 LED 3K PC"," $131.60 ",1004OB-OB-E26-L,
RP-1004WW-WW-E26-L,"Europa 4-Bld 50in 2x9W E26 LED 3K PC"," $131.60 ",1004WW-WW-E26-L,
RP-1005BK-BK-E26-L,"Mirage 5-bld 50in 2x9W E26 LED 3K PC"," $139.75 ",1005BK-BK-E26-L,
RP-1005BN-BN-E26-L,"Mirage 5-bld 50in 2x9W E26 LED 3K PC"," $139.75 ",1005BN-BN-E26-L,
RP-1005BN-WT-E26-L,"Mirage 5-bld 50in 2x9W E26 LED 3K PC"," $139.75 ",1005BN-WT-E26-L,
RP-1005LED-BK-BK,"Mirage 5-blade 50in LED 3K 16W PC"," $164.20 ",1005LED-BK-BK,
RP-1005LED-BN-BN,"Mirage 5-blade 50in LED 3K 16W PC"," $164.20 ",1005LED-BN-BN,
RP-1005LED-BN-WT,"Mirage 5-blade 50in LED 3K 16W PC"," $164.20 ",1005LED-BN-WT,
RP-1005LED-MBK-MBK,"Mirage 5-blade 50in LED 3K 16W PC"," $164.20 ",1005LED-MBK-MBK,
RP-1005LED-OB-OB,"Mirage 5-blade 50in LED 3K 16W PC"," $164.20 ",1005LED-OB-OB,
RP-1005LED-WW-WW,"Mirage 5-blade 50in LED 3K 16W PC"," $161.15 ",1005LED-WW-WW,
RP-1005MBK-MBK-E26-L,"Mirage 5-bld 50in 2x9W E26 LED 3K PC"," $139.75 ",1005MBK-MBK-E26-L,
RP-1005OB-OB-E26-L,"Mirage 5-bld 50in 2x9W E26 LED 3K PC"," $139.75 ",1005OB-OB-E26-L,
RP-1005WW-WW-E26-L,"Mirage 5-bld 50in 2x9W E26 LED 3K PC"," $139.75 ",1005WW-WW-E26-L,
RP-1007BK-BK-E26-L,"Europa I 4-bld 50in 2x9W E26 LED 3K PC"," $133.60 ",1007BK-BK-E26-L,
RP-1007BN-BN-E26-L,"Europa I 4-bld 50in 2x9W E26 LED 3K PC"," $133.60 ",1007BN-BN-E26-L,
RP-1007LED-BK-BK,"Europa I 4-Blade 50in LED 3K 16W PC"," $160.15 ",1007LED-BK-BK,
RP-1007LED-BN-BN,"Europa I 4-Blade 50in LED 3K 16W PC"," $160.15 ",1007LED-BN-BN,
RP-1007LED-OB-OB,"Europa I 4-Blade 50in LED 3K 16W PC"," $160.15 ",1007LED-OB-OB,
RP-1007OB-OB-E26-L,"Europa I 4-bld 50in 2x9W E26 LED 3K PC"," $133.60 ",1007OB-OB-E26-L,
RP-1007WW-WW-E26-L,"Europa I 4-bld 50in 2x9W E26 LED 3K PC"," $133.60 ",1007WW-WW-E26-L,
RP-1008LED-BK-BK,"Europa 4-Blade 50in-LED 3K 16W PC"," $157.10 ",1008LED-BK-BK,
RP-1008LED-BN-BN,"Europa 4-Blade 50in-LED 3K 16W PC"," $157.10 ",1008LED-BN-BN,
RP-1008LED-BN-WT,"Europa 4-Blade 50in-LED 3K 16W PC"," $157.10 ",1008LED-BN-WT,
RP-1008LED-MBK-MBK,"Europa 4-Blade 50in-LED 3K 16W PC"," $157.10 ",1008LED-MBK-MBK,
RP-1008LED-OB-OB,"Europa 4-Blade 50in-LED 3K 16W PC"," $157.10 ",1008LED-OB-OB,
RP-1008LED-WW-WW,"Europa 4-Blade 50in-LED 3K 16W PC"," $157.10 ",1008LED-WW-WW,
RP-1015W-BP-BP,"Sunset 5-Blade 52in Wet Location PC"," $116.30 ",1015W-BP-BP,
RP-1015W-MBK-MBK,"Sunset 5-Blade 52in Wet Location PC"," $116.30 ",1015W-MBK-MBK,
RP-1015W-OB-OB,"Sunset 5-Blade 52in Wet Location PC"," $116.30 ",1015W-OB-OB,
RP-1015W-WW-WW,"Sunset 5-Blade 52in Wet Location PC"," $111.20 ",1015W-WW-WW,
RP-1016W-BP-BP,"Sunset II 5-Bld 42in Wet Location PC"," $88.75 ",1016W-BP-BP,
RP-1016W-WW-WW,"Sunset II 5-Bld 42in Wet Location PC"," $85.70 ",1016W-WW-WW,
