sku,price-USD,price-USD,mpn,price-USD,product_name,description,item_weight,item_weight-unit
LLVT-4FT-100W-40K-D,100W,4000K,
LLVT-4FT-100W-50K-D,100W,5000K,
LLVT-4FT-100W-MCT-D,100W,35K/40K/50K,
LLVT-4FT-150W-40K-D,150W,4000K,
LLVT-4FT-150W-50K-D,150W,5000K,
LLVT-4FT-150W-MCT-D,150W,30K/40K/50K,
LLVT-4FT-RL2C,N/A,N/A,
LLVT-4FT-RL2T,N/A,N/A,
LLVT-2FT-25W-40K-D,25W,4000K,
LLVT-2FT-25W-50K-D,25W,5000K,
LLVT-2FT-25W-MCT-D,25W,3500K/4000K/5000K,
LLVT-2FT-RL,N/A,N/A,
LLVT2-4FT-36W-35K-D,36W,3500K,
LLVT2-4FT-36W-MCT-D,36W,3500K/4000K/5000K,
LLVT2-4FT-40W-40K-D,40W,4000K,
LLVT2-4FT-46W-MCT-D,46W,3500K/4000K/5000K,
LLVT2-4FT-65W-MCT-D,65W,MCT,
LLVT-4FT-40W-40K-D,40W,4000K,
LLVT-4FT-40W-50K-D,40W,5000K,
LLVT-4FT-40W-MCT-D,40W,3500K/4000K/5000K,
LLVT-4FT-75W-40K-D,75W,4000K,
LLVT-4FT-75W-50K-D,75W,5000K,
LLVT-4FT-75W-MCT-D,75W,3500K/4000K/5000K,
LLVT-4FT-RL,N/A,N/A,
LLVT-8FT-65W-40K-D,65W,4000K,
LLVT-8FT-65W-50K-D,65W,5000K,
LLVT-8FT-100W-40K-D,100W,4000K,
LLVT-8FT-100W-50K-D,100W,5000K,
HPL-16W-30K-E26,16W,3000K,
HPL-16W-50K-E26,16W,5000K,
HPL-24W-30K-E26,24W,3000K,
HPL-24W-50K-E26,24W,5000K,
HPL-32W-30K-E26,32W,3000K,
HPL-32W-50K-E26,32W,5000K,
HPL-40W-30K-E26,40W,3000K,
HPL-40W-50K-E26,40W,5000K,
HPL-HB-60W-50K-E39,60W,5000K,
HPL-HB-75W-50K-E39,75W,5000K,
HPL-HB-120W-50K-E39,120W,5000K,
HPL-HB-140W-50K-E39,140W,5000K,
HPL-HB-R1,N/A,N/A,
HPL-HB-R2,N/A,N/A,
HPL-HB-R3,N/A,N/A,
CL-HL-14W-50K-E26,14W,5000K,
CL-HL-27W-50K-E26,27W,5000K,
CL-HL-27W-30K-E26,27W,3000K,
CL-HL-36W-30K-E26,36W,3000K,
CL-HL-36W-50K-E39,36W,5000K,
CL-HL-36W-30K-E39,36W,3000K,
CL-HL-45W-50K-E39,45W,5000K,
CL-HL-45W-30K-E39,45W,3000K,
CL-HL-54W-50K-E39,54W,5000K,
CL-HL-54W-30K-E39,54W,3000K,
CL-HL-75W-30K-E39,75W,3000K,
CL-HL-100W-30K-E39,100W,3000K,
CL-HL-125W-50K-E39,125W,5000K,
CL-HL-200W-50K-E39,200W,5000K,
CL-HL-240W-50K-E39,240W,5000K,
CL-HL-300W-50K-E39,300W,5000K,
CL-HL-200W-50K-E39-EXTR,200W,5000K,
CL-HL-200W-50K-E39-480V,200W,5000K,
E26-ENLARGER,N/A,N/A,
E39-REDUCER,N/A,N/A,
CL-FLT-54W-50K-E39,54W,5000K,
CL-FLT-75W-50K-E39,75W,5000K,
CL-FLT-115W-50K-E39,115W,5000K,
CL-PT2-40W-50K-E39,40W,5000K,
CL-PT2-40W-30K-E39,40W,3000K,
CL-CONST-75W-50K,75W,5000K,
CL-CONST-40W-50K,40W,5000K,
CL-CONST-100W-50K,100W,5000K,
VTU-12W-30K,12W,3000K,
VTU-12W-50K,12W,5000K,
VTU-20W-30K,20W,3000K,
VTU-20W-50K,20W,5000K,
VT-CM-12W-50K,12W,5000K,
LPNG-2X2-4KLM-50K-D,40W,5000K,
LPNG-2X2-4KLM-40K-D,40W,4000K,
LPNG-2X2-4KLM-35K-D,40W,3500K,
LPNG-2X2-4KLM-27K-D,40W,2700K,
LPNG-2X2-MCTP,20/30/40W,3500K/4000K/5000K,
LPNG-2X4-4KLM-50K-D,40W,5000K,
LPNG-2X4-4KLM-40K-D,40W,4000K,
LPNG-2X4-4KLM-35K-D,40W,3500K,
LPNG-2X4-5KLM-50K-D,50W,5000K,
LPNG-2X4-5KLM-40K-D,50W,4000K,
LPNG-2X4-5KLM-35K-D,50W,3500K,
LPNG-2X4-5KLM-27K-D,50W,2700K,
LPNG-2X4-6KLM-50K-D,60W,5000K,
LPNG-2X4-6KLM-40K-D,60W,4000K,
LPNG-2X4-6KLM-35K-D,60W,3500K,
LPNG-2X4-6KLM-27K-D,60W,2700K,
LPNG-2X4-7KLM-50K-D,60W,5000K,
LPNG-2X4-7KLM-40K-D,60W,4000K,
LPNG-2X4-7KLM-35K-D,60W,3500K,
LPNG-2X4-7KLM-27K-D,60W,2700K,
LPNG-2X4-MCTP,30/40/50W,3500K/4000K/5000K,
LPNG-1X4-4KLM-50K-D,40W,5000K,
LPNG-1X4-4KLM-40K-D,40W,4000K,
LPNG-1X4-4KLM-35K-D,40W,3500K,
LPNG-1X4-4KLM-27K-D,40W,2700K,
LPNG-1X4-MCTP,20/30/40W,3500K/4000K/5000K,
LPNG-RMK-1X4,N/A,N/A,
LPNG-RMK-2X2,N/A,N/A,
LPNG-RMK-2X4,N/A,N/A,
LPNG-SRFC-2X2,N/A,N/A,
LPNG-SRFC-2X4,N/A,N/A,
LPNG-SRFC-1X4,N/A,N/A,
TGL-2X2-30K,40W,3000K,
TGL-2X4-30K,60W,3000K,
ELB-TBAR1,N/A,N/A,
LP-1X4-40W-50K-DS-EM,40W,5000K,
LP-1X4-40W-40K-DS-EM,40W,4000K,
LP-2X4-MW-35K-DS,"30W,35W,40W,50W",3500K,
LP-2X2-40W-50K-D-HL,40W,5000K,
LP-2X2-40W-40K-D-HL,40W,4000K,
LP-2X4-50W-50K-D-HL,50W,5000K,
LP-2X4-50W-40K-D-HL,50W,4000K,
LP-RMK-1X4-G2,N/A,N/A,
LP-RMK-2X2-G2,N/A,N/A,
LP-RMK-2X4-G2,N/A,N/A,
LPNG-EMMB,N/A,N/A,
LPNG-EMMB-1X4,N/A,N/A,
LPS-S4-50K-D,10W,5000K,
LPS-S4-40K-D,10W,4000K,
LPS-S4-30K-D,10W,3000K,
LPS-S6-50K-D,12W,5000K,
LPS-S6-40K-D,12W,4000K,
LPS-S6-30K-D,12W,3000K,
LPS-S8-50K-D,16W,5000K,
LPS-S8-40K-D,16W,4000K,
LPS-S8-30K-D,16W,3000K,
LPS-1X1-50K-D,18W,5000K,
LPS-1X1-40K-D,18W,4000K,
LPS-1X1-30K-D,18W,3000K,
LPS-1X2-50K-D,25W,5000K,
LPS-1X2-40K-D,25W,4000K,
LPS-1X2-30K-D,25W,3000K,
LPS-1X4-50K-D,40W,5000K,
LPS-1X4-40K-D,40W,4000K,
LPS-1X4-30K-D,40W,3000K,
LPS-2X2-50K-D,40W,5000K,
LPS-2X2-40K-D,40W,4000K,
LPS-2X2-30K-D,40W,3000K,
LPS-2X4-50K-D,50W,5000K,
LPS-2X4-40K-D,50W,4000K,
LPS-2X4-30K-D,50W,3000K,
LPS-JBOX,N/A,N/A,
LTRE-2X2-MCTP,"26W, 32W, 40W","3500K, 4000K, 5000K",
LTRE-2X4-MCTP,"32W, 40W, 50W","3500K, 4000K, 5000K",
LTRE-1X4-MCTP,"26W, 32W, 40W","3500K, 4000K, 5000K",
LTRP-2X2-35W-50K-D,35W,5000K,
LTRP-2X4-50W-50K-D,50W,5000K,
LTR-2X2-40W-35K-D,40W,3500K,
LTR-2X2-40W-40K-D,40W,4000K,
LTR-2X2-40W-50K-D,40W,5000K,
LTR-2X4-50W-35K-D,50W,3500K,
LTR-2X4-50W-40K-D,50W,4000K,
LTR-2X4-50W-50K-D,50W,5000K,
LTR-2X2-40W-35K-D-PERF,40W,3500K,
LTR-2X2-40W-40K-D-PERF,40W,4000K,
LTR-2X2-40W-50K-D-PERF,40W,5000K,
LTR-2X4-50W-35K-D-PERF,50W,3500K,
LTR-2X4-50W-40K-D-PERF,50W,4000K,
LTR-2X4-50W-50K-D-PERF,50W,5000K,
LRT-HL-2X2-40W-40K-D,40W,4000K,
LRT-HL-2X4-50W-40K-D,50W,4000K,
WAE-2FT-MCT-D,20W,3000K/4000K/5000K,
WAE-2FT-MCT-DT,20W,3000K/4000K/5000K,
WAE-2FT-RL,N/A,N/A,
WAE-4FT-30K-D,40W,3000K,
WAE-4FT-40K-D,40W,4000K,
WAE-4FT-50K-D,40W,5000K,
WAE-4FT-MCT-D,40W,3000K/4000K/5000K,
WAE-4FT-MCT-DT,40W,3000K/4000K/5000K,
WAE-4FT-MCTP,"40W Max.",2700K-5000K,
WAE-4FT-RL,N/A,N/A,
WAS-4FT-42W-35K-D,42W,3500K,
WAS-4FT-42W-40K-D,42W,4000K,
WAS-4FT-42W-50K-D,42W,5000K,
WA-2FT-25W-35K-D,25W,3500K,
WA-2FT-25W-40K-D,25W,4000K,
WA-2FT-25W-50K-D,25W,5000K,
WA-4FT-30W-35K-D,30W,3500K,
WA-4FT-30W-40K-D,30W,4000K,
WA-4FT-30W-50K-D,30W,5000K,
WA-4FT-30W-MCT-D,30W,3000K/4000K/5000K,
SLR-4FT-40W-50K-D,40W,5000K,
LSP-4FT-40W-40K,40W,4000K,
LSS-2FT-20W-MCT,20W,35K/40K/50K,
LSS-2FT-20W-MCT-BK,20W,35K/40K/50K,
LSS-4FT-34W-MCTP," 24/27/30/34W",30K/35K/40K/50K,
LSS-4FT-46W-MCTP,29/34/39/46W,30K/35K/40K/50K,
LSS-4FT-46W-MCTP-BK,29/34/39/46W,30K/35K/40K/50K,
LSS-8FT-65W-MCT,65W,35K/40K/50K,
LSS-8FT-65W-MCT-BK,65W,35K/40K/50K,
LSS-8FT-90W-MCTP,85W/75W/65W/55W,35K/40K/50K,
LSS-8FT-90W-MCTP-BK,85W/75W/65W/55W,35K/40K/50K,
LSS-CB2,N/A,N/A,
LSS-CB2-BK,N/A,N/A,
LSS-4FT-25W-MCT,25W,35K/40K/50K,
LSS-4FT-32W-MCT,32W,35K/40K/50K,
LSS-4FT-46W-MCT,46W,35K/40K/50K,
LSS-CB,N/A,N/A,
LSL-2FT-20W-35K-D,20W,3500K,
LSL-2FT-20W-40K-D,20W,4000K,
LSL-2FT-20W-50K-D,20W,5000K,
LSL-2FT-20W-MCT-D,20W,35K/40K/50K,
LSL-3FT-30W-MCT-D,30W,35K/40K/50K,
LSL-4FT-40W-35K-D,40W,3500K,
LSL-4FT-40W-40K-D,40W,4000K,
LSL-4FT-40W-50K-D,40W,5000K,
LSL-4FT-40W-MCT-D,40W,35K/40K/50K,
LSL-6FT-60W-MCT-D,60W,35K/40K/50K,
LSL-8FT-80W-40K-D-A,80W,4000K,
LSL-8FT-80W-50K-D-A,80W,5000K,
LSL-8FT-80W-40K-D,80W,4000K,
LSL-8FT-80W-50K-D,80W,5000K,
LSL-8FT-80W-MCT-D,80W,35K/40K/50K,
LSL-8FT-84W-40K-D-HL,84W,4000K,
LSL-8FT-84W-50K-D-HL,84W,5000K,
LSL-8FT-84W-MCT-D-HL,84W,35K/40K/50K,
LSL-2FT-WG,N/A,N/A,
LSL-4FT-WG,N/A,N/A,
LSL-4FT-WK,N/A,N/A,
LSL-CB,N/A,N/A,
CSL-4FT-25W-50K-OC,25W,5000K,
CSL-4FT-25W-40K-OC,25W,4000K,
LLHB-OC-REMOTE,N/A,N/A,
CSL-4FT-40W-50K-D,40W,5000K,
CSL-4FT-40W-40K-D,40W,4000K,
CSL-4FT-40W-35K-D,40W,3500K,
T5-22IN-9W-40K,9W,4000K,
T5-22IN-9W-50K,9W,5000K,
T5-47IN-16W-40K,16W,4000K,
T5-47IN-16W-50K,16W,5000K,
T5-6FT-PC,N/A,N/A,
T5-6FT-PCS,N/A,N/A,
T5-8IN-JUMP,N/A,N/A,
T5-6FT-PT,N/A,N/A,
T5-COUPLER,N/A,N/A,
T5-MAGSET,N/A,N/A,
SCL-2FT-25W-50K-D,25W,5000K,
SCL-2FT-25W-40K-D,25W,4000K,
SCL-2FT-25W-35K-D,25W,3500K,
SCL-4FT-UD-40W-50K-D,15W/25W,5000K,
SCL-4FT-UD-40W-40K-D,15W/25W,4000K,
SCL-4FT-UD-40W-35K-D,15W/25W,3500K,
SCX-2FT-20W-30K-D,20W,3000K,
SCX-2FT-20W-35K-D,20W,3500K,
SCX-2FT-20W-40K-D,20W,4000K,
SCX-2FT-20W-50K-D,20W,5000K,
SCX-3FT-30W-30K-D,30W,3000K,
SCX-3FT-30W-35K-D,30W,3500K,
SCX-3FT-30W-40K-D,30W,4000K,
SCX-3FT-30W-50K-D,30W,5000K,
SCX-4FT-40W-30K-D,40W,3000K,
SCX-4FT-40W-35K-D,40W,3500K,
SCX-4FT-40W-40K-D,40W,4000K,
SCX-4FT-40W-50K-D,40W,5000K,
SCX-6FT-60W-30K-D,60W,3000K,
SCX-6FT-60W-35K-D,60W,3500K,
SCX-6FT-60W-40K-D,60W,4000K,
SCX-6FT-60W-50K-D,60W,5000K,
SCX-8FT-80W-30K-D,80W,3000K,
SCX-8FT-80W-35K-D,80W,3500K,
SCX-8FT-80W-40K-D,80W,4000K,
SCX-8FT-80W-50K-D,80W,5000K,
SCX-L-30K,N/A,3000K,
SCX-L-35K,N/A,3500K,
SCX-L-40K,N/A,4000K,
SCX-L-50K,N/A,5000K,
SCX-T-30K,N/A,3000K,
SCX-T-35K,N/A,3500K,
SCX-T-40K,N/A,4000K,
SCX-T-50K,N/A,5000K,
SCX-X-30K,N/A,3000K,
SCX-X-35K,N/A,3500K,
SCX-X-40K,N/A,4000K,
SCX-X-50K,N/A,5000K,
SCX-IC-30K,N/A,3000K,
SCX-IC-35K,N/A,3500K,
SCX-IC-40K,N/A,4000K,
SCX-IC-50K,N/A,5000K,
SCX-C120-30K,N/A,3000K,
SCX-C120-35K,N/A,3500K,
SCX-C120-40K,N/A,4000K,
SCX-C120-50K,N/A,5000K,
SCL-RS-12,N/A,N/A,
SCL-RS-18,N/A,N/A,
SCL-RS-24,N/A,N/A,
SCL-RS-36,N/A,N/A,
SCL-RS-48,N/A,N/A,
SPL-4FT-40W-50K-D,40W,5000K,
SPL-4FT-40W-40K-D,40W,4000K,
SPL-4FT-40W-35K-D,40W,3500K,
SCLR-4FT-40W-40K-D,40W,4000K,
SCLP-4FT-40W-50K-D,40W,5000K,
SCLP-4FT-40W-40K-D,40W,4000K,
SCLP-4FT-40W-35K-D,40W,3500K,
SCLT-4FT-40W-50K-D,40W,5000K,
SCLT-4FT-40W-40K-D,40W,4000K,
SCLT-4FT-40W-35K-D,40W,3500K,
SCLP-CB,N/A,N/A,
SCLP-UD-4FT-60W-50K-D,40W/20W,5000K,
SCLP-UD-4FT-60W-40K-D,40W/20W,4000K,
SCLP-UD-4FT-60W-35K-D,40W/20W,3500K,
SCLL-UD-4FT-60W-50K-D,"40W/20W OR 60W",5000K,
SCLL-UD-4FT-60W-40K-D,"40W/20W OR 60W",4000K,
SCLL-UD-4FT-60W-35K-D,"40W/20W OR 60W",3500K,
SCPP-UD-4FT-60W-50K-D,"40W/20W OR 60W",5000K,
SCPP-UD-4FT-60W-40K-D,"40W/20W OR 60W",4000K,
SCPP-UD-4FT-60W-35K-D,"40W/20W OR 60W",3500K,
SCPL-UD-4FT-60W-50K-D,"40W/20W OR 60W",5000K,
SCPL-UD-4FT-60W-40K-D,"40W/20W OR 60W",4000K,
SCPL-UD-4FT-60W-35K-D,"40W/20W OR 60W",3500K,
WCLP-UD-2FT-25W-MCT-D,25W,3000K/4000K/5000K,
WCLP-UD-4FT-50W-MCT-D,50W,3000K/4000K/5000K,
WCPL-UD-2FT-25W-MCT-D,25W,3000K/4000K/5000K,
WCPL-UD-4FT-50W-MCT-D,50W,3000K/4000K/5000K,
SCR-24D-50K-D,50W,5000K,
SCR-24D-40K-D,50W,4000K,
SCR-24D-35K-D,50W,3500K,
SRPL-40W-35K-D,40W,3500K,
SRPL-40W-40K-D,40W,4000K,
SRPL-40W-50K-D,40W,5000K,
SCL-ALG,N/A,N/A,
SCL-AH,N/A,N/A,
SCL-AKHC,N/A,N/A,
SCL-AYC,N/A,N/A,
SCL-TG1420,N/A,N/A,
SCL-ABC,N/A,N/A,
SCL-ABCH,N/A,N/A,
SCL-GTY10,N/A,N/A,
SCL-GTY20,N/A,N/A,
SCL-GTY210,N/A,N/A,
SCL-GTY220,N/A,N/A,
SCL-GS210,N/A,N/A,
SCL-GS220,N/A,N/A,
SCL-CS18/5,N/A,N/A,
FWH-6FT-16/3,N/A,N/A,
FWH-6FT-16/5,N/A,N/A,
FWH-6FT-16/6,N/A,N/A,
SCL-ASC-500FT,N/A,N/A,
LVB-12-MCT-BN,8W,30K/40K/50K,
LVB-12-MCT-PC,8W,30K/40K/50K,
LVB-18-MCT-BN,12W,30K/40K/50K,
LVB-18-MCT-PC,12W,30K/40K/50K,
LVB-24-MCT-BN,16W,30K/40K/50K,
LVB-24-MCT-PC,16W,30K/40K/50K,
LVB-36-MCT-BN,24W,30K/40K/50K,
LVB-36-MCT-PC,24W,30K/40K/50K,
LVB-48-MCT-BN,32W,30K/40K/50K,
LVB-48-MCT-PC,32W,30K/40K/50K,
LVL-2FT-17W-30K,17W,3000K,
LVL-2FT-17W-40K,17W,4000K,
CRL4-27W-30K,27W," 3000K",
CRL4-27W-40K,27W," 4000K",
CRL4-27W-50K,27W," 5000K",
CRL6-18W-30K,18W," 3000K",
CRL6-18W-40K,18W," 4000K",
CRL6-18W-50K,18W," 5000K",
CRL6-27W-30K,27W," 3000K",
CRL6-27W-40K,27W," 4000K",
CRL6-27W-50K,27W," 5000K",
CRL6-40W-30K,40W," 3000K",
CRL6-40W-40K,40W," 4000K",
CRL6-40W-50K,40W," 5000K",
CRL6-54W-30K,54W," 3000K",
CRL6-54W-40K,54W," 4000K",
CRL6-54W-50K,54W," 5000K",
CRL8-18W-30K,18W," 3000K",
CRL8-18W-40K,18W," 4000K",
CRL8-18W-50K,18W," 5000K",
CRL8-27W-30K,27W," 3000K",
CRL8-27W-40K,27W," 4000K",
CRL8-27W-50K,27W," 5000K",
CRL8-40W-30K,40W," 3000K",
CRL8-40W-40K,40W," 4000K",
CRL8-40W-50K,40W," 5000K",
CRL8-54W-30K,54W," 3000K",
CRL8-54W-40K,54W," 4000K",
CRL8-54W-50K,54W," 5000K",
CRL10-18W-30K,18W," 3000K",
CRL10-18W-40K,18W," 4000K",
CRL10-18W-50K,18W," 5000K",
CRL10-27W-30K,27W," 3000K",
CRL10-27W-40K,27W," 4000K",
CRL10-27W-50K,27W," 5000K",
CRL10-40W-30K,40W," 3000K",
CRL10-40W-40K,40W," 4000K",
CRL10-40W-50K,40W," 5000K",
CRL10-54W-30K,54W," 3000K",
CRL10-54W-40K,54W," 4000K",
CRL10-54W-50K,54W," 5000K",
CRL-HSG-4,N/A,N/A,
CRL-HSG-6,N/A,N/A,
CRL-HSG-8,N/A,N/A,
CRL-HSG-10,N/A,N/A,
CRLC-EGN-15W-30K-D,15W,3000K,
CRLC-EGN-15W-40K-D,15W,4000K,
CRLC-EGN-15W-50K-D,15W,5000K,
CRLC-EGN-20W-30K-D,20W,3000K,
CRLC-EGN-20W-40K-D,20W,4000K,
CRLC-EGN-20W-50K-D,20W,5000K,
CRLC-EGN-15W-MCT-D,15W,3000K/4000K/5000K,
CRLC-EGN-20W-MCT-D,20W,3000K/4000K/5000K,
CRLC-TRM-4,N/A,N/A,
CRLC-TRM-6,N/A,N/A,
CRLC-TRM-8,N/A,N/A,
CRLC-TRM-4-WH,N/A,N/A,
CRLC-TRM-6-WH,N/A,N/A,
CRLC-TRM-8-WH,N/A,N/A,
CRLC4-15W-30K-D,15W,3000K,
CRLC4-15W-40K-D,15W,4000K,
CRLC4-15W-50K-D,15W,5000K,
CRLC4-20W-30K-D,20W,3000K,
CRLC4-20W-40K-D,20W,4000K,
CRLC4-20W-50K-D,20W,5000K,
CRLC6-15W-30K-D,15W,3000K,
CRLC6-15W-40K-D,15W,4000K,
CRLC6-15W-50K-D,15W,5000K,
CRLC6-20W-30K-D,20W,3000K,
CRLC6-20W-40K-D,20W,4000K,
CRLC6-20W-50K-D,20W,5000K,
CRLC8-15W-30K-D,15W,3000K,
CRLC8-15W-40K-D,15W,4000K,
CRLC8-15W-50K-D,15W,5000K,
CRLC8-20W-30K-D,20W,3000K,
CRLC8-20W-40K-D,20W,4000K,
CRLC8-20W-50K-D,20W,5000K,
CRLC4-15W-MCT-D,15W,MCT,
CRLC4-20W-MCT-D,20W,MCT,
CRLC6-15W-MCT-D,15W,MCT,
CRLC6-20W-MCT-D,20W,MCT,
CRLC8-15W-MCT-D,15W,MCT,
CRLC8-20W-MCT-D,20W,MCT,
CRLC4-15W-30K-D-WH,15W,3000K,
CRLC4-15W-40K-D-WH,15W,4000K,
CRLC4-15W-50K-D-WH,15W,5000K,
CRLC4-20W-30K-D-WH,20W,3000K,
CRLC4-20W-40K-D-WH,20W,4000K,
CRLC4-20W-50K-D-WH,20W,5000K,
CRLC6-15W-30K-D-WH,15W,3000K,
CRLC6-15W-40K-D-WH,15W,4000K,
CRLC6-15W-50K-D-WH,15W,5000K,
CRLC6-20W-30K-D-WH,20W,3000K,
CRLC6-20W-40K-D-WH,20W,4000K,
CRLC6-20W-50K-D-WH,20W,5000K,
CRLC8-15W-30K-D-WH,15W,3000K,
CRLC8-15W-40K-D-WH,15W,4000K,
CRLC8-15W-50K-D-WH,15W,5000K,
CRLC8-20W-30K-D-WH,20W,3000K,
CRLC8-20W-40K-D-WH,20W,4000K,
CRLC8-20W-50K-D-WH,20W,5000K,
CRLC4-15W-MCT-D-WH,15W,MCT,
CRLC4-20W-MCT-D-WH,20W,MCT,
CRLC6-15W-MCT-D-WH,15W,MCT,
CRLC6-20W-MCT-D-WH,20W,MCT,
CRLC8-15W-MCT-D-WH,15W,MCT,
CRLC8-20W-MCT-D-WH,20W,MCT,
TR1-R-10W-WH-30K,10W,3000K,
TR1-R-10W-WH-40K,10W,4000K,
TR1-R-10W-WH-50K,10W,5000K,
TR1-S-10W-WH-30K,10W,3000K,
TR1-S-10W-WH-40K,10W,4000K,
TR1-S-10W-WH-50K,10W,5000K,
TR1-R-10W-BK-30K,10W,3000K,
TR1-R-10W-BK-40K,10W,4000K,
TR1-S-10W-BK-30K,10W,3000K,
TR1-S-10W-BK-40K,10W,4000K,
TR1-REFL-13D,N/A,N/A,
TR1-REFL-38D,N/A,N/A,
T8-EZ5-GS-4FT-18W-30K-C,18W,3000K,
T8-EZ5-GS-4FT-18W-30K-F,18W,3000K,
T8-EZ5-GS-4FT-18W-35K-F,18W,3500K,
T8-EZ5-GS-4FT-18W-50K-C,18W,5000K,
T8-EZ5-GS-4FT-15W-30K-C,15W,3000K,
T8-EZ5-GS-4FT-15W-30K-F,15W,3000K,
T8-EZ5-GS-4FT-15W-35K-C,15W,3500K,
T8-EZ5-GS-4FT-15W-35K-F,15W,3500K,
T8-EZ5-GS-4FT-15W-40K-C,15W,4000K,
T8-EZ5-GS-4FT-15W-50K-C,15W,5000K,
T8-EZ5-GS-4FT-15W-50K-F,15W,5000K,
T8-EZ5-GS-2FT-8W-30K-C,8W,3000K,
T8-EZ5-GS-2FT-8W-30K-F,8W,3000K,
T8-EZ5-GS-2FT-8W-35K-C,8W,3500K,
T8-EZ5-GS-2FT-8W-35K-F,8W,3500K,
T8-EZ5-GS-2FT-8W-40K-C,8W,4000K,
T8-EZ5-GS-2FT-8W-50K-C,8W,5000K,
T8-EZ4-18W-40K-C,18W,4000K,
T8-EZ4-HL-15W-30K-C,15W,3000K,
T8-EZ4-HL-15W-35K-C,15W,3500K,
T8-EZ4-HL-15W-35K-F,15W,3500K,
T8-EZ4-HL-15W-40K-C,15W,4000K,
T8-EZ3-4FT-18W-50K-C,18W,5000K,
T8-EZ3-4FT-18W-40K-C,18W,4000K,
T8-EZ3-4FT-18W-35K-C,18W,3500K,
T8-EZ3-4FT-18W-30K-C,18W,3000K,
T8-EZ3-4FT-18W-30K-F,18W,3000K,
T8-EZ3-2FT-15W-30K-C,15W,3000K,
T8-EZ3-2FT-15W-40K-C,15W,4000K,
T8-U2F-EZ3-15W-35K-C,15W,3500K,
T8-U2F-EZ3-15W-41K-C,15W,4100K,
T8-U2F-EZ3-15W-50K-C,15W,5000K,
T8-4FT-18W-35K-D-F,18W,3500K,
T8-4FT-18W-50K-D-F,18W,5000K,
T8-4FT-18W-50K-D-C,18W,5000K,
T8-4FT-DIM-18W-35K-C,18W,3500K,
T8-4FT-DIM-18W-35K-F,18W,3500K,
T8-4FT-DIM-18W-40K-C,18W,4000K,
T8-4FT-DIM-18W-40K-F,18W,4000K,
T8-4FT-DIM-18W-50K-C,18W,5000K,
T8-4FT-DIM-18W-50K-F,18W,5000K,
T8-8FT-40W-40K-C,40W,4000K,
T-RFG-5FT-22W-50K-C,22W,5000K,
T-RFG-6FT-30W-50K-C,30W,5000K,
T5-TYPA-27W-40K-F,27W,4000K,
T5-TYPA-27W-50K-F,27W,5000K,
T5-TYPB-25W-40K-F,25W,4000K,
T5-TYPB-25W-50K-F,25W,5000K,
RSL3-27K,6W,2700K,
RSL3-50K,6W,5000K,
RSL3-30K-ORB,6W,3000K,
RSL4-30K-BN,9W,3000K,
RSL6-30K-BN,15W,3000K,
RSL6-30K-ORB,15W,3000K,
SSL4-30K,9W,3000K,
SSL4-50K,9W,5000K,
SSL6-27K,15W,2700K,
SSL6-30K,15W,3000K,
SSL6-40K,15W,4000K,
SSL6-50K,15W,5000K,
RSL3-RI,N/A,N/A,
RSL4-RI,N/A,N/A,
RSL4-RI-13,N/A,N/A,
RSL6-RI,N/A,N/A,
RSL6-RI-13,N/A,N/A,
RSL8-RI,N/A,N/A,
RSL12-RI,N/A,N/A,
SSL4-RI,N/A,N/A,
SSL6-RI,N/A,N/A,
SSL12-RI,N/A,N/A,
RSL-EXT-10FT,N/A,N/A,
RSL4-GR,N/A,N/A,
RSL6-GR,N/A,N/A,
RSL8-GR,N/A,N/A,
RSL10-GR,N/A,N/A,
RSL12-GR,N/A,N/A,
RSL4-TRM-BK,N/A,N/A,
RSL4-TRM-ORB,N/A,N/A,
RSL4-TRM-CU,N/A,N/A,
RSL4-TRM-BZ,N/A,N/A,
RSL4-TRM-BN,N/A,N/A,
RSL4-TRM-CH,N/A,N/A,
SSL4-TRM-BK,N/A,N/A,
SSL4-TRM-ORB,N/A,N/A,
SSL4-TRM-CU,N/A,N/A,
SSL4-TRM-BZ,N/A,N/A,
SSL4-TRM-BN,N/A,N/A,
SSL4-TRM-CH,N/A,N/A,
RSL6-TRM-BK,N/A,N/A,
RSL6-TRM-ORB,N/A,N/A,
RSL6-TRM-CU,N/A,N/A,
RSL6-TRM-BZ,N/A,N/A,
RSL6-TRM-BN,N/A,N/A,
RSL6-TRM-CH,N/A,N/A,
SSL6-TRM-BK,N/A,N/A,
SSL6-TRM-ORB,N/A,N/A,
SSL6-TRM-CU,N/A,N/A,
SSL6-TRM-BZ,N/A,N/A,
SSL6-TRM-BN,N/A,N/A,
SSL6-TRM-CH,N/A,N/A,
RSL4-ADJ-30K,9W,3000K,
RSL4-ADJ-40K,9W,4000K,
RSL4-ADJ-50K,9W,5000K,
RSL6-ADJ-27K,12W,2700K,
RSL6-ADJ-30K,12W,3000K,
RSL6-ADJ-40K,12W,4000K,
RSL6-ADJ-MCT,12W,"MULTI-CCT:3000K,4000K,5000K",
RSL4-APD-27K,12W,2700K,
RSL4-APD-30K,12W,3000K,
RSL4-APD-40K,12W,4000K,
RSL4-APD-50K,12W,5000K,
RDL3-27K-WP,9W,2700K,
RDL3-30K-WP,9W,3000K,
RDL3-41K-WP,9W,4100K,
RDL3-50K-WP,9W,5000K,
