sku,cost-USD,family,mpn,price-USD,product_name,description,item_weight,item_weight-unit
INWML2-50W-50K-SM,845060010602,50W,ML2-50W-50K-SM,1207228586574.3
INWML2-50W-40K-SM,845060010619,50W,ML2-50W-40K-SM,1207228586598.6
INWML2-50W-30K-SM,845060010626,50W,ML2-50W-30K-SM,1207228586608.6
INWML2-50W-50K-HL,845060010633,48W,ML2-50W-50K-HL,1207228586618.6
INWML2-50W-40K-HL,845060010640,48W,ML2-50W-40K-HL,1207228586628.6
INWML2-50W-30K-HL,845060010657,48W,ML2-50W-30K-HL,1207228586652.9
INWML2-80W-50K-HL,845060010664,80W,ML2-80W-50K-HL,1207228586662.9
INWML2-80W-40K-HL,845060010671,80W,ML2-80W-40K-HL,1207228586672.9
INWML2-80W-30K-HL,845060010688,80W,ML2-80W-30K-HL,1207228586697.1
INWML2-120W-50K-HL-LG,845060010695,120W,ML2-120W-50K-HL-LG,1207228586707.1
INWML2-120W-40K-HL-LG,845060010701,120W,ML2-120W-40K-HL-LG,1207228586715.7
INWML2-120W-30K-HL-LG,845060010718,120W,ML2-120W-30K-HL-LG,1207228586740
INWML2-150W-50K-LG,845060010725,150W,ML2-150W-50K-LG,1207228586750
INWML2-150W-40K-LG,845060010732,150W,ML2-150W-40K-LG,1207228586760
INWML2-150W-30K-LG,845060010749,150W,ML2-150W-30K-LG,1207228586784.3
INWMX-MCTP-D,845060052596,"80W Max",MX-MCTP-D,1207228646565.7
INWMX-MCTP-D-WH,845060052602,"80W Max",MX-MCTP-D-WH,1207228646574.3
INMCTP-RC1,845060039047,N/A,CTP-RC1,1207228627210
INWML-HL-30W-30K,845060050042,30W,ML-HL-30W-30K,1207228642917.1
INWML-HL-50W-30K,845060050073,50W,ML-HL-50W-30K,1207228642961.4
INWML-HL-50W-40K,845060050080,50W,ML-HL-50W-40K,1207228642971.4
INWML-HL-50W-50K,845060050097,50W,ML-HL-50W-50K,1207228642995.7
INWML-HL-60W-30K,845060050103,60W,ML-HL-60W-30K,1207228643004.3
INWML-HL-60W-40K,845060050110,60W,ML-HL-60W-40K,1207228643014.3
INWML-HL-80W-30K,845060050134,80W,ML-HL-80W-30K,1207228643048.6
INWML-HL-100W-30K,845060050165,100W,ML-HL-100W-30K,1207228643092.9
INWML-HL-100W-40K,845060050172,100W,ML-HL-100W-40K,1207228643102.9
INWML-HL-120W-30K,845060050196,120W,ML-HL-120W-30K,1207228643137.1
INLMW-12W-30K,845060048919,12W,MW-12W-30K,1207228641312.9
INLMW-12W-40K,845060048933,12W,MW-12W-40K,1207228641332.9
INLMW-12W-50K,845060048957,12W,MW-12W-50K,1207228641367.1
INLMW-12W-30K-WH,845060048926,12W,MW-12W-30K-WH,1207228641322.9
INLMW-12W-40K-WH,845060048940,12W,MW-12W-40K-WH,1207228641342.9
INLMW-12W-50K-WH,845060048964,12W,MW-12W-50K-WH,1207228641377.1
INWMV-20W-50K,845060016536,20W,MV-20W-50K,1207228595051.4
INWMV-20W-40K,845060016529,20W,MV-20W-40K,1207228595041.4
INWMV-20W-30K,845060016512,20W,MV-20W-30K,1207228595017.1
INLESW-12W-50K-P,845060016550,12W,ESW-12W-50K-P,1207228595071.4
INLESW-12W-30K-P,845060016543,12W,ESW-12W-30K-P,1207228595061.4
INLESW-15W-30K-P,845060048834,15W,ESW-15W-30K-P,1207228641191.4
INLESW-15W-50K-P,845060048841,15W,ESW-15W-50K-P,1207228641201.4
INLESW-20W-30K-P,845060048872,20W,ESW-20W-30K-P,1207228641245.7
INLESW-20W-50K-P,845060048889,20W,ESW-20W-50K-P,1207228641270
INLESW-15W-30K-P-WH,845060048858,15W,ESW-15W-30K-P-WH,1207228641225.7
INLESW-15W-50K-P-WH,845060048865,15W,ESW-15W-50K-P-WH,1207228641235.7
INLESW-20W-30K-P-WH,845060048896,20W,ESW-20W-30K-P-WH,1207228641280
INLESW-20W-50K-P-WH,845060048902,20W,ESW-20W-50K-P-WH,1207228641288.6
INLESW-15-30W-MCTP-P,845060074611,15W/20W/30W,ESW-15-30W-MCTP-P,1207228678015.7
INLESW-15-30W-MCTP-P-WH,845060074628,15W/20W/30W,ESW-15-30W-MCTP-P-WH,1207228678040
INLSW-22NW-PC,845060043006,20W,SW-22NW-PC,1207228632865.7
INLSW-30NW-PC,845060043112,30W,SW-30NW-PC,1207228633017.1
INLTW-50CW,845060045604,50W,TW-50CW,1207228636577.1
INLTW-50NW,845060039405,50W,TW-50NW,1207228627721.4
INLTW-50WW,845060045611,50W,TW-50WW,1207228636587.1
INLFCO-50W-50K,845060031492,50W,FCO-50W-50K,1207228616417.1
INLFCO-80W-50K,845060031508,80W,FCO-80W-50K,1207228616440
INLFCO-150W-50K,845060031522,150W,FCO-150W-50K,1207228616460
INLFCO-50W-40K,845060032116,50W,FCO-50W-40K,1207228617308.6
INLFCO-80W-40K,845060032123,80W,FCO-80W-40K,1207228617318.6
INLFCO-100W-40K,845060032130,100W,FCO-100W-40K,1207228617328.6
INLFCO-150W-40K,845060032147,150W,FCO-150W-40K,1207228617352.9
INLFCO-HL-600W-50K-TR,845060031607,600W,FCO-HL-600W-50K-TR,1207228616581.4
INLFCO-SA,845060031560,N/A,FCO-SA,1207228616514.3
INLFCO-SF,845060031553,N/A,FCO-SF,1207228616504.3
INLFCO-TR1,845060031577,N/A,FCO-TR1,1207228616538.6
INLFCO-TR2,845060031584,N/A,FCO-TR2,1207228616548.6
INLFCO-YK,845060031591,N/A,FCO-YK,1207228616558.6
INLF3-HL-100W-30K,845060017694,100W,F3-HL-100W-30K,1207228596705.7
INLF3-HL-150W-30K,845060017724,150W,F3-HL-150W-30K,1207228596748.6
INLF3-HL-150W-40K,845060025231,150W,F3-HL-150W-40K,1207228607472.9
INLF3-HL-150W-50K,845060017717,150W,F3-HL-150W-50K,1207228596738.6
INLF3-HL-100W-40K-480V,845060025217,100W,F3-HL-100W-40K-480V,1207228607452.9
INLF3-HL-150W-40K-480V,845060025248,150W,F3-HL-150W-40K-480V,1207228607497.1
INLF3-HL-230W-40K-480V,845060025279,230W,F3-HL-230W-40K-480V,1207228607541.4
INLF3-HL-80W-40K-TR,845060025330,80W,F3-HL-80W-40K-TR,1207228607614.3
INLF3-HL-SF,845060017786,N/A,F3-HL-SF,1207228596837.1
INLF3-HL-RSF,845060022247,N/A,F3-HL-RSF,1207228603210
INLF3-HL-FSF,845060022230,N/A,F3-HL-FSF,1207228603185.7
INLF3-HL-YK-100W/150W/230W,845060017793,N/A,F3-HL-YK-100W/150W/230W,1207228596847.1
INLF3-HL-YK-300W,845060017809,N/A,F3-HL-YK-300W,1207228596870
INLF3-HL-RA,845060074673,N/A,F3-HL-RA,1207228678104.3
INLF3-HL-EXTARM,845060017779,N/A,F3-HL-EXTARM,1207228596827.1
INLF3-HL-ASA,845060025385,N/A,F3-HL-ASA,1207228607692.9
INLF3-HL-PMR1,845060022278,N/A,F3-HL-PMR1,1207228603254.3
INLF3-HL-PMR2,845060022285,N/A,F3-HL-PMR2,1207228603264.3
INLF3-HL-PMS1,845060022254,N/A,F3-HL-PMS1,1207228603220
INLF3-HL-PMS2,845060022261,N/A,F3-HL-PMS2,1207228603230
INLF3-SH3,845060022698,N/A,F3-SH3,1207228603854.3
INLF3-SH4,845060022711,N/A,F3-SH4,1207228603872.9
INLF3-SH5,845060022735,N/A,F3-SH5,1207228603907.1
INLF3-SH3FG,845060022681,N/A,F3-SH3FG,1207228603830
INLF3-SH4FG,845060022704,N/A,F3-SH4FG,1207228603862.9
INLF3-SH5FG,845060022728,N/A,F3-SH5FG,1207228603897.1
INLF3-WG3,845060022742,N/A,F3-WG3,1207228603917.1
INLF3-WG4,845060022759,N/A,F3-WG4,1207228603941.4
INLF3-WG5,845060022766,N/A,F3-WG5,1207228603951.4
INLF3-HL-TYPEII-100W,845060022179,N/A,F3-HL-TYPEII-100W,1207228603112.9
INLF3-HL-TYPEII-150W/230W/300W,845060022186,N/A,F3-HL-TYPEII-150W/230W/300W,1207228603122.9
INLF3-HL-TYPEIII-100W,845060022193,N/A,F3-HL-TYPEIII-100W,1207228603132.9
INLF3-HL-TYPEIII-150W/230W/300W,845060022209,N/A,F3-HL-TYPEIII-150W/230W/300W,1207228603155.7
INLF3-HL-TYPEIV-100W,845060022216,N/A,F3-HL-TYPEIV-100W,1207228603165.7
INLF3-HL-TYPEIV-150W/230W/300W,845060022223,N/A,F3-HL-TYPEIV-150W/230W/300W,1207228603175.7
INLF3-HL-30W-40K-D-KN,845060030617,30W,F3-HL-30W-40K-D-KN,1207228615167.1
INLF3-HL-30W-50K-D-KN,845060030624,30W,F3-HL-30W-50K-D-KN,1207228615177.1
INLF3-HL-50W-30K-D-KN,845060030631,50W,F3-HL-50W-30K-D-KN,1207228615187.1
INLF3-HL-50W-40K-D-KN,845060030648,50W,F3-HL-50W-40K-D-KN,1207228615211.4
INLF3-15NW-KN,845060025170,15W,F3-15NW-KN,1207228607385.7
INLF3-30NW-KN,845060031621,30W,F3-30NW-KN,1207228616601.4
INLF3-50NW-KN,845060031638,50W,F3-50NW-KN,1207228616625.7
INLF3-15CW-TR,845060044904,15W,F3-15CW-TR,1207228635577.1
INLF3-15NW-TR,845060025187,15W,F3-15NW-TR,1207228607410
INLF3-15WW-TR,845060044911,15W,F3-15WW-TR,1207228635587.1
INLF3-30NW-TR,845060031645,30W,F3-30NW-TR,1207228616635.7
INLF3-50NW-TR,845060031652,50W,F3-50NW-TR,1207228616645.7
INLF3-50WW-TR,845060044959,50W,F3-50WW-TR,1207228635655.7
INLF3-WH-15CW-KN,845060047202,15W,F3-WH-15CW-KN,1207228638860
INLF3-WH-15WW-KN,845060047219,15W,F3-WH-15WW-KN,1207228638884.3
INLF3-WH-30WW-KN,845060047233,30W,F3-WH-30WW-KN,1207228638904.3
INLF3-WH-50CW-KN,845060047240,50W,F3-WH-50CW-KN,1207228638914.3
INLF3-WH-50WW-KN,845060047257,50W,F3-WH-50WW-KN,1207228638938.6
INFLH-10W-30K-BR,845060031423,10W,LH-10W-30K-BR,1207228616318.6
INFLH-10W-50K-BR,845060031447,10W,LH-10W-50K-BR,1207228616352.9
INFLH-10W-30K-WH,845060031430,10W,LH-10W-30K-WH,1207228616328.6
INFLH-10W-50K-WH,845060031454,10W,LH-10W-50K-WH,1207228616362.9
INFLS-10W-30K-BR,845060048162,10W,LS-10W-30K-BR,1207228640231.4
INFLS-10W-50K-BR,845060048179,10W,LS-10W-50K-BR,1207228640255.7
INFLS-10W-30K-WH,845060048186,10W,LS-10W-30K-WH,1207228640265.7
INFLS-10W-50K-WH,845060048193,10W,LS-10W-50K-WH,1207228640275.7
INSFX-G5-600W-30D-50K,845060030976,600W,FX-G5-600W-30D-50K,1207228615680
INSFX-G5-1000W-30D-50K,845060030983,1000W,FX-G5-1000W-30D-50K,1207228615690
INSFX-G5-SH1,845060030990,N/A,FX-G5-SH1,1207228615700
INSFX-G5-SH2,845060031003,N/A,FX-G5-SH2,1207228615718.6
INSFX-G5-SF,845060031010,N/A,FX-G5-SF,1207228615728.6
INSFX-G5-RB,845060031027,N/A,FX-G5-RB,1207228615752.9
INSFX-POINTER,845060031034,N/A,FX-POINTER,1207228615762.9
INLF4-12CW-KN,845060004007,12W,F4-12CW-KN,1207228577152.9
INLF4-30CW-KN,845060004045,30W,F4-30CW-KN,1207228577207.1
INLF4-50CW-KN,845060004106,50W,F4-50CW-KN,1207228577294.3
INLF4-50WW-KN,845060004113,50W,F4-50WW-KN,1207228577304.3
INLF4-80CW-SF,845060004144,80W,F4-80CW-SF,1207228577348.6
INLF4-80WW-SF,845060004151,80W,F4-80WW-SF,1207228577358.6
INLF4-100CW-SF,845060004182,100W,F4-100CW-SF,1207228577402.9
INLF4-100WW-SF,845060004199,100W,F4-100WW-SF,1207228577427.1
INLF4-150CW-SF,845060004663,150W,F4-150CW-SF,1207228578090
INLF4-150WW-SF,845060004656,150W,F4-150WW-SF,1207228578080
INLF4-12CW-TR,845060004021,12W,F4-12CW-TR,1207228577172.9
INLF4-30CW-TR,845060004069,30W,F4-30CW-TR,1207228577241.4
INLF4-30WW-TR,845060004076,30W,F4-30WW-TR,1207228577251.4
INLF4-50CW-TR,845060004083,50W,F4-50CW-TR,1207228577261.4
INLF4-80CW-TR,845060004120,80W,F4-80CW-TR,1207228577314.3
INLF4-80WW-TR,845060004137,80W,F4-80WW-TR,1207228577338.6
INLF4-100CW-TR,845060004168,100W,F4-100CW-TR,1207228577382.9
INLF4-100WW-TR,845060004175,100W,F4-100WW-TR,1207228577392.9
INLF4-150CW-TR,845060004687,150W,F4-150CW-TR,1207228578124.3
INLF4-150WW-TR,845060004670,150W,F4-150WW-TR,1207228578100
INLF5-380CW-480V,845060006933,380W,F5-380CW-480V,1207228581332.9
INLF-AD-SF,845060043747,N/A,F-AD-SF,1207228633924.3
INLF5-EXTARM,845060006926,N/A,F5-EXTARM,1207228581322.9
INEXPF-30W-60K,845060031461,30W,XPF-30W-60K,1207228616372.9
INEXPF-100W-60K,845060031478,100W,XPF-100W-60K,1207228616397.1
INEXPF-180W-60K,845060031485,180W,XPF-180W-60K,1207228616407.1
INLF-AD-SF-GY,845060033090,N/A,F-AD-SF-GY,1207228618700
INSOLF-17W-50K,845060012279,17W,OLF-17W-50K,1207228588970
INSOLF-36W-50K,845060012286,36W,OLF-36W-50K,1207228588980
INSOLF-54W-50K,845060012293,54W,OLF-54W-50K,1207228588990
INSOLF-SFA,845060012309,N/A,OLF-SFA,1207228589012.9
INSOLF-WM-17W,845060012330,N/A,OLF-WM-17W,1207228589042.9
INSOLF-WM-36W/54W,845060012781,N/A,OLF-WM-36W/54W,1207228589687.1
INSOLF-PMR-17W,845060012316,N/A,OLF-PMR-17W,1207228589022.9
INSOLF-PMR-36W/54W,845060012798,N/A,OLF-PMR-36W/54W,1207228589711.4
INSOLF-PMS-17W,845060012323,N/A,OLF-PMS-17W,1207228589032.9
INSOLF-PMS-36W/54W,845060012804,N/A,OLF-PMS-36W/54W,1207228589720
INSOLF-RC,845060018967,N/A,OLF-RC,1207228598524.3
INSTL2-30W-30K,845060053036,30W,TL2-30W-30K,1207228647194.3
INSTL2-30W-50K,845060053043,30W,TL2-30W-50K,1207228647204.3
INSTL2-50W-30K,845060045574,50W,TL2-50W-30K,1207228636534.3
INSTL3-50W-50K,845060088977,50W,TL3-50W-50K,1207228698538.6
INSTL2-80W-30K,845060045628,80W,TL2-80W-30K,1207228636611.4
INSTL2-80W-50K,845060045598,80W,TL2-80W-50K,1207228636568.6
INSTL2-100W-30K,845060045581,100W,TL2-100W-30K,1207228636544.3
INSTL2-100W-50K,845060033120,100W,TL2-100W-50K,1207228618742.9
INSTL2-150W-30K,845060045635,150W,TL2-150W-30K,1207228636621.4
INSTL3-150W-50K,845060072907,150W,TL3-150W-50K,1207228675581.4
INSTL2-200W-30K,845060045727,200w,TL2-200W-30K,1207228636752.9
INSTL3-200W-50K,845060072914,200W,TL3-200W-50K,1207228675591.4
INSTL2-90W-50K-480V,845060033137,90W,TL2-90W-50K-480V,1207228618767.1
INSTL2-150W-50K-480V,845060033151,150W,TL2-150W-50K-480V,1207228618787.1
INSTL2-200W-50K-480V,845060033205,200W,TL2-200W-50K-480V,1207228618864.3
INSTL2-WMA,845060035483,N/A,TL2-WMA,1207228622118.6
INGS-CANOPY-150W-50K,845060046892,150W,S-CANOPY-150W-50K,1207228638417.1
INGS-CANOPY-SMB,845060008272,N/A,S-CANOPY-SMB,1207228583245.7
INCDX-35W-35K-BR,845060053609,35W,DX-35W-35K-BR,1207228648012.9
INCDX-35W-35K-WH,845060053630,35W,DX-35W-35K-WH,1207228648042.9
INCDX-35W-40K-BR,845060053616,35W,DX-35W-40K-BR,1207228648022.9
INCDX-35W-40K-WH,845060053647,35W,DX-35W-40K-WH,1207228648067.1
INCDX-35W-50K-BR,845060053623,35W,DX-35W-50K-BR,1207228648032.9
INCDX-35W-50K-WH,845060053654,35W,DX-35W-50K-WH,1207228648077.1
INCDX-55W-35K-BR,845060053661,55W,DX-55W-35K-BR,1207228648087.1
INCDX-55W-35K-WH,845060053692,55W,DX-55W-35K-WH,1207228648131.4
INCDX-55W-40K-BR,845060053678,55W,DX-55W-40K-BR,1207228648111.4
INCDX-55W-40K-WH,845060053708,55W,DX-55W-40K-WH,1207228648154.3
INCDX-55W-50K-BR,845060053685,55W,DX-55W-50K-BR,1207228648121.4
INCDX-55W-50K-WH,845060053715,55W,DX-55W-50K-WH,1207228648164.3
INCDL2-25CW,845060034042,25W,DL2-25CW,1207228620060
INCDL2-60NW,845060003284,60W,DL2-60NW,1207228576120
INCDL2-60WW,845060004427,60W,DL2-60WW,1207228577752.9
INCDL2-45CW-M,845060004649,45W,DL2-45CW-M,1207228578070
INCGL-40W-50K,845060026290,40W,GL-40W-50K,1207228608985.7
INCGL-40W-40K,845060026306,40W,GL-40W-40K,1207228609008.6
INCGL-55W-50K,845060026313,55W,GL-55W-50K,1207228609018.6
INCGL-55W-40K,845060026320,55W,GL-55W-40K,1207228609028.6
INCGL-75W-50K,845060026337,75W,GL-75W-50K,1207228609052.9
INCGL-75W-40K,845060026344,75W,GL-75W-40K,1207228609062.9
INCGL-100W-50K,845060026351,100W,GL-100W-50K,1207228609072.9
INCGL-100W-40K,845060026368,100W,GL-100W-40K,1207228609097.1
INCGL-FL1,845060026375,N/A,GL-FL1,1207228609107.1
INCGL-FL2,845060026382,N/A,GL-FL2,1207228609117.1
INLR2-50NW-P,845060008395,50W,R2-50NW-P,1207228583421.4
INLR2-80CW-P,845060035810,80W,R2-80CW-P,1207228622585.7
INLR-ECO-20W-50K-P,845060015799,20W,R-ECO-20W-50K-P,1207228593998.6
INLR-ECO-20W-30K-P,845060015782,20W,R-ECO-20W-30K-P,1207228593974.3
INLR-ECO-ARM,845060015805,N/A,R-ECO-ARM,1207228594007.1
INGL-12V-12W-30K-BR,845060059021,12W,L-12V-12W-30K-BR,1207228655744.3
INGL-12V-12W-40K-BR,845060059038,12W,L-12V-12W-40K-BR,1207228655768.6
INGL-12V-12W-50K-BR,845060059045,12W,L-12V-12W-50K-BR,1207228655778.6
INGL-12V-24W-30K-BR,845060059052,24W,L-12V-24W-30K-BR,1207228655788.6
INGL-12V-24W-40K-BR,845060059069,24W,L-12V-24W-40K-BR,1207228655812.9
INGL-12V-24W-50K-BR,845060059076,24W,L-12V-24W-50K-BR,1207228655822.9
INGL-12W-30K-BR,845060059083,12W,L-12W-30K-BR,1207228655832.9
INGL-12W-40K-BR,845060059090,12W,L-12W-40K-BR,1207228655842.9
INGL-12W-50K-BR,845060059106,12W,L-12W-50K-BR,1207228655865.7
INGL-24W-30K-BR,845060059113,24W,L-24W-30K-BR,1207228655875.7
INGL-24W-40K-BR,845060059120,24W,L-24W-40K-BR,1207228655885.7
INGL-24W-50K-BR,845060059137,24W,L-24W-50K-BR,1207228655910
INGL-MCTP-BK,845060059151,"20W MAX.",L-MCTP-BK,1207228655930
INGL-MCTP-BR,845060059144,"20W MAX.",L-MCTP-BR,1207228655920
INGL-MCTP-WH,845060059168,"20W MAX.",L-MCTP-WH,1207228655954.3
INFLD2-15CW-KN-WH,845060008302,15W,LD2-15CW-KN-WH,1207228583288.6
INFLD2-15CW-KN-GRN,845060004397,15W,LD2-15CW-KN-GRN,1207228577710
INFLD2-15WW-KN-GRN,845060004403,15W,LD2-15WW-KN-GRN,1207228577718.6
INFLD2-50CW-KN,845060005004,50W,LD2-50CW-KN,1207228578577.1
INFLD2-50WW-KN,845060005011,50W,LD2-50WW-KN,1207228578587.1
INFLD2-15CW-TR,845060002966,15W,LD2-15CW-TR,1207228575665.7
INFLD2-15WW-TR,845060002973,15W,LD2-15WW-TR,1207228575675.7
INFLD2-28CW-TR,845060002980,28W,LD2-28CW-TR,1207228575685.7
INFLD2-28WW-TR,845060002997,28W,LD2-28WW-TR,1207228575710
INFLD2-42CW-TR,845060003000,42W,LD2-42CW-TR,1207228575714.3
INFLD2-42WW-TR,845060003147,42W,LD2-42WW-TR,1207228575924.3
INLF12-6W-27K-KN,845060049374,6W,F12-6W-27K-KN,1207228641962.9
INLF12-6W-30K-KN,845060048728,6W,F12-6W-30K-KN,1207228641040
INLF12-6W-40K-KN,845060048735,6W,F12-6W-40K-KN,1207228641050
INLF12-6W-50K-KN,845060048742,6W,F12-6W-50K-KN,1207228641060
INLF12-6W-RGBW-KN,845060048759,6W,F12-6W-RGBW-KN,1207228641084.3
INWMC-DL-15W-50K-BN,845060004939,15W,MC-DL-15W-50K-BN,1207228578484.3
INWMCL-UDL-MCT-BN,845060052336,40W,MCL-UDL-MCT-BN,1207228646194.3
INWMCL-UDL-MCT-BR,845060052329,40W,MCL-UDL-MCT-BR,1207228646184.3
INWMCS-UDL-MCT-BN-DT,845060052350,24W,MCS-UDL-MCT-BN-DT,1207228646214.3
INWMCS-UDL-MCT-BR-DT,845060052343,24W,MCS-UDL-MCT-BR-DT,1207228646204.3
INLDS-12W-30K-D,845060012705,12W,DS-12W-30K-D,1207228589578.6
INLDS-12W-40K-D,845060012712,12W,DS-12W-40K-D,1207228589588.6
INLRS-A-30K-PC,845060019582,12W,RS-A-30K-PC,1207228599402.9
INLRS-A-40K-PC,845060019599,12W,RS-A-40K-PC,1207228599427.1
INLRS-B-30K-PC,845060019605,6W,RS-B-30K-PC,1207228599435.7
INLRS-B-40K-PC,845060019612,6W,RS-B-40K-PC,1207228599445.7
INLRS-C-30K-D,845060019629,12W,RS-C-30K-D,1207228599470
INLRS-C-40K-D,845060019636,12W,RS-C-40K-D,1207228599480
INLRS-D-30K-D,845060019643,12W,RS-D-30K-D,1207228599490
INLRS-D-40K-D,845060019650,12W,RS-D-40K-D,1207228599500
INPML-MCT-BK,845060052367,12W,ML-MCT-BK,1207228646238.6
INPML-BASE-BK,845060058444,N/A,ML-BASE-BK,1207228654920
INLGP-42W-50K,845060017823,42W,GP-42W-50K,1207228596890
INLGP-42W-40K,845060017830,42W,GP-42W-40K,1207228596900
INLGP-42W-30K,845060017816,42W,GP-42W-30K,1207228596880
INLGP-100W-50K,845060017854,100W,GP-100W-50K,1207228596934.3
INLGP-100W-40K,845060017861,100W,GP-100W-40K,1207228596944.3
INLGP-100W-30K,845060017847,100W,GP-100W-30K,1207228596924.3
INLGP-EXTARM,845060017885,N/A,GP-EXTARM,1207228596978.6
INLGP-A2,845060017878,N/A,GP-A2,1207228596968.6
INSL-20W-50K-BZ-P,845060015683,20W,L-20W-50K-BZ-P,1207228593832.9
INSL-20W-30K-BZ-P,845060015676,20W,L-20W-30K-BZ-P,1207228593822.9
INSL-20W-50K-WH-P,845060015706,20W,L-20W-50K-WH-P,1207228593865.7
INSL-20W-30K-WH-P,845060015690,20W,L-20W-30K-WH-P,1207228593842.9
INSL-30W-50K-BZ-P,845060015720,30W,L-30W-50K-BZ-P,1207228593885.7
INSL-30W-30K-BZ-P,845060015713,30W,L-30W-30K-BZ-P,1207228593875.7
INSL-30W-50K-WH-P,845060015744,30W,L-30W-50K-WH-P,1207228593920
INSL-30W-30K-WH-P,845060015737,30W,L-30W-30K-WH-P,1207228593910
INSL-10W-50K-BZ-D,845060023596,10W,L-10W-50K-BZ-D,1207228605137.1
INSL-10W-30K-BZ-D,845060023589,10W,L-10W-30K-BZ-D,1207228605127.1
INSL-20W-50K-BZ-D,845060020489,20W,L-20W-50K-BZ-D,1207228600698.6
INSL-20W-30K-BZ-D,845060020472,20W,L-20W-30K-BZ-D,1207228600674.3
INSL-30W-50K-BZ-D,845060020526,30W,L-30W-50K-BZ-D,1207228600751.4
INSL-30W-30K-BZ-D,845060020519,30W,L-30W-30K-BZ-D,1207228600741.4
INSL-10W-50K-WH-D,845060023626,10W,L-10W-50K-WH-D,1207228605180
INSL-10W-30K-WH-D,845060023619,10W,L-10W-30K-WH-D,1207228605170
INSL-20W-50K-WH-D,845060020502,20W,L-20W-50K-WH-D,1207228600717.1
INSL-20W-30K-WH-D,845060020496,20W,L-20W-30K-WH-D,1207228600708.6
INSL-30W-50K-WH-D,845060020540,30W,L-30W-50K-WH-D,1207228600771.4
INSL-30W-30K-WH-D,845060020533,30W,L-30W-30K-WH-D,1207228600761.4
INSL-28W-50K-BZ-P,845060015645,28W,L-28W-50K-BZ-P,1207228593778.6
INSL-28W-30K-BZ-P,845060015638,28W,L-28W-30K-BZ-P,1207228593768.6
INSL-28W-50K-WH-P,845060015669,28W,L-28W-50K-WH-P,1207228593812.9
INSL-28W-30K-WH-P,845060015652,28W,L-28W-30K-WH-P,1207228593788.6
INSL-28W-50K-BZ-D,845060020441,28W,L-28W-50K-BZ-D,1207228600630
INSL-28W-30K-BZ-D,845060020434,28W,L-28W-30K-BZ-D,1207228600620
INSL-40W-50K-BZ-D,845060020564,40W,L-40W-50K-BZ-D,1207228600805.7
INSL-40W-30K-BZ-D,845060020557,40W,L-40W-30K-BZ-D,1207228600795.7
