sku,cost-USD,mpn,price-USD,product_name,description,item_weight,item_weight-unit
RP-1052BN-RW," $72.40 ",1052BN-RW,
RP-1052BN-WT," $72.40 ",1052BN-WT,
RP-1052BN-WW," $72.40 ",1052BN-WW,
RP-1052MBK-MBK," $72.40 ",1052MBK-MBK,
RP-1052OB-WT," $72.40 ",1052OB-WT,
RP-1052WW-WW," $72.40 ",1052WW-WW,
RP-1053BN-NM," $59.15 ",1053BN-NM,
RP-1053WW-WW," $57.10 ",1053WW-WW,
RP-1054BN-NM," $59.15 ",1054BN-NM,
RP-1054OB-WT," $40.00 ",1054OB-WT,
RP-1054WW-WW," $57.10 ",1054WW-WW,
RP-1055OB-WT-D," $93.00 ",1055OB-WT-D,
RP-1057BN-BN-L," $110.15 ",1057BN-BN-L,
RP-1057BN-WT-L," $110.15 ",1057BN-WT-L,
RP-1057MBK-L," $110.15 ",1057MBK-L,
RP-1057MWW-L," $110.15 ",1057MWW-L,
RP-1057OB-WT-L," $110.15 ",1057OB-WT-L,
RP-1060BK-BK," $133.60 ",1060BK-BK,
RP-1060BN-BN," $139.75 ",1060BN-BN,
RP-1060LED-BK-BK," $158.10 ",1060LED-BK-BK,
RP-1060LED-BN-BN," $166.25 ",1060LED-BN-BN,
RP-1060LED-MBK-MBK," $158.10 ",1060LED-MBK-MBK,
RP-1060LED-OB-OB," $166.25 ",1060LED-OB-OB,
RP-1060LED-WW-WW," $158.10 ",1060LED-WW-WW,
RP-1060MBK-MBK," $133.60 ",1060MBK-MBK,
RP-1060OB-OB," $139.75 ",1060OB-OB,
RP-1060WW-WW," $133.60 ",1060WW-WW,
RP-1062-1BN-NM," $70.40 ",1062-1BN-NM,
RP-1062-1OB-WT," $70.40 ",1062-1OB-WT,
RP-1062-1WW-WW," $68.35 ",1062-1WW-WW,
RP-1063-1BN-NM," $48.95 ",1063-1BN-NM,
RP-1063-1OB-WT," $48.95 ",1063-1OB-WT,
RP-1063-1WW-WW," $46.90 ",1063-1WW-WW,
RP-1064-1BN-NM," $48.95 ",1064-1BN-NM,
RP-1064-1OB-WT," $48.95 ",1064-1OB-WT,
RP-1064-1WW-WW," $46.90 ",1064-1WW-WW,
RP-1065BN-BN," $86.70 ",1065BN-BN,
RP-1065BN-WT," $86.70 ",1065BN-WT,
RP-1065LED-BN-BN," $122.40 ",1065LED-BN-BN,
RP-1065LED-BN-WT," $122.40 ",1065LED-BN-WT,
RP-1065LED-MBK-MBK," $122.40 ",1065LED-MBK-MBK,
RP-1065LED-OB-WT," $122.40 ",1065LED-OB-WT,
RP-1065LED-WW-WW," $122.40 ",1065LED-WW-WW,
RP-1065MBK-MBK," $86.70 ",1065MBK-MBK,
RP-1065OB-WT," $86.70 ",1065OB-WT,
RP-1065WW-WW," $86.70 ",1065WW-WW,
RP-1067BP-BP," $127.50 ",1067BP-BP,
RP-1067MBK-MBK," $127.50 ",1067MBK-MBK,
RP-1067OB-OB," $127.50 ",1067OB-OB,
RP-1067WW-WW," $127.50 ",1067WW-WW,
RP-1068BP-BP," $133.60 ",1068BP-BP,
RP-1068MBK-MBK," $133.60 ",1068MBK-MBK,
RP-1068OB-OB," $133.60 ",1068OB-OB,
RP-1068WW-WW," $133.60 ",1068WW-WW,
RP-1069BP-BP," $140.75 ",1069BP-BP,
RP-1069MBK-MBK," $140.75 ",1069MBK-MBK,
RP-1069OB-OB," $140.75 ",1069OB-OB,
RP-1069WW-WW," $140.75 ",1069WW-WW,
RP-1070W-BP-BP-WC," $382.50 ",1070W-BP-BP-WC,
RP-1070W-OB-OB-WC," $382.50 ",1070W-OB-OB-WC,
RP-1070W-WW-WW-WC," $382.50 ",1070W-WW-WW-WC,
RP-1071BK-BK," $85.70 ",1071BK-BK,
RP-1071BN-BN," $85.70 ",1071BN-BN,
RP-1071BN-WT," $85.70 ",1071BN-WT,
RP-1071LED-BK-BK," $120.35 ",1071LED-BK-BK,
RP-1071LED-BN-BN," $120.35 ",1071LED-BN-BN,
RP-1071LED-BN-WT," $120.35 ",1071LED-BN-WT,
RP-1071LED-MBK-MBK," $120.35 ",1071LED-MBK-MBK,
RP-1071LED-OB-WT," $120.35 ",1071LED-OB-WT,
RP-1071LED-WW-WW," $120.35 ",1071LED-WW-WW,
RP-1071MBK-MBK," $85.70 ",1071MBK-MBK,
RP-1071OB-WT," $85.70 ",1071OB-WT,
RP-1071WW-WW," $85.70 ",1071WW-WW,
RP-1072BN-NM," $193.80 ",1072BN-NM,
RP-1072BN-NM-LK," $223.40 ",1072BN-NM-LK,
RP-1072BN-NM-PC," $193.80 ",1072BN-NM-PC,
RP-1072LED-BN-NM-PC," $223.40 ",1072LED-BN-NM-PC,
RP-1072LED-OB-WT-PC," $223.40 ",1072LED-OB-WT-PC,
RP-1072OB-WT-LK," $223.40 ",1072OB-WT-LK,
RP-1072OB-WT-PC," $193.80 ",1072OB-WT-PC,
RP-1073BN-NM-PC," $233.60 ",1073BN-NM-PC,
RP-1073LED-BN-NM-PC," $251.95 ",1073LED-BN-NM-PC,
RP-1073LED-OB-WT-PC," $251.95 ",1073LED-OB-WT-PC,
RP-1073OB-WT-PC," $233.60 ",1073OB-WT-PC,
RP-1074BN-BN," $84.65 ",1074BN-BN,
RP-1074BN-WT," $84.65 ",1074BN-WT,
RP-1074LED-BN-BN," $119.35 ",1074LED-BN-BN,
RP-1074LED-BN-WT," $119.35 ",1074LED-BN-WT,
RP-1074LED-MBK-MBK," $119.35 ",1074LED-MBK-MBK,
RP-1074LED-OB-WT," $119.35 ",1074LED-OB-WT,
RP-1074LED-WW-WW," $119.35 ",1074LED-WW-WW,
RP-1074MBK-MBK," $84.65 ",1074MBK-MBK,
RP-1074OB-WT," $84.65 ",1074OB-WT,
RP-1074WW-WW," $84.65 ",1074WW-WW,
RP-1075OB-D," $70.00 ",1075OB-D,
RP-1078BK-BK-E26-L," $129.55 ",1078BK-BK-E26-L,
RP-1078BN-BN-E26-L," $129.55 ",1078BN-BN-E26-L,
RP-1078LED-BK-BK," $157.10 ",1078LED-BK-BK,
RP-1078LED-BN-BN," $157.10 ",1078LED-BN-BN,
RP-1078LED-MBK-MBK," $157.10 ",1078LED-MBK-MBK,
RP-1078LED-OB-OB," $157.10 ",1078LED-OB-OB,
RP-1078LED-WW-WW," $155.05 ",1078LED-WW-WW,
RP-1078OB-OB-E26-L," $129.55 ",1078OB-OB-E26-L,
RP-1078WW-WW-E26-L," $127.50 ",1078WW-WW-E26-L,
RP-1079BK-BK-E26-L," $128.50 ",1079BK-BK-E26-L,
RP-1079BN-BN-E26-L," $128.50 ",1079BN-BN-E26-L,
RP-1079LED-BK-BK," $155.05 ",1079LED-BK-BK,
RP-1079LED-BN-BN," $155.05 ",1079LED-BN-BN,
RP-1079LED-BN-WT," $155.05 ",1079LED-BN-WT,
RP-1079LED-MBK-MBK," $155.05 ",1079LED-MBK-MBK,
RP-1079LED-MODULE," $17.35 ",1079LED-MODULE,
RP-1079LED-OB-OB," $155.05 ",1079LED-OB-OB,
RP-1079LED-WW-WW," $153.00 ",1079LED-WW-WW,
RP-1079MBK-MBK-E26-L," $128.50 ",1079MBK-MBK-E26-L,
RP-1079OB-OB-E26-L," $128.50 ",1079OB-OB-E26-L,
RP-1079WW-WW-E26-L," $128.50 ",1079WW-WW-E26-L,
RP-1080W-BP-BP-WC," $459.00 ",1080W-BP-BP-WC,
RP-1080W-OB-OB-WC," $459.00 ",1080W-OB-OB-WC,
RP-1080W-WW-WW-WC," $459.00 ",1080W-WW-WW-WC,
RP-1088LED-OB-WT," $393.70 ",1088LED-OB-WT,
RP-1088OB-WT," $367.20 ",1088OB-WT,
RP-1091BA-BA," $76.50 ",1091BA-BA,
RP-1091WW-WW," $72.40 ",1091WW-WW,
RP-14FK-D," $14.17 ",14FK-D,
RP-1RP18BK-D," $12.50 ",1RP18BK-D,
RP-1RP18BK-ES," $42.85 ",1RP18BK-ES,
RP-1RP18BK-SG-ES," $42.85 ",1RP18BK-SG-ES,
RP-1RP18BN-ES," $42.85 ",1RP18BN-ES,
RP-1RP18BN-SG-ES," $42.85 ",1RP18BN-SG-ES,
RP-1RP18LED-OB-D," $32.50 ",1RP18LED-OB-D,
RP-1RP18LED-WW-D," $36.00 ",1RP18LED-WW-D,
RP-1RP18OB-ES," $42.85 ",1RP18OB-ES,
RP-1RP18OB-SG-ES," $42.85 ",1RP18OB-SG-ES,
RP-1RP18WW-ES," $42.85 ",1RP18WW-ES,
RP-1RP18WW-SG-ES," $42.85 ",1RP18WW-SG-ES,
RP-1RP19BN-D," $17.32 ",1RP19BN-D,
RP-1RP19LED-BN-D," $17.30 ",1RP19LED-BN-D,
RP-1RP19LED-OB-D," $17.30 ",1RP19LED-OB-D,
RP-1RP19LED-WW-D," $17.30 ",1RP19LED-WW-D,
RP-1RP19OB-D," $17.32 ",1RP19OB-D,
RP-1RP19WW-D," $17.32 ",1RP19WW-D,
RP-1RP220OB-D," $7.00 ",1RP220OB-D,
RP-1RP220WW-D," $7.00 ",1RP220WW-D,
RP-1RP22BN-ES," $38.15 ",1RP22BN-ES,
RP-1RP22WW-ES," $38.15 ",1RP22WW-ES,
RP-1RP27BP-D," $18.00 ",1RP27BP-D,
RP-1RP27MBK-D," $18.00 ",1RP27MBK-D,
RP-1RP27OB-D," $18.00 ",1RP27OB-D,
RP-1RP28BP-E26-L," $48.95 ",1RP28BP-E26-L,
RP-1RP28MBK-E26-L," $48.95 ",1RP28MBK-E26-L,
RP-1RP28OB-D," $26.00 ",1RP28OB-D,
RP-1RP28OB-E26-L," $48.95 ",1RP28OB-E26-L,
RP-1RP28WW-E26-L," $48.95 ",1RP28WW-E26-L,
RP-1RP31BN-LED," $40.80 ",1RP31BN-LED,
RP-1RP31OB-LED," $25.00 ",1RP31OB-LED,
RP-1RP31WW-LED," $40.80 ",1RP31WW-LED,
RP-1RP32BK-LED," $36.10 ",1RP32BK-LED,
RP-1RP32BN-LED," $36.10 ",1RP32BN-LED,
RP-1RP32OB-LED," $25.00 ",1RP32OB-LED,
RP-1RP32WW-LED," $36.10 ",1RP32WW-LED,
RP-1RP69LED-BP," $36.10 ",1RP69LED-BP,
RP-1RP69LED-MBK," $36.10 ",1RP69LED-MBK,
RP-1RP69LED-OB," $36.10 ",1RP69LED-OB,
RP-1RP69LED-WW," $36.10 ",1RP69LED-WW,
RP-1RP81OB-E26-D," $7.00 ",1RP81OB-E26-D,
RP-1RP81WW-D," $7.00 ",1RP81WW-D,
RP-1RP82BN-ES," $33.65 ",1RP82BN-ES,
RP-1RP82MBK-ES," $33.65 ",1RP82MBK-ES,
RP-1RP82OB-E26-D," $7.00 ",1RP82OB-E26-D,
RP-1RP82OB-ES," $33.65 ",1RP82OB-ES,
RP-1RP82WW-D," $7.00 ",1RP82WW-D,
RP-1RP82WW-ES," $33.65 ",1RP82WW-ES,
RP-1RP83BN-LED," $36.10 ",1RP83BN-LED,
RP-1RP83OB-LED," $36.10 ",1RP83OB-LED,
RP-1RP83WW-LED," $36.10 ",1RP83WW-LED,
RP-1RP84BK-LED," $41.80 ",1RP84BK-LED,
RP-1RP84BN-LED," $41.80 ",1RP84BN-LED,
RP-1RP84OB-LED," $41.80 ",1RP84OB-LED,
RP-1RP84WW-LED," $41.80 ",1RP84WW-LED,
RP-1RP88LED-BK," $15.00 ",1RP88LED-BK,
RP-1RP88LED-BN," $29.90 ",1RP88LED-BN,
RP-1RP88LED-OB," $29.90 ",1RP88LED-OB,
RP-1RP88LED-WW," $29.90 ",1RP88LED-WW,
RP-1RP89LED-BK," $15.00 ",1RP89LED-BK,
RP-1RP89LED-BN," $29.90 ",1RP89LED-BN,
RP-1RP89LED-OB," $29.90 ",1RP89LED-OB,
RP-1RP89LED-WW," $15.00 ",1RP89LED-WW,
RP-1RP8BK-ES," $15.00 ",1RP8BK-ES,
RP-1RP8BN-ES," $39.80 ",1RP8BN-ES,
RP-1RP8MBK-ES," $39.80 ",1RP8MBK-ES,
RP-1RP8OB-ES," $39.80 ",1RP8OB-ES,
RP-1RP8WW-ES," $39.80 ",1RP8WW-ES,
RP-2004CG," $2.25 ",2004CG,
RP-2004FG," $2.25 ",2004FG,
RP-2015CG," $2.25 ",2015CG,
RP-2015FG," $2.25 ",2015FG,
RP-2021G," $4.20 ",2021G,
RP-2061G," $3.15 ",2061G,
RP-24FK-D," $15.61 ",24FK-D,
RP-24SMK-D," $17.76 ",24SMK-D,
RP-3001G," $9.30 ",3001G,
RP-4115DM-WH," $79.55 ",4115DM-WH,
RP-4115DM-WH-EM," $169.30 ",4115DM-WH-EM,
RP-4115DM-WH-OS," $147.90 ",4115DM-WH-OS,
RP-4115DM-WH-OS-EM," $237.65 ",4115DM-WH-OS-EM,
RP-4115WH," $68.35 ",4115WH,
RP-4115WH-EM," $185.65 ",4115WH-EM,
RP-4115WH-OS," $128.50 ",4115WH-OS,
RP-4115WH-OS-EM," $207.05 ",4115WH-OS-EM,
"RP-4116DM-WH 1"," $130.55 ","4116DM-WH 1",
"RP-4116DM-WH-EM 1"," $236.65 ","4116DM-WH-EM 1",
"RP-4116DM-WH-OS 1"," $190.75 ","4116DM-WH-OS 1",
"RP-4116DM-WH-OS-EM 1"," $298.85 ","4116DM-WH-OS-EM 1",
RP-4116WH-EM," $237.65 ",4116WH-EM,
RP-4116WH-OS," $169.30 ",4116WH-OS,
RP-4116WH-OS-EM," $266.20 ",4116WH-OS-EM,
RP-4117-1-WH-35-4K," $80.60 ",4117-1-WH-35-4K,
RP-4117-1-WH-35-4K-EM," $198.90 ",4117-1-WH-35-4K-EM,
RP-4117-1-WH-35-4K-MS," $120.35 ",4117-1-WH-35-4K-MS,
RP-4117-1-WH-35-4K-MS-EM," $241.75 ",4117-1-WH-35-4K-MS-EM,
RP-4117-1-WH-50-4K," $96.90 ",4117-1-WH-50-4K,
RP-4117-1-WH-50-4K-EM," $215.20 ",4117-1-WH-50-4K-EM,
RP-4117-1-WH-50-4K-MS," $138.70 ",4117-1-WH-50-4K-MS,
RP-4117-1-WH-50-4K-MS-EM," $258.05 ",4117-1-WH-50-4K-MS-EM,
RP-4117-1-WH-70-4K," $127.50 ",4117-1-WH-70-4K,
RP-4117-1-WH-70-4K-EM," $246.85 ",4117-1-WH-70-4K-EM,
RP-4117-1-WH-70-4K-MS," $170.35 ",4117-1-WH-70-4K-MS,
RP-4117-1-WH-70-4K-MS-EM," $289.70 ",4117-1-WH-70-4K-MS-EM,
RP-4120WH-20-4K-MS," $89.75 ",4120WH-20-4K-MS,
RP-4201BA-ES-D," $15.90 ",4201BA-ES-D,
RP-4203BA-D," $25.00 ",4203BA-D,
RP-4204WH," $113.20 ",4204WH,
RP-4217WH-EM," $263.15 ",4217WH-EM,
RP-4217WH-OS," $191.75 ",4217WH-OS,
RP-4217WH-OS-EM," $347.80 ",4217WH-OS-EM,
RP-4218WH-EM," $303.95 ",4218WH-EM,
RP-4218WH-MS," $246.85 ",4218WH-MS,
RP-4218WH-MS-EM," $378.40 ",4218WH-MS-EM,
RP-4309WH-1," $39.15 ",4309WH-1,
RP-4310WH-1," $58.15 ",4310WH-1,
RP-4310WH-1-EM," $160.15 ",4310WH-1-EM,
RP-4310WH-EM," $152.00 ",4310WH-EM,
RP-4311WH-1," $31.60 ",4311WH-1,
RP-4312WH-1," $39.15 ",4312WH-1,
RP-4312WH-1-EM," $141.80 ",4312WH-1-EM,
RP-4313-1-30-BN," $46.90 ",4313-1-30-BN,
RP-4313-1-30-BN-EM," $82.60 ",4313-1-30-BN-EM,
RP-4313-1-30-OB," $46.90 ",4313-1-30-OB,
RP-4313-1-30-OB-EM," $82.60 ",4313-1-30-OB-EM,
RP-4313-1-30-WH," $46.90 ",4313-1-30-WH,
RP-4313-1-30-WH-EM," $81.60 ",4313-1-30-WH-EM,
RP-4313-30-BN-EM-D," $64.00 ",4313-30-BN-EM-D,
RP-4314-1-30-BN," $65.30 ",4314-1-30-BN,
RP-4314-1-30-BN-EM," $150.95 ",4314-1-30-BN-EM,
RP-4314-1-30-OB," $64.25 ",4314-1-30-OB,
RP-4314-1-30-OB-EM," $150.95 ",4314-1-30-OB-EM,
RP-4314-1-30-WH," $61.20 ",4314-1-30-WH,
RP-4314-1-30-WH-EM," $150.95 ",4314-1-30-WH-EM,
RP-4314-30-OB-D," $30.00 ",4314-30-OB-D,
RP-4318-1-30-BN," $90.80 ",4318-1-30-BN,
RP-4318-1-30-BN-EM," $158.10 ",4318-1-30-BN-EM,
RP-4318-1-30-OB," $90.80 ",4318-1-30-OB,
RP-4318-1-30-OB-EM," $158.10 ",4318-1-30-OB-EM,
RP-4318-1-30-WH," $88.75 ",4318-1-30-WH,
RP-4318-1-30-WH-EM," $156.05 ",4318-1-30-WH-EM,
RP-4319BN," $124.45 ",4319BN,
RP-4320WH-D," $10.00 ",4320WH-D,
RP-4322WH-D," $12.00 ",4322WH-D,
RP-4325D-1-30-BN," $37.15 ",4325D-1-30-BN,
RP-4325D-1-30-BN-EM," $110.15 ",4325D-1-30-BN-EM,
RP-4325D-1-30-OB," $37.15 ",4325D-1-30-OB,
RP-4325D-1-30-OB-EM," $110.15 ",4325D-1-30-OB-EM,
RP-4325D-1-30-WH," $37.15 ",4325D-1-30-WH,
RP-4325D-1-30-WH-EM," $110.15 ",4325D-1-30-WH-EM,
RP-4325D-30-BN-EM-D," $85.00 ",4325D-30-BN-EM-D,
RP-4326D-1-30-BN," $56.10 ",4326D-1-30-BN,
RP-4326D-1-30-BN-EM," $143.80 ",4326D-1-30-BN-EM,
RP-4326D-1-30-OB," $56.10 ",4326D-1-30-OB,
RP-4326D-1-30-OB-EM," $143.80 ",4326D-1-30-OB-EM,
RP-4326D-1-30-WH," $56.10 ",4326D-1-30-WH,
RP-4326D-1-30-WH-EM," $143.80 ",4326D-1-30-WH-EM,
