sku,mpn,brand_name,family,msrp-USD,msrp-USD,Retail-USD,mpn,price-USD,product_name,description,item_weight,item_weight-unit
INA19-40PK-9W-30K-D,845060002157,9W,700LM,3000K,122.78,105.74,19-40PK-9W-30K-D,
INA19-40PK-9W-30K-D,845060002157,9W,700LM,3000K,122.78,105.74,19-40PK-9W-30K-D,
INA-41-S,845060042481,N/A,N/A,N/A,12.78,11.74,-41-S,
INA-41-S,845060042481,N/A,N/A,N/A,12.78,11.74,-41-S,
INA-41-BR,845060042498,N/A,N/A,N/A,5.38,4.87,-41-BR,
INA-41-BR,845060042498,N/A,N/A,N/A,5.38,4.87,-41-BR,
INA-41-BK,845060042504,N/A,N/A,N/A,5.38,4.87,-41-BK,
INA-41-BK,845060042504,N/A,N/A,N/A,5.38,4.87,-41-BK,
