sku,price-USD,price-USD,mpn,price-USD
SDL4-MCT5,10W,27K/30K/35K/40K/50K,
RSL4-APD-MCT5,10W,27K/30K/35K/40K/50K,
RDL4-ST-MCT5,10W,27K/30K/35K/40K/50K,
