sku,msrp-USD,price-USD,mpn,price-USD,product_name,description,item_weight,item_weight-unit
INLWA-12CW,58.78,12W,WA-12CW,
INLWA-12CW,58.78,12W,WA-12CW,
INLWA-12CW,58.78,12W,WA-12CW,
INLWA-12CW,58.78,12W,WA-12CW,
INLWA-12CW,58.78,12W,WA-12CW,
INLWA-12WW,58.78,12W,WA-12WW,
INLWA-12WW,58.78,12W,WA-12WW,
INLWA-12WW,58.78,12W,WA-12WW,
INLWA-12WW,58.78,12W,WA-12WW,
INLWA-12WW,58.78,12W,WA-12WW,
INLWA-20NW,92.78,20W,WA-20NW,
INLWA-20NW,92.78,20W,WA-20NW,
INLWA-20NW,92.78,20W,WA-20NW,
INLWA-20NW,92.78,20W,WA-20NW,
INLWA-20NW,92.78,20W,WA-20NW,
INLWA-80NW,223.78,80W,WA-80NW,
INLWA-80NW,223.78,80W,WA-80NW,
INLWA-80NW,223.78,80W,WA-80NW,
INLWA-80NW,223.78,80W,WA-80NW,
INLWA-80NW,223.78,80W,WA-80NW,
INLWA-80WW,223.78,80W,WA-80WW,
INLWA-80WW,223.78,80W,WA-80WW,
INLWA-80WW,223.78,80W,WA-80WW,
INLWA-80WW,223.78,80W,WA-80WW,
INLWA-80WW,223.78,80W,WA-80WW,
INLWA-120NW,261.78,120W,WA-120NW,
INLWA-120NW,261.78,120W,WA-120NW,
INLWA-120NW,261.78,120W,WA-120NW,
INLWA-120NW,261.78,120W,WA-120NW,
INLWA-120NW,261.78,120W,WA-120NW,
INLWA-120WW,261.78,120W,WA-120WW,
INLWA-120WW,261.78,120W,WA-120WW,
INLWA-120WW,261.78,120W,WA-120WW,
INLWA-120WW,261.78,120W,WA-120WW,
INLWA-120WW,261.78,120W,WA-120WW,
INLWA-12CW-WH,95.78,12W,WA-12CW-WH,
INLWA-12CW-WH,95.78,12W,WA-12CW-WH,
INLWA-12CW-WH,95.78,12W,WA-12CW-WH,
INLWA-12CW-WH,95.78,12W,WA-12CW-WH,
INLWA-12CW-WH,95.78,12W,WA-12CW-WH,
INLWA-12WW-WH,95.78,12W,WA-12WW-WH,
INLWA-12WW-WH,95.78,12W,WA-12WW-WH,
INLWA-12WW-WH,95.78,12W,WA-12WW-WH,
INLWA-12WW-WH,95.78,12W,WA-12WW-WH,
INLWA-12WW-WH,95.78,12W,WA-12WW-WH,
INLWA-20CW-WH,120.78,20W,WA-20CW-WH,
INLWA-20CW-WH,120.78,20W,WA-20CW-WH,
INLWA-20CW-WH,120.78,20W,WA-20CW-WH,
INLWA-20CW-WH,120.78,20W,WA-20CW-WH,
INLWA-20CW-WH,120.78,20W,WA-20CW-WH,
INLWA-20WW-WH,120.78,20W,WA-20WW-WH,
INLWA-20WW-WH,120.78,20W,WA-20WW-WH,
INLWA-20WW-WH,120.78,20W,WA-20WW-WH,
INLWA-20WW-WH,120.78,20W,WA-20WW-WH,
INLWA-20WW-WH,120.78,20W,WA-20WW-WH,
INLWA-30CW-WH,125.78,30W,WA-30CW-WH,
INLWA-30CW-WH,125.78,30W,WA-30CW-WH,
INLWA-30CW-WH,125.78,30W,WA-30CW-WH,
INLWA-30CW-WH,125.78,30W,WA-30CW-WH,
INLWA-30CW-WH,125.78,30W,WA-30CW-WH,
INLWA-30WW-WH,125.78,30W,WA-30WW-WH,
INLWA-30WW-WH,125.78,30W,WA-30WW-WH,
INLWA-30WW-WH,125.78,30W,WA-30WW-WH,
INLWA-30WW-WH,125.78,30W,WA-30WW-WH,
INLWA-30WW-WH,125.78,30W,WA-30WW-WH,
INLWA-50CW-WH,214.78,50W,WA-50CW-WH,
INLWA-50CW-WH,214.78,50W,WA-50CW-WH,
INLWA-50CW-WH,214.78,50W,WA-50CW-WH,
INLWA-50CW-WH,214.78,50W,WA-50CW-WH,
INLWA-50CW-WH,214.78,50W,WA-50CW-WH,
INLWA-50WW-WH,214.78,50W,WA-50WW-WH,
INLWA-50WW-WH,214.78,50W,WA-50WW-WH,
INLWA-50WW-WH,214.78,50W,WA-50WW-WH,
INLWA-50WW-WH,214.78,50W,WA-50WW-WH,
INLWA-50WW-WH,214.78,50W,WA-50WW-WH,
INLWA-SH1,18.78,N/A,WA-SH1,
INLWA-SH1,18.78,N/A,WA-SH1,
INLWA-SH1,18.78,N/A,WA-SH1,
INLWA-SH1,18.78,N/A,WA-SH1,
