SKU,family_count,family
AEL-LCS8,2,"Color Temperature (CCT),Wattage Options"
AEL-LCS4,2,"Color Temperature (CCT),Wattage Options"
AEL-LSCDR,2,"Color Temperature (CCT),Wattage & Lumen Options"
AEL-LMWHB,2,"Color Temperature (CCT),Wattage Options"
AEL-LUFOHBRS,2,"Wattage Options,Color Temperature (CCT)"
AEL-LUFOHB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ELI-E1BPL2-H30D,1,"Color Temperature (CCT)"
ELI-E1BPL1-H30D,1,"Color Temperature (CCT)"
DG-SWPPCQF1X23U,1,"Color Temperature (CCT)"
DG-SWPQF1X23,3,"Voltage Options,Color Temperature (CCT),Lens Options"
LT-LED-ARFK12-UZTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LEDH-SR6P-UTD,4,"Pendant Mounting Kit,Wattage Options,Color Temperature (CCT),Finish Options"
DG-HLV1AVQ,3,"Wattage Options,Color Temperature (CCT),Lens Options"
DG-HLV1AHQ,3,"Wattage Options,Color Temperature (CCT),Lens Options"
JI-ZY-HB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
AEL-LVTP8,2,"Color Temperature (CCT),Wattage Options"
DG-MWPQF1X41,3,"Voltage Options,Color Temperature (CCT),Lens Options"
DG-LWPQF1X58,3,"Voltage Options,Color Temperature (CCT),Lens Options"
DG-SACCORDQF1X37,2,"Voltage Options,Color Temperature (CCT)"
DG-LACCORDQF1X58,1,"Voltage Options"
DG-WPDLED14D5K,1,"Finish Options"
DG-BRAVOQF1X33,1,"Voltage Options"
DG-WPC12Q,3,"Wattage & Optics Options,Voltage Options,Color Temperature (CCT)"
AEL-LHBE,2,"Wattage Options,Color Temperature (CCT)"
AEL-LBSL8,2,"Color Temperature (CCT),Wattage Options"
DG-MWPCOQ,3,"Wattage & Optics Options,Optics Options,Lens Options"
AEL-LBSL4,2,"Color Temperature (CCT),Wattage Options"
AEL-LBSL2,1,"Color Temperature (CCT)"
AEL-LRHB4,2,"Color Temperature (CCT),Wattage Options"
AEL-LRHB2,2,"Color Temperature (CCT),Wattage Options"
DG-LWPCOQF1X56U,1,"Color Temperature (CCT)"
DG-FBWPGFQF1X23,3,"Voltage Options,Color Temperature (CCT),Finish Options"
AEL-LFHB,2,"Color Temperature (CCT),Wattage Options"
DG-FBWPHCQF1X23,3,"Voltage Options,Color Temperature (CCT),Finish Options"
DG-FBWPOFQF1X23,2,"Voltage Options,Finish Options"
ELI-E4PL4A36D,1,"Color Temperature (CCT)"
AEL-LHBA4,2,"Wattage Options,Color Temperature (CCT)"
DG-9X9QF1X23U,3,"Color Temperature (CCT),Lens Options,Finish Options"
AEL-LHBA,2,"Wattage Options,Color Temperature (CCT)"
AEL-LELV4,2,"Color Temperature (CCT),Wattage & Lumen Options"
ELI-E4OA06D,1,"Color Temperature (CCT)"
ELI-E4OA09D,1,"Color Temperature (CCT)"
AEL-LELV2,2,"Color Temperature (CCT),Wattage Options"
AEL-LCBD4,1,"Color Temperature (CCT)"
ELI-E3EA06DA,1,"Color Temperature (CCT)"
AEL-LCBD2,1,"Color Temperature (CCT)"
ELI-E3EA09DA,1,"Color Temperature (CCT)"
AEL-LELL4,2,"Color Temperature (CCT),Wattage Options"
ELI-ELY11D-CASE25,1,"Color Temperature (CCT)"
ELI-ELY18D-CASE6,1,"Color Temperature (CCT)"
ELI-E3B310D,1,"Color Temperature (CCT)"
AEL-LELL2,2,"Color Temperature (CCT),Wattage Options"
ELI-E3B414D-CASE10,1,"Color Temperature (CCT)"
AEL-LCDI4,2,"Color Temperature (CCT),Wattage Options"
ELI-ELY03,1,"Finish Options"
AEL-LCDI2,2,"Color Temperature (CCT),Wattage Options"
ELI-E2T8CG,1,"Color Temperature (CCT)"
AEL-LCDI1,2,"Color Temperature (CCT),Wattage Options"
ELI-E3SBH,1,"Wattage & Lumen Options"
AEL-C24,2,"Color Temperature (CCT),Wattage Options"
ELI-E2T8C,1,"Color Temperature (CCT)"
AEL-C22,1,"Color Temperature (CCT)"
AEL-C14,1,"Color Temperature (CCT)"
AEL-LTCWL4,2,"Color Temperature (CCT),Wattage Options"
ELI-ELYT82,1,"Color Temperature (CCT)"
ELI-E2DL11D6,1,"Color Temperature (CCT)"
AEL-LTCWL2,2,"Color Temperature (CCT),Wattage Options"
AEL-LTCWL1,2,"Color Temperature (CCT),Wattage Options"
AEL-LTC4,2,"Color Temperature (CCT),Wattage Options"
ELI-ELYVT,1,"Color Temperature (CCT)"
AEL-LTC2,2,"Color Temperature (CCT),Wattage Options"
AEL-LTC1,2,"Color Temperature (CCT),Wattage Options"
AEL-LTRB4,3,"Color Temperature (CCT),Wattage Options,Fixture Options"
TF-131A23212X1LN18W,1,"Color Temperature (CCT)"
TF-131A317X1LN15W,1,"Color Temperature (CCT)"
TF-131A417X1LN15W,1,"Color Temperature (CCT)"
T1-HBLED110,1,"Color Temperature (CCT)"
T1-SLED-424,1,"Color Temperature (CCT)"
T1-BLED,2,"Frame Size & Wattage Options,Color Temperature (CCT)"
T1-BLEDRTFK24/A/40,1,"Color Temperature (CCT)"
T1-WALED440-50,1,"Color Temperature (CCT)"
T1-DBLED,2,"Frame Size & Wattage Options,Color Temperature (CCT)"
HL-XAL,1,"Wattage & Lumen Options"
AEL-LTRB2,2,"Color Temperature (CCT),Wattage Options"
HL-MLWP,1,"Wattage & Lumen Options"
AEL-LTRB1,2,"Color Temperature (CCT),Wattage Options"
HL-LWP,1,"Wattage & Lumen Options"
HL-LEDMR,1,"Wattage & Lumen Options"
ELI-E1BPL4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ELI-E2HBDH,1,"Wattage & Lumen Options"
TF-T5050L24V,1,"Color Temperature (CCT)"
NL-NBAL-150W,1,"Color Temperature (CCT)"
NL-NBAL-100W,1,"Color Temperature (CCT)"
NL-NBAL-80W,1,"Color Temperature (CCT)"
NL-NBAL-25W,1,"Color Temperature (CCT)"
TF-LLLSR47L42W2488L,1,"Color Temperature (CCT)"
TF-LLLSR96L83W4976L,1,"Color Temperature (CCT)"
BL-BCLDLED4FT-42D,1,"Color temperature (CCT)"
BL-LEDS11,1,"Color Temperature (CCT)"
BL-LEDS14,1,"Color Temperature (CCT)"
BL-LEDR11,1,"Color Temperature (CCT)"
BL-LEDR14,1,"Color Temperature (CCT)"
BL-BVTPLED,2,"Fixture Wattage Options,Color Temperature (CCT)"
BL-LEDPNL2X2-40W,1,"Color Temperature (CCT)"
BL-LEDPNL1X4-40W,1,"Color Temperature (CCT)"
BL-LEDPNL2X4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-DKSWBMW24L,2,"Color Temperature (CCT),Finish Options"
TF-HBCA48L,2,"Wattage Options,Color Temperature (CCT)"
TF-HBCA96L,2,"Wattage Options,Color Temperature (CCT)"
TF-44RSF,2,"Select Lamp Options,Color Temperature (CCT)"
TF-44RS,2,"Select Lamp Options,Color Temperature (CCT)"
HLT,1,"Color Temperature (CCT)"
HU-S44-T-39,1,"Color Temperature (CCT)"
HU-S22-T-19,1,"Color Temperature (CCT)"
HU-S44M,1,"Wattage & Lumen Options"
TLI-FPE2X4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TLI-FPE2X2-L30.0-ZE-120-277V-MW,1,"Color Temperature (CCT)"
TLI-FPE1X4-L30.0-ZE-120-277V-MW,1,"Color Temperature (CCT)"
LT-LEDT-C34,2,"Finish Options,Trim Ring Finish"
LT-LEDT-C32,2,"Finish Options,Trim Ring Finish"
"SU-LFX/DISC/SCT/7.5""/15W/D",1,"Finish Options"
LT-LEDT-C44,3,"Color Temperature (CCT),Finish Options,Trim Ring Finish"
SU-LFX/SWP/75W,1,"Finish Options"
SU-LFX/WP/60W/MV/D,1,"Color Temperature (CCT)"
SU-LFX/WP/40W/MV/D,1,"Color Temperature (CCT)"
SU-LFX/TP/12W,1,"Color Temperature (CCT)"
LT-LEDT-C42,3,"Color Temperature (CCT),Finish Options,Trim Ring Finish"
SU-LFX/UD/SQ/30W,1,"Color Temperature (CCT)"
SU-LFX/R/UD/20W,1,"Color Temperature (CCT)"
SU-LFX/OSF/S/MS/24W,1,"Color Temperature (CCT)"
SU-LFX/OSF/R/MS/20W/50K,1,"Finish Options"
SU-T8/LED/FS/1.8W/E12/D/CL,1,"Color Temperature (CCT)"
SU-G40/LED/FS/8W/D/CL,1,"Color Temperature (CCT)"
SU-G30/LED/FS/8W/CL,1,"Color Temperature (CCT)"
SU-G25/LED/FS/6W/D/CL,1,"Color Temperature (CCT)"
LT-LEDQT-42-WH,3,"Color Temperature (CCT),Finish Options,Trim Ring Finish"
SU-G16.5/LED/FS/3W/E12/D/CL,1,"Color Temperature (CCT)"
PI-PT-T5-4FB-24W,1,"Color Temperature (CCT)"
SU-G16/LED/FS/3W/E26/D/CL,1,"Color Temperature (CCT)"
SU-CFC/LED/FS/5W/E12/D/CL,1,"Color Temperature (CCT)"
SU-CTC/LED/FS/5W/E12/D/CL,1,"Color Temperature (CCT)"
LT-LED-LFR4,2,"Color Temperature (CCT),Fixture Options"
SU-A19/LED/FS/4.5W,1,"Color Temperature (CCT)"
LT-LED-LFR56,2,"Color Temperature (CCT),Select Finish (Reflectors & Baffles)"
PI-PT-FLM1-50W-,1,"Color Temperature (CCT)"
PI-PT-FLM1-50W,1,"Color Temperature (CCT)"
LT-LED-LFR6DC,1,"Color Temperature (CCT)"
PI-PT-FLM1-30W-,1,"Color Temperature (CCT)"
LT-LEDH-NCR4ICAR,1,"Color Temperature (CCT)"
PI-PT-FLM1-30W,1,"Color Temperature (CCT)"
LT-LEDH-NCR5ICAR,1,"Color Temperature (CCT)"
PI-PT-FLM1-15W-,1,"Color Temperature (CCT)"
LT-LED-ARFK8-UTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
PI-PT-FLM1-15W,1,"Color Temperature (CCT)"
ML-CPYSA,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-VW-8LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LED-ARFK6-UZTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-VW-4LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LED-ARFK8-UZTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-VW-2LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
PI-PT-AL1-300W-50F,1,"Voltage Options"
LT-LEDH-CFK4ICA-G2-UTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKFSF-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LEDH-CFK6ICA-G2-UTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKFSF-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LEDH-CFK8ICA-G2-UTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKFSF-24LED12DMVFR,1,"Color Temperature (CCT)"
ML-RKBCR-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LEDH-CFK4ICA-G2-UZTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LEDH-CFK6ICA-G2-UZTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKBCR-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-LEDH-CFK8ICA-G2-UZTD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKDIS-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
HU-DZ3X-T-D-M,1,"Color Temperature (CCT)"
LT-HW-LEDH-AFK6,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKDIS-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-HW-LEDH-AFK8,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKDISE-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RKDISE-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-3D-DOB,3,"Wattage Options,Color Temperature (CCT),Finish Options"
ML-RG-24LED57DMV,1,"Color Temperature (CCT)"
ML-RG-14LED57DMV,1,"Color Temperature (CCT)"
ML-RG-22LED28DMV,1,"Color Temperature (CCT)"
PI-PT-AL1-100W-50F-W,1,"Voltage Options"
LT-WCED-3UD-DOB,3,"Wattage Options,Color Temperature (CCT),Finish Options"
ML-RGAIR-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RGAIR-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RAV-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-4D-DOB,3,"Wattage Options,Color Temperature (CCT),Finish Options"
ML-RAV-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
PI-PT-AL1-100W-50F,1,"Voltage Options"
LT-WCED-4UD-DOB,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-RP-229LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RWW-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RWW-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-4SD-DOB,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-RDISD-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDISD-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RGCRV-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RGCRV-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-SKY-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-4SUD-DOB,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-SKY-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDISE-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDISE-14LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDISE-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDISA-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-3DC,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-RDISA-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-MFPELA-24LED50DMV,1,"Color Temperature (CCT)"
ML-MFPELA-22LED36DMV,1,"Color Temperature (CCT)"
ML-MFPELA-14LED36DMV,1,"Color Temperature (CCT)"
LT-WCED-3DP,4,"Pendant Mounting Kit,Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-SKB-24LED50DMVWH,1,"Color Temperature (CCT)"
ML-SKB-14LED40DMVWH,1,"Color Temperature (CCT)"
ML-SKB-22LED40DMVWH,1,"Color Temperature (CCT)"
ML-LLCFR,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-LLCSR,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-LD23-R96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LD23-R48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-WP,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-MFLBD,1,"Length & Wattage Options"
ML-STWR,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-PWL-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-CL45-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-CL45-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LI-WMS96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LI-WMS48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-79,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-74,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-L23-W96LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-W48LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-W96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-W48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-MDC-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-3DP-S,4,"Pendant Mounting Kit,Wattage Options,Color Temperature (CCT),Finish Options"
ML-C15-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-C9-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-C15-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-C26-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-MCE-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-MCH-W48LED96DMVWHMW,1,"Color Temperature (CCT)"
ML-MCH-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-MCH-W24LED48DMVWHMW,1,"Color Temperature (CCT)"
ML-MCH-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-CLP-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-CLP-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-CLP,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-MW4A,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-15-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-15-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-772N-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-772N-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-772W,2,"Length & Wattage Options,Color Temperature (CCT)"
LT-WCED-4DC,3,"Wattage Options,Color Temperature (CCT),Finish Options"
ML-770-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-769W-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-769-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-769-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-4DP,4,"Pendant Mounting Kit,Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-771-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-771-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-SRG-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-SRG-14LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-SRG-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L66-S96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L66-S48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L44-S96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L44-S48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-S96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-S48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-DIS-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-DIS-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-DLV6-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-DLV6-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LI-S96LED2U1D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LI-S48LED2U1D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LL,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-LL-P96LEDD96DMVWHFR,1,"Color Temperature (CCT)"
ML-LL-P48LEDD48DMVWHFR,1,"Color Temperature (CCT)"
ML-LPLIA-96LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LPLIA-48LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LLCSB,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-LLCSA,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-LLCRB,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-LLCRA,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-AIOCSW,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-AIOCSR-A4X8LED210DMV,2,"Finish Options,Color Temperature (CCT)"
ML-AIOCBF,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-AIOCSB-S,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-AIOCSA-S,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-AIOCSB-P,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-AIOCSA-P,2,"Length & Wattage Options,Color Temperature (CCT)"
MI-CVN-,2,"Output Wattage Options,Output Voltage Options"
MI-CVN,2,"Output Wattage Options,Output Voltage Options"
ML-SQ44-4X4LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L66-P96LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L66-P48LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
LT-WCED-4DP-S,4,"Pendant Mounting Kit,Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-L66-P96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L66-P48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L45-P96LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L45-P48LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MI-JB-,1,"Number of Channels & Wattage Options"
MI-JB,1,"Number of Channels & Wattage Options"
ML-ATP,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L44IR,2,"Length & Wattage Options,Color Temperature (CCT)"
MI-ER,2,"Output Wattage Options,Output Voltage Options"
ML-L44-P96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L44-P48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LD23-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LDA,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-L23-P96LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-P48LED1U2D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-P96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-L23-P48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-41-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-41-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MI-CVD-,2,"Output Wattage Options,Output Voltage Options"
MI-CVD,2,"Output Wattage Options,Output Voltage Options"
ML-42T-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-42,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-10T5SW,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-10T5S,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-10T5W,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-10T5,2,"Length / Wattage Options,Color Temperature (CCT)"
MI-SLT,2,"Output Wattage Options,Output Voltage Options"
ML-1FSF,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-44RSF-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-44RSF-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-44RSR-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-44RSR-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-42E,2,"Length & Wattage Options,Color Temperature (CCT)"
LT-WCED-4SDC,3,"Wattagen Options,Color Temperature (CCT),Finish Options"
ML-1-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-1-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-44FSF,2,"Length & Wattage Options,Color Temperature (CCT)"
LT-WCED-4SDP-S,4,"Pendant Mounting Kit,Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
ML-LD23-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MI-EL,2,"Output Wattage Options,Output Voltage Options"
ML-VWHBS,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-VWFHB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-HBRMSR,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-FHBX-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-FHBX-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-FHBR-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-FHBR-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-FHBC,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MI-X277,1,"Output Wattage Options"
MI-XSOD,1,"Output Wattage Options"
ML-FHBC-48LED97DMV,1,"Color Temperature (CCT)"
ML-FHBC-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LHBIP,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-LHBIP-LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-HBIA-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MI-TDC,1,"Output Wattage & Voltage Options"
MI-M277,2,"Output Wattage Options,Output Voltage Options"
ML-HBIA-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MI-ML12DC,1,"Output Wattage Options"
ML-HBPA,2,"Length & Wattage Options,Color Temperature (CCT)"
ML-ABL3-24LED13DDV07BSF,2,"Wattage and Lumen Options,Color Temperature (CCT)"
OD-L11PAR30LNDIM,1,"Color Temperature (CCT)"
OD-21966-MRNU,1,"Color Temperature (CCT)"
OD-L16R40DIM,1,"Color Temperature (CCT)"
OD-L9AOMDIM,1,"Color Temperature (CCT)"
OD-21401-MRNU,2,"Color Temperature (CCT),Wattage & Lumen Options"
OD-21948-MRNU,1,"Color Temperature (CCT)"
OD-21931-MRNU,2,"Color Temperature (CCT),Wattage & Lumen Options"
OD-21929-MRNU,2,"Color Temperature (CCT),Wattage & Lumen Options"
OD-21906-MRNU,1,"Color Temperature (CCT)"
OD-21801-MRNU,1,"Color Temperature (CCT)"
OD-21456-MRNU,2,"Color Temperature (CCT),Wattage & Lumen Options"
OD-21457-MRNU,2,"Color Temperature (CCT),Wattage & Lumen Options"
LT-WCED-4SDP,4,"Pendant Mounting Kit,Wattage Options,Color Temperature (CCT),Finish Options"
ELI-E1FLK-20,1,"Fixture Options"
ELI-E1AFL,1,"Wattage & Lumen Options"
ELI-E3PL4A,1,"Color Temperature (CCT)"
ELI-E3PL2A,1,"Color Temperature (CCT)"
ELI-E5SLB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ELI-E3FMAS,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ELI-E3FMA,2,"Color Temperature (CCT),Wattage / Lumen Options"
TL-RDL1R56-14W-5CCT,3,"Wattage & Lumen Options,Color Temperature (CCT),Fixture Options"
TL-SPL1R6,1,"Wattage Options"
LT-LEDH-SR5C-UTD,3,"Wattage Options,Color Temperature (CCT),Finish Options"
LT-LEDH-SR5C-UZTD,3,"Wattage Options,Color Temperature (CCT),Finish Options"
LT-LEDH-SR5W-UZTD,3,"Wattage Options,Color Temperature (CCT),Finish Options"
LT-LEDH-SR5P-UZTD,4,"Pendant Mount Kit,Wattage Options,Color Temperature (CCT),Finish Options"
TL-PL2X4-40-CK-3CCT,1,"Color Temperature (CCT)"
TL-PL2X4-40W-CK,1,"Color Temperature (CCT)"
TL-PL2x2-30W-CK,1,"Color Temperature (CCT)"
RP-4433,1,"Wattage Options"
RP-4430,1,"Finish Options"
RP-4429,2,"Wattage & Lumen Options,Color Temperature (CCT)"
RP-4428,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
