SKU,family_count,family
RP-4427,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
RP-4426,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
RP-4425,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
ETH-HBE-2,1,"Wattage Options"
RP-4424,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
RP-4423,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
RP-4420,1,"Finish Options"
RP-4347-15,1,"Finish Options"
RP-4342,1,"Finish Options"
RP-4341,1,"Finish Options"
RP-4333,1,"Finish Options"
RP-4327D-1-30,1,"Finish Options"
ETH-C03,1,"Wattage & Lumen Options"
ETH-TRK-24-34W,1,"Color Temperature (CCT)"
ETH-TRK-22-30W,1,"Color Temperature (CCT)"
ETH-72W-126-28-TG-01,1,"Color Temperature (CCT)"
RP-4117-1-WH,1,"Wattage Options"
RP-4115WH,1,"Fixture Options"
ETH-WRP-4-40W,1,"Color Temperature (CCT)"
ETH-M03-60W-H,1,"Color Temperature (CCT)"
ETH-M02-30W-H,1,"Color Temperature (CCT)"
ETH-LS-8-65W,1,"Color Temperature (CCT)"
ETH-LS-4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
BL-BWALED4FT-40,1,"Color Temperature (CCT)"
TF-SES25RFSF117X1WHLN15W,1,"Color Temperature (CCT)"
TF-SES25RFSF132X1WHLN18W,1,"Color Temperature (CCT)"
GC-8PAR20DIM,2,"Color Temperature (CCT),Beam Angle Options"
TF-SES25RFSF1328X1WHLN18W,1,"Color Temperature (CCT)"
TF-PLIN2328X1WHLN18W,2,"Color Temperature (CCT),Finish Options"
ILP-CHB-190WLED-UNIV,2,"Color Temperature (CCT),Wiring Options"
ILP-CHB-120WLED-UNIV,2,"Color Temperature (CCT),Wiring Options"
TF-LVS62328X1,2,"Finish Options,Color Temperature (CCT)"
TF-LVS6232X1,2,"Finish Options,Color Temperature (CCT)"
TF-SES25FR132X1LN18W,1,"Color Temperature (CCT)"
TF-SES25FR1328X118W,1,"Color Temperature (CCT)"
TF-153A23212X1LN18W,1,"Color Temperature (CCT)"
TF-153A217X1LN18W,1,"Color Temperature (CCT)"
TF-153A317X1LN18W,1,"Color Temperature (CCT)"
TF-153A417X1LN18W,1,"Color Temperature (CCT)"
ILP-LANCE22-24L-U,1,"Color Temperature (CCT)"
TF-153A232X1LN18W,1,"Color Temperature (CCT)"
TF-153A332X1LN18W,1,"Color Temperature (CCT)"
TF-153A432X1LN18W,1,"Color Temperature (CCT)"
ILP-LANCE14-23L-U,1,"Color Temperature (CCT)"
ILP-WPCM,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SHUCPF23212X1LN18W,1,"Color Temperature (CCT)"
TF-SHUCPF217X1LN18W,1,"Color Temperature (CCT)"
TF-SHUCPF317X1LN18W,1,"Color Temperature (CCT)"
TF-SHUCPF232X1LN18W,1,"Color Temperature (CCT)"
TF-SHUCPF332X1LN18W,1,"Color Temperature (CCT)"
ILP-WPCS,1,"Wattage & Lumen Options"
TF-SHUDPF217X1LN15W,1,"Color Temperature (CCT)"
TF-SHUDPF232X1LN18W,1,"Color Temperature (CCT)"
ILP-WPMO-70WLED-UNIV,1,"Color Temperature (CCT)"
TF-PUF23211X1LN18W,1,"Color Temperature (CCT)"
TF-PUF41717X1LN15W,1,"Color Temperature (CCT)"
TF-PUF43217X1LN18W,1,"Color Temperature (CCT)"
ILP-CVL4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-CVL2,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-HBC632M23X1LN18W,1,"Color Temperature (CCT)"
TF-HBC832M23X1LN18W,1,"Color Temperature (CCT)"
TF-HBC1032M23X1LN18W,1,"Color Temperature (CCT)"
ILP-CV4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-HBG432M23X1LN18W,1,"Color Temperature (CCT)"
TF-HBG632M23X1LN18W,1,"Color Temperature (CCT)"
ILP-CV2,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-HBG832M23X1LN18W,1,"Color Temperature (CCT)"
TF-HBG1032M23X1LN18W,1,"Color Temperature (CCT)"
ILP-FWS8,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-HBG1232M23X1LN18W,1,"Color Temperature (CCT)"
TF-H6L4328M23X1LN18W,1,"Color Temperature (CCT)"
ILP-FWS,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-H6L432M23X1LN18W,1,"Color Temperature (CCT)"
TF-H6L6328M23X1LN18W,1,"Color Temperature (CCT)"
TF-H6L632M23X1LN18W,1,"Color Temperature (CCT)"
ILP-SQ8,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-H2L132M23X1LN18W,1,"Color Temperature (CCT)"
TF-H2L232M23X1LN18W,1,"Color Temperature (CCT)"
ILP-SQ4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-FHBL232X1LN18W,1,"Color Temperature (CCT)"
TF-FHBL332X1LN18W,1,"Color Temperature (CCT)"
TF-FHBL432X1LN18W,1,"Color Temperature (CCT)"
ILP-SQ2,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-FHBL2328X1LN18W,1,"Color Temperature (CCT)"
TF-FHBL3328X1LN18W,1,"Color Temperature (CCT)"
ILP-WTZ8,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-207A217X1LN15W,1,"Color Temperature (CCT)"
TF-207A232X1LN18W,1,"Color Temperature (CCT)"
TF-207A332X1LN18W,1,"Color Temperature (CCT)"
ILP-WTZ,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-207A432X1LN18W,1,"Color Temperature (CCT)"
TF-209A232AX1LN18W,1,"Color Temperature (CCT)"
TF-200A217X1LN15W,1,"Color Temperature (CCT)"
TF-200A232X1LN18W,1,"Color Temperature (CCT)"
TF-200A2328X1LN18W,1,"Color Temperature (CCT)"
TF-200A432X1LN18W,1,"Color Temperature (CCT)"
ILP-UFO,4,"Wattage & Lumen Options,Color Temperature (CCT),Distribution Options,Finish Options"
TF-200A4328X1LN18W,1,"Color Temperature (CCT)"
TF-201A117X1LN18W,1,"Color Temperature (CCT)"
TF-201A132X1LN18W,1,"Color Temperature (CCT)"
TF-159A117X1LN18W,1,"Color Temperature (CCT)"
TF-159A132X1LN18W,1,"Color Temperature (CCT)"
TF-159A1328X1LN18W,1,"Color Temperature (CCT)"
TF-C217X1LI18W,1,"Color Temperature (CCT)"
TF-C317X1LI18W,1,"Color Temperature (CCT)"
TF-C232X1LI18W,1,"Color Temperature (CCT)"
TF-C332X1LI18W,1,"Color Temperature (CCT)"
TF-C2328X1LI18W,1,"Color Temperature (CCT)"
TF-S117X1LI18W,1,"Color Temperature (CCT)"
TF-S132X1LI18W,1,"Color Temperature (CCT)"
TF-S1328X1LI18W,1,"Color Temperature (CCT)"
TF-KDST8117X1LI18W,1,"Color Temperature (CCT)"
TF-KDST8132X1LI18W,1,"Color Temperature (CCT)"
TF-LLS132X1LI18W,1,"Color Temperature (CCT)"
TF-SM117X1LI15W,1,"Color Temperature (CCT)"
TF-SM217X1LI18W,1,"Color Temperature (CCT)"
TF-SM132X1LI18W,1,"Color Temperature (CCT)"
TF-SM232X1LI18W,1,"Color Temperature (CCT)"
TF-IND332W30X1LI18W,1,"Color Temperature (CCT)"
TF-IND2328W30X1LI18W,1,"Color Temperature (CCT)"
TF-IND3328W30X1LI18W,1,"Color Temperature (CCT)"
TF-ITB132X1LI18W,1,"Color Temperature (CCT)"
TF-ITB232X1LI18W,1,"Color Temperature (CCT)"
TF-ITB1328X1LI18W,1,"Color Temperature (CCT)"
TF-ITB2328X1LI18W,1,"Color Temperature (CCT)"
TF-CITCL232X1LN18W,1,"Color Temperature (CCT)"
TF-CITLB2328X1LN18W,1,"Color Temperature (CCT)"
"TF-CITOL332 SBA3X1LN18W",1,"Color Temperature (CCT)"
"TF-CITOL332 SBA3X1LN",1,"Color Temperature (CCT)"
TF-555MW232X1LN18W,1,"Color Temperature (CCT)"
TF-44WSF117X1WHLN15W,1,"Color Temperature (CCT)"
TF-44WSF217X1WHLN15W,1,"Color Temperature (CCT)"
TF-44WSF132X1WHLN18W,1,"Color Temperature (CCT)"
TF-44WSF232X1WHLN18W,1,"Color Temperature (CCT)"
TF-44WSF1328X1WHLN18W,1,"Color Temperature (CCT)"
TF-44WSF2328X1WHLN18W,1,"Color Temperature (CCT)"
TF-66WMW117X1WHLN15W,1,"Color Temperature (CCT)"
TF-66WMW217X1WHLN15W,1,"Color Temperature (CCT)"
TF-66WMW132X1WHLN18W,1,"Color Temperature (CCT)"
TF-66WMW232X1WHLN18W,1,"Color Temperature (CCT)"
TF-66WMW1328X1WHLN18W,1,"Color Temperature (CCT)"
TF-215A1U1D17DFX1LN15W,1,"Color Temperature (CCT)"
TF-215A1U1D32DFX1LN18W,1,"Color Temperature (CCT)"
TF-215A1U2D17DFX1LN15W,1,"Color Temperature (CCT)"
TF-215A1U2D32DFX1LN18W,1,"Color Temperature (CCT)"
TF-215A2U1D17DFX1LN15W,1,"Color Temperature (CCT)"
TF-215A2U1D32DFX1LN18W,1,"Color Temperature (CCT)"
TF-215A2U2D17DFX1LN15W,1,"Color Temperature (CCT)"
TF-215A2U2D32DFX1LN18W,1,"Color Temperature (CCT)"
TF-WPU217X1LN15W,1,"Color Temperature (CCT)"
TF-WPU232X1LN18W,1,"Color Temperature (CCT)"
TF-SKB132B4L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB232B4L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB1328B4L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB2328B4L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB132B5L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB232B5L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB1328B5L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKB2328B5L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR132W10L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR232W10L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR1328W10L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR2328W10L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR132M20L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR232M20L11X1LI18W,1,"Color Temperature (CCT)"
TF-SKR1328M20L11X1LI18W,1,"Color Temperature (CCT)"
ILP-WPLO,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SKR2328M20L11X1LI18W,1,"Color Temperature (CCT)"
TF-F1302L23W1900LD120,2,"Finish Options,Color Temperature (CCT)"
TF-F1302L22W1824LMV,2,"Finish Options,Color Temperature (CCT)"
TF-CEOL13W1000LD120WH,1,"Color Temperature (CCT)"
TF-CEOL11W912LMVWH,1,"Color Temperature (CCT)"
TF-EOINCLPLED,1,"Finish Options"
TF-EOSINCLPLED,1,"Finish Options"
TF-CEOSL13W1000LD120,1,"Finish Options"
TF-CEOSL11W912LMV,1,"Finish Options"
TF-ERLINCLPLED,1,"Finish Options"
TF-CERL23W1900LD120,1,"Finish Options"
TF-CERL22W1824LMV,1,"Finish Options"
ILP-H3-10T8,1,"Voltage Options"
TF-ERGINCLPLED,1,"Finish Options"
ILP-H3-8T8,1,"Voltage Options"
TF-CERGL23W1900LD120,1,"Finish Options"
ILP-H3-6T8,1,"Voltage Options"
TF-CERGL22W1824LMV,1,"Finish Options"
ILP-H3-4T8,1,"Voltage Options"
ILP-H3-3T8,1,"Voltage Options"
TF-ERCINCLPLED,1,"Finish Options"
TF-CERCL23W1900LD120,1,"Finish Options"
TF-CERCL22W1824LMV,1,"Finish Options"
TF-BRPINCLPLED,1,"Finish Options"
TF-BRPL13W1000LD120,1,"Finish Options"
ILP-CL4-2T5,2,"Voltage Options,Finish Options"
TF-BRWINCLPLED,1,"Finish Options"
ILP-CL4-1T5,2,"Voltage Options,Finish Options"
TF-BRWL13W1000LD120,1,"Finish Options"
ILP-CL2-2T5,2,"Voltage Options,Finish Options"
TF-TOPL13W1000LD120BK,1,"Color Temperature (CCT)"
ILP-CL2-1T5,2,"Voltage Options,Finish Options"
ILP-C4-2T5,2,"Voltage Options,Finish Options"
ILP-C4-1T5,2,"Voltage Options,Finish Options"
TF-LTOPINCLPLED,1,"Finish Options"
ILP-C2-2T5,2,"Voltage Options,Finish Options"
TF-LTOPL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
ILP-C2-1T5,2,"Voltage Options,Finish Options"
TF-LTOLINCLPLED,1,"Finish Options"
ILP-CL4-2T8-,2,"Voltage Options,Finish Options"
TF-LTOLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
ILP-WPLP,1,"Color Temperature (CCT)"
ILP-CL2-2T8-,2,"Voltage Options,Finish Options"
ILP-BIF24,1,"Wattage & Lumen Options"
ILP-AL-56WU,1,"Color Temperature (CCT)"
ILP-C4--2T8,2,"Voltage Options,Finish Options"
ILP-C4-1T8,2,"Voltage Options,Finish Options"
ILP-C2--2T8,2,"Voltage Options,Finish Options"
HL-MLCWP,1,"Wattage & Lumen Options"
TF-22C2M20BL11X1LI15W,1,"Color Temperature (CCT)"
ILP-CL4-2T8,2,"Voltage Options,Finish Options"
TF-22C2W10BL11X1LI15W,1,"Color Temperature (CCT)"
TF-22C3M20BL11X1LI15W,1,"Color Temperature (CCT)"
TF-22C3W10BL11X1LI15W,1,"Color Temperature (CCT)"
TF-24C2M20BL11X1LI18W,1,"Color Temperature (CCT)"
TF-24C2W10BL11X1LI18W,1,"Color Temperature (CCT)"
TF-24C3M20BL11X1LI18W,1,"Color Temperature (CCT)"
TF-24C3W10BL11X1LI18W,1,"Color Temperature (CCT)"
TF-RLK1X1WR,1,"Color Temperature (CCT)"
TF-RLK2X1WR,1,"Color Temperature (CCT)"
TF-RLK3X1WR,1,"Color Temperature (CCT)"
TF-RLK4X1WR,1,"Color Temperature (CCT)"
TF-215A,2,"Lamp Count Options,Lamp Type Options"
LT-ICED9535,5,"Trim Type Options,Wattage Options,Color Temperature (CCT),Beam Angle Options,Finish Options"
MAG-MAGELJA-PACK12,2,"Finish Options,Options"
MAG-MAGELJF,2,"Finish Options,Options"
ILP-CL2-2T5-DIM,1,"Finish Options"
ILP-CL2-2T8,2,"Voltage Options,Finish Options"
ILP-C4-2T5-DIM,1,"Finish Options"
ILP-C4-2T8,2,"Voltage Options,Finish Options"
ILP-C2-2T5-DIM,1,"Finish Options"
ILP-C2-2T8,2,"Voltage Options,Finish Options"
ILP-BLEXT-,1,"Lamp / Ballast Options"
ILP-BLEXT,1,"Lamp / Ballast Options"
ILP-BL-,1,"Lamp / Ballast Options"
ILP-WCL8-,1,"Lamp & Ballast Options"
ILP-WCL-,1,"Lamp & Ballast Options"
ILP-WCL8,1,"Lamp & Ballast Options"
ILP-WCL,1,"Lamp & Ballast Options"
TF-CLLLSG-S,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
DG-AG24QF1X47U5KW,1,"Fixture Options"
TF-CLLLSG-P,3,"Length / Wattage Options,Color Temperature (CCT),Finish Options"
TF-CLLLSF192L,1,"Finish Options"
MAG-MAGBAL,1,Lumens
MAG-PL40W6628TG01,1,"Color Temperature (CCT)"
MAG-PN-40W-120V,1,"Color Temperature (CCT)"
ILP-WT8-,1,"Lamp & Ballast Options"
MAG-PN-45W-120V,1,"Color Temperature (CCT)"
ILP-WT-,1,"Lamp & Ballast Options"
MAG-PL50W12628TG09,1,"Color Temperature (CCT)"
ILP-WT8,1,"Lamp & Ballast Options"
MAG-SYHU-TRO025D-6060-A,1,"Color Temperature (CCT)"
ILP-WT,1,"Lamp & Ballast Options"
MAG-SYHU-TRO036D-6060-A,1,"Color Temperature (CCT)"
MAG-SYHU-TRO042D-6012-A,1,"Color Temperature (CCT)"
MAG-SYHU-TRO050D-6012-A,1,"Color Temperature (CCT)"
MAG-UE-D10308W,1,"Color Temperature (CCT)"
MAG-UE-D19012W,1,"Color Temperature (CCT)"
BL-LEDWPCA12W,1,"Color Temperature (CCT)"
BL-LEDWPCA,2,"Wattage & Lumen Options,Color Temperature (CCT)"
BL-LEDWPCA-,2,"Wattage & Lumen Options,Color Temperature (CCT)"
BL-LEDWPFC,2,"Wattage & Lumen Options,Color Temperature (CCT)"
BL-LEDWPA,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MAG-VPL-CPA,4,"Wattage & Lumen Options,Voltage Options,Color Temperature (CCT),Housing Color Options"
ILP-FZ2A,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-FLT24,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-FLT22,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-FLT14,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-FLTR24,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-FLTR22,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-FLTR14,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-PHB-660WLED-UNIV,1,"Color Temperature (CCT)"
ILP-PHB-495WLED-UNIV,1,"Color Temperature (CCT)"
ILP-PHB-336WLED-UNIV,1,"Color Temperature (CCT)"
ILP-PHB-,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-PHB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ILP-PHB-50WLED-UNIV,1,"Color Temperature (CCT)"
ILP-BLR,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SBX,2,"Fixture Size,Color Temperature (CCT)"
TF-SBX14LED40DMVWH,1,"Color Temperature (CCT)"
TF-FPELP22LED40DMVWH,1,"Color Temperature (CCT)"
TF-FPELP14LED40DMVWH,1,"Color Temperature (CCT)"
TF-FPELP24LED,2,"Wattage Options,Color Temperature (CCT)"
TF-SBXX,1,"Fixture Size Options"
MAG-LEDFL,2,"Wattage & Lumen Options,Mounting Options"
MAG-VPL-LN-20WAN,1,"Color Temperature (CCT)"
MAG-VPL-LN-4FT,2,"Fixture Wattage,Color Temperature (CCT)"
ILP-VLN24,1,"Wattage & Lumen Options"
MAG-VPL-LN-60WAN,1,"Color Temperature (CCT)"
ILP-FML-55WLED-UNIV,1,"Color Temperature (CCT)"
ILP-HHB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-555A2,1,"Fixture Wattage Options"
MAG-HG-HL,2,"Wattage & Lumen Options,Color Temperature (CCT)"
FL-FI-T8-12W-120-PT,1,"Color Temperature (CCT)"
FL-FI-HB-4FT,2,"Wattage & Lumen Options,Color Temperature (CCT)"
FL-FI-HB-2FT,2,"Wattage Options,Color Temperature (CCT)"
FL-FI-STRIP-4FT-40W,1,"Color Temperature (CCT)"
MAG-HS-HB,1,"Wattage & Lumen Options"
ELI-E3T8C,1,"Color Temperature (CCT)"
MAG-FL,2,"Wattage & Lumen Options,Color Temperature (CCT)"
MAG-FL-,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ELI-E4B414D,1,"Color Temperature (CCT)"
EL-EPN22,1,"Color Temperature (CCT)"
EL-EPN24,1,"Color Temperature (CCT)"
ELI-E3P817D,1,"Color Temperature (CCT)"
EL-EP20,1,"Color Temperature (CCT)"
EL-EP30-11W,1,"Color Temperature (CCT)"
EL-EP30-,1,"Color Temperature (CCT)"
ELI-E3T8G-17F8,1,"Color Temperature (CCT)"
EL-EP38,1,"Color Temperature (CCT)"
MAG-HG-SL,4,"Wattage & Lumen Options,Voltage Options,Color Temperature (CCT),Mounting Options"
ELI-E3T8G-14F,1,"Color Temperature (CCT)"
ELI-E3T8CG-18,1,"Color Temperature (CCT)"
ELI-E3T8CG,1,"Color Temperature (CCT)"
ELI-E1SB,1,"Wattage & Lumen Options"
ELI-E2WPA,1,"Wattage & Lumen Options"
ELI-E2CC,1,"Wattage & Lumen Options"
ELI-E1CC3A,1,"Wattage & Lumen Options"
ELI-E1CC,1,"Wattage & Lumen Options"
ELI-E1HBC,1,"Wattage & Lumen Options"
ELI-E1HBA,1,"Wattage & Lumen Options"
ELI-E1HBD,1,"Wattage & Lumen Options"
ELI-E1DL22D8,1,"Color Temperature (CCT)"
ELI-E2DL18D6,1,"Color Temperature (CCT)"
ELI-ELYWL,1,"Color Temperature (CCT)"
TF-HBIHO24L,2,"Wattage Options,Color Temperature (CCT)"
TF-66RWSF96L,2,"Wattage Options,Color Temperature (CCT)"
TF-66RWSF48LR48W4800LDMV,1,"Color Temperature (CCT)"
TF-44RWSF96L,2,"Wattage Options,Color Temperature (CCT)"
TF-44RWSF48L,2,"Wattage Options,Color Temperature (CCT)"
TF-SSVLT24L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SSVLT14L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SSVLT22L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-DXR,1,"Wattage Options"
TF-LEDR2,1,"Housing Color Options"
TF-LEDR1,1,"Housing Color Options"
TF-CLPU2,1,"Letter Color Options"
TF-CXTEU2,1,"Letter Color Options"
TF-WLEZXTEU2,1,"Letter Color Options"
TF-WLEZXTEU1,1,"Letter Color Options"
TF-RELZXTE2,1,"Letter Color Options"
TF-RELZXTE1,1,"Letter Color Options"
TF-ELXTEU1,1,"Letter Color Options"
TF-PLELRXTEU1R,1,"Housing Options"
TF-KZXTEU1,1,"Letter Color Options"
TF-EZRXTEU2,1,"Letter Color Options"
MAG-SBC-150W,1,"Color Temperature (CCT)"
MAG-SBC-185W,1,"Color Temperature (CCT)"
TF-VAN232X1LN18W,1,"Color Temperature (CCT)"
TF-VAN217X1LN15W,1,"Color Temperature (CCT)"
TF-8RB5,2,"Lamp/Wattage Options,Color Temperature (CCT)"
MAG-SBC-300W,1,"Color Temperature (CCT)"
TF-8RB4,2,"Lamp/Wattage Options,Color Temperature (CCT)"
MAG-SBC-480W,1,"Color Temperature (CCT)"
MAG-VPL-STL,2,"Wattag & Lumen,Color Temperature (CCT)"
TF-4RB5,2,"Lamp/Wattage Options,Color Temperature (CCT)"
TF-4RB4,2,"Lamp/Wattage Options,Color Temperature (CCT)"
MAG-VPL-STL-,2,"Wattag & Lumen,Color Temperature (CCT)"
TF-FHBL4328X1LN18W,1,"Color Temperature (CCT)"
MAG-VPL-STL--,2,"Wattag & Lumen,Color Temperature (CCT)"
MAG-VPL-WPM,3,"Wattage & Lumen Options,Color Temperature (CCT),Photo Cell Options"
OD-L34ST4DIM,1,"Color Temperature (CCT)"
TF-66PMW217X1WHLN15W,1,"Color Temperature (CCT)"
MAG-VPL-WPA,4,"Wattage & Lumen Options,Voltage Options,Color Temperature (CCT),Photocell Options"
TF-44PSF2328X1WHLN18W,1,"Color Temperature (CCT)"
TF-PLIN232X1WHLN18W,1,"Color Temperature (CCT)"
TF-SES25RFS,2,"Fixture Size,Color Temperature (CCT)"
TF-66RMW,2,"Fixture Size,Color Temperature (CCT)"
TF-44RSF2328X1WHLN18W,1,"Color Temperature (CCT)"
TF-44RSF1328X1WHLN18W,1,"Color Temperature (CCT)"
TF-44RSF232X1WHLN18W,1,"Color Temperature (CCT)"
TF-44RSF132X1WHLN18W,1,"Color Temperature (CCT)"
TF-44RSF217X1WHLN15W,1,"Color Temperature (CCT)"
TF-44RSF117X1WHLN15W,1,"Color Temperature (CCT)"
TF-UDPF232X1LN18W,1,"Color Temperature (CCT)"
TF-UDPF217X1LN15W,1,"Color Temperature (CCT)"
OD-L34STK4DIM,1,"Color Temperature (CCT)"
OD-LTF24DIM/40K,1,"Wattage & Lumen Options"
OD-L23FM16ALDIM,1,"Color Temperature (CCT)"
OD-CL-L22FM12PLDIM,1,"Color Temperature (CCT)"
OD-L15WSALDIM,1,"Color Temperature (CCT)"
OD-L23VL2ALDIM,1,"Color Temperature (CCT)"
TF-SFL10L,1,"Wattage Options"
TF-PLF12L,1,"Wattage Options"
TF-SM302LU5WD,1,"Wattage Up / Down Options"
TF-DCC150S,1,"Wattage Options"
EL-EBRT,1,"Color Temperature (CCT)"
TF-DC056L,1,"Wattage Options"
MAG-BWHB,2,"Wattag & Lumen,Color Temperature (CCT)"
TF-DC150SR,1,"Wattage Options"
TF-TOLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-HTLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
MAG-BWHB-,2,"Wattag & Lumen,Color Temperature (CCT)"
TF-HTLINCLPLED,1,"Finish Options"
TF-HTSL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EL-EPL,1,"Color Temperature (CCT)"
TF-HTWL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-HTWINCLPLED,1,"Finish Options"
TF-HTPL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-HTPINCLPLED,1,"Finish Options"
TF-HOLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-HOLINCLPLED,1,"Finish Options"
TF-HOWL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-HOWINCLPLED,1,"Finish Options"
TF-HOPL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-HOPINCLPLED,1,"Finish Options"
TF-AOWL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EE-TCB2X4,2,"Wattage Options,Color Temperature (CCT)"
TF-AOWINCLPLED,1,"Finish Options"
TF-AOPL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EE-TCB2X2-26W,1,"Color Temperature (CCT)"
TF-AOPINCLPLED,1,"Finish Options"
EE-TRFK2X2,2,"Wattage Options,Color Temperature (CCT)"
TF-AOLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EE-TRFK2X4,1,"Color Temperature (CCT)"
TF-AOLINCLPLED,1,"Finish Options"
EE-SL2-20W,1,"Color Temperature (CCT)"
TF-DHL13W1000LD120,1,"Finish Options"
EE-SL4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-DHINCLPLED,1,"Finish Options"
TF-APWL13W1000LD120,1,"Finish Options"
EE-SL8,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-APWL11W912LMV,1,"Finish Options"
EE-SRFK4-26W,1,"Color Temperature (CCT)"
TF-SCWL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-SCWINCLPLED,1,"Finish Options"
EE-LHB4,1,"Wattage & Lumen Options"
TF-PRWL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-PRWINCLPLED,1,"Finish Options"
EE-SBS,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
TF-PRPL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-PRPINCLPLED,1,"Finish Options"
TF-PRLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EE-SBL,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
TF-PRLINCLPLED,1,"Finish Options"
TF-COPL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EE-WPT,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-COLL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
TF-COLINCLPLED,1,"Finish Options"
EE-WPFC,2,"Wattage & Lumen Options,Color Temperature (CCT)"
EE-WPFCL,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-NOWL13W1000LD120,2,"Finish Options,Color Temperature (CCT)"
EE-SMC,1,"Wattage & Lumen Options"
TF-NOWL11W912LMV,2,"Finish Options,Color Temperature (CCT)"
EE-PGC,1,"Wattage & Lumen Options"
EE-CHB,1,"Wattage & Lumen Options"
EL-ET8,1,"Color Temperature (CCT)"
TF-NOWINCLPLED,1,"Finish Options"
EL-EUB,1,"Color Temperature (CCT)"
TF-NOP2L26W2000LD120,1,"Finish Options"
TF-NOP2INCLPLED,1,"Finish Options"
