sku,upc_ean,cost-USD,msrp-USD,mpn
SDL4-MCT5,845060073980,18.78,16.74
RSL4-APD-MCT5,845060058307,38.78,33.74
RDL4-ST-MCT5,845060078220,10.78,9.74
