parent_sku,Child_sku,ProductId,Product Name,,,
BL-LEDWP,BL-LEDWP-60W-5K,21201,[S]Wattage & Lumen Options,60 Watts / 7\000 Lumens,[S]Color Temperature (CCT),5000K
BL-LEDWP,BL-LEDWP-80W-4K,21202,[S]Wattage & Lumen Options,80 Watts / 9\900 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDWP,BL-LEDWP-80W-5K,21203,[S]Wattage & Lumen Options,80 Watts / 9\900 Lumens,[S]Color Temperature (CCT),5000K
AEL-LDL4RWWA,AEL-LDL4RWWA-30-SSLMW4,21297,[S]Color Temperature (CCT),3000K,[S]Wattage Options,13.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-30-MSLMW4,21298,[S]Color Temperature (CCT),3000K,[S]Wattage Options,20.4 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-30-HSSLMW4,21299,[S]Color Temperature (CCT),3000K,[S]Wattage Options,27.6 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-30-HMSLMW4,21300,[S]Color Temperature (CCT),3000K,[S]Wattage Options,41.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-35-SSLMW4,21301,[S]Color Temperature (CCT),3500K,[S]Wattage Options,13.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-35-MSLMW4,21302,[S]Color Temperature (CCT),3500K,[S]Wattage Options,20.4 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-35-HSSLMW4,21303,[S]Color Temperature (CCT),3500K,[S]Wattage Options,27.6 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-35-HMSLMW4,21304,[S]Color Temperature (CCT),3500K,[S]Wattage Options,41.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-40-SSLMW4,21305,[S]Color Temperature (CCT),4000K,[S]Wattage Options,13.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-40-MSLMW4,21306,[S]Color Temperature (CCT),4000K,[S]Wattage Options,20.4 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-40-HSSLMW4,21307,[S]Color Temperature (CCT),4000K,[S]Wattage Options,27.6 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-40-HMSLMW4,21308,[S]Color Temperature (CCT),4000K,[S]Wattage Options,41.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-50-SSLMW4,21311,[S]Color Temperature (CCT),5000K,[S]Wattage Options,13.2 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-50-MSLMW4,21312,[S]Color Temperature (CCT),5000K,[S]Wattage Options,20.4 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-50-HSSLMW4,21313,[S]Color Temperature (CCT),5000K,[S]Wattage Options,27.6 Watts
AEL-LDL4RWWA,AEL-LDL4RWWA-50-HMSLMW4,21314,[S]Color Temperature (CCT),5000K,[S]Wattage Options,41.2 Watts
EE-SRFK8,EE-SRFK8-48W-840,21612,[S]Wattage & Lumen Options,48 Watts / 6\240 Lumens,[S]Color Temperature (CCT),4000K
EE-SRFK8,EE-SRFK8-48W-850,21614,[S]Wattage & Lumen Options,48 Watts / 6\240 Lumens,[S]Color Temperature (CCT),5000K
EE-SRFK8,EE-SRFK8-65W-840,21617,[S]Wattage & Lumen Options,65 Watts / 8\510 Lumens,[S]Color Temperature (CCT),4000K
EE-SRFK8,EE-SRFK8-65W-850,21618,[S]Wattage & Lumen Options,65 Watts / 8\510 Lumens,[S]Color Temperature (CCT),5000K
AEL-LVTP4,AEL-LVTP4-30-SLM,21638,[S]Color Temperature (CCT),3000K,[S]Wattage Options,33 Watts
AEL-LVTP4,AEL-LVTP4-30-MLM,21639,[S]Color Temperature (CCT),3000K,[S]Wattage Options,57 Watts
AEL-LVTP4,AEL-LVTP4-30-HLM,21640,[S]Color Temperature (CCT),3000K,[S]Wattage Options,80 Watts
AEL-LVTP4,AEL-LVTP4-30-MMM,21641,[S]Color Temperature (CCT),3000K,[S]Wattage Options,93 Watts
AEL-LVTP4,AEL-LVTP4-35-SLM,21642,[S]Color Temperature (CCT),3500K,[S]Wattage Options,33 Watts
AEL-LVTP4,AEL-LVTP4-35-MLM,21643,[S]Color Temperature (CCT),3500K,[S]Wattage Options,57 Watts
AEL-LVTP4,AEL-LVTP4-35-HLM,21644,[S]Color Temperature (CCT),3500K,[S]Wattage Options,80 Watts
AEL-LVTP4,AEL-LVTP4-35-MMM,21645,[S]Color Temperature (CCT),3500K,[S]Wattage Options,93 Watts
AEL-LVTP4,AEL-LVTP4-40-SLM,21646,[S]Color Temperature (CCT),4000K,[S]Wattage Options,33 Watts
AEL-LVTP4,AEL-LVTP4-40-MLM,21647,[S]Color Temperature (CCT),4000K,[S]Wattage Options,57 Watts
AEL-LVTP4,AEL-LVTP4-40-HLM,21648,[S]Color Temperature (CCT),4000K,[S]Wattage Options,80 Watts
AEL-LVTP4,AEL-LVTP4-40-MMM,21649,[S]Color Temperature (CCT),4000K,[S]Wattage Options,93 Watts
AEL-LVTP4,AEL-LVTP4-50-SLM,21650,[S]Color Temperature (CCT),5000K,[S]Wattage Options,33 Watts
AEL-LVTP4,AEL-LVTP4-50-MLM,21651,[S]Color Temperature (CCT),5000K,[S]Wattage Options,57 Watts
AEL-LVTP4,AEL-LVTP4-50-HLM,21652,[S]Color Temperature (CCT),5000K,[S]Wattage Options,80 Watts
AEL-LVTP4,AEL-LVTP4-50-MMM,21653,[S]Color Temperature (CCT),5000K,[S]Wattage Options,93 Watts
AEL-LTDL24,AEL-LTDL24DA-30HSM4A4B4CW,21661,[S]Wattage Options,40 Watts,[S]Color Temperature (CCT),3000K
AEL-LTDL24,AEL-LTDL24DA-30HMSM4A4B4CW,21662,[S]Wattage Options,80 Watts,[S]Color Temperature (CCT),3000K
AEL-LTDL24,AEL-LTDL24DA-35HSM4A4B4CW,21663,[S]Wattage Options,40 Watts,[S]Color Temperature (CCT),3500K
AEL-LTDL24,AEL-LTDL24DA-35HMSM4A4B4CW,21664,[S]Wattage Options,80 Watts,[S]Color Temperature (CCT),3500K
AEL-LTDL24,AEL-LTDL24DA-40HSM4A4B4CW,21665,[S]Wattage Options,40 Watts,[S]Color Temperature (CCT),4000K
AEL-LTDL24,AEL-LTDL24DA-40HMSM4A4B4CW,21666,[S]Wattage Options,80 Watts,[S]Color Temperature (CCT),4000K
AEL-LTDL24,AEL-LTDL24DA-50HSM4A4B4CW,21667,[S]Wattage Options,40 Watts,[S]Color Temperature (CCT),5000K
AEL-LTDL24,AEL-LTDL24DA-50HMSM4A4B4CW,21669,[S]Wattage Options,80 Watts,[S]Color Temperature (CCT),5000K
AEL-LTDL24DA,AEL-LTDL24DA-30-HSSM4A4B4CW,21678,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,40 Watts / 5\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-30-HMSM4A4B4CW,21680,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,80 Watts / 10\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-35-HSSM4A4B4CW,21682,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,40 Watts / 5\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-35-HMSM4A4B4CW,21684,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,80 Watts / 10\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-40-HSSM4A4B4CW,21686,[S]Color Temperature (CCT),4000K,[S]Wattage & Lumen Options,40 Watts / 5\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-40-HMSM4A4B4CW,21688,[S]Color Temperature (CCT),4000K,[S]Wattage & Lumen Options,80 Watts / 10\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-50-HSSM4A4B4CW,21690,[S]Color Temperature (CCT),5000K,[S]Wattage & Lumen Options,40 Watts / 5\000 Lumens
AEL-LTDL24DA,AEL-LTDL24DA-50-HMSM4A4B4CW,21692,[S]Color Temperature (CCT),5000K,[S]Wattage & Lumen Options,80 Watts / 10\000 Lumens
AEL-LHCL4,AEL-LHCL4-30-SLM,21693,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,33 Watts / 4650 Lumens
AEL-LHCL4,AEL-LHCL4-30-MLM,21694,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,57 Watts / 7974 Lumens
AEL-LHCL4,AEL-LHCL4-30-HLM,21695,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,80 Watts / 11150 Lumens
AEL-LHCL4,AEL-LHCL4-30-SMM,21696,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,86 Watts / 12040 Lumens
AEL-LHCL4,AEL-LHCL4-35-SLM,21697,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,33 Watts / 4650 Lumens
AEL-LHCL4,AEL-LHCL4-35-MLM,21698,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,57 Watts / 7974 Lumens
AEL-LHCL4,AEL-LHCL4-35-HLM,21699,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,80 Watts / 11150 Lumens
AEL-LHCL4,AEL-LHCL4-35-SMM,21700,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,86 Watts / 12040 Lumens
AEL-LHCL4,AEL-LHCL4-40-SLM,21701,[S]Color Temperature (CCT),4000K,[S]Wattage & Lumen Options,33 Watts / 4650 Lumens
AEL-LHCL4,AEL-LHCL4-40-MLM,21702,[S]Color Temperature (CCT),4000K,[S]Wattage & Lumen Options,57 Watts / 7974 Lumens
AEL-LHCL4,AEL-LHCL4-40-HLM,21703,[S]Color Temperature (CCT),4000K,[S]Wattage & Lumen Options,80 Watts / 11150 Lumens
AEL-LHCL4,AEL-LHCL4-40-SMM,21704,[S]Color Temperature (CCT),4000K,[S]Wattage & Lumen Options,86 Watts / 12040 Lumens
AEL-LHCL4,AEL-LHCL4-50-SLM,21705,[S]Color Temperature (CCT),5000K,[S]Wattage & Lumen Options,33 Watts / 4650 Lumens
AEL-LHCL4,AEL-LHCL4-50-MLM,21706,[S]Color Temperature (CCT),5000K,[S]Wattage & Lumen Options,57 Watts / 7974 Lumens
AEL-LHCL4,AEL-LHCL4-50-HLM,21707,[S]Color Temperature (CCT),5000K,[S]Wattage & Lumen Options,80 Watts / 11150 Lumens
AEL-LHCL4,AEL-LHCL4-50-SMM,21708,[S]Color Temperature (CCT),5000K,[S]Wattage & Lumen Options,86 Watts / 12040 Lumens
AEL-PLSW18,AEL-PLSW18-30-SSWM,21712,[S]Color Temperature (CCT),3000K,[S]Wattage Options,26.4 Watts
AEL-PLSW18,AEL-PLSW18-30-MSWM,21713,[S]Color Temperature (CCT),3000K,[S]Wattage Options,48.8 Watts
AEL-PLSW18,AEL-PLSW18-30-HSSWM,21714,[S]Color Temperature (CCT),3000K,[S]Wattage Options,55.2 Watts
AEL-PLSW18,AEL-PLSW18-30-HMSWM,21715,[S]Color Temperature (CCT),3000K,[S]Wattage Options,82.4 Watts
AEL-PLSW18,AEL-PLSW18-35-SSWM,21716,[S]Color Temperature (CCT),3500K,[S]Wattage Options,26.4 Watts
AEL-PLSW18,AEL-PLSW18-35-MSWM,21717,[S]Color Temperature (CCT),3500K,[S]Wattage Options,48.8 Watts
AEL-PLSW18,AEL-PLSW18-35-HSSWM,21718,[S]Color Temperature (CCT),3500K,[S]Wattage Options,55.2 Watts
AEL-PLSW18,AEL-PLSW18-35-HMSWM,21719,[S]Color Temperature (CCT),3500K,[S]Wattage Options,82.4 Watts
AEL-PLSW18,AEL-PLSW18-40-SSWM,21720,[S]Color Temperature (CCT),4000K,[S]Wattage Options,26.4 Watts
AEL-PLSW18,AEL-PLSW18-40-MSWM,21721,[S]Color Temperature (CCT),4000K,[S]Wattage Options,48.8 Watts
AEL-PLSW18,AEL-PLSW18-40-HSSWM,21722,[S]Color Temperature (CCT),4000K,[S]Wattage Options,55.2 Watts
AEL-PLSW18,AEL-PLSW18-40-HMSWM,21723,[S]Color Temperature (CCT),4000K,[S]Wattage Options,82.4 Watts
AEL-PLSW18,AEL-PLSW18-50-SSWM,21724,[S]Color Temperature (CCT),5000K,[S]Wattage Options,26.4 Watts
AEL-PLSW18,AEL-PLSW18-50-MSWM,21725,[S]Color Temperature (CCT),5000K,[S]Wattage Options,48.8 Watts
AEL-PLSW18,AEL-PLSW18-50-HSSWM,21726,[S]Color Temperature (CCT),5000K,[S]Wattage Options,55.2 Watts
AEL-PLSW18,AEL-PLSW18-50-HMSWM,21727,[S]Color Temperature (CCT),5000K,[S]Wattage Options,82.4 Watts
AE-L-HBIS-100,AE-L-HBIS-100-110-30K,21728,[S]Lumen Package Options,110 lm/w / 12\000 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBIS-100,AE-L-HBIS-100-110-40K,21729,[S]Lumen Package Options,110 lm/w / 12\000 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBIS-100,AE-L-HBIS-100-110-50K,21730,[S]Lumen Package Options,110 lm/w / 12\000 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBIS-100,AE-L-HBIS-100-110-57K,21731,[S]Lumen Package Options,110 lm/w / 12\000 lumens,[S]Color Temperature (CCT),5700K
AE-L-HBIS-100,AE-L-HBIS-100-135-30K,21732,[S]Lumen Package Options,135 lm/w / 13\500 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBIS-100,AE-L-HBIS-100-135-40K,21733,[S]Lumen Package Options,135 lm/w / 13\500 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBIS-100,AE-L-HBIS-100-135-50K,21734,[S]Lumen Package Options,135 lm/w / 13\500 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBIS-100,AE-L-HBIS-100-135-57K,21735,[S]Lumen Package Options,135 lm/w / 13\500 lumens,[S]Color Temperature (CCT),5700K
AEL-PLSW14,AEL-PLSW14-30-SSWM,21736,[S]Color Temperature (CCT),3000K,[S]Wattage Options,13.2 Watts
AEL-PLSW14,AEL-PLSW14-30-MSWM,21737,[S]Color Temperature (CCT),3000K,[S]Wattage Options,20.4 Watts
AEL-PLSW14,AEL-PLSW14-30-HSSWM,21738,[S]Color Temperature (CCT),3000K,[S]Wattage Options,27.6 Watts
AEL-PLSW14,AEL-PLSW14-30-HMSWM,21739,[S]Color Temperature (CCT),3000K,[S]Wattage Options,41.2 Watts
AEL-PLSW14,AEL-PLSW14-35-SSWM,21740,[S]Color Temperature (CCT),3500K,[S]Wattage Options,13.2 Watts
AEL-PLSW14,AEL-PLSW14-35-MSWM,21741,[S]Color Temperature (CCT),3500K,[S]Wattage Options,20.4 Watts
AEL-PLSW14,AEL-PLSW14-35-HSSWM,21742,[S]Color Temperature (CCT),3500K,[S]Wattage Options,27.6 Watts
AEL-PLSW14,AEL-PLSW14-35-HMSWM,21743,[S]Color Temperature (CCT),3500K,[S]Wattage Options,41.2 Watts
AEL-PLSW14,AEL-PLSW14-40-SSWM,21745,[S]Color Temperature (CCT),4000K,[S]Wattage Options,13.2 Watts
AEL-PLSW14,AEL-PLSW14-40-MSWM,21747,[S]Color Temperature (CCT),4000K,[S]Wattage Options,20.4 Watts
AEL-PLSW14,AEL-PLSW14-40-HSSWM,21749,[S]Color Temperature (CCT),4000K,[S]Wattage Options,27.6 Watts
AEL-PLSW14,AEL-PLSW14-40-HMSWM,21751,[S]Color Temperature (CCT),4000K,[S]Wattage Options,41.2 Watts
AEL-PLSW14,AEL-PLSW14-50-SSWM,21753,[S]Color Temperature (CCT),5000K,[S]Wattage Options,13.2 Watts
AEL-PLSW14,AEL-PLSW14-50-MSWM,21755,[S]Color Temperature (CCT),5000K,[S]Wattage Options,20.4 Watts
AEL-PLSW14,AEL-PLSW14-50-HSSWM,21757,[S]Color Temperature (CCT),5000K,[S]Wattage Options,27.6 Watts
AEL-PLSW14,AEL-PLSW14-50-HMSWM,21759,[S]Color Temperature (CCT),5000K,[S]Wattage Options,41.2 Watts
AE-L-HBIS-150,AE-L-HBIS-150-110-30K,21744,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HBIS-150,AE-L-HBIS-150-110-40K,21746,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HBIS-150,AE-L-HBIS-150-110-50K,21748,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HBIS-150,AE-L-HBIS-150-110-60K,21750,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),5700K
AE-L-HBIS-150,AE-L-HBIS-150-135-30K,21752,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HBIS-150,AE-L-HBIS-150-135-40K,21754,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HBIS-150,AE-L-HBIS-150-135-50K,21756,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HBIS-150,AE-L-HBIS-150-135-60K,21758,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),5700K
AE-L-HBIS-240,AE-L-HBIS-240-110-30K,21760,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HBIS-240,AE-L-HBIS-240-110-40K,21762,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HBIS-240,AE-L-HBIS-240-110-50K,21764,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HBIS-240,AE-L-HBIS-240-110-57K,21766,[S]Lumen Package Options,110 lm/w,[S]Color Temperature (CCT),5700K
AE-L-HBIS-240,AE-L-HBIS-240-135-30K,21768,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HBIS-240,AE-L-HBIS-240-135-40K,21770,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HBIS-240,AE-L-HBIS-240-135-50K,21772,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HBIS-240,AE-L-HBIS-240-135-57K,21774,[S]Lumen Package Options,135 lm/w,[S]Color Temperature (CCT),5700K
AEL-LUTC,AEL-LUTC-9-30,21761,[S]Size & Wattage Options,3.5 x 9 / 7W,[S]Color Temperature (CCT),3000K
AEL-LUTC,AEL-LUTC-9-40,21763,[S]Size & Wattage Options,3.5 x 9 / 7W,[S]Color Temperature (CCT),4000K
AEL-LUTC,AEL-LUTC-12-30,21765,[S]Size & Wattage Options,3.5 x 12 / 7W,[S]Color Temperature (CCT),3000K
AEL-LUTC,AEL-LUTC-12-40,21767,[S]Size & Wattage Options,3.5 x 12 / 7W,[S]Color Temperature (CCT),4000K
AEL-LUTC,AEL-LUTC-18-30,21769,[S]Size & Wattage Options,3.5 x 18 / 10W,[S]Color Temperature (CCT),3000K
AEL-LUTC,AEL-LUTC-18-40,21771,[S]Size & Wattage Options,3.5 x 18 / 10W,[S]Color Temperature (CCT),4000K
AEL-LUTC,AEL-LUTC-24-30,21773,[S]Size & Wattage Options,3.5 x 24 / 12W,[S]Color Temperature (CCT),3000K
AEL-LUTC,AEL-LUTC-24-40,21775,[S]Size & Wattage Options,3.5 x 24 / 12W,[S]Color Temperature (CCT),4000K
AEL-LUTC,AEL-LUTC-34-30,21776,[S]Size & Wattage Options,3.5 x 34 / 18.5W,[S]Color Temperature (CCT),3000K
AEL-LUTC,AEL-LUTC-34-40,21777,[S]Size & Wattage Options,3.5 x 34 / 18.5W,[S]Color Temperature (CCT),4000K
AEL-LUTC,AEL-LUTC-48-30,21778,[S]Size & Wattage Options,3.5 x 48 / 23.5W,[S]Color Temperature (CCT),3000K
AEL-LUTC,AEL-LUTC-48-40,21779,[S]Size & Wattage Options,3.5 x 48 / 23.5W,[S]Color Temperature (CCT),4000K
AE-L-HBRS-240,AE-L-HBRS-240-110-30K,21780,[S]Lumen Package Options,110lm/w / 28\320 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBRS-240,AE-L-HBRS-240-110-40K,21781,[S]Lumen Package Options,110lm/w / 28\320 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBRS-240,AE-L-HBRS-240-110-50K,21782,[S]Lumen Package Options,110lm/w / 28\320 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-240,AE-L-HBRS-240-110-57K,21783,[S]Lumen Package Options,110lm/w / 28\320 lumens,[S]Color Temperature (CCT),5700K
AE-L-HBRS-240,AE-L-HBRS-240-135-30K,21784,[S]Lumen Package Options,135lm/w / 32\400 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBRS-240,AE-L-HBRS-240-135-40K,21785,[S]Lumen Package Options,135lm/w / 32\400 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBRS-240,AE-L-HBRS-240-135-50K,21786,[S]Lumen Package Options,135lm/w / 32\400 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-240,AE-L-HBRS-240-135-57K,21787,[S]Lumen Package Options,135lm/w / 32\400 lumens,[S]Color Temperature (CCT),5700K
AE-L-HBRS-150,AE-L-HBRS-150-110-30K,21796,[S]Lumen Package Options,110lm/w / 17\400 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBRS-150,AE-L-HBRS-150-110-40K,21798,[S]Lumen Package Options,110lm/w / 17\400 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBRS-150,AE-L-HBRS-150-110-50K,21800,[S]Lumen Package Options,110lm/w / 17\400 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-150,AE-L-HBRS-150-110-57K,21802,[S]Lumen Package Options,110lm/w / 17\400 lumens,[S]Color Temperature (CCT),5700K
AE-L-HBRS-150,AE-L-HBRS-150-135-30K,21804,[S]Lumen Package Options,135lm/w / 20\250 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBRS-150,AE-L-HBRS-150-135-40K,21806,[S]Lumen Package Options,135lm/w / 20\250 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBRS-150,AE-L-HBRS-150-135-50K,21808,[S]Lumen Package Options,135lm/w / 20\250 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-150,AE-L-HBRS-150-135-57K,21810,[S]Lumen Package Options,135lm/w / 20\250 lumens,[S]Color Temperature (CCT),5700K
AEL-LSMF4,AEL-LSMF4-30-SLAM,21852,[S]Color Temperature (CCT),3000K,[S]Wattage Options,33 Watts
AEL-LSMF4,AEL-LSMF4-30-MLAM,21854,[S]Color Temperature (CCT),3000K,[S]Wattage Options,57 Watts
AEL-LSMF4,AEL-LSMF4-30-HLAM,21856,[S]Color Temperature (CCT),3000K,[S]Wattage Options,80 Watts
AEL-LSMF4,AEL-LSMF4-30-SMAM,21858,[S]Color Temperature (CCT),3000K,[S]Wattage Options,86 Watts
AEL-LSMF4,AEL-LSMF4-30-MMAM,21859,[S]Color Temperature (CCT),3000K,[S]Wattage Options,93 Watts
AEL-LSMF4,AEL-LSMF4-30-HMAM,21861,[S]Color Temperature (CCT),3000K,[S]Wattage Options,112 Watts
AEL-LSMF4,AEL-LSMF4-30-SHAM,21863,[S]Color Temperature (CCT),3000K,[S]Wattage Options,118 Watts
AEL-LSMF4,AEL-LSMF4-30-HHAM,21866,[S]Color Temperature (CCT),3000K,[S]Wattage Options,179 Watts
AEL-LSMF4,AEL-LSMF4-35-SLAM,21867,[S]Color Temperature (CCT),3500K,[S]Wattage Options,33 Watts
AEL-LSMF4,AEL-LSMF4-35-MLAM,21869,[S]Color Temperature (CCT),3500K,[S]Wattage Options,57 Watts
AEL-LSMF4,AEL-LSMF4-35-HLAM,21871,[S]Color Temperature (CCT),3500K,[S]Wattage Options,80 Watts
AEL-LSMF4,AEL-LSMF4-35-SMAM,21873,[S]Color Temperature (CCT),3500K,[S]Wattage Options,86 Watts
AEL-LSMF4,AEL-LSMF4-35-MMAM,21875,[S]Color Temperature (CCT),3500K,[S]Wattage Options,93 Watts
AEL-LSMF4,AEL-LSMF4-35-HMAM,21877,[S]Color Temperature (CCT),3500K,[S]Wattage Options,112 Watts
AEL-LSMF4,AEL-LSMF4-35-SHAM,21879,[S]Color Temperature (CCT),3500K,[S]Wattage Options,118 Watts
AEL-LSMF4,AEL-LSMF4-35-HHAM,21881,[S]Color Temperature (CCT),3500K,[S]Wattage Options,179 Watts
AEL-LSMF4,AEL-LSMF4-40-SLAM,21883,[S]Color Temperature (CCT),4000K,[S]Wattage Options,33 Watts
AEL-LSMF4,AEL-LSMF4-40-MLAM,21885,[S]Color Temperature (CCT),4000K,[S]Wattage Options,57 Watts
AEL-LSMF4,AEL-LSMF4-40-HLAM,21889,[S]Color Temperature (CCT),4000K,[S]Wattage Options,80 Watts
AEL-LSMF4,AEL-LSMF4-40-SMAM,21890,[S]Color Temperature (CCT),4000K,[S]Wattage Options,86 Watts
AEL-LSMF4,AEL-LSMF4-40-MMAM,21892,[S]Color Temperature (CCT),4000K,[S]Wattage Options,93 Watts
AEL-LSMF4,AEL-LSMF4-40-HMAM,21895,[S]Color Temperature (CCT),4000K,[S]Wattage Options,112 Watts
AEL-LSMF4,AEL-LSMF4-40-SHAM,21896,[S]Color Temperature (CCT),4000K,[S]Wattage Options,118 Watts
AEL-LSMF4,AEL-LSMF4-40-HHAM,21899,[S]Color Temperature (CCT),4000K,[S]Wattage Options,179 Watts
AEL-LSMF4,AEL-LSMF4-50-SLAM,21901,[S]Color Temperature (CCT),5000K,[S]Wattage Options,33 Watts
AEL-LSMF4,AEL-LSMF4-50-MLAM,21903,[S]Color Temperature (CCT),5000K,[S]Wattage Options,57 Watts
AEL-LSMF4,AEL-LSMF4-50-HLAM,21904,[S]Color Temperature (CCT),5000K,[S]Wattage Options,80 Watts
AEL-LSMF4,AEL-LSMF4-50-SMAM,21906,[S]Color Temperature (CCT),5000K,[S]Wattage Options,86 Watts
AEL-LSMF4,AEL-LSMF4-50-MMAM,21908,[S]Color Temperature (CCT),5000K,[S]Wattage Options,93 Watts
AEL-LSMF4,AEL-LSMF4-50-HMAM,21910,[S]Color Temperature (CCT),5000K,[S]Wattage Options,112 Watts
AEL-LSMF4,AEL-LSMF4-50-SHAM,21912,[S]Color Temperature (CCT),5000K,[S]Wattage Options,118 Watts
AEL-LSMF4,AEL-LSMF4-50-HHAM,21914,[S]Color Temperature (CCT),5000K,[S]Wattage Options,179 Watts
AEL-LSMF4,AEL-LSMF4-30-MHAM,82233,[S]Color Temperature (CCT),3000K,[S]Wattage Options,143 Watts
AEL-LSMF4,AEL-LSMF4-35-MHAM,82234,[S]Color Temperature (CCT),3500K,[S]Wattage Options,143 Watts
AEL-LSMF4,AEL-LSMF4-40-MHAM,82235,[S]Color Temperature (CCT),4000K,[S]Wattage Options,143 Watts
AEL-LSMF4,AEL-LSMF4-50-MHAM,82236,[S]Color Temperature (CCT),5000K,[S]Wattage Options,143 Watts
AEL-LSMF2,AEL-LSMF2-30-SLAM,21916,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,33 Watts / 4650 Lumens
AEL-LSMF2,AEL-LSMF2-30-MLAM,21918,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,57 Watts / 7974 Lumens
AEL-LSMF2,AEL-LSMF2-30-HLAM,21920,[S]Color Temperature (CCT),3000K,[S]Wattage & Lumen Options,80 Watts / 11150 Lumens
AEL-LSMF2,AEL-LSMF2-35-SLAM,21922,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,33 Watts / 4650 Lumens
AEL-LSMF2,AEL-LSMF2-35-MLAM,21923,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,57 Watts / 7974 Lumens
AEL-LSMF2,AEL-LSMF2-35-HLAM,21925,[S]Color Temperature (CCT),3500K,[S]Wattage & Lumen Options,80 Watts / 11150 Lumens
