parent_sku,Child_sku,ProductId,Product Name,,,
AE-L-HOSL,AE-L-HOSL-400-135-30K,34708,[S]Wattage & Lumen Options,400 watts / 135lm/w,[S]Color Temperature (CCT),3000K
AE-L-HOSL,AE-L-HOSL-400-135-40K,34710,[S]Wattage & Lumen Options,400 watts / 135lm/w,[S]Color Temperature (CCT),4000K
AE-L-HOSL,AE-L-HOSL-400-135-50K,34711,[S]Wattage & Lumen Options,400 watts / 135lm/w,[S]Color Temperature (CCT),5000K
AE-L-HOSL,AE-L-HOSL-400-135-57K,34713,[S]Wattage & Lumen Options,400 watts / 135lm/w,[S]Color Temperature (CCT),5700K
AE-L-HOSL,AE-L-HOSL-400-160-30K,34714,[S]Wattage & Lumen Options,400 watts / 160 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HOSL,AE-L-HOSL-400-160-40K,34716,[S]Wattage & Lumen Options,400 watts / 160 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HOSL,AE-L-HOSL-400-160-50K,34718,[S]Wattage & Lumen Options,400 watts / 160 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HOSL,AE-L-HOSL-400-160-57K,34719,[S]Wattage & Lumen Options,400 watts / 160 lm/w,[S]Color Temperature (CCT),5700K
AE-L-HOSL,AE-L-HOSL-600-135-30K,34721,[S]Wattage & Lumen Options,600 watts / 135 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HOSL,AE-L-HOSL-600-135-40K,34722,[S]Wattage & Lumen Options,600 watts / 135 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HOSL,AE-L-HOSL-600-135-50K,34724,[S]Wattage & Lumen Options,600 watts / 135 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HOSL,AE-L-HOSL-600-135-57K,34726,[S]Wattage & Lumen Options,600 watts / 135 lm/w,[S]Color Temperature (CCT),5700K
AE-L-HOSL,AE-L-HOSL-600-160-30K,34727,[S]Wattage & Lumen Options,600 watts / 160 lm/w,[S]Color Temperature (CCT),3000K
AE-L-HOSL,AE-L-HOSL-600-160-40K,34729,[S]Wattage & Lumen Options,600 watts / 160 lm/w,[S]Color Temperature (CCT),4000K
AE-L-HOSL,AE-L-HOSL-600-160-50K,34730,[S]Wattage & Lumen Options,600 watts / 160 lm/w,[S]Color Temperature (CCT),5000K
AE-L-HOSL,AE-L-HOSL-600-160-57K,34732,[S]Wattage & Lumen Options,600 watts / 160 lm/w,[S]Color Temperature (CCT),5700K
WM-LLHB,WM-LLHB-120W-40K,70655,[S]Size & Wattage Options,11-1/4 x 47-7/8 x 3-7/8 / 120 Watts / 15\500 Lumens,[S]Color Temperature (CCT),4000K
WM-LLHB,WM-LLHB-120W-50K,70656,[S]Size & Wattage Options,11-1/4 x 47-7/8 x 3-7/8 / 120 Watts / 15\500 Lumens,[S]Color Temperature (CCT),5000K
WM-LLHB,WM-LLHB-180W-40K,70657,[S]Size & Wattage Options,15-7/4 x 47-7/8 x 3-7/8 / 180 Watts / 23\250 Lumens,[S]Color Temperature (CCT),4000K
WM-LLHB,WM-LLHB-180W-50K,70658,[S]Size & Wattage Options,15-7/4 x 47-7/8 x 3-7/8 / 180 Watts / 23\250 Lumens,[S]Color Temperature (CCT),5000K
WM-LLHB,WM-LLHB-240W-40K,70659,[S]Size & Wattage Options,20-1/2 x 47-7/8 x 3-7/8 / 240 Watts / 33\000 Lumens,[S]Color Temperature (CCT),4000K
WM-LLHB,WM-LLHB-240W-50K,70660,[S]Size & Wattage Options,20-1/2 x 47-7/8 x 3-7/8 / 240 Watts / 33\000 Lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-100,AE-L-HBRS-100-110-30K,35596,[S]Lumen Package Options,110lm/w / 12\000 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBRS-100,AE-L-HBRS-100-110-40K,35597,[S]Lumen Package Options,110lm/w / 12\000 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBRS-100,AE-L-HBRS-100-110-50K,35599,[S]Lumen Package Options,110lm/w / 12\000 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-100,AE-L-HBRS-100-110-57K,35601,[S]Lumen Package Options,110lm/w / 12\000 lumens,[S]Color Temperature (CCT),5700K
AE-L-HBRS-100,AE-L-HBRS-100-135-30K,35602,[S]Lumen Package Options,135lm/w / 13\500 lumens,[S]Color Temperature (CCT),3000K
AE-L-HBRS-100,AE-L-HBRS-100-135-40K,35604,[S]Lumen Package Options,135lm/w / 13\500 lumens,[S]Color Temperature (CCT),4000K
AE-L-HBRS-100,AE-L-HBRS-100-135-50K,35605,[S]Lumen Package Options,135lm/w / 13\500 lumens,[S]Color Temperature (CCT),5000K
AE-L-HBRS-100,AE-L-HBRS-100-135-57K,35607,[S]Lumen Package Options,135lm/w / 13\500 lumens,[S]Color Temperature (CCT),5700K
ATG-AA,ATG-AA-75-40-G2,82142,[S]Wattage & Lumen Options,75 watts / 8850 lumens,[S]Color Temperature (CCT),4000K
ATG-AA,ATG-AA-75-50-G2,82143,[S]Wattage & Lumen Options,75 watts / 8850 lumens,[S]Color Temperature (CCT),5000K
ATG-AA,ATG-AA-100-40-G2,82144,[S]Wattage & Lumen Options,100 watts /12000 lumens,[S]Color Temperature (CCT),4000K
ATG-AA,ATG-AA-100-50-G2,82145,[S]Wattage & Lumen Options,100 watts /12000 lumens,[S]Color Temperature (CCT),5000K
ATG-AA,ATG-AA-150-40-G2,82146,[S]Wattage & Lumen Options,150 watts / 18000 lumens,[S]Color Temperature (CCT),4000K
ATG-AA,ATG-AA-150-50-G2,82147,[S]Wattage & Lumen Options,150 watts / 18000 lumens,[S]Color Temperature (CCT),5000K
ATG-AA,ATG-AA-300-40-G2,82148,[S]Wattage & Lumen Options,300 watts / 36000 lumens,[S]Color Temperature (CCT),4000K
ATG-AA,ATG-AA-300-50-G2,82149,[S]Wattage & Lumen Options,300 watts / 36000 lumens,[S]Color Temperature (CCT),5000K
ILP-VTR8,ILP-VTR8-36WLED-UNIV-30,74409,[S]Wattage & Lumen Options,36 Watts / 5\582 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR8,ILP-VTR8-36WLED-UNIV-35,74410,[S]Wattage & Lumen Options,36 Watts / 5\582 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR8,ILP-VTR8-36WLED-UNIV-40,74411,[S]Wattage & Lumen Options,36 Watts / 5\582 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR8,ILP-VTR8-36WLED-UNIV-50,74412,[S]Wattage & Lumen Options,36 Watts / 5\582 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR8,ILP-VTR8-50WLED-UNIV-30,74413,[S]Wattage & Lumen Options,50 Watts / 7\865 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR8,ILP-VTR8-50WLED-UNIV-35,74414,[S]Wattage & Lumen Options,50 Watts / 7\865 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR8,ILP-VTR8-50WLED-UNIV-40,74415,[S]Wattage & Lumen Options,50 Watts / 7\865 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR8,ILP-VTR8-50WLED-UNIV-50,74416,[S]Wattage & Lumen Options,50 Watts / 7\865 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR8,ILP-VTR8-56WLED-UNIV-30,74417,[S]Wattage & Lumen Options,56 Watts / 9\122 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR8,ILP-VTR8-56WLED-UNIV-35,74418,[S]Wattage & Lumen Options,56 Watts / 9\122 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR8,ILP-VTR8-56WLED-UNIV-40,74419,[S]Wattage & Lumen Options,56 Watts / 9\122 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR8,ILP-VTR8-56WLED-UNIV-50,74420,[S]Wattage & Lumen Options,56 Watts / 9\122 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR8,ILP-VTR8-80WLED-UNIV-30,74421,[S]Wattage & Lumen Options,80 Watts / 11\433 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR8,ILP-VTR8-80WLED-UNIV-35,74422,[S]Wattage & Lumen Options,80 Watts / 11\433 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR8,ILP-VTR8-80WLED-UNIV-40,74423,[S]Wattage & Lumen Options,80 Watts / 11\433 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR8,ILP-VTR8-80WLED-UNIV-50,74424,[S]Wattage & Lumen Options,80 Watts / 11\433 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR8,ILP-VTR8-96-WLED3UNIV-30,74425,[S]Wattage & Lumen Options,96 Watts / 13\735 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR8,ILP-VTR8-96WLED-UNIV-35,74426,[S]Wattage & Lumen Options,96 Watts / 13\735 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR8,ILP-VTR8-96WLED-UNIV-40,74427,[S]Wattage & Lumen Options,96 Watts / 13\735 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR8,ILP-VTR8-96WLED-UNIV-50,74428,[S]Wattage & Lumen Options,96 Watts / 13\735 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR,ILP-VTR-18WLED-UNIV-30,74389,[S]Wattage & Lumen Options,18 Watts / 2\755 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR,ILP-VTR-18WLED-UNIV-35,74390,[S]Wattage & Lumen Options,18 Watts / 2\755 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR,ILP-VTR-18WLED-UNIV-40,74391,[S]Wattage & Lumen Options,18 Watts / 2\755 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR,ILP-VTR-18WLED-UNIV-50,74392,[S]Wattage & Lumen Options,18 Watts / 2\755 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR,ILP-VTR-25WLED-UNIV-30,74393,[S]Wattage & Lumen Options,25 Watts / 3\986 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR,ILP-VTR-25WLED-UNIV-35,74394,[S]Wattage & Lumen Options,25 Watts / 3\986 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR,ILP-VTR-25WLED-UNIV-40,74395,[S]Wattage & Lumen Options,25 Watts / 3\986 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR,ILP-VTR-25WLED-UNIV-50,74396,[S]Wattage & Lumen Options,25 Watts / 3\986 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR,ILP-VTR-28WLED-UNIV-30,74397,[S]Wattage & Lumen Options,28 Watts / 4\502 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR,ILP-VTR-28WLED-UNIV-35,74398,[S]Wattage & Lumen Options,28 Watts / 4\502 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR,ILP-VTR-28WLED-UNIV-40,74399,[S]Wattage & Lumen Options,28 Watts / 4\502 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR,ILP-VTR-28WLED-UNIV-50,74400,[S]Wattage & Lumen Options,28 Watts / 4\502 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR,ILP-VTR-40WLED-UNIV-30,74401,[S]Wattage & Lumen Options,40 Watts / 5\643 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR,ILP-VTR-40WLED-UNIV-35,74402,[S]Wattage & Lumen Options,40 Watts / 5\643 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR,ILP-VTR-40WLED-UNIV-40,74403,[S]Wattage & Lumen Options,40 Watts / 5\643 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR,ILP-VTR-40WLED-UNIV-50,74404,[S]Wattage & Lumen Options,40 Watts / 5\643 Lumens,[S]Color Temperature (CCT),5000K
ILP-VTR,ILP-VTR-48WLED-UNIV-30,74405,[S]Wattage & Lumen Options,48 Watts / 6\676 Lumens,[S]Color Temperature (CCT),3000K
ILP-VTR,ILP-VTR-48WLED-UNIV-35,74406,[S]Wattage & Lumen Options,48 Watts / 6\676 Lumens,[S]Color Temperature (CCT),3500K
ILP-VTR,ILP-VTR-48WLED-UNIV-40,74407,[S]Wattage & Lumen Options,48 Watts / 6\676 Lumens,[S]Color Temperature (CCT),4000K
ILP-VTR,ILP-VTR-48WLED-UNIV-50,74408,[S]Wattage & Lumen Options,48 Watts / 6\676 Lumens,[S]Color Temperature (CCT),5000K
ILP-CFM,ILP-CFM-52W-U-40K-BRZ,81855,[S]Wattage & Lumen Options,52 Watts / 6\553 Lumens,[S]Color Temperature (CCT),4000K
ILP-CFM,ILP-CFM-52W-U-500K-BRZ,81856,[S]Wattage & Lumen Options,52 Watts / 6\553 Lumens,[S]Color Temperature (CCT),5000K
ILP-CFM,ILP-CFM-85W-U-40K-BRZ,81857,[S]Wattage & Lumen Options,85 Watts / 10\630 Lumens,[S]Color Temperature (CCT),4000K
ILP-CFM,ILP-CFM-85W-U-50K-BRZ,81858,[S]Wattage & Lumen Options,85 Watts / 10\630 Lumens,[S]Color Temperature (CCT),5000K
ILP-PAN24,ILP-PAN24-30WLED-U-35,35988,[S]Wattage & Lumen Options,30 Watts / 3\999 Lumens,[S]Color Temperature (CCT),3500K
ILP-PAN24,ILP-PAN24-30WLED-U-40,35990,[S]Wattage & Lumen Options,30 Watts / 3\999 Lumens,[S]Color Temperature (CCT),4000K
ILP-PAN24,ILP-PAN24-36WLED-U-35,35991,[S]Wattage & Lumen Options,36 Watts / 4\553 Lumens,[S]Color Temperature (CCT),3500K
ILP-PAN24,ILP-PAN24-36WLED-U-40,35993,[S]Wattage & Lumen Options,36 Watts / 4\553 Lumens,[S]Color Temperature (CCT),4000K
ILP-PAN14,ILP-PAN14-20WLED-U-35,70761,[S]Wattage & Lumen Options,20 Watts / 2\419 Lumens,[S]Color Temperature (CCT),3500K
ILP-PAN14,ILP-PAN14-20WLED-U-40,70762,[S]Wattage & Lumen Options,20 Watts / 2\419 Lumens,[S]Color Temperature (CCT),4000K
ILP-PAN14,ILP-PAN14-30WLED-U-35,70763,[S]Wattage & Lumen Options,30 Watts / 3\894 Lumens,[S]Color Temperature (CCT),3500K
ILP-PAN14,ILP-PAN14-30WLED-U-40,70764,[S]Wattage & Lumen Options,30 Watts / 3\894 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO-T3,BL-LEDMPALPRO-T3-240-4K,36120,[S]Wattage & Lumen Options,240 Watts / 27\944 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO-T3,BL-LEDMPALPRO-T3-240-5K,36122,[S]Wattage & Lumen Options,240 Watts / 27\944 Lumens,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO-T3,BL-LEDMPALPRO-T3-280-4K,36124,[S]Wattage & Lumen Options,280 Watts / 32\546 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO-T3,BL-LEDMPALPRO-T3-280-5K,36125,[S]Wattage & Lumen Options,280 Watts / 32\546 Lumens,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO,BL-LEDMPALPRO-80-4K-T3,36130,[S]Wattage & Lumen Options,80 Watts / 9\816 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO,BL-LEDMPALPRO-80-5K-T3,36131,[S]Wattage & Lumen Options,80 Watts / 9\816 Lumens,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO,BL-LEDMPALPRO-100-4K-T3,36133,[S]Wattage & Lumen Options,100 Watts / 11\834 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO,BL-LEDMPALPRO-100-5K-T3,36134,[S]Wattage & Lumen Options,100 Watts / 11\834 Lumens,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO,BL-LEDMPALPRO-140-4K-T3,36136,[S]Wattage & Lumen Options,140 Watts / 16\687 Lumens,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO,BL-LEDMPALPRO-140-5K-T3,36138,[S]Wattage & Lumen Options,140 Watts / 16\687 Lumens,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO50,BL-LEDMPALPRO50-K-3K,75918,[S]Mounting Options,Knuckle Mount,[S]Color Temperature (CCT),3000K
BL-LEDMPALPRO50,BL-LEDMPALPRO50-K-4K,75919,[S]Mounting Options,Knuckle Mount,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO50,BL-LEDMPALPRO50-K-5K,75920,[S]Mounting Options,Knuckle Mount,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO50,BL-LEDMPALPRO50-Y-3K,75921,[S]Mounting Options,Yoke Mount,[S]Color Temperature (CCT),3000K
BL-LEDMPALPRO50,BL-LEDMPALPRO50-Y-4K,75922,[S]Mounting Options,Yoke Mount,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO50,BL-LEDMPALPRO50-Y-5K,75923,[S]Mounting Options,Yoke Mount,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO30,BL-LEDMPALPRO30-K-3K,75924,[S]Mounting Options,Knuckle,[S]Color Temperature (CCT),3000K
BL-LEDMPALPRO30,BL-LEDMPALPRO30-K-4K,75925,[S]Mounting Options,Knuckle,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO30,BL-LEDMPALPRO30-K-5K,75926,[S]Mounting Options,Knuckle,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO30,BL-LEDMPALPRO30-Y-3K,75927,[S]Mounting Options,Yoke,[S]Color Temperature (CCT),3000K
BL-LEDMPALPRO30,BL-LEDMPALPRO30-Y-4K,75928,[S]Mounting Options,Yoke,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO30,BL-LEDMPALPRO30-Y-5K,75929,[S]Mounting Options,Yoke,[S]Color Temperature (CCT),5000K
BL-LEDMPALPRO15,BL-LEDMPALPRO15-K-3K,75930,[S]Mounting Options,Knuckle Mount,[S]Color Temperature (CCT),3000K
BL-LEDMPALPRO15,BL-LEDMPALPRO15-K-4K,75931,[S]Mounting Options,Knuckle Mount,[S]Color Temperature (CCT),4000K
BL-LEDMPALPRO15,BL-LEDMPALPRO15-Y-3K,75932,[S]Mounting Options,Yoke Mount,[S]Color Temperature (CCT),3000K
BL-LEDMPALPRO15,BL-LEDMPALPRO15-Y-4K,75933,[S]Mounting Options,Yoke Mount,[S]Color Temperature (CCT),4000K
BL-BL8TCLD,BL-BL8TCLD-40HZ-4K-BL8CLED-40A,36315,[S]Wattage & Lumen Options,40 Watts / 3090 Lumens,[S]Frame Options,LED Architectural Frame (Fits  8 40W Trim)
BL-BL8TCLD,BL-BL8TCLD-40HZ-4K-BL8CLED-52A,36316,[S]Wattage & Lumen Options,40 Watts / 3090 Lumens,[S]Frame Options,LED Architectural Frame (Fits  8 52W Trim)
BL-BL8TCLD,BL-BL8TCLD-40HZ-4K-ZZ-BARHANGER-ARCHCAN-FLAT27,36318,[S]Wattage & Lumen Options,40 Watts / 3090 Lumens,[S]Frame Options,Flat Bar Hanger 27 For Architectural Cans
BL-BL8TCLD,BL-BL8TCLD-52HZ-4K-BL8CLED-40A,36319,[S]Wattage & Lumen Options,52 Watts / 4530 Lumens,[S]Frame Options,LED Architectural Frame (Fits  8 40W Trim)
BL-BL8TCLD,BL-BL8TCLD-52HZ-4K-BL8CLED-52A,36321,[S]Wattage & Lumen Options,52 Watts / 4530 Lumens,[S]Frame Options,LED Architectural Frame (Fits  8 52W Trim)
BL-BL8TCLD,BL-BL8TCLD-52HZ-4K-ZZ-BARHANGER-ARCHCAN-FLAT27,36323,[S]Wattage & Lumen Options,52 Watts / 4530 Lumens,[S]Frame Options,Flat Bar Hanger 27 For Architectural Cans
BL-BL6TCLD,BL-BL6TCLD-28HZ-3K-BL6CLED-28A,36327,[S]Color Temperature (CCT),3000K / 28W,[S]Frame Options,LED Architectural Frame (Fits  6 28W Trim)
BL-BL6TCLD,BL-BL6TCLD-28HZ-3K-BL6CLED-48A,36328,[S]Color Temperature (CCT),3000K / 28W,[S]Frame Options,LED Architectural Frame (Fits  6 48W Trim)
BL-BL6TCLD,BL-BL6TCLD-28HZ-3K-ZZ-BARHANGER-ARCHCAN-FLAT27,36330,[S]Color Temperature (CCT),3000K / 28W,[S]Frame Options,Flat Bar Hanger 27 For Architectural Cans
BL-BL6TCLD,BL-BL6TCLD-48HZ-4K-BL6CLED-28A,36332,[S]Color Temperature (CCT),4000K / 48W,[S]Frame Options,LED Architectural Frame (Fits  6 28W Trim)
BL-BL6TCLD,BL-BL6TCLD-48HZ-4K-BL6CLED-48A,36333,[S]Color Temperature (CCT),4000K / 48W,[S]Frame Options,LED Architectural Frame (Fits  6 48W Trim)
BL-BL6TCLD,BL-BL6TCLD-48HZ-4K-ZZ-BARHANGER-ARCHCAN-FLAT27,36335,[S]Color Temperature (CCT),4000K / 48W,[S]Frame Options,Flat Bar Hanger 27 For Architectural Cans
BL-BL4TCLD,BL-BL4TCLD-21HZ-3K-BL4CLED-21A,36339,[S]Color Temperature (CCT),3000K / 21W,[S]Frame Options,LED Architectural Frame (Fits  4 21W Trim)
BL-BL4TCLD,BL-BL4TCLD-21HZ-3K-BL4CLED-28A,36341,[S]Color Temperature (CCT),3000K / 21W,[S]Frame Options,LED Architectural Frame (Fits  4 28W Trim)
BL-BL4TCLD,BL-BL4TCLD-21HZ-3K-ZZ-BARHANGER-ARCHCAN-FLAT27,36342,[S]Color Temperature (CCT),3000K / 21W,[S]Frame Options,Flat Bar Hanger 27 For Architectural Cans
BL-BL4TCLD,BL-BL4TCLD-28HZ-4K-BL4CLED-21A,36344,[S]Color Temperature (CCT),4000K / 28W,[S]Frame Options,LED Architectural Frame (Fits  4 21W Trim)
BL-BL4TCLD,BL-BL4TCLD-28HZ-4K-BL4CLED-28A,36345,[S]Color Temperature (CCT),4000K / 28W,[S]Frame Options,LED Architectural Frame (Fits  4 28W Trim)
BL-BL4TCLD,BL-BL4TCLD-28HZ-4K-ZZ-BARHANGER-ARCHCAN-FLAT27,36347,[S]Color Temperature (CCT),4000K / 28W,[S]Frame Options,Flat Bar Hanger 27 For Architectural Cans
BL-BRK-LED8A-BW-54W,BL-BRK-LED8A-BW-54W-3K-ECO-V2-SQ,36357,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Square (snap)
BL-BRK-LED8A-BW-54W,BL-BRK-LED8A-BW-54W-3K-ECO-V2-SPWHT,36358,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED8A-BW-54W,BL-BRK-LED8A-BW-54W-4K-ECO-V2-SQ,36360,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Square (snap)
BL-BRK-LED8A-BW-54W,BL-BRK-LED8A-BW-54W-4K-ECO-V2-SPWHT,36362,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED8A-BW-54W,BL-BRK-LED8A-BW-54W-5K-ECO-V2-SQ,36363,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Square (snap)
BL-BRK-LED8A-BW-54W,BL-BRK-LED8A-BW-54W-5K-ECO-V2-SPWHT,36365,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED8A-BW-27W,BL-BRK-LED8A-BW-27W-35K-ECO-SQ,36369,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Square
BL-BRK-LED8A-BW-27W,BL-BRK-LED8A-BW-27W-35K-ECO-SPWHT,36371,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Silver/White
BL-BRK-LED8A-BW-27W,BL-BRK-LED8A-BW-27W-4K-ECO-SQ,36372,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Square
BL-BRK-LED8A-BW-27W,BL-BRK-LED8A-BW-27W-4K-ECO-SPWHT,36374,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Silver/White
BL-BRK-LED8A-BW-27W,BL-BRK-LED8A-BW-27W-5K-ECO-SQ,36376,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Square
BL-BRK-LED8A-BW-27W,BL-BRK-LED8A-BW-27W-5K-ECO-SPWHT,36377,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Silver/White
BL-BRK-LED56-BW,BL-BRK-LED56-BW-27K-ECO-SQ,36400,[S]Color Temperature (CCT),2700K,[S]Trimplate Options,Square (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-27K-ECO-SPWHT,36402,[S]Color Temperature (CCT),2700K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-27K-ECO-BK,36403,[S]Color Temperature (CCT),2700K,[S]Trimplate Options,Black (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-27K-ECO-N,36405,[S]Color Temperature (CCT),2700K,[S]Trimplate Options,Nickle/Silver (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-27K-ECO-BZ,36407,[S]Color Temperature (CCT),2700K,[S]Trimplate Options,Bonze/Moca (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-3K-ECO-SQ,36408,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Square (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-3K-ECO-SPWHT,36410,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-3K-ECO-BK,36412,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Black (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-3K-ECO-N,36413,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Nickle/Silver (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-3K-ECO-BZ,36415,[S]Color Temperature (CCT),3000K,[S]Trimplate Options,Bonze/Moca (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-35K-ECO-SQ,36416,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Square (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-35K-ECO-SPWHT,36418,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-35K-ECO-BK,36419,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Black (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-35K-ECO-N,36421,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Nickle/Silver (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-35K-ECO-BZ,36423,[S]Color Temperature (CCT),3500K,[S]Trimplate Options,Bonze/Moca (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-4K-ECO-SQ,36424,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Square (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-4K-ECO-SPWHT,36426,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-4K-ECO-BK,36428,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Black (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-4K-ECO-N,36429,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Nickle/Silver (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-4K-ECO-BZ,36431,[S]Color Temperature (CCT),4000K,[S]Trimplate Options,Bonze/Moca (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-5K-ECO-SQ,36432,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Square (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-5K-ECO-SPWHT,36434,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Silver/White (snap)
BL-BRK-LED56-BW,BL-BRK-LED56-BW-5K-ECO-BK,36435,[S]Color Temperature (CCT),5000K,[S]Trimplate Options,Black (snap)
