parent_sku,Child_sku,ProductId,Product Name,Value
TF-WLINLV254MV,TF-WLINLV254MV-WH,10559,[S]Finish Options,White
TF-WLINLV254MV,TF-WLINLV254MV-BK,10560,[S]Finish Options,Black
TF-WLINLV254MV,TF-WLINLV254MV-SL,10561,[S]Finish Options,Silver
TF-WLINLV254MV,TF-WLINLV254MV-IN,10562,[S]Finish Options,Iron
TF-WLINMW2328MV,TF-WLINMW2328MV-WH,10563,[S]Finish Options,White
TF-WLINMW2328MV,TF-WLINMW2328MV-BK,10564,[S]Finish Options,Black
TF-WLINMW2328MV,TF-WLINMW2328MV-SL,10565,[S]Finish Options,Silver
TF-WLINMW2328MV,TF-WLINMW2328MV-IN,10566,[S]Finish Options,Iron
TF-WLINMW232MV,TF-WLINMW232MV-WH,10567,[S]Finish Options,White
TF-WLINMW232MV,TF-WLINMW232MV-BK,10568,[S]Finish Options,Black
TF-WLINMW232MV,TF-WLINMW232MV-SL,10569,[S]Finish Options,Silver
TF-WLINMW232MV,TF-WLINMW232MV-IN,10570,[S]Finish Options,Iron
TF-WLINMW2548MV,TF-WLINMW2548MV-WH,10571,[S]Finish Options,White
TF-WLINMW2548MV,TF-WLINMW2548MV-BK,10572,[S]Finish Options,Black
TF-WLINMW2548MV,TF-WLINMW2548MV-SL,10573,[S]Finish Options,Silver
TF-WLINMW2548MV,TF-WLINMW2548MV-IN,10574,[S]Finish Options,Iron
TF-WLINMW254MV,TF-WLINMW254MV-WH,10578,[S]Finish Options,White
TF-WLINMW254MV,TF-WLINMW254MV-BK,10579,[S]Finish Options,Black
TF-WLINMW254MV,TF-WLINMW254MV-SL,10580,[S]Finish Options,Silver
TF-WLINMW254MV,TF-WLINMW254MV-IN,10581,[S]Finish Options,Iron
TF-WLINPF2328MV,TF-WLINPF2328MV-WH,10582,[S]Finish Options,White
TF-WLINPF2328MV,TF-WLINPF2328MV-BK,10583,[S]Finish Options,Black
TF-WLINPF2328MV,TF-WLINPF2328MV-SL,10584,[S]Finish Options,Silver
TF-WLINPF2328MV,TF-WLINPF2328MV-IN,10585,[S]Finish Options,Iron
TF-WLINPF232MV,TF-WLINPF232MV-WH,10586,[S]Finish Options,White
TF-WLINPF232MV,TF-WLINPF232MV-BK,10587,[S]Finish Options,Black
TF-WLINPF232MV,TF-WLINPF232MV-SL,10588,[S]Finish Options,Silver
TF-WLINPF232MV,TF-WLINPF232MV-IN,10589,[S]Finish Options,Iron
TF-WLINPF254MV,TF-WLINPF254MV-WH,10590,[S]Finish Options,White
TF-WLINPF254MV,TF-WLINPF254MV-BK,10591,[S]Finish Options,Black
TF-WLINPF254MV,TF-WLINPF254MV-SL,10592,[S]Finish Options,Silver
TF-WLINPF254MV,TF-WLINPF254MV-IN,10593,[S]Finish Options,Iron
TF-BKRA125MV,TF-BKRA125MV-WH,10624,[S]Finish Options,White Back Plate and End Caps (standard)
TF-BKRA125MV,TF-BKRA125MV-CHE,10625,[S]Finish Options,White Back Plate and Chrome End Caps
TF-BKRA125MV,TF-BKRA125MV-CH,10626,[S]Finish Options,Chrome Back Plate and End Caps
TF-BKRA132MV,TF-BKRA132MV-WH,10627,[S]Finish Options,White Back Plate and End Caps (standard)
TF-BKRA132MV,TF-BKRA132MV-CHE,10628,[S]Finish Options,White Back Plate and Chrome End Caps
TF-BKRA132MV,TF-BKRA132MV-CH,10629,[S]Finish Options,Chrome Back Plate and End Caps
BL-RELXTE1RCAEM-SDT,BL-RELXTE1RCAEM-SDT-R,12571,[S]Letter Color Options,Red
BL-RELXTE1RCAEM-SDT,BL-RELXTE1RCAEM-SDT-G,12572,[S]Letter Color Options,Green
ILP-SS8-12L-U,ILP-SS8-12L-U-35-FRL,70960,[S]Color Temperature (CCT),3500K
ILP-SS8-12L-U,ILP-SS8-12L-U-40-FRL,70961,[S]Color Temperature (CCT),4000K
ILP-SS8-12L-U,ILP-SS8-12L-U-50-FRL,70962,[S]Color Temperature (CCT),5000K
TL-TECBTA-22,TL-TECBTA-22-20W-50KD1WJ,82163,[S]Wattage Options,20 Watts
TL-TECBTA-22,TL-TECBTA-22-40W-50KD1WJ,82164,[S]Wattage Options,40 Watts
PS-HB-18Y-PAD,PS-HB-18Y-PAD-60,12815,[S]Main Cable Length,60 cable (standard)
PS-HB-18Y-PAD,PS-HB-18Y-PAD-120,12816,[S]Main Cable Length,120 cable
PS-HB-18Y-PAD,PS-HB-18Y-PAD-180,12817,[S]Main Cable Length,180 cable
PS-HB-18Y-PAD,PS-HB-18Y-PAD-240,12818,[S]Main Cable Length,240 cable
BL-DBEL,BL-DBEL-BR-SDT,12831,[S]Finish Options,Bronze (standard)
BL-DBEL,BL-DBEL-B-SDT,12832,[S]Finish Options,Black
BL-DBEL,BL-DBEL-WH-SDT,12834,[S]Finish Options,White
BL-LEDR5HO,BL-LEDR5HO-,12842,[S]Finish Options,White
BL-LEDR5HO,BL-LEDR5HO-B,12843,[S]Finish Options,Black
BL-PAR-1,BL-PAR-1W,71174,[S]Finish Options,White
BL-PAR-1,BL-PAR-1B,71175,[S]Finish Options,Black
ILP-AL-375WU,ILP-AL-375WU-30TIVUPMB,12858,[S]Color Temperature (CCT),3000K
ILP-AL-375WU,ILP-AL-375WU-40TIVUPMB,12859,[S]Color Temperature (CCT),4000K
ILP-AL-375WU,ILP-AL-375WU-50TIVUPMB,12860,[S]Color Temperature (CCT),5000K
ILP-AL-225WU,ILP-AL-225WU-30TIVUPMB,12861,[S]Color Temperature (CCT),3000K
ILP-AL-225WU,ILP-AL-225WU-40TIVUPMB,12862,[S]Color Temperature (CCT),4000K
ILP-AL-225WU,ILP-AL-225WU-50TIVUPMB,12863,[S]Color Temperature (CCT),5000K
ILP-AL-90WU,ILP-AL-90WU-30TIVUPMB,12864,[S]Color Temperature (CCT),3000K
ILP-AL-90WU,ILP-AL-90WU-40TIVUPMB,12865,[S]Color Temperature (CCT),4000K
ILP-AL-90WU,ILP-AL-90WU-50TIVUPMB,12866,[S]Color Temperature (CCT),5000K
ILP-BLFT-15WLED-UNIV-4000K,ILP-BLFT-15WLED-UNIV-4000K-BRZ,81841,[S]Finish Options,Bronze
ILP-BLFT-15WLED-UNIV-4000K,ILP-BLFT-15WLED-UNIV-4000K-BLK,81842,[S]Finish Options,Black
EL-EB30-11W,EL-EB30-11W-3020e-CASE25,13137,[S]Color Temperature (CCT),2700K
EL-EB30-11W,EL-EB30-11W-3000e-CASE25,13138,[S]Color Temperature (CCT),3000K
EL-EB30-11W,EL-EB30-11W-3040e-CASE25,13139,[S]Color Temperature (CCT),4000K
EL-EB30-11W,EL-EB30-11W-3050e-CASE25,13140,[S]Color Temperature (CCT),5000K
EL-EA21-22W,EL-EA21-22W-1020eh-CASE5,13141,[S]Color Temperature (CCT),2700K
EL-EA21-22W,EL-EA21-22W-1000eh-CASE5,13142,[S]Color Temperature (CCT),3000K
EL-EA21-22W,EL-EA21-22W-1040eh-CASE5,13143,[S]Color Temperature (CCT),4000K
EL-EA21-22W,EL-EA21-22W-1050eh-CASE5,13144,[S]Color Temperature (CCT),5000K
BL-RH-WP,BL-RH-WP-1,13427,[S]Fixture Options,Single remote head
BL-RH-WP,BL-RH-WP-2,13428,[S]Fixture Options,Double remote head
TF-128A24L,TF-128A24L-J35W4600LDMV40K,13429,[S]Wattage Options,35 Watts
TF-128A24L,TF-128A24L-J48W6300LDMV40K,13430,[S]Wattage Options,48 Watts
TF-128A24L,TF-128A24L-J57W7100LDMV40K,13431,[S]Wattage Options,57 Watts
TF-128A14L,TF-128A14L-J35W3450LDMV40K,13432,[S]Wattage Options,35 Watts
TF-128A14L,TF-128A14L-J48W4800LDMV40K,13433,[S]Wattage Options,48 Watts
EN-880111,EN-880111-I,13469,[S]Finish Options,Ivory
EN-880111,EN-880111-W,13470,[S]Finish Options,White
TF-200A224LS28W3300LDMV,TF-200A224LS28W3300LDMV-30K,13473,[S]Color Temperature (CCT),3000K
TF-200A224LS28W3300LDMV,TF-200A224LS28W3300LDMV-35K,13474,[S]Color Temperature (CCT),3500K
TF-200A224LS28W3300LDMV,TF-200A224LS28W3300LDMV-40K,13475,[S]Color Temperature (CCT),4000K (recommended)
TF-200A224LS28W3300LDMV,TF-200A224LS28W3300LDMV-50K,13476,[S]Color Temperature (CCT),5000K
EN-8661,EN-8661-I,13471,[S]Finish Options,Ivory
EN-8661,EN-8661-W,13472,[S]Finish Options,White
EN-84150,EN-84150-I,13477,[S]Color Temperature (CCT),Ivory
EN-84150,EN-84150-W,13478,[S]Color Temperature (CCT),White
DG-HLF25QF1X132U,DG-HLF25QF1X132U-4K-CGY,83274,[S]Color Temperature (CCT),4000K
DG-HLF25QF1X132U,DG-HLF25QF1X132U-5K-CGY,83275,[S]Color Temperature (CCT),5000K
TF-200A424LS48W6000LDMV,TF-200A424LS48W6000LDMV-30K,13481,[S]Color Temperature (CCT),3000K
TF-200A424LS48W6000LDMV,TF-200A424LS48W6000LDMV-35K,13482,[S]Color Temperature (CCT),3500K
TF-200A424LS48W6000LDMV,TF-200A424LS48W6000LDMV-40K,13483,[S]Color Temperature (CCT),4000K (recommended)
TF-200A424LS48W6000LDMV,TF-200A424LS48W6000LDMV-50K,13485,[S]Color Temperature (CCT),5000K
TF-VLT22LJ36W3700LDMV,TF-VLT22LJ36W3700LDMV-30K,13835,[S]Color Temperature (CCT),3000K
TF-VLT22LJ36W3700LDMV,TF-VLT22LJ36W3700LDMV-35K,13836,[S]Color Temperature (CCT),3500K
TF-VLT22LJ36W3700LDMV,TF-VLT22LJ36W3700LDMV-40K,13838,[S]Color Temperature (CCT),4000K
TF-VLT22LJ36W3700LDMV,TF-VLT22LJ36W3700LDMV-50K,13839,[S]Color Temperature (CCT),5000K
EN-83200,EN-83200-I,13851,[S]Finish Options,Ivory
EN-83200,EN-83200-W,13852,[S]Finish Options,White
TF-LXT22LZ36W4200LDMV,TF-LXT22LZ36W4200LDMV-30K,13853,[S]Color Temperature (CCT),3000K
TF-LXT22LZ36W4200LDMV,TF-LXT22LZ36W4200LDMV-35K,13855,[S]Color Temperature (CCT),3500K
TF-LXT22LZ36W4200LDMV,TF-LXT22LZ36W4200LDMV-40K,13857,[S]Color Temperature (CCT),4000K
TF-LXT22LZ36W4200LDMV,TF-LXT22LZ36W4200LDMV-50K,13858,[S]Color Temperature (CCT),5000K
EN-83150L,EN-83150L-W,13854,[S]Finish Options,White
EN-83150L,EN-83150L-C,13856,[S]Finish Options,Clear
EN-83150,EN-83150-GY,13859,[S]Finish Options,Gray
EN-83150,EN-83150-I,13860,[S]Finish Options,Ivory
EN-83150,EN-83150-LA,13861,[S]Finish Options,Light Almond
EN-83150,EN-83150-W,13862,[S]Finish Options,White
TF-LXT24LZ50W6450LDMV,TF-LXT24LZ50W6450LDMV-30K,13863,[S]Color Temperature (CCT),3000K
TF-LXT24LZ50W6450LDMV,TF-LXT24LZ50W6450LDMV-35K,13864,[S]Color Temperature (CCT),3500K
TF-LXT24LZ50W6450LDMV,TF-LXT24LZ50W6450LDMV-40K,13865,[S]Color Temperature (CCT),4000K
TF-LXT24LZ50W6450LDMV,TF-LXT24LZ50W6450LDMV-50K,13866,[S]Color Temperature (CCT),5000K
EN-82150L,EN-82150L-W,13867,[S]Finish Options,White
EN-82150L,EN-82150L-I,13868,[S]Finish Options,Ivory
TF-SKDWBFR24LJ35W3400LDMV,TF-SKDWBFR24LJ35W3400LDMV-30KWH,13964,[S]Color Temperature (CCT),3000K
TF-SKDWBFR24LJ35W3400LDMV,TF-SKDWBFR24LJ35W3400LDMV-35KWH,13965,[S]Color Temperature (CCT),3500K
TF-SKDWBFR24LJ35W3400LDMV,TF-SKDWBFR24LJ35W3400LDMV-40KWH,13966,[S]Color Temperature (CCT),4000K
TF-SKDWBFR24LJ35W3400LDMV,TF-SKDWBFR24LJ35W3400LDMV-50KWH,13967,[S]Color Temperature (CCT),5000K
TF-SKDWBFR96L,TF-SKDWBFR96L-J80W8000LDMV40KWH,71071,[S]Wattage Options,80 Watts
TF-SKDWBFR96L,TF-SKDWBFR96L-Z114W10800LDMV40KWH,71072,[S]Wattage Options,114 Watts
TF-66RSF48LR48W4800LDMV,TF-66RSF48LR48W4800LDMV-30KWH,16069,[S]Color Temperature (CCT),3000K
TF-66RSF48LR48W4800LDMV,TF-66RSF48LR48W4800LDMV-35KWH,16070,[S]Color Temperature (CCT),3500K
TF-66RSF48LR48W4800LDMV,TF-66RSF48LR48W4800LDMV-40KWH,16072,[S]Color Temperature (CCT),4000K
TF-66RSF48LR48W4800LDMV,TF-66RSF48LR48W4800LDMV-50KWH,16073,[S]Color Temperature (CCT),5000K
TF-AO,TF-AO-PL13W1000LD120,16120,[S]Select Size,9 W x 18 L Inches
TF-AO,TF-AO-WL13W1000LD120,16121,[S]Select Size,9 W x 20 L Inches
TF-AO,TF-AO-LL13W1000LD120,16122,[S]Select Size,9 W x 25 L Inches
TF-BKAMW48L,TF-BKAMW48L-S48W4500LDMV40K,78890,[S]Wattage Options,48 Watts
TF-BKAMW48L,TF-BKAMW48L-S57W5100LDMV40K,78891,[S]Wattage Options,57 Watts
TF-BKRMW24L,TF-BKRMW24LS24W2200LDMV40K-WH,16134,[S]Finish Options,White Back Plate and End Caps (standard)
