sku,upc_ean,cost-USD,msrp-USD,imap-USD
WM-SCX-L-50K,845060030181,41.98,66.78,58.74
WM-SCX-T-30K,845060035407,52.98,84.78,73.74
WM-SCX-T-35K,845060030198,52.98,84.78,73.74
WM-SCX-T-40K,845060030204,52.98,84.78,73.74
WM-SCX-T-50K,845060030211,52.98,84.78,73.74
WM-SCX-X-30K,845060035452,59.98,95.78,83.74
WM-SCX-X-35K,845060030228,59.98,95.78,83.74
WM-SCX-X-40K,845060030235,59.98,95.78,83.74
WM-SCX-X-50K,845060030242,59.98,95.78,83.74
WM-SCX-IC-30K,845060049183,44.98,71.78,62.74
WM-SCX-IC-35K,845060049190,44.98,71.78,62.74
WM-SCX-IC-40K,845060049206,44.98,71.78,62.74
WM-SCX-IC-50K,845060049213,44.98,71.78,62.74
WM-SCX-C120-30K,845060054545,65.98,104.78,91.74
WM-SCX-C120-35K,845060054552,65.98,104.78,91.74
WM-SCX-C120-40K,845060054569,65.98,104.78,91.74
WM-SCX-C120-50K,845060054576,65.98,104.78,91.74
WM-SCL-RS-12,845060049138,22.40,35.78,31.74
WM-SCL-RS-18,845060049145,24.65,39.78,34.74
WM-SCL-RS-24,845060049152,25.77,40.78,35.74
WM-SCL-RS-36,845060049169,29.14,46.78,40.74
WM-SCL-RS-48,845060049176,33.64,53.78,46.74
WM-SPL-4FT-40W-50K-D,845060010893,153.94,244.78,221.74
WM-SPL-4FT-40W-40K-D,845060010909,153.94,244.78,221.74
WM-SPL-4FT-40W-35K-D,845060010916,153.94,244.78,221.74
WM-SCLR-4FT-40W-40K-D,845060006162,64.98,103.78,93.74
WM-SCLP-4FT-40W-50K-D,845060006148,117.90,214.78,194.74
WM-SCLP-4FT-40W-40K-D,845060006131,117.90,214.78,194.74
WM-SCLP-4FT-40W-35K-D,845060006124,117.90,214.78,194.74
WM-SCLT-4FT-40W-50K-D,845060031683,127.90,212.78,192.74
WM-SCLT-4FT-40W-40K-D,845060031690,127.90,212.78,192.74
WM-SCLT-4FT-40W-35K-D,845060031706,127.90,212.78,192.74
WM-SCLP-CB,845060008401,11.75,18.78,16.74
WM-SCLP-UD-4FT-60W-50K-D,845060010923,164.94,261.78,237.74
WM-SCLP-UD-4FT-60W-40K-D,845060010954,164.94,261.78,237.74
WM-SCLP-UD-4FT-60W-35K-D,845060010961,164.94,261.78,237.74
WM-SCLL-UD-4FT-60W-50K-D,845060024821,138.90,261.78,237.74
WM-SCLL-UD-4FT-60W-40K-D,845060024814,138.90,261.78,237.74
WM-SCLL-UD-4FT-60W-35K-D,845060024807,138.90,261.78,237.74
WM-SCPP-UD-4FT-60W-50K-D,845060049343,138.90,261.78,237.74
WM-SCPP-UD-4FT-60W-40K-D,845060049336,138.90,261.78,237.74
WM-SCPP-UD-4FT-60W-35K-D,845060049329,138.90,261.78,237.74
WM-SCPL-UD-4FT-60W-50K-D,845060024791,138.90,255.78,231.74
WM-SCPL-UD-4FT-60W-40K-D,845060024784,138.90,255.78,231.74
WM-SCPL-UD-4FT-60W-35K-D,845060024777,138.90,255.78,231.74
WM-WCLP-UD-2FT-25W-MCT-D,845060053807,73.90,138.78,125.74
WM-WCLP-UD-4FT-50W-MCT-D,845060053814,105.90,230.78,208.74
WM-WCPL-UD-2FT-25W-MCT-D,845060053784,73.90,131.78,119.74
WM-WCPL-UD-4FT-50W-MCT-D,845060053791,105.90,215.78,195.74
WM-SCR-24D-50K-D,845060026481,260.90,457.78,405.74
WM-SCR-24D-40K-D,845060026474,260.90,457.78,405.74
WM-SCR-24D-35K-D,845060026467,260.90,457.78,405.74
WM-SRPL-40W-35K-D,845060025521,171.94,273.78,242.74
WM-SRPL-40W-40K-D,845060025538,171.94,273.78,242.74
WM-SRPL-40W-50K-D,845060025545,171.94,273.78,242.74
WM-SCL-ALG,845060053555,3.31,5.26,4.66
WM-SCL-AH,845060011524,1.85,2.94,2.60
WM-SCL-AKHC,845060053562,1.36,2.16,1.91
WM-SCL-AYC,845060053517,1.36,2.16,1.91
WM-SCL-TG1420,845060054095,2.33,3.70,3.28
WM-SCL-ABC,845060053579,2.27,3.60,3.20
WM-SCL-ABCH,845060054101,2.91,4.62,4.10
WM-SCL-GTY10,845060054026,15.54,24.78,21.74
WM-SCL-GTY20,845060054033,20.97,33.78,29.74
WM-SCL-GTY210,845060054040,18.02,28.78,25.74
WM-SCL-GTY220,845060054057,25.33,40.78,35.74
WM-SCL-GS210,845060054064,7.77,12.78,10.74
WM-SCL-GS220,845060054071,10.68,16.78,15.74
WM-SCL-CS18/5,845060054088,21.98,34.78,30.74
WM-FWH-6FT-16/3,845060001051,8.06,12.78,11.74
WM-FWH-6FT-16/5,845060001068,12.70,20.78,17.74
WM-FWH-6FT-16/6,845060001075,16.39,25.78,23.74
WM-SCL-ASC-500FT,845060030341,64.18,101.78,90.74
WM-LVB-12-MCT-BN,845060049282,46.90,84.78,72.74
WM-LVB-12-MCT-PC,845060049244,46.90,84.78,72.74
WM-LVB-18-MCT-BN,845060049299,52.90,92.78,79.74
WM-LVB-18-MCT-PC,845060049251,52.90,92.78,79.74
WM-LVB-24-MCT-BN,845060049305,59.90,106.78,91.74
WM-LVB-24-MCT-PC,845060049268,59.90,106.78,91.74
WM-LVB-36-MCT-BN,845060049312,68.90,120.78,103.74
WM-LVB-36-MCT-PC,845060049275,68.90,120.78,103.74
WM-LVB-48-MCT-BN,845060057546,99.90,176.78,151.74
WM-LVB-48-MCT-PC,845060057539,99.90,176.78,151.74
WM-LVL-2FT-17W-30K,845060015584,31.90,57.78,49.74
WM-LVL-2FT-17W-40K,845060012842,31.90,57.78,49.74
WM-CRL4-27W-30K,845060021738,60.94,96.78,85.74
WM-CRL4-27W-40K,845060021745,60.94,96.78,85.74
WM-CRL4-27W-50K,845060021752,60.94,96.78,85.74
WM-CRL6-18W-30K,845060065015,68.94,109.78,97.74
WM-CRL6-18W-40K,845060065022,68.94,109.78,97.74
WM-CRL6-18W-50K,845060065039,68.94,109.78,97.74
WM-CRL6-27W-30K,845060065046,78.94,125.78,111.74
WM-CRL6-27W-40K,845060065053,78.94,125.78,111.74
WM-CRL6-27W-50K,845060065060,78.94,125.78,111.74
WM-CRL6-40W-30K,845060065077,85.94,136.78,121.74
WM-CRL6-40W-40K,845060065084,85.94,136.78,121.74
WM-CRL6-40W-50K,845060065091,85.94,136.78,121.74
WM-CRL6-54W-30K,845060065107,111.94,177.78,157.74
WM-CRL6-54W-40K,845060065114,111.94,177.78,157.74
WM-CRL6-54W-50K,845060065121,111.94,177.78,157.74
WM-CRL8-18W-30K,845060065138,70.94,112.78,99.74
WM-CRL8-18W-40K,845060065145,70.94,112.78,99.74
WM-CRL8-18W-50K,845060065152,70.94,112.78,99.74
WM-CRL8-27W-30K,845060065169,82.94,131.78,116.74
WM-CRL8-27W-40K,845060065176,82.94,131.78,116.74
WM-CRL8-27W-50K,845060065183,82.94,131.78,116.74
WM-CRL8-40W-30K,845060065190,89.94,142.78,126.74
WM-CRL8-40W-40K,845060065206,89.94,142.78,126.74
WM-CRL8-40W-50K,845060065213,89.94,142.78,126.74
WM-CRL8-54W-30K,845060065220,114.94,182.78,161.74
WM-CRL8-54W-40K,845060065237,114.94,182.78,161.74
WM-CRL8-54W-50K,845060065244,114.94,182.78,161.74
WM-CRL10-18W-30K,845060064896,72.94,115.78,102.74
WM-CRL10-18W-40K,845060064902,72.94,115.78,102.74
WM-CRL10-18W-50K,845060064919,72.94,115.78,102.74
WM-CRL10-27W-30K,845060064926,85.94,136.78,121.74
WM-CRL10-27W-40K,845060064933,85.94,136.78,121.74
WM-CRL10-27W-50K,845060064940,85.94,136.78,121.74
WM-CRL10-40W-30K,845060064957,93.94,149.78,132.74
WM-CRL10-40W-40K,845060064964,93.94,149.78,132.74
WM-CRL10-40W-50K,845060064971,93.94,149.78,132.74
WM-CRL10-54W-30K,845060064988,117.94,187.78,166.74
WM-CRL10-54W-40K,845060064995,117.94,187.78,166.74
WM-CRL10-54W-50K,845060065008,117.94,187.78,166.74
WM-CRL-HSG-4,845060048025,29.94,47.78,42.74
WM-CRL-HSG-6,845060048032,35.29,56.78,49.74
WM-CRL-HSG-8,845060048049,39.57,62.78,55.74
WM-CRL-HSG-10,845060048056,43.85,69.78,61.74
WM-CRLC-EGN-15W-30K-D,845060025408,32.90,58.78,52.74
WM-CRLC-EGN-15W-40K-D,845060025415,32.90,58.78,52.74
WM-CRLC-EGN-15W-50K-D,845060025422,32.90,58.78,52.74
WM-CRLC-EGN-20W-30K-D,845060025439,40.90,71.78,63.74
WM-CRLC-EGN-20W-40K-D,845060025446,40.90,71.78,63.74
WM-CRLC-EGN-20W-50K-D,845060025453,40.90,71.78,63.74
WM-CRLC-EGN-15W-MCT-D,845060057584,32.90,58.78,52.74
WM-CRLC-EGN-20W-MCT-D,845060057492,40.90,71.78,71.74
WM-CRLC-TRM-4,845060025460,8.59,13.78,12.74
WM-CRLC-TRM-6,845060025477,11.05,17.78,15.74
WM-CRLC-TRM-8,845060025484,14.74,23.78,20.74
WM-CRLC-TRM-4-WH,845060025491,9.82,15.78,13.74
WM-CRLC-TRM-6-WH,845060025507,13.51,21.78,19.74
WM-CRLC-TRM-8-WH,845060025514,15.98,25.78,22.74
WM-CRLC4-15W-30K-D,845060065251,41.49,72.78,64.74
WM-CRLC4-15W-40K-D,845060065275,41.49,93.78,82.74
WM-CRLC4-15W-50K-D,845060065299,41.49,93.78,82.74
WM-CRLC4-20W-30K-D,845060065336,49.49,85.78,75.74
WM-CRLC4-20W-40K-D,845060065350,49.49,105.78,93.74
WM-CRLC4-20W-50K-D,845060065374,49.49,105.78,93.74
WM-CRLC6-15W-30K-D,845060065411,43.95,76.78,67.74
WM-CRLC6-15W-40K-D,845060065435,43.95,76.78,67.74
WM-CRLC6-15W-50K-D,845060065459,43.95,76.78,67.74
WM-CRLC6-20W-30K-D,845060065497,51.95,88.78,78.74
WM-CRLC6-20W-40K-D,845060065510,51.95,88.78,78.74
WM-CRLC6-20W-50K-D,845060065534,51.95,88.78,78.74
WM-CRLC8-15W-30K-D,845060065572,47.64,82.78,73.74
WM-CRLC8-15W-40K-D,845060065596,47.64,82.78,73.74
WM-CRLC8-15W-50K-D,845060065619,47.64,82.78,73.74
WM-CRLC8-20W-30K-D,845060065657,55.64,95.78,84.74
WM-CRLC8-20W-40K-D,845060065671,55.64,95.78,84.74
WM-CRLC8-20W-50K-D,845060065695,55.64,95.78,84.74
WM-CRLC4-15W-MCT-D,845060065312,41.49,93.78,82.74
WM-CRLC4-20W-MCT-D,845060065398,49.49,105.78,93.74
WM-CRLC6-15W-MCT-D,845060065473,43.95,76.78,67.74
WM-CRLC6-20W-MCT-D,845060065558,51.95,88.78,78.74
WM-CRLC8-15W-MCT-D,845060065633,47.64,82.78,73.74
WM-CRLC8-20W-MCT-D,845060065718,55.64,95.78,84.74
WM-CRLC4-15W-30K-D-WH,845060065268,42.72,74.78,65.74
WM-CRLC4-15W-40K-D-WH,845060065282,42.72,93.78,82.74
WM-CRLC4-15W-50K-D-WH,845060065305,42.72,93.78,82.74
WM-CRLC4-20W-30K-D-WH,845060065343,50.72,86.78,77.74
WM-CRLC4-20W-40K-D-WH,845060065367,50.72,105.78,93.74
WM-CRLC4-20W-50K-D-WH,845060065381,50.72,105.78,93.74
WM-CRLC6-15W-30K-D-WH,845060065428,46.41,79.78,70.74
WM-CRLC6-15W-40K-D-WH,845060065442,46.41,79.78,70.74
WM-CRLC6-15W-50K-D-WH,845060065466,46.41,79.78,70.74
WM-CRLC6-20W-30K-D-WH,845060065503,54.41,93.78,82.74
WM-CRLC6-20W-40K-D-WH,845060065527,54.41,93.78,82.74
WM-CRLC6-20W-50K-D-WH,845060065541,54.41,93.78,82.74
WM-CRLC8-15W-30K-D-WH,845060065589,48.88,84.78,74.74
WM-CRLC8-15W-40K-D-WH,845060065602,48.88,84.78,74.74
WM-CRLC8-15W-50K-D-WH,845060065626,48.88,84.78,74.74
WM-CRLC8-20W-30K-D-WH,845060065664,56.88,96.78,85.74
WM-CRLC8-20W-40K-D-WH,845060065688,56.88,96.78,85.74
WM-CRLC8-20W-50K-D-WH,845060065701,56.88,96.78,85.74
WM-CRLC4-15W-MCT-D-WH,845060065329,42.72,93.78,82.74
WM-CRLC4-20W-MCT-D-WH,845060065404,50.72,105.78,93.74
WM-CRLC6-15W-MCT-D-WH,845060065480,46.41,79.78,70.74
WM-CRLC6-20W-MCT-D-WH,845060065565,54.41,93.78,82.74
WM-CRLC8-15W-MCT-D-WH,845060065640,48.88,84.78,74.74
WM-CRLC8-20W-MCT-D-WH,845060065725,56.88,96.78,85.74
WM-TR1-R-10W-WH-30K,845060046939,37.90,66.78,59.74
WM-TR1-R-10W-WH-40K,845060046946,37.90,66.78,59.74
WM-TR1-R-10W-WH-50K,845060046953,37.90,66.78,59.74
WM-TR1-S-10W-WH-30K,845060046977,37.90,66.78,59.74
WM-TR1-S-10W-WH-40K,845060046984,37.90,66.78,59.74
WM-TR1-S-10W-WH-50K,845060046991,37.90,66.78,59.74
WM-TR1-R-10W-BK-30K,845060022315,37.90,66.78,59.74
WM-TR1-R-10W-BK-40K,845060022322,37.90,66.78,59.74
WM-TR1-S-10W-BK-30K,845060022346,37.90,66.78,59.74
WM-TR1-S-10W-BK-40K,845060022353,37.90,66.78,59.74
WM-TR1-REFL-13D,845060047011,8.54,13.78,12.74
WM-TR1-REFL-38D,845060047028,8.54,13.78,12.74
WM-T8-EZ5-GS-4FT-18W-30K-C,845060050707,5.20,8.78,7.74
WM-T8-EZ5-GS-4FT-18W-30K-F,845060050714,5.20,8.78,7.74
WM-T8-EZ5-GS-4FT-18W-35K-F,845060050738,5.20,8.78,7.74
WM-T8-EZ5-GS-4FT-18W-50K-C,845060050769,5.20,8.78,7.74
WM-T8-EZ5-GS-4FT-15W-30K-C,845060050783,4.98,7.92,6.82
WM-T8-EZ5-GS-4FT-15W-30K-F,845060050790,4.98,7.92,6.82
WM-T8-EZ5-GS-4FT-15W-35K-C,845060050806,4.98,7.92,6.82
WM-T8-EZ5-GS-4FT-15W-35K-F,845060050813,4.98,7.92,6.82
WM-T8-EZ5-GS-4FT-15W-40K-C,845060050820,4.98,7.92,6.82
WM-T8-EZ5-GS-4FT-15W-50K-C,845060050844,4.98,7.92,6.82
WM-T8-EZ5-GS-4FT-15W-50K-F,845060050851,4.98,7.92,6.82
WM-T8-EZ5-GS-2FT-8W-30K-C,845060050868,4.86,7.71,6.64
WM-T8-EZ5-GS-2FT-8W-30K-F,845060050875,4.86,7.71,6.64
WM-T8-EZ5-GS-2FT-8W-35K-C,845060050882,4.86,7.71,6.64
WM-T8-EZ5-GS-2FT-8W-35K-F,845060050899,4.86,7.71,6.64
WM-T8-EZ5-GS-2FT-8W-40K-C,845060050905,4.86,7.71,6.64
WM-T8-EZ5-GS-2FT-8W-50K-C,845060050929,4.86,7.71,6.64
WM-T8-EZ4-18W-40K-C,845060037951,4.60,7.30,6.29
WM-T8-EZ4-HL-15W-30K-C,845060008609,4.47,7.09,6.11
WM-T8-EZ4-HL-15W-35K-C,845060008623,4.47,7.09,6.11
WM-T8-EZ4-HL-15W-35K-F,845060008630,4.47,7.09,6.11
WM-T8-EZ4-HL-15W-40K-C,845060004212,4.47,7.09,6.11
WM-T8-EZ3-4FT-18W-50K-C,845060037098,9.45,15.78,12.74
WM-T8-EZ3-4FT-18W-40K-C,845060037074,9.45,15.78,12.74
WM-T8-EZ3-4FT-18W-35K-C,845060002201,10.45,16.78,14.74
WM-T8-EZ3-4FT-18W-30K-C,845060037111,10.45,16.78,14.74
WM-T8-EZ3-4FT-18W-30K-F,845060002393,10.45,16.78,14.74
WM-T8-EZ3-2FT-15W-30K-C,845060037173,11.45,18.78,15.74
WM-T8-EZ3-2FT-15W-40K-C,845060037180,11.45,18.78,15.74
WM-T8-U2F-EZ3-15W-35K-C,845060074697,20.22,32.78,27.74
WM-T8-U2F-EZ3-15W-41K-C,845060000597,15.28,24.78,20.74
WM-T8-U2F-EZ3-15W-50K-C,845060000603,15.28,24.78,20.74
WM-T8-4FT-18W-35K-D-F,845060002249,12.50,19.78,17.74
WM-T8-4FT-18W-50K-D-F,845060037265,12.50,19.78,17.74
WM-T8-4FT-18W-50K-D-C,845060036138,12.50,19.78,17.74
WM-T8-4FT-DIM-18W-35K-C,845060000900,10.50,19.78,16.74
WM-T8-4FT-DIM-18W-35K-F,845060000894,10.50,19.78,16.74
WM-T8-4FT-DIM-18W-40K-C,845060000917,10.50,19.78,16.74
WM-T8-4FT-DIM-18W-40K-F,845060000931,10.50,19.78,16.74
WM-T8-4FT-DIM-18W-50K-C,845060000948,10.50,19.78,16.74
WM-T8-4FT-DIM-18W-50K-F,845060000962,10.50,19.78,16.74
WM-T8-8FT-40W-40K-C,845060036442,17.98,28.78,24.74
WM-T-RFG-5FT-22W-50K-C,845060006643,28.94,45.78,39.74
WM-T-RFG-6FT-30W-50K-C,845060006674,30.94,49.78,42.74
WM-T5-TYPA-27W-40K-F,845060052282,11.68,18.78,15.74
WM-T5-TYPA-27W-50K-F,845060052299,11.68,18.78,15.74
WM-T5-TYPB-25W-40K-F,845060052305,12.78,20.78,17.74
WM-T5-TYPB-25W-50K-F,845060052312,12.78,20.78,17.74
WM-RSL3-27K,845060012453,8.45,13.78,11.74
WM-RSL3-50K,845060012484,8.45,13.78,11.74
WM-RSL3-30K-ORB,845060012552,10.59,16.78,14.74
WM-RSL4-30K-BN,845060012521,9.52,15.78,13.74
WM-RSL6-30K-BN,845060012569,9.52,15.78,13.74
WM-RSL6-30K-ORB,845060012576,9.52,15.78,13.74
WM-SSL4-30K,845060005325,9.52,15.78,13.74
WM-SSL4-50K,845060005387,8.45,13.78,11.74
WM-SSL6-27K,845060005394,10.59,16.78,14.74
WM-SSL6-30K,845060005424,10.59,16.78,14.74
WM-SSL6-40K,845060005431,10.59,16.78,14.74
WM-SSL6-50K,845060005448,10.59,16.78,14.74
WM-RSL3-RI,845060012583,6.14,9.78,8.74
WM-RSL4-RI,845060006612,6.14,9.78,8.74
WM-RSL4-RI-13,845060007190,6.14,9.78,8.74
WM-RSL6-RI,845060013238,6.79,10.78,9.74
WM-RSL6-RI-13,845060030877,6.79,10.78,9.74
WM-RSL8-RI,845060019704,7.20,11.78,9.74
WM-RSL12-RI,845060038903,9.57,15.78,13.74
WM-SSL4-RI,845060019711,8.92,14.78,12.74
WM-SSL6-RI,845060019728,8.92,14.78,12.74
WM-SSL12-RI,845060039030,9.76,15.78,13.74
WM-RSL-EXT-10FT,845060019223,5.56,8.78,7.74
WM-RSL4-GR,845060072112,4.80,7.63,6.67
WM-RSL6-GR,845060072129,7.90,12.78,10.74
WM-RSL8-GR,845060072136,9.08,14.78,12.74
WM-RSL10-GR,845060072143,11.83,18.78,16.74
WM-RSL12-GR,845060072150,13.58,21.78,18.74
WM-RSL4-TRM-BK,845060024432,2.12,3.36,2.94
WM-RSL4-TRM-ORB,845060023923,2.12,3.36,2.94
WM-RSL4-TRM-CU,845060023947,2.40,3.81,3.33
WM-RSL4-TRM-BZ,845060023954,2.40,3.81,3.33
WM-RSL4-TRM-BN,845060023916,2.12,3.36,2.94
WM-RSL4-TRM-CH,845060023930,2.12,3.36,2.94
WM-SSL4-TRM-BK,845060024517,2.45,3.89,3.40
WM-SSL4-TRM-ORB,845060024210,2.45,3.89,3.40
WM-SSL4-TRM-CU,845060024234,2.89,4.59,4.01
WM-SSL4-TRM-BZ,845060024241,2.89,4.59,4.01
WM-SSL4-TRM-BN,845060024111,2.45,3.89,3.40
WM-SSL4-TRM-CH,845060024227,2.45,3.89,3.40
WM-RSL6-TRM-BK,845060024449,2.40,3.81,3.33
WM-RSL6-TRM-ORB,845060024074,2.40,3.81,3.33
WM-RSL6-TRM-CU,845060024098,2.89,4.59,4.01
WM-RSL6-TRM-BZ,845060024104,2.89,4.59,4.01
WM-RSL6-TRM-BN,845060024067,2.40,3.81,3.33
WM-RSL6-TRM-CH,845060024081,2.40,3.81,3.33
WM-SSL6-TRM-BK,845060024524,2.89,4.59,4.01
WM-SSL6-TRM-ORB,845060024265,2.89,4.59,4.01
WM-SSL6-TRM-CU,845060024289,3.35,5.32,4.65
WM-SSL6-TRM-BZ,845060024296,3.35,5.32,4.65
WM-SSL6-TRM-BN,845060024258,2.89,4.59,4.01
WM-SSL6-TRM-CH,845060024272,2.89,4.59,4.01
WM-RSL4-ADJ-30K,845060026115,13.80,21.78,19.74
WM-RSL4-ADJ-40K,845060026122,13.80,21.78,19.74
WM-RSL4-ADJ-50K,845060026139,13.80,21.78,19.74
WM-RSL6-ADJ-27K,845060026146,15.94,25.78,22.74
WM-RSL6-ADJ-30K,845060026153,15.94,25.78,22.74
WM-RSL6-ADJ-40K,845060026160,15.94,25.78,22.74
WM-RSL6-ADJ-MCT,845060053111,20.22,36.78,31.74
WM-RSL4-APD-27K,845060026184,15.89,25.78,22.74
WM-RSL4-APD-30K,845060026191,15.89,25.78,22.74
WM-RSL4-APD-40K,845060026207,15.89,25.78,22.74
WM-RSL4-APD-50K,845060026214,15.89,25.78,22.74
WM-RDL3-27K-WP,845060002287,6.85,12.78,10.74
WM-RDL3-30K-WP,845060002294,6.85,12.78,10.74
WM-RDL3-41K-WP,845060002300,6.85,12.78,10.74
WM-RDL3-50K-WP,845060002546,6.85,12.78,10.74
WM-RDL4-27K-WP,845060043518,5.89,10.78,8.74
WM-RDL4-30K-WP,845060043525,5.89,10.78,8.74
WM-RDL4-35K-WP,845060043495,5.89,10.78,8.74
WM-RDL4-41K-WP,845060043532,5.89,10.78,8.74
WM-RDL4-50K-WP,845060042979,5.89,10.78,8.74
WM-RDL4-65K-WP,845060043501,5.89,10.78,8.74
WM-RDL6-27K-WP,845060042900,7.76,12.78,10.74
WM-RDL6-30K-WP,845060042931,7.76,12.78,10.74
WM-RDL6-35K-WP,845060044492,7.76,12.78,10.74
WM-RDL6-41K-WP,845060042917,7.76,12.78,10.74
WM-RDL6-50K-WP,845060042924,7.76,12.78,10.74
WM-RDL6-65K-WP,845060044508,7.76,12.78,10.74
WM-RDL4-BF-27K,845060045765,5.89,10.78,8.74
WM-RDL4-BF-30K,845060045772,5.89,10.78,8.74
WM-RDL4-BF-30K-ORB,845060029055,6.85,11.78,10.74
WM-RDL4-BF-35K,845060045802,5.89,10.78,8.74
WM-RDL4-BF-41K,845060045789,5.89,10.78,8.74
WM-RDL4-BF-50K,845060045796,5.89,10.78,8.74
WM-RDL6-BF-27K,845060045819,6.96,12.78,10.74
WM-RDL6-BF-30K,845060045826,6.96,12.78,10.74
WM-RDL6-BF-30K-ORB,845060029062,7.92,13.78,11.74
WM-RDL6-BF-35K,845060045857,6.96,12.78,10.74
WM-RDL6-BF-41K,845060045833,6.96,12.78,10.74
WM-RDL6-BF-50K,845060045840,6.96,12.78,10.74
WM-RDL4-ADJ-27K,845060045925,11.79,20.78,17.74
WM-RDL4-ADJ-30K,845060045932,11.79,20.78,17.74
WM-RDL4-ADJ-41K,845060045949,11.79,20.78,17.74
WM-RDL4-ADJ-50K,845060045956,11.79,20.78,17.74
WM-RDL6-ADJ-27K,845060045970,12.20,21.78,18.74
WM-RDL6-ADJ-30K,845060045987,12.20,21.78,18.74
WM-RDL6-ADJ-41K,845060045994,12.20,21.78,18.74
WM-RDL6-ADJ-50K,845060046007,12.20,21.78,18.74
WM-LRD-TL-10W-27K-4R-WH,845060068214,26.64,47.78,41.74
WM-LRD-TL-10W-30K-4R-WH,845060068313,26.64,47.78,41.74
WM-LRD-TL-10W-35K-4R-WH,845060068412,26.64,47.78,41.74
WM-LRD-TL-10W-40K-4R-WH,845060068511,26.64,47.78,41.74
WM-LRD-TL-10W-50K-4R-WH,845060068610,26.64,47.78,41.74
WM-LRD-TL-10W-27K-4S-WH,845060068269,27.71,48.78,42.74
WM-LRD-TL-10W-30K-4S-WH,845060068368,27.71,48.78,42.74
WM-LRD-TL-10W-35K-4S-WH,845060068467,27.71,48.78,42.74
WM-LRD-TL-10W-40K-4S-WH,845060068566,27.71,48.78,42.74
WM-LRD-TL-10W-50K-4S-WH,845060068665,27.71,48.78,42.74
WM-LRD-TL-10W-27K-4R-BK,845060068177,26.64,47.78,41.74
WM-LRD-TL-10W-30K-4R-BK,845060068276,26.64,47.78,41.74
WM-LRD-TL-10W-35K-4R-BK,845060068375,26.64,47.78,41.74
WM-LRD-TL-10W-40K-4R-BK,845060068474,26.64,47.78,41.74
WM-LRD-TL-10W-50K-4R-BK,845060068573,26.64,47.78,41.74
WM-LRD-TL-10W-27K-4S-BK,845060068221,27.71,48.78,42.74
WM-LRD-TL-10W-30K-4S-BK,845060068320,27.71,48.78,42.74
WM-LRD-TL-10W-35K-4S-BK,845060068429,27.71,48.78,42.74
WM-LRD-TL-10W-40K-4S-BK,845060068528,27.71,48.78,42.74
WM-LRD-TL-10W-50K-4S-BK,845060068627,27.71,48.78,42.74
WM-LRD-TL-10W-27K-4R-C,845060068184,26.64,47.78,41.74
WM-LRD-TL-10W-30K-4R-C,845060068283,26.64,47.78,41.74
WM-LRD-TL-10W-35K-4R-C,845060068382,26.64,47.78,41.74
WM-LRD-TL-10W-40K-4R-C,845060068481,26.64,47.78,41.74
WM-LRD-TL-10W-50K-4R-C,845060068580,26.64,47.78,41.74
WM-LRD-TL-10W-27K-4S-C,845060068238,27.71,48.78,42.74
WM-LRD-TL-10W-30K-4S-C,845060068337,27.71,48.78,42.74
WM-LRD-TL-10W-35K-4S-C,845060068436,27.71,48.78,42.74
WM-LRD-TL-10W-40K-4S-C,845060068535,27.71,48.78,42.74
WM-LRD-TL-10W-50K-4S-C,845060068634,27.71,48.78,42.74
WM-LRD-TL-10W-27K-4R-MG,845060068207,26.64,47.78,41.74
WM-LRD-TL-10W-30K-4R-MG,845060068306,26.64,47.78,41.74
WM-LRD-TL-10W-35K-4R-MG,845060068405,26.64,47.78,41.74
WM-LRD-TL-10W-40K-4R-MG,845060068504,26.64,47.78,41.74
WM-LRD-TL-10W-50K-4R-MG,845060068603,26.64,47.78,41.74
WM-LRD-TL-10W-27K-4S-MG,845060068252,27.71,48.78,42.74
WM-LRD-TL-10W-30K-4S-MG,845060068351,27.71,48.78,42.74
WM-LRD-TL-10W-35K-4S-MG,845060068450,27.71,48.78,42.74
WM-LRD-TL-10W-40K-4S-MG,845060068559,27.71,48.78,42.74
WM-LRD-TL-10W-50K-4S-MG,845060068658,27.71,48.78,42.74
WM-LRD-TL-10W-27K-4R-HZ,845060068191,26.64,47.78,41.74
WM-LRD-TL-10W-30K-4R-HZ,845060068290,26.64,47.78,41.74
WM-LRD-TL-10W-35K-4R-HZ,845060068399,26.64,47.78,41.74
WM-LRD-TL-10W-40K-4R-HZ,845060068498,26.64,47.78,41.74
WM-LRD-TL-10W-50K-4R-HZ,845060068597,26.64,47.78,41.74
WM-LRD-TL-10W-27K-4S-HZ,845060068245,27.71,48.78,42.74
WM-LRD-TL-10W-30K-4S-HZ,845060068344,27.71,48.78,42.74
WM-LRD-TL-10W-35K-4S-HZ,845060068443,27.71,48.78,42.74
WM-LRD-TL-10W-40K-4S-HZ,845060068542,27.71,48.78,42.74
WM-LRD-TL-10W-50K-4S-HZ,845060068641,27.71,48.78,42.74
WM-LRD-7W-27K-3WTR-WH,845060067354,23.33,40.78,35.74
WM-LRD-7W-30K-3WTR-WH,845060067538,23.33,40.78,35.74
WM-LRD-7W-35K-3WTR-WH,845060067712,23.33,40.78,35.74
WM-LRD-7W-40K-3WTR-WH,845060067897,23.33,40.78,35.74
WM-LRD-7W-50K-3WTR-WH,845060068078,23.33,40.78,35.74
WM-LRD-10W-27K-3WTR-WH,845060066456,23.33,40.78,35.74
