sku,upc_ean,cost-USD,msrp-USD,imap-USD
WM-UHX-ALR-B,845060063103,25.90,45.78,40.74
WM-UHX-PCR-B,845060063110,25.90,45.78,40.74
WM-UHX-REFL-AR,845060063356,8.45,15.78,13.74
WM-UHX-ALR-A,845060063080,25.90,45.78,40.74
WM-UHX-PCR-A,845060063097,25.90,45.78,40.74
WM-UHX-PCDC,845060063127,20.22,36.78,31.74
WM-UHX-PCC,845060063134,17.01,30.78,26.74
WM-UHX-FL-A,845060063141,12.73,23.78,20.74
WM-UHX-FL-B,845060063158,12.73,23.78,20.74
WM-UHX-FL-C,845060063363,15.94,28.78,25.74
WM-UHX-CL-A,845060077704,12.73,23.78,20.74
WM-UHX-CL-B,845060077711,12.73,23.78,20.74
WM-UHX-CL-C,845060077728,15.94,28.78,25.74
WM-UHX-SA-5075,845060078305,9.31,14.78,12.74
WM-WPX-42W-MCTP,845060063295,79.90,152.78,135.74
WM-WPX-80W-MCTP,845060063301,132.90,233.78,206.74
WM-LVE-24-MCT-BN,845060063769,57.90,103.78,91.74
WM-LVE-36-MCT-BN,845060063776,70.90,125.78,111.74
WM-LVE-48-MCT-BN,845060063783,79.90,139.78,123.74
WM-LCFF-15-MCT5-BR,845060063790,56.90,101.78,88.74
WM-LCFF-18-MCT5-BR,845060063806,86.90,152.78,133.74
WM-LCFF-22-MCT5-BR,845060063813,114.90,201.78,176.74
WM-LCFF-15-MCT5-BN,845060063820,56.90,101.78,88.74
WM-LCFF-18-MCT5-BN,845060063837,86.90,152.78,133.74
WM-LCFF-22-MCT5-BN,845060063844,114.90,201.78,176.74
WM-LCF-ROD-5-BR,845060063851,3.10,6.69,5.85
WM-LCF-ROD-12-BR,845060063868,4.17,8.78,7.74
WM-LCF-ROD-24-BR,845060063875,5.24,10.78,8.74
WM-LCF-ROD-36-BR,845060063882,6.31,11.78,10.74
WM-LCF-ROD-48-BR,845060063899,7.38,13.78,11.74
WM-LCF-ROD-5-BN,845060063912,4.17,8.78,7.74
WM-LCF-ROD-12-BN,845060063929,5.24,10.78,8.74
WM-LCF-ROD-24-BN,845060063936,6.31,11.78,10.74
WM-LCF-ROD-36-BN,845060063943,7.38,13.78,11.74
WM-LCF-ROD-48-BN,845060063950,8.45,15.78,13.74
WM-LCF-CANOPY-S-BR,845060063905,8.45,15.78,13.74
WM-LCF-CANOPY-S-BN,845060063967,11.66,20.78,17.74
WM-LFCF-SK10-BR,845060072358,30.90,55.78,48.74
WM-LFCF-SK10-BN,845060072365,31.90,57.78,49.74
WM-LCFA-MCT5-BK,845060063974,37.90,66.78,58.74
WM-LCFA-MCT5-WH,845060063981,37.90,66.78,58.74
WM-LCFB-1L-MCT5,845060063998,30.90,55.78,48.74
WM-LCFB-3LR-MCT5,845060064001,71.90,126.78,110.74
WM-LCFB-3LS-MCT5,845060064018,81.90,142.78,124.74
WM-LCFH-1L-MCT5,845060064025,37.90,66.78,58.74
WM-LCFH-3LR-MCT5,845060064032,97.90,169.78,148.74
WM-LCFH-3LS-MCT5,845060064049,104.90,184.78,160.74
WM-LLHB4-50W-40K-D-480V,845060073379,161.90,282.78,246.74
WM-LLHB4-50W-50K-D-480V,845060073386,161.90,282.78,246.74
WM-LLHB4-100W-40K-D-480V,845060073393,166.90,292.78,255.74
WM-LLHB4-100W-50K-D-480V,845060073409,166.90,292.78,255.74
WM-LLHB4-150W-40K-D-480V,845060073416,197.90,347.78,303.74
WM-LLHB4-150W-50K-D-480V,845060073423,197.90,347.78,303.74
WM-LLHB4-200W-MP-40K-D-480V,845060078695,247.90,431.78,377.74
WM-LLHB4-200W-MP-50K-D-480V,845060078701,247.90,431.78,377.74
WM-LLHB4-300W-40K-D-480V,845060073454,388.90,679.78,593.74
WM-LLHB4-300W-50K-D-480V,845060073461,388.90,679.78,593.74
WM-LLHB4-300W-MP-40K-D-480V,845060078718,388.90,679.78,593.74
WM-LLHB4-300W-MP-50K-D-480V,845060078725,388.90,679.78,593.74
WM-LLHB4-410W-50K-D-480V,845060073478,426.90,746.78,652.74
WM-LLHB4-500W-50K-D-480V,845060073485,525.90,917.78,802.74
WM-LLHB-120W-50K-D-480V,845060073515,201.90,352.78,308.74
WM-LLHB-120W-40K-D-480V,845060073522,201.90,352.78,308.74
WM-LLHB-180W-50K-D-480V,845060073539,242.90,425.78,371.74
WM-LLHB-180W-40K-D-480V,845060073546,242.90,425.78,371.74
WM-LLHB-240W-50K-D-480V,845060073553,356.90,623.78,545.74
WM-LLHB-240W-40K-D-480V,845060073560,356.90,623.78,545.74
WM-CL-EHL-12W-30K-E26,845060058697,12.90,23.78,20.74
WM-CL-EHL-12W-50K-E26,845060058703,12.90,23.78,20.74
WM-CL-EHL-18W-30K-E26,845060058710,14.90,28.78,24.74
WM-CL-EHL-18W-50K-E26,845060058727,14.90,28.78,24.74
WM-CL-EHL-27W-30K-E26,845060058734,15.90,30.78,25.74
WM-CL-EHL-27W-50K-E26,845060058741,15.90,30.78,25.74
WM-CL-EHL-36W-30K-E26,845060058758,23.90,42.78,36.74
WM-CL-EHL-36W-50K-E26,845060058765,23.90,42.78,36.74
WM-CL-EHL-36W-30K-E39,845060058772,24.90,44.78,38.74
WM-CL-EHL-36W-50K-E39,845060058789,24.90,44.78,38.74
WM-CL-EHL-45W-30K-E39,845060058796,25.90,45.78,39.74
WM-CL-EHL-45W-50K-E39,845060058802,25.90,45.78,39.74
WM-CL-EHL-54W-30K-E39,845060058819,27.90,49.78,42.74
WM-CL-EHL-54W-50K-E39,845060058826,27.90,49.78,42.74
WM-CL-EHL-75W-30K-E39,845060058833,45.90,82.78,71.74
WM-CL-EHL-75W-50K-E39,845060058840,45.90,82.78,71.74
WM-CL-EHL-100W-30K-E39,845060058857,55.90,98.78,84.74
WM-CL-EHL-100W-50K-E39,845060058864,55.90,98.78,84.74
WM-CL-EHL-120W-30K-E39,845060058871,61.90,109.78,94.74
WM-CL-EHL-120W-50K-E39,845060058888,61.90,109.78,94.74
WM-FDL-10-MCT5,845060062786,25.90,45.78,39.74
WM-FDL-12-MCT5,845060062793,27.90,49.78,42.74
WM-FDL-14-MCT5,845060062809,37.90,66.78,57.74
WM-FDL-16-MCT5,845060062816,41.90,72.78,62.74
WM-DLSE4-MCT,845060063264,7.74,13.78,11.74
WM-DLSE6-MCT,845060063257,8.77,16.78,14.74
WM-FMD-11-MCT5-BN,845060062847,22.90,39.78,34.74
WM-FMD-11-MCT5-ORB,845060062823,20.90,36.78,31.74
WM-FMD-11-MCT5-WH,845060062861,18.90,33.78,29.74
WM-FMD-13-MCT5-BN,845060062854,28.90,52.78,45.74
WM-FMD-13-MCT5-ORB,845060062830,25.90,45.78,39.74
WM-FMD-13-MCT5-WH,845060062878,25.90,45.78,39.74
WM-FSL-11-MCT5,845060062755,22.90,39.78,34.74
WM-FSL-13-MCT5,845060062762,29.90,53.78,46.74
WM-FSL-15-MCT5,845060062779,37.90,66.78,57.74
WM-LTRD-2X2-MCTP,845060062700,54.90,92.78,79.74
WM-LTRD-2X4-MCTP,845060062717,82.90,138.78,118.74
WM-LVA-24-MCT5-BN,845060063714,75.90,133.78,118.74
WM-LVA-36-MCT5-BN,845060063721,90.90,160.78,142.74
WM-LVC-24-MCT5-BN,845060063677,44.90,80.78,71.74
WM-LVC-36-MCT5-BN,845060063684,58.90,104.78,92.74
WM-LVD-24-MCT5-BN,845060063646,41.90,72.78,64.74
WM-LVD-36-MCT5-BN,845060063653,57.90,103.78,91.74
WM-LVD-48-MCT5-BN,845060063660,73.90,130.78,115.74
WM-LVG-24-MCT5-BN,845060063691,46.90,84.78,74.74
WM-LVG-36-MCT5-BN,845060063707,59.90,106.78,94.74
WM-BOL-44-R-L-C-MCTP-BK,845060064056,180.90,315.78,280.74
WM-BOL-44-R-L-C-MCTP-BR,845060064063,180.90,315.78,280.74
WM-BOL-44-R-C-C-MCTP-BK,845060074819,173.90,304.78,270.74
WM-BOL-44-R-C-C-MCTP-BR,845060074826,173.90,304.78,270.74
WM-BOL-44-R-C-F-MCTP-BK,845060074833,185.90,325.78,288.74
WM-BOL-44-R-C-F-MCTP-BR,845060074840,185.90,325.78,288.74
WM-BOL-42-R-C-C-MCTP-BK,845060064070,165.90,290.78,257.74
WM-BOL-42-R-C-C-MCTP-BR,845060064087,165.90,290.78,257.74
WM-BOL-42-R-C-F-MCTP-BK,845060074857,192.90,336.78,298.74
WM-BOL-42-R-C-F-MCTP-BR,845060074864,192.90,336.78,298.74
WM-BOL-42-S-C-C-MCTP-BK,845060064094,191.90,334.78,297.74
WM-BOL-42-S-C-C-MCTP-BR,845060064100,191.90,334.78,297.74
WM-CRLC-EGN-40W-MCTP-D,845060061697,58.94,93.78,82.74
WM-CRLC-TRM-4A,845060061574,17.09,27.78,24.74
WM-CRLC-TRM-4A-WH,845060061635,18.63,29.78,26.74
WM-CRLC-TRM-4S,845060061598,20.20,32.78,28.74
WM-CRLC-TRM-4S-WH,845060061659,21.75,34.78,30.74
WM-CRLC-TRM-4SA,845060061611,23.30,37.78,32.74
WM-CRLC-TRM-4SA-WH,845060061673,27.97,44.78,39.74
WM-CRLC-TRM-6A,845060061581,20.20,32.78,28.74
WM-CRLC-TRM-6A-WH,845060061642,21.98,34.78,30.74
WM-CRLC-TRM-6S,845060061604,21.98,34.78,30.74
WM-CRLC-TRM-6S-WH,845060061666,23.98,38.78,33.74
WM-CRLC-TRM-6SA,845060061628,26.98,42.78,37.74
WM-CRLC-TRM-6SA-WH,845060061680,27.98,44.78,39.74
WM-T8-HL-8FT-SPLIT-42W-40K-C,845060062540,13.90,23.78,20.74
WM-T8-HL-8FT-SPLIT-42W-40K-F,845060062557,13.90,23.78,20.74
WM-T8-HL-8FT-SPLIT-42W-50K-C,845060062564,13.90,23.78,20.74
WM-T8-HL-8FT-SPLIT-42W-50K-F,845060062571,13.90,23.78,20.74
WM-T8-R17D-CONV,845060062694,1.07,1.70,1.46
WM-TC-FML-8-14W-RGBW-WIFI,845060058512,51.98,82.78,71.74
WM-TC-FML-10-17W-RGBW-WIFI,845060058529,59.98,95.78,82.74
WM-TC-FML-12-22W-RGBW-WIFI,845060058536,70.98,112.78,97.74
WM-TC-FML-14-26W-RGBW-WIFI,845060058543,82.98,131.78,113.74
WM-T8-EZ6-GS-2FT-10W-30K-C,845060061802,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-30K-F,845060061819,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-35K-C,845060061826,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-35K-F,845060061833,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-40K-C,845060061840,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-40K-F,845060061857,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-50K-C,845060061864,4.84,8.78,7.74
WM-T8-EZ6-GS-2FT-10W-50K-F,845060061871,4.84,8.78,7.74
WM-T8-EZ6-GS-3FT-12W-40K-C,845060062243,6.25,10.78,9.74
WM-T8-EZ6-GS-3FT-12W-40K-F,845060062250,6.25,10.78,9.74
WM-T8-EZ6-GS-3FT-12W-50K-C,845060062267,6.25,10.78,9.74
WM-T8-EZ6-GS-3FT-12W-50K-F,845060062274,6.25,10.78,9.74
WM-T8-EZ6-GS-4FT-15W-30K-C,845060061888,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-30K-F,845060061895,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-35K-C,845060061901,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-35K-F,845060061918,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-40K-C,845060061925,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-40K-F,845060061932,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-50K-C,845060061949,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-15W-50K-F,845060061956,4.75,7.86,6.77
WM-T8-EZ6-GS-4FT-18W-30K-C,845060061963,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-30K-F,845060061970,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-35K-C,845060061987,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-35K-F,845060061994,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-40K-C,845060062007,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-40K-F,845060062014,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-50K-C,845060062021,4.84,8.78,7.74
WM-T8-EZ6-GS-4FT-18W-50K-F,845060062038,4.84,8.78,7.74
WM-T8-HL-4FT-DIM-18W-40K-C,845060061765,8.38,14.78,12.74
WM-T8-HL-4FT-DIM-18W-40K-F,845060061772,8.38,14.78,12.74
WM-T8-HL-4FT-DIM-18W-50K-C,845060061789,8.38,14.78,12.74
WM-T8-HL-4FT-DIM-18W-50K-F,845060061796,8.38,14.78,12.74
WM-T8-HL-8FT-40W-40K-C,845060062045,16.20,28.78,24.74
WM-T8-HL-8FT-40W-40K-F,845060062052,16.20,28.78,24.74
WM-T8-HL-8FT-40W-50K-C,845060062069,16.20,28.78,24.74
WM-T8-HL-8FT-40W-50K-F,845060062076,16.20,28.78,24.74
WM-LDSL-MCT-D-BZ,845060050356,71.90,126.78,112.74
WM-LDSL-MCT-D-SIL,845060050349,71.90,126.78,112.74
WM-LW360-25W-30K-G2,845060072266,68.90,120.78,105.74
WM-LW360-25W-40K-G2,845060072273,68.90,120.78,105.74
WM-LW360-25W-50K-G2,845060072280,68.90,120.78,105.74
WM-LW360-25W-MCT-G2,845060072198,79.90,139.78,122.74
WM-LW360-40W-30K-G2,845060072235,76.90,136.78,119.74
WM-LW360-40W-40K-G2,845060072242,76.90,136.78,119.74
WM-LW360-40W-50K-G2,845060072259,76.90,136.78,119.74
WM-LW360-60W-30K-G2,845060072297,107.90,188.78,165.74
WM-LW360-60W-40K-G2,845060072303,107.90,188.78,165.74
WM-LW360-60W-50K-G2,845060072310,107.90,188.78,165.74
WM-LW360-60W-MCT-G2,845060072211,120.90,212.78,185.74
WM-LW360-80W-30K-G2,845060072327,115.90,203.78,177.74
WM-LW360-80W-40K-G2,845060072334,115.90,203.78,177.74
WM-LW360-80W-50K-G2,845060072341,115.90,203.78,177.74
WM-LW360-120W-30K-G2,845060072167,146.90,257.78,224.74
WM-LW360-120W-40K-G2,845060072174,146.90,257.78,224.74
WM-LW360-120W-50K-G2,845060072181,146.90,257.78,224.74
WM-LW360-25W-MCT-WH-G2,845060072204,79.90,139.78,122.74
WM-LW360-60W-MCT-WH-G2,845060072228,120.90,212.78,185.74
WM-TC-A19-9W-RGBW-WIFI,845060058628,9.90,15.78,13.74
WM-TC-E12-4.5W-RGBW-WIFI,845060058611,9.90,15.78,13.74
WM-TC-G25-5W-RGBW-WIFI,845060058574,11.24,17.78,15.74
WM-TC-PAR20-5W-RGBW-WIFI,845060074871,12.31,19.78,16.74
WM-TC-PAR30-11W-RGBW-WIFI,845060058598,11.24,17.78,15.74
WM-TC-PAR38-13W-RGBW-WIFI,845060058604,14.45,22.78,19.74
WM-TC-RDPS4-10W-RGBW-WIFI,845060058635,18.93,33.78,28.74
WM-TC-RDPS6-13W-RGBW-WIFI,845060058642,22.90,39.78,34.74
WM-LRSL-4FT-2L,845060063233,14.87,27.78,23.74
WM-LRSL-8FT-T4L,845060063240,31.90,57.78,49.74
WM-LRSL-4FT-2L-6PK,845060073942,83.90,146.78,125.74
WM-LRSL-8FT-T4L-6PK,845060073959,165.90,290.78,250.74
WM-LRSL-4FT-2L-6PK-40K-C,845060074888,132.90,233.78,201.74
WM-LRSL-8FT-T4L-6PK-40K-C,845060074895,264.90,462.78,398.74
WM-LRSL-4FT-2L-6PK-50K-C,845060074901,132.90,233.78,201.74
WM-LRSL-8FT-T4L-6PK-50K-C,845060074918,264.90,462.78,398.74
WM-LRSL-4FT-2L-6PK-40K-F,845060074925,136.90,239.78,206.74
WM-LRSL-8FT-T4L-6PK-40K-F,845060074932,271.90,476.78,410.74
WM-LRSL-4FT-2L-6PK-50K-F,845060074949,136.90,239.78,206.74
WM-LRSL-8FT-T4L-6PK-50K-F,845060074956,271.90,476.78,410.74
WM-SCL-10FT-SJTW18/5,845060071511,17.12,27.78,24.74
WM-SCL-100FT-SJTW18/6-BK,845060074963,257.85,409.78,363.74
WM-SCL-CS1P-6FT-NC,845060063325,6.69,10.78,9.74
WM-SCL-CS1P-6FT-NC-BK,845060063332,8.39,13.78,11.74
WM-SCL-CSY1P-6FT-NC,845060063349,6.69,10.78,9.74
WM-SCL-CS1-6FT-BK,845060063271,8.15,12.78,11.74
WM-SCL-CS1P-6FT-BK,845060063288,21.39,33.78,30.74
WM-SCL-3CS10,845060059205,24.90,44.78,39.74
WM-SCX-UVC-12W,845060073652,324.94,516.78,451.74
WM-SCX-L2FT-40W-MCT4,845060063318,147.90,258.78,226.74
WM-LWAX-SM-12W-30K,845060072822,40.90,71.78,62.74
WM-LWAX-SM-12W-40K,845060072815,40.90,71.78,62.74
WM-LWAX-SM-12W-50K,845060074154,40.90,71.78,62.74
WM-LWAX-MD-30W-30K,845060072846,65.90,114.78,99.74
WM-LWAX-MD-30W-40K,845060074222,65.90,114.78,99.74
WM-LWAX-MD-30W-50K,845060072853,65.90,114.78,99.74
WM-LWAX-SM-12W-30K-WH,845060072839,52.90,92.78,80.74
WM-LWAX-SM-12W-50K-WH,845060074178,52.90,92.78,80.74
WM-LWAX-MD-20-50W-MCTP,845060072860,91.90,161.78,141.74
WM-LWAX-LG-50-120W-MCTP,845060072808,170.90,298.78,260.74
WM-LSWX-5-30W-30K-PC,845060073027,64.90,112.78,98.74
WM-LSWX-5-30W-40K-PC,845060074253,64.90,112.78,98.74
WM-LSWX-5-30W-50K-PC,845060073010,64.90,112.78,98.74
WM-LSWX-20W-30K-PC,845060077384,52.90,93.78,81.74
WM-LSWX-20W-50K-PC,845060077377,52.90,93.78,81.74
WM-LWPX-30-80W-MCTP,845060072877,121.90,214.78,189.74
WM-LWPX-50W-30K,845060077407,102.90,180.78,160.74
WM-LWPX-50W-40K,845060077391,102.90,180.78,160.74
WM-LWPX-50W-50K,845060077414,102.90,180.78,160.74
WM-LRX-20-50W-MCTP,845060073003,80.90,141.78,125.74
WM-LFX-XS-15W-30K-KN,845060073058,23.90,42.78,37.74
WM-LFX-XS-15W-40K-KN,845060073065,23.90,42.78,37.74
WM-LFX-XS-15W-50K-KN,845060073072,23.90,42.78,37.74
WM-LFX-SM-10-30W-30K-KN,845060072501,39.90,69.78,61.74
WM-LFX-SM-10-30W-40K-KN,845060073966,39.90,69.78,61.74
WM-LFX-SM-10-30W-50K-KN,845060072495,39.90,69.78,61.74
WM-LFX-SM-10-30W-MCTP-KN,845060073089,52.90,92.78,81.74
WM-LFX-SM-10-30W-MCTP-KN-WH,845060072983,53.90,93.78,82.74
WM-LFX-SM-10-30W-MCTP-KN-BK,845060077735,53.90,93.78,82.74
WM-LFX-SM-10-30W-MCTP-KN-SV,845060077742,53.90,93.78,82.74
WM-LFX-MD-15-50W-30K-KN,845060072525,50.90,88.78,78.74
WM-LFX-MD-15-50W-40K-KN,845060073973,50.90,88.78,78.74
WM-LFX-MD-15-50W-50K-KN,845060072518,50.90,88.78,78.74
WM-LFX-MD-15-50W-MCTP-KN,845060073096,64.90,112.78,99.74
WM-LFX-MD-15-50W-MCTP-KN-WH,845060072990,67.90,119.78,105.74
WM-LFX-MD-15-50W-MCTP-KN-BK,845060077759,67.90,119.78,105.74
WM-LFX-MD-15-50W-MCTP-KN-SV,845060077766,67.90,119.78,105.74
WM-LFX-LG-50-150W-30K,845060072556,109.90,187.78,166.74
WM-LFX-LG-50-150W-40K,845060072563,109.90,187.78,166.74
WM-LFX-LG-50-150W-50K,845060072570,109.90,187.78,166.74
WM-LFX-XL-150-300W-30K,845060072587,226.90,382.78,339.74
WM-LFX-XL-150-300W-40K,845060072600,226.90,382.78,339.74
WM-LFX-XL-150-300W-50K,845060072624,226.90,382.78,339.74
WM-LFX-SM-10-30W-30K-TR,845060074970,39.90,69.78,61.74
WM-LFX-SM-10-30W-50K-TR,845060072532,39.90,69.78,61.74
WM-LFX-SM-10-30W-MCTP-TR,845060073119,52.90,92.78,81.74
WM-LFX-MD-15-50W-30K-TR,845060074987,50.90,88.78,78.74
WM-LFX-MD-15-50W-50K-TR,845060072549,50.90,88.78,78.74
WM-LFX-MD-15-50W-MCTP-TR,845060073102,64.90,112.78,99.74
WM-LFX-LG-50-150W-50K-480V,845060072594,167.90,295.78,261.74
WM-LFX-XL-150-300W-50K-480V,845060072617,257.90,450.78,399.74
WM-LFX-ASA,845060073348,32.00,50.78,45.74
WM-LFX-EXT,845060072655,29.85,47.78,42.74
WM-LFX-EXT-WH,845060073317,32.00,50.78,45.74
WM-LFX-PASF,845060073355,8.45,13.78,11.74
WM-LFX-SF,845060072662,28.78,45.78,40.74
WM-LFX-SF-WH,845060073263,30.92,49.78,43.74
WM-LFX-TR-A,845060072785,18.08,28.78,25.74
WM-LFX-TR-A-WH,845060073324,20.22,32.78,28.74
WM-LFX-TR-B,845060072792,18.08,28.78,25.74
WM-LFX-TR-B-WH,845060073331,20.22,32.78,28.74
WM-LFX-YK,845060073126,18.08,28.78,25.74
WM-LFX-YK-WH,845060073256,20.22,32.78,28.74
WM-LFXPRO-LG-50-150W-MCTP,845060072631,145.90,255.78,226.74
WM-LFXPRO-LG-50-150W-MCTP-WH,845060073133,199.90,330.78,292.74
WM-LFXPRO-LG-50-150W-MCTP-BK,845060077971,178.90,292.78,258.74
WM-LFXPRO-XL-150-300W-MCTP,845060072648,260.90,449.78,398.74
WM-LFXPRO-XL-150-300W-MCTP-WH,845060073140,310.90,543.78,481.74
WM-LFXPRO-XL-150-300W-MCTP-BK,845060077988,283.90,496.78,440.74
WM-GSX-SRFC-80-150W-50K,845060072488,188.90,330.78,292.74
WM-GSX-RECS-80-150W-50K,845060088984,181.90,319.78,282.74
WM-CDLX-SM-5-25W-30K,845060073041,59.90,106.78,92.74
WM-CDLX-SM-5-25W-40K,845060088892,59.90,106.78,92.74
WM-CDLX-SM-5-25W-50K,845060088908,59.90,106.78,92.74
WM-CDLX-MD-15-45W-30K,845060088915,64.90,112.78,98.74
WM-CDLX-MD-15-45W-40K,845060072471,64.90,112.78,98.74
WM-CDLX-MD-15-45W-50K,845060072464,64.90,112.78,98.74
WM-CDLX-LG-30-80W-30K,845060088946,102.90,180.78,158.74
WM-CDLX-LG-30-80W-40K,845060088953,102.90,180.78,158.74
WM-CDLX-LG-30-80W-50K,845060088960,102.90,180.78,158.74
WM-FLD2-15W-30K-D-KN,845060072969,39.90,69.78,61.74
WM-FLD2-15W-50K-D-KN,845060072976,39.90,69.78,61.74
WM-FLD2-28W-30K-D-KN,845060072945,59.90,106.78,94.74
WM-FLD2-28W-50K-D-KN,845060072952,59.90,106.78,94.74
WM-FLD2-42W-30K-D-KN,845060073812,85.90,150.78,133.74
WM-FLD2-42W-50K-D-KN,845060073805,85.90,150.78,133.74
WM-WMX-SM-15-30W-30K,845060072686,54.90,95.78,84.74
WM-WMX-SM-15-30W-40K,845060074994,54.90,95.78,84.74
WM-WMX-SM-15-30W-50K,845060072693,54.90,95.78,84.74
WM-WMX-MD-20-50W-30K,845060073744,60.90,107.78,95.74
WM-WMX-MD-20-50W-40K,845060072709,60.90,107.78,95.74
WM-WMX-MD-20-50W-50K,845060072716,60.90,107.78,95.74
WM-WMX-MD-20-80W-30K,845060073751,81.90,142.78,126.74
WM-WMX-MD-20-80W-40K,845060072723,81.90,142.78,126.74
WM-WMX-MD-20-80W-50K,845060072730,81.90,142.78,126.74
WM-WMX-LG-50-120W-30K,845060078343,140.90,246.78,218.74
WM-WMX-LG-50-120W-40K,845060074383,140.90,246.78,218.74
WM-WMX-LG-50-120W-50K,845060072679,140.90,246.78,218.74
WM-WMXPRO-SM-15-30W-MCTP,845060072754,64.90,112.78,99.74
WM-WMXPRO-MD-20-60W-MCTP,845060072747,80.90,141.78,125.74
WM-WMXPRO-MD-20-80W-MCTP,845060072761,99.90,176.78,156.74
WM-WMXPRO-LG-50-120W-MCTP,845060072778,163.90,287.78,254.74
WM-LF4PRO-50-150W-MCTP,845060073034,145.90,255.78,226.74
WM-LF4-15W-50K-KN,845060072938,35.90,61.78,54.74
WM-LF4-15W-30K-KN,845060072921,35.90,61.78,54.74
WM-LF4-30W-50K-D-KN,845060074147,54.90,101.78,90.74
WM-LF4-30W-30K-D-KN,845060073829,54.90,101.78,90.74
WM-LF4-50W-50K-D-KN,845060074437,78.90,131.78,116.74
WM-LF4-50W-30K-D-KN,845060074420,78.90,131.78,116.74
WM-LF-SHROUD-A,845060072044,31.98,50.78,45.74
WM-LF-SHROUD-B,845060072051,39.98,63.78,56.74
WM-LF-SHROUD-F,845060072099,52.98,84.78,74.74
WM-LF-SHROUD-D,845060072075,38.98,61.78,54.74
WM-LF-SHROUD-E,845060072082,50.98,80.78,71.74
WM-LF-SHROUD-G,845060072105,64.98,103.78,91.74
WM-LFX-WG-A,845060074475,21.38,33.78,30.74
WM-LFX-WG-B,845060074482,24.98,39.78,35.74
WM-LFXPRO-WG-A,845060074499,21.38,33.78,30.74
WM-LFXPRO-WG-B,845060074505,24.98,39.78,35.74
WM-T8-EZ6-AHL-2FT-15W-40K-C,845060062090,7.20,12.78,10.74
WM-T8-EZ6-AHL-2FT-15W-40K-F,845060062083,7.20,12.78,10.74
WM-T8-EZ6-AHL-2FT-15W-50K-C,845060062106,7.20,12.78,10.74
WM-T8-EZ6-AHL-2FT-15W-50K-F,845060062113,7.20,12.78,10.74
WM-T8-EZ6-AHL-4FT-18W-30K-C,845060062120,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-30K-F,845060062137,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-35K-C,845060062151,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-35K-F,845060062144,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-40K-C,845060062168,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-40K-F,845060062175,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-50K-C,845060062182,7.90,13.78,11.74
WM-T8-EZ6-AHL-4FT-18W-50K-F,845060062199,7.90,13.78,11.74
WM-LLVT-4FT-40W-MCT-D-480V,845060075007,203.90,341.78,302.74
WM-LLVT-4FT-75W-MCT-D-480V,845060075014,229.90,400.78,354.74
WM-LLVT-4FT-100W-MCT-D-480V,845060075021,318.90,539.78,478.74
WM-LLVT-4FT-150W-50K-D-480V,845060075038,359.90,612.78,543.74
WM-LLVT-4FT-150W-40K-D-480V,845060075045,359.90,612.78,543.74
WM-LLVT-8FT-65W-50K-D-480V,845060075052,287.90,498.78,442.74
WM-LLVT-8FT-65W-40K-D-480V,845060075069,287.90,498.78,442.74
WM-LLVT-8FT-100W-50K-D-480V,845060075076,319.90,558.78,495.74
WM-LLVT-8FT-100W-40K-D-480V,845060075083,319.90,558.78,495.74
WM-SCPP-DEC,845060049350,19.26,30.78,27.74
WM-UHX-150W-MP-50K-480V,845060075090,190.90,333.78,291.74
WM-UHX-230W-MP-50K-480V,845060075106,262.90,458.78,401.74
WM-UHX-300W-MP-50K-480V,845060075113,318.90,557.78,487.74
WM-UHX-150W-MCTP-480V,845060075120,217.90,381.78,333.74
WM-UHX-150W-MCTP-WH-480V,845060075137,263.90,460.78,402.74
WM-UHX-230W-MCTP-480V,845060075144,317.90,555.78,485.74
WM-UHX-230W-MCTP-WH-480V,845060075151,363.90,636.78,556.74
WM-LA-112-BZ-12IN,845060075168,61.94,98.78,89.74
