product_id,parent_sku,sku,price,calculated_price,sale_price,retail_price,map_price,cost_price,"Wattage & Lumen Options","Color Temperature (CCT)","Size Options","Size & Wattage Options","Finish Options","Wattage Options","End Cap Options","Voltage Rating	Options","Beam Angle Options","Fixture Options","Base Type Options","Voltage Options","Input Voltage Options","Connector Type Options","Lens Options","Main Cable Length","Wattage and Lumen Options","Wattage & Voltage Options","Finial & Globe Options","Select Options","Wattage Up/Down Options","Cable Options"
7813,E-DT40,E-DT40-50/RS,5.5,5.5,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7813,E-DT40,E-DT40-65/RS,5.5,5.5,,,,0,,6500K,,,,,,,,,,,,,,,,,,,,
7814,E-DT36,E-DT36-35/RS,4.8,4.8,,,,0,,3500K,,,,,,,,,,,,,,,,,,,,
7814,E-DT36,E-DT36-41/RS,4.8,4.8,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7814,E-DT36,E-DT36-65/RS,4.8,4.8,,,,0,,6500K,,,,,,,,,,,,,,,,,,,,
7815,E-DT24,E-DT24-30/RS,4.5,4.5,,,,0,,3000K,,,,,,,,,,,,,,,,,,,,
7815,E-DT24,E-DT24-35/RS,4.5,4.5,,,,0,,3500K,,,,,,,,,,,,,,,,,,,,
7818,E-DT13,E-DT13-27,1.6,1.6,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7818,E-DT13,E-DT13-35,1.6,1.6,,,,0,,3500K,,,,,,,,,,,,,,,,,,,,
7818,E-DT13,E-DT13-41,1.6,1.6,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7818,E-DT13,E-DT13-50,1.6,1.6,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7819,E-DSK-15W,E-DSK-15W-927-DIM-G7,40.58,40.58,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7819,E-DSK-15W,E-DSK-15W-930-DIM-G7,40.58,40.58,,,,0,,3000K,,,,,,,,,,,,,,,,,,,,
7819,E-DSK-15W,E-DSK-15W-940-DIM-G7,40.58,40.58,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7820,E-DSK-11W,E-DSK-11W-927-DIM-G7,33.6,33.6,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7820,E-DSK-11W,E-DSK-11W-930-DIM-G7,33.6,33.6,,,,0,,3000K,,,,,,,,,,,,,,,,,,,,
7820,E-DSK-11W,E-DSK-11W-940-DIM-G7,33.6,33.6,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7822,E-CDR-4C,E-CDR-4C-830K-U,84,84,,,,0,,3000K,,,,,,,,,,,,,,,,,,,,
7822,E-CDR-4C,E-CDR-4C-835K-U,84,84,,,,0,,3500K,,,,,,,,,,,,,,,,,,,,
7822,E-CDR-4C,E-CDR-4C-840K-U,84,84,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7823,E-CDR-3C,E-CDR-3C-830K-U,69.98,69.98,,,,0,,3000K,,,,,,,,,,,,,,,,,,,,
7823,E-CDR-3C,E-CDR-3C-835K-U,69.98,69.98,,,,0,,3500K,,,,,,,,,,,,,,,,,,,,
7823,E-CDR-3C,E-CDR-3C-840K-U,69.98,69.98,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--3C-40K-V,356.27,356.27,,,,0,"100 Watts / 12,500 Lumens",,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--3C-40K-V,356.27,356.27,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--3C-50K-V,356.27,356.27,,,,0,"100 Watts / 12,500 Lumens",,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--3C-50K-V,356.27,356.27,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--4C-40K-V,391.97,391.97,,,,0,"150 Watts / 18,750 Lumens",,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--4C-40K-V,391.97,391.97,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--4C-50K-V,391.97,391.97,,,,0,"150 Watts / 18,750 Lumens",,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--4C-50K-V,391.97,391.97,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--5C-40K-V,510.32,510.32,,,,0,"200 Watts / 25,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--5C-40K-V,510.32,510.32,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--5C-50K-V,510.32,510.32,,,,0,"200 Watts / 25,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,E-BAY--5C-50K-V,510.32,510.32,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-3C-40K-U,270.01,270.01,,,,0,"100 Watts / 12,500 Lumens",,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-3C-40K-U,270.01,270.01,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-3C-50K-U,270.01,270.01,,,,0,"100 Watts / 12,500 Lumens",,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-3C-50K-U,270.01,270.01,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-4C-40K-U,305.76,305.76,,,,0,"150 Watts / 18,750 Lumens",,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-4C-40K-U,305.76,305.76,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-4C-50K-U,305.76,305.76,,,,0,"150 Watts / 18,750 Lumens",,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-4C-50K-U,305.76,305.76,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-5C-40K-U,402.16,402.16,,,,0,"200 Watts / 25,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-5C-40K-U,402.16,402.16,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-5C-50K-U,402.16,402.16,,,,0,"200 Watts / 25,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,E-BAY-5C-50K-U,402.16,402.16,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-3C-40K-U,363.98,363.98,,,,0,"100 Watts / 10,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-3C-40K-U,363.98,363.98,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-3C-50K-U,363.98,363.98,,,,0,"100 Watts / 10,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-3C-50K-U,363.98,363.98,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-5C-40K-U,377.33,377.33,,,,0,"150 Watts / 15,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-5C-40K-U,377.33,377.33,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-5C-50K-U,377.33,377.33,,,,0,"150 Watts / 15,000 Lumens",,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,E-ASL-5C-50K-U,377.33,377.33,,,,0,,5000K,,,,,,,,,,,,,,,,,,,,
7840,CTL-F32T8,CTL-F32T8-27-CASE25,80.35,80.35,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7840,CTL-F32T8,CTL-F32T8-41-CASE25,80.35,80.35,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7840,CTL-F32T8,CTL-F32T8-65-CASE25,80.35,80.35,,,,0,,6500K,,,,,,,,,,,,,,,,,,,,
7841,CTL-PR26Y4P,CTL-PR26Y4P-WW-CASE25,100.35,100.35,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7841,CTL-PR26Y4P,CTL-PR26Y4P-CW-CASE25,100.35,100.35,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7842,CTL-PR26Q4P,CTL-PR26Q4P-WW-CASE10,92.5,92.5,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7842,CTL-PR26Q4P,CTL-PR26Q4P-CW-CASE10,92.5,92.5,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7843,CTL-PR18Q4P,CTL-PR18Q4P-WW-CASE25,86.45,86.45,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7843,CTL-PR18Q4P,CTL-PR18Q4P-CW-CASE25,86.45,86.45,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7844,CTL-PR13Q4P,CTL-PR13Q4P-WW-CASE25,86.45,86.45,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7844,CTL-PR13Q4P,CTL-PR13Q4P-CW-CASE25,86.45,86.45,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7846,CTL-PR13Q2P,CTL-PR13Q2P-WW-CASE25,86.45,86.45,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7846,CTL-PR13Q2P,CTL-PR13Q2P-CW-CASE25,86.45,86.45,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7847,CTL-PR13T2P,CTL-PR13T2P-WW-CASE25,86.45,86.45,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7847,CTL-PR13T2P,CTL-PR13T2P-CW-CASE25,86.45,86.45,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7848,CTL-PR9T2P,CTL-PR9T2P-WW,2.8,2.8,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7848,CTL-PR9T2P,CTL-PR9T2P-CW,2.8,2.8,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7849,CTL-PR7T2P,CTL-PR7T2P-WW,2.8,2.8,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7849,CTL-PR7T2P,CTL-PR7T2P-CW,2.8,2.8,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7850,CTL-PR5T2P,CTL-PR5T2P-WW,3.15,3.15,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7850,CTL-PR5T2P,CTL-PR5T2P-CW,3.15,3.15,,,,0,,4000K,,,,,,,,,,,,,,,,,,,,
7851,CTL-P23SP-GU24,CTL-P23SP-GU24-WW,5.4,5.4,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7851,CTL-P23SP-GU24,CTL-P23SP-GU24-CW,5.4,5.4,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7852,CTL-P18SP-GU24,CTL-P18SP-GU24-WW,4.95,4.95,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7852,CTL-P18SP-GU24,CTL-P18SP-GU24-CW,4.95,4.95,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7853,CTL-P13SP-GU24,CTL-P13SP-GU24-WW,4.15,4.15,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7853,CTL-P13SP-GU24,CTL-P13SP-GU24-CW,4.15,4.15,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7854,CTL-P42SP,CTL-P42SP-WW,10.05,10.05,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7854,CTL-P42SP,CTL-P42SP-CW,10.05,10.05,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7855,CTL-P32SP,CTL-P32SP-WW,7.3,7.3,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7855,CTL-P32SP,CTL-P32SP-CW,7.3,7.3,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7855,CTL-P32SP,CTL-P32SP-DL,7.3,7.3,,,,0,,6500K,,,,,,,,,,,,,,,,,,,,
7856,CTL-P23XSP,CTL-P23XSP-WW,4.7,4.7,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7856,CTL-P23XSP,CTL-P23XSP-DL,4.7,4.7,,,,0,,6500K,,,,,,,,,,,,,,,,,,,,
7857,CTL-P18XSP,CTL-P18XSP-WW-CASE25,114.65,114.65,,,,0,,2700K,,,,,,,,,,,,,,,,,,,,
7857,CTL-P18XSP,CTL-P18XSP-CW-CASE25,114.65,114.65,,,,0,,4100K,,,,,,,,,,,,,,,,,,,,
7857,CTL-P18XSP,CTL-P18XSP-DL-CASE25,114.65,114.65,,,,0,,6500K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-WH,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Juno,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-BK,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Juno,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Juno-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-WH,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Halo,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-BK,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Halo,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Halo-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-WH,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Capri,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-BK,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Capri,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Capri-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-WH,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Lightolier,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-BK,86.65,86.65,,,,60.5,,,,,,,,,15°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Lightolier,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-15-Lightolier-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-WH,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Juno,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-BK,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Juno,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Juno-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-WH,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Halo,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-BK,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Halo,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Halo-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-WH,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Capri,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-BK,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Capri,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Capri-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-WH,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Lightolier,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-BK,86.65,86.65,,,,60.5,,,,,,,,,24°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Lightolier,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-24-Lightolier-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-WH,86.65,86.65,,,,60.5,,,,,,,,,40°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Juno,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-BK,86.65,86.65,,,,60.5,,,,,,,,,40°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-BK,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Juno,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Juno-BK,86.65,86.65,,,,60.5,,,,,Black,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-WH,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-WH,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-WH,86.65,86.65,,,,60.5,,,,,,,,,40°,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-WH,86.65,86.65,,,,60.5,,,,,,,,,,,,,,Halo,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-WH,86.65,86.65,,,,60.5,,,,,White,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-BK,86.65,86.65,,,,60.5,,,,,,"15 Watts",,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-BK,86.65,86.65,,,,60.5,,2700K,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LT-STS-2310-15W-2700K-40-Halo-BK,86.65,86.65,,,,60.5,,,,,,,,,40°,,,,,,,,,,,,,
