product_id,parent_sku,sku,price,calculated_price,sale_price,retail_price,map_price,cost_price,"Color Temperature (CCT)","Finish Options","Factory Installed Lamps","Wiring Options","Light Source Options","Select Light Source","End Cap Finish Options","Lamp Type Options","Select Reflector","Voltage Options","Letter Color Options","Number of Faces","Wattage & Lumen Options"
976,TF-WLINPF232MV,TF-WLINPF232MV-BK,257.15,257.15,,,,0,,Black,,,,,,,,,,,
976,TF-WLINPF232MV,TF-WLINPF232MV-SL,257.15,257.15,,,,0,,Silver,,,,,,,,,,,
976,TF-WLINPF232MV,TF-WLINPF232MV-IN,257.15,257.15,,,,0,,Iron,,,,,,,,,,,
980,TF-WLINPF254MV,TF-WLINPF254MV-WH,277.15,277.15,,,,0,,White,,,,,,,,,,,
980,TF-WLINPF254MV,TF-WLINPF254MV-BK,314.3,314.3,,,,0,,Black,,,,,,,,,,,
980,TF-WLINPF254MV,TF-WLINPF254MV-SL,314.3,314.3,,,,0,,Silver,,,,,,,,,,,
980,TF-WLINPF254MV,TF-WLINPF254MV-IN,314.3,314.3,,,,0,,Iron,,,,,,,,,,,
981,TF-VAN,TF-VAN-217E120-AL,110,110,,,,0,,,,,,,,"17W 24in. T8",,,,,
981,TF-VAN,TF-VAN-217E120-AL,110,110,,,,0,,,,,,,Alabaster,,,,,,
981,TF-VAN,TF-VAN-217E120-SW,110,110,,,,0,,,,,,,,"17W 24in. T8",,,,,
981,TF-VAN,TF-VAN-217E120-SW,110,110,,,,0,,,,,,,"Solid White (Translucent)",,,,,,
981,TF-VAN,TF-VAN-225E120-AL,118.6,118.6,,,,0,,,,,,,,"25W 36in. T8",,,,,
981,TF-VAN,TF-VAN-225E120-AL,118.6,118.6,,,,0,,,,,,,Alabaster,,,,,,
981,TF-VAN,TF-VAN-225E120-SW,118.6,118.6,,,,0,,,,,,,,"25W 36in. T8",,,,,
981,TF-VAN,TF-VAN-225E120-SW,118.6,118.6,,,,0,,,,,,,"Solid White (Translucent)",,,,,,
981,TF-VAN,TF-VAN-232E120-AL,128.6,128.6,,,,0,,,,,,,,"32W 48in. T8",,,,,
981,TF-VAN,TF-VAN-232E120-AL,128.6,128.6,,,,0,,,,,,,Alabaster,,,,,,
981,TF-VAN,TF-VAN-232E120-SW,128.6,128.6,,,,0,,,,,,,,"32W 48in. T8",,,,,
981,TF-VAN,TF-VAN-232E120-SW,128.6,128.6,,,,0,,,,,,,"Solid White (Translucent)",,,,,,
984,TF-BKRA125MV,TF-BKRA125MV-WH,91.43,91.43,,,,0,,"White Back Plate and End Caps (standard)",,,,,,,,,,,
984,TF-BKRA125MV,TF-BKRA125MV-CHE,91.43,91.43,,,,0,,"White Back Plate and Chrome End Caps",,,,,,,,,,,
984,TF-BKRA125MV,TF-BKRA125MV-CH,91.43,91.43,,,,0,,"Chrome Back Plate and End Caps",,,,,,,,,,,
985,TF-BKRA132MV,TF-BKRA132MV-WH,98.6,98.6,,,,0,,"White Back Plate and End Caps (standard)",,,,,,,,,,,
985,TF-BKRA132MV,TF-BKRA132MV-CHE,98.6,98.6,,,,0,,"White Back Plate and Chrome End Caps",,,,,,,,,,,
985,TF-BKRA132MV,TF-BKRA132MV-CH,98.6,98.6,,,,0,,"Chrome Back Plate and End Caps",,,,,,,,,,,
1332,TF-24C2,TF-24C2-M20BL10-X1,27.6,27.6,,,,0,,,,,,,,,"M20-Premium mirrored full specular reflector",,,,
1332,TF-24C2,TF-24C2-M20BL10-X1,27.6,27.6,,,,0,,,,,,,,,,"No Ballast for LED T8 lamps",,,
1332,TF-24C2,TF-24C2-M20BL10-MV,37.85,37.85,,,,0,,,,,,,,,"M20-Premium mirrored full specular reflector",,,,
1332,TF-24C2,TF-24C2-M20BL10-MV,37.85,37.85,,,,0,,,,,,,,,,"Bulk Packed T8 Ballast, MV, Instant Start, NBF",,,
1332,TF-24C2,TF-24C2-M20BL10-WR,41.1,41.1,,,,0,,,,,,,,,"M20-Premium mirrored full specular reflector",,,,
1332,TF-24C2,TF-24C2-M20BL10-WR,41.1,41.1,,,,0,,,,,,,,,,"Pre-Wired T8 Ballast, MV, Instant Start, NBF",,,
1332,TF-24C2,TF-24C2-W10BL10-X1,19.3,19.3,,,,0,,,,,,,,,"W10 -Enhanced white, reflector",,,,
1332,TF-24C2,TF-24C2-W10BL10-X1,19.3,19.3,,,,0,,,,,,,,,,"No Ballast for LED T8 lamps",,,
1332,TF-24C2,TF-24C2-W10BL10-MV,29.55,29.55,,,,0,,,,,,,,,"W10 -Enhanced white, reflector",,,,
1332,TF-24C2,TF-24C2-W10BL10-MV,29.55,29.55,,,,0,,,,,,,,,,"Bulk Packed T8 Ballast, MV, Instant Start, NBF",,,
1332,TF-24C2,TF-24C2-W10BL10-WR,32.8,32.8,,,,0,,,,,,,,,"W10 -Enhanced white, reflector",,,,
1332,TF-24C2,TF-24C2-W10BL10-WR,32.8,32.8,,,,0,,,,,,,,,,"Pre-Wired T8 Ballast, MV, Instant Start, NBF",,,
1374,BL-RELXTE1RCAEM-SDT,BL-RELXTE1RCAEM-SDT-R,146.42,146.42,,,,0,,,,,,,,,,,Red,,
1374,BL-RELXTE1RCAEM-SDT,BL-RELXTE1RCAEM-SDT-G,149.65,149.65,,,,0,,,,,,,,,,,Green,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-R-W,53.95,53.95,,,,0,,,,,,,,,,,,"Single Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-R-W,53.95,53.95,,,,0,,,,,,,,,,,Red,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-R-W,53.95,53.95,,,,0,,"White (standard)",,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-R-B,58.95,58.95,,,,0,,,,,,,,,,,,"Single Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-R-B,58.95,58.95,,,,0,,,,,,,,,,,Red,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-R-B,58.95,58.95,,,,0,,Black,,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-G-W,56.95,56.95,,,,0,,,,,,,,,,,,"Single Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-G-W,56.95,56.95,,,,0,,,,,,,,,,,Green,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-G-W,56.95,56.95,,,,0,,"White (standard)",,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-G-B,61.95,61.95,,,,0,,,,,,,,,,,,"Single Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-G-B,61.95,61.95,,,,0,,,,,,,,,,,Green,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-1-G-B,61.95,61.95,,,,0,,Black,,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-R-W,57.95,57.95,,,,0,,,,,,,,,,,,"Universal Single/Double Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-R-W,57.95,57.95,,,,0,,,,,,,,,,,Red,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-R-W,57.95,57.95,,,,0,,"White (standard)",,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-R-B,62.95,62.95,,,,0,,,,,,,,,,,,"Universal Single/Double Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-R-B,62.95,62.95,,,,0,,,,,,,,,,,Red,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-R-B,62.95,62.95,,,,0,,Black,,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-G-W,60.95,60.95,,,,0,,,,,,,,,,,,"Universal Single/Double Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-G-W,60.95,60.95,,,,0,,,,,,,,,,,Green,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-G-W,60.95,60.95,,,,0,,"White (standard)",,,,,,,,,,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-G-B,65.95,65.95,,,,0,,,,,,,,,,,,"Universal Single/Double Face",
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-G-B,65.95,65.95,,,,0,,,,,,,,,,,Green,,
1375,BL-LEDCXTEU,BL-LEDCXTEU-2-G-B,65.95,65.95,,,,0,,Black,,,,,,,,,,,
1540,AT-CPPG,AT-CPPG-40W4000LM-4000K,205.95,205.95,,,,0,,,,,,,,,,,,,"40 Watts / 4000 Lumens"
1540,AT-CPPG,AT-CPPG-40W4000LM-4000K,205.95,205.95,,,,0,4000K,,,,,,,,,,,,
1540,AT-CPPG,AT-CPPG-40W4000LM-5000K,205.95,205.95,,,,0,,,,,,,,,,,,,"40 Watts / 4000 Lumens"
1540,AT-CPPG,AT-CPPG-40W4000LM-5000K,205.95,205.95,,,,0,"5000K (default)",,,,,,,,,,,,
1540,AT-CPPG,AT-CPPG-60W6000LM-4000K,309.95,309.95,,,,0,,,,,,,,,,,,,"60 Watts / 6000 Lumens"
1540,AT-CPPG,AT-CPPG-60W6000LM-4000K,309.95,309.95,,,,0,4000K,,,,,,,,,,,,
1540,AT-CPPG,AT-CPPG-60W6000LM-5000K,309.95,309.95,,,,0,,,,,,,,,,,,,"60 Watts / 6000 Lumens"
1540,AT-CPPG,AT-CPPG-60W6000LM-5000K,309.95,309.95,,,,0,"5000K (default)",,,,,,,,,,,,
1540,AT-CPPG,AT-CPPG-90W8500LM-4000K,359.95,359.95,,,,0,,,,,,,,,,,,,"90 Watts / 8500 Lumens"
1540,AT-CPPG,AT-CPPG-90W8500LM-4000K,359.95,359.95,,,,0,4000K,,,,,,,,,,,,
1540,AT-CPPG,AT-CPPG-90W8500LM-5000K,359.95,359.95,,,,0,,,,,,,,,,,,,"90 Watts / 8500 Lumens"
1540,AT-CPPG,AT-CPPG-90W8500LM-5000K,359.95,359.95,,,,0,"5000K (default)",,,,,,,,,,,,
