product_id,parent_sku,sku,price,calculated_price,sale_price,retail_price,map_price,cost_price,"Finish Options","Color Temperature (CCT)","Wattage & Lumen Options","Trim Shape Options","Beam Angle Options",Color,"Wattage and Lumen Options","Lens Options","Emergency Battery Options","Letter Color Options","Voltage Options","Fixture Options","Color Te,mperature (CCT)","Reflector Options",Reflector,"Color Temperature","Reflector Finish",Testing,"Trim Ring Options","Finish Option","Dimming Options","Wattage Options","Frosted Lens"
12239,NL-NBXL-150W,NL-NBXL-150W-45K,,265.72,,,,0,,4500K,,,,,,,,,,,,,,,,,,,
12239,NL-NBXL-150W,NL-NBXL-150W-50K,,265.72,,,,0,,"5000K (Standard)",,,,,,,,,,,,,,,,,,,
12240,NL-NBXL-200W,NL-NBXL-200W-30K,,331.45,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12240,NL-NBXL-200W,NL-NBXL-200W-35K,,331.45,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12240,NL-NBXL-200W,NL-NBXL-200W-40K,,331.45,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12240,NL-NBXL-200W,NL-NBXL-200W-45K,,331.45,,,,0,,4500K,,,,,,,,,,,,,,,,,,,
12240,NL-NBXL-200W,NL-NBXL-200W-50K,,331.45,,,,0,,"5000K (Standard)",,,,,,,,,,,,,,,,,,,
12241,NL-NBXL-300W,NL-NBXL-300W-30K,,420,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12241,NL-NBXL-300W,NL-NBXL-300W-35K,,420,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12241,NL-NBXL-300W,NL-NBXL-300W-40K,,420,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12241,NL-NBXL-300W,NL-NBXL-300W-45K,,420,,,,0,,4500K,,,,,,,,,,,,,,,,,,,
12241,NL-NBXL-300W,NL-NBXL-300W-50K,,420,,,,0,,"5000K (Standard)",,,,,,,,,,,,,,,,,,,
12246,SE-FROZEN-L108,SE-FROZEN-L108-24V-30K,,81.45,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12246,SE-FROZEN-L108,SE-FROZEN-L108-24V-40K,,81.45,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12248,SE-FROZEN-L144,SE-FROZEN-L144-24V-30K,,101.45,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12248,SE-FROZEN-L144,SE-FROZEN-L144-24V-40K,,101.45,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12249,SE-FORGE-L126,SE-FORGE-L126-24V-30K,105.72,105.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12249,SE-FORGE-L126,SE-FORGE-L126-24V-40K,105.72,105.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12250,SE-CROWN-NARROW-L72-277V,SE-CROWN-NARROW-L72-277V-30K,,316,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12250,SE-CROWN-NARROW-L72-277V,SE-CROWN-NARROW-L72-277V-40K,,316,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12251,SE-CROWN-NARROW-L45-277V,SE-CROWN-NARROW-L45-277V-30K,,264.29,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12251,SE-CROWN-NARROW-L45-277V,SE-CROWN-NARROW-L45-277V-40K,,264.29,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12252,SE-PATH-L150-120V,SE-PATH-L150-120V-30,142.2,142.2,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12252,SE-PATH-L150-120V,SE-PATH-L150-120V-40,142.2,142.2,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12253,SE-LINCUS-L24,SE-LINCUS-L24-24V-1-30K,,24.71,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12253,SE-LINCUS-L24,SE-LINCUS-L24-24V-1-40K,,24.71,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12254,SE-LINCUS-L18,SE-LINCUS-L18-24V-1-30K,,19.53,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12254,SE-LINCUS-L18,SE-LINCUS-L18-24V-1-40K,,19.53,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12256,SE-CROWN-L24,SE-CROWN-L24-277V-27K,,127.84,,,,0,,2700K,,,,,,,,,,,,,,,,,,,
12256,SE-CROWN-L24,SE-CROWN-L24-277V-30K,,127.84,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12256,SE-CROWN-L24,SE-CROWN-L24-277V-40K,,127.84,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12258,SE-CROWN-L96,SE-CROWN-L96-277V-27K,,264.3,,,,0,,2700K,,,,,,,,,,,,,,,,,,,
12258,SE-CROWN-L96,SE-CROWN-L96-277V-30K,,264.3,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12258,SE-CROWN-L96,SE-CROWN-L96-277V-40K,,264.3,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12262,SE-STRIDE-L144,SE-STRIDE-L144-120V-30K,,60.33,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12262,SE-STRIDE-L144,SE-STRIDE-L144-120V-40K,,60.33,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12263,SE-STRIDE-L96,SE-STRIDE-L96-120V-30K,,35.91,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12263,SE-STRIDE-L96,SE-STRIDE-L96-120V-40K,,35.91,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12264,SE-TINA-L120,SE-TINA-L120-277V-30K,,172.36,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12264,SE-TINA-L120,SE-TINA-L120-277V-40K,,172.36,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12264,SE-TINA-L120,SE-TINA-L120-277V-50K,,172.36,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12268,SE-FRIO4-L144,SE-FRIO4-L144-24V-40K,,68.95,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12268,SE-FRIO4-L144,SE-FRIO4-L144-24V-50K,,68.95,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12269,SE-PHOENIX-L120,SE-PHOENIX-L120-277V-30K,,172.36,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12269,SE-PHOENIX-L120,SE-PHOENIX-L120-277V-40K,,172.36,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12269,SE-PHOENIX-L120,SE-PHOENIX-L120-277V-50K,,172.36,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12270,"SE-CREST NARROW-","SE-CREST NARROW-L48-277V-27K",,186.73,,,,0,,2700K,,,,,,,,,,,,,,,,,,,
12270,"SE-CREST NARROW-","SE-CREST NARROW-L48-277V-30K",,186.73,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12270,"SE-CREST NARROW-","SE-CREST NARROW-L48-277V-40K",,186.73,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12270,"SE-CREST NARROW-","SE-CREST NARROW-L48-277V-50K",,186.73,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-62,,67.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-62,,67.72,,,,0,"Satin Nickel",,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-01,,67.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-01,,67.72,,,,0,"Polish Brass",,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-06,,67.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-06,,67.72,,,,0,White,,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-30,,67.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-3000K-30,,67.72,,,,0,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-62,,67.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-62,,67.72,,,,0,"Satin Nickel",,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-01,,67.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-01,,67.72,,,,0,"Polish Brass",,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-06,,67.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-06,,67.72,,,,0,White,,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-30,,67.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12271,SP-FL02xxD-PD-54,SP-FL02xxD-PD-54-4000K-30,,67.72,,,,0,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-62,,61.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-62,,61.72,,,,0,"Satin Nickel",,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-01,,61.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-01,,61.72,,,,0,"Polish Brass",,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-06,,61.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-06,,61.72,,,,0,White,,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-30,,61.72,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-3000K-30,,61.72,,,,0,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-62,,61.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-62,,61.72,,,,0,"Satin Nickel",,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-01,,61.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-01,,61.72,,,,0,"Polish Brass",,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-06,,61.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-06,,61.72,,,,0,White,,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-30,,61.72,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12272,SP-FL02xxD-PD-39,SP-FL02xxD-PD-39-4000K-30,,61.72,,,,0,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-30K-WH-HC605WH,,547.14,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-30K-WH-HC605WH,,547.14,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-30K-SB-HC605WH,575,575,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-30K-SB-HC605WH,575,575,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-30K-BK-HC605WH,575,575,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-30K-BK-HC605WH,575,575,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-35K-WH-HC605WH,,547.14,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-35K-WH-HC605WH,,547.14,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-35K-SB-HC605WH,575,575,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-35K-SB-HC605WH,575,575,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-35K-BK-HC605WH,575,575,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-35K-BK-HC605WH,575,575,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-40K-WH-HC605WH,,547.14,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-40K-WH-HC605WH,,547.14,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-40K-SB-HC605WH,575,575,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-40K-SB-HC605WH,575,575,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-40K-BK-HC605WH,575,575,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-40K-BK-HC605WH,575,575,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-50K-WH-HC605WH,,547.14,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-50K-WH-HC605WH,,547.14,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-50K-SB-HC605WH,575,575,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-50K-SB-HC605WH,575,575,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-50K-BK-HC605WH,575,575,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12273,TF-L23PSF96LT,TF-L23PSF96LT-90W9000LDMV-50K-BK-HC605WH,575,575,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-30K-WH-HC605WH,,302.86,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-30K-WH-HC605WH,,302.86,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-30K-SB-HC605WH,337.9,337.9,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-30K-SB-HC605WH,337.9,337.9,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-30K-BK-HC605WH,337.9,337.9,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-30K-BK-HC605WH,337.9,337.9,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-35K-WH-HC605WH,,302.86,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-35K-WH-HC605WH,,302.86,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-35K-SB-HC605WH,337.9,337.9,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-35K-SB-HC605WH,337.9,337.9,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-35K-BK-HC605WH,337.9,337.9,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-35K-BK-HC605WH,337.9,337.9,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-40K-WH-HC605WH,,302.86,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-40K-WH-HC605WH,,302.86,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-40K-SB-HC605WH,337.9,337.9,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-40K-SB-HC605WH,337.9,337.9,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-40K-BK-HC605WH,337.9,337.9,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-40K-BK-HC605WH,337.9,337.9,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-50K-WH-HC605WH,,302.86,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-50K-WH-HC605WH,,302.86,,,,0,"Matte White",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-50K-SB-HC605WH,337.9,337.9,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-50K-SB-HC605WH,337.9,337.9,,,,0,"Satin Brass",,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-50K-BK-HC605WH,337.9,337.9,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12274,TF-L23PSF48LT,TF-L23PSF48LT-45W4500LDMV-50K-BK-HC605WH,337.9,337.9,,,,0,Black,,,,,,,,,,,,,,,,,,,,
12280,OD-CL-L15FM12PLDIM,OD-CL-L15FM12PLDIM-30K,,17.15,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12280,OD-CL-L15FM12PLDIM,OD-CL-L15FM12PLDIM-40K,,17.15,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12298,SP-DC618D-PD,SP-DC618D-PD-3000K,,110.6,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12298,SP-DC618D-PD,SP-DC618D-PD-4000K,,110.6,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12299,RP-4347-11,RP-4347-WH-11-3K,33.3,33.3,,,,0,White,,,,,,,,,,,,,,,,,,,,
12299,RP-4347-11,RP-4347-OB-11-3K,33.3,33.3,,,,0,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,
12299,RP-4347-11,RP-4347-BN-11-3K,33.3,33.3,,,,0,"Brushed Nickel",,,,,,,,,,,,,,,,,,,,
12300,RP-4347-13,RP-4347-WH-13-3K,43.72,43.72,,,,0,White,,,,,,,,,,,,,,,,,,,,
12300,RP-4347-13,RP-4347-OB-13-3K,43.72,43.72,,,,0,"Oil Rubbed Bronze",,,,,,,,,,,,,,,,,,,,
12300,RP-4347-13,RP-4347-BN-13-3K,43.72,43.72,,,,0,"Brushed Nickel",,,,,,,,,,,,,,,,,,,,
12302,SP-FL2106D-C,SP-FL2106D-C-3000K,,88.9,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12302,SP-FL2106D-C,SP-FL2106D-C-3500K,,88.9,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12302,SP-FL2106D-C,SP-FL2106D-C-4000K,,88.9,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12302,SP-FL2106D-C,SP-FL2106D-C-5000K,,88.9,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
12303,SP-FL2105D-C,SP-FL2105D-C-3000K,,74.15,,,,0,,3000K,,,,,,,,,,,,,,,,,,,
12303,SP-FL2105D-C,SP-FL2105D-C-3500K,,74.15,,,,0,,3500K,,,,,,,,,,,,,,,,,,,
12303,SP-FL2105D-C,SP-FL2105D-C-4000K,,74.15,,,,0,,4000K,,,,,,,,,,,,,,,,,,,
12303,SP-FL2105D-C,SP-FL2105D-C-5000K,,74.15,,,,0,,5000K,,,,,,,,,,,,,,,,,,,
