"id","product_id","parent_sku","child_sku"
"248","3187","LT-LEDH-SR8P-UTD","LT-LEDH-SR8P-G2-12-14-827-UTD-WH,LT-LEDH-SR8P-G2-18-14-827-UTD-WH,LT-LEDH-SR8P-G2-24-14-827-UTD-WH,LT-LEDH-SR8P-G2-36-14-827-UTD-WH,LT-LEDH-SR8P-G2-48-14-827-UTD-WH,LT-LEDH-SR8P-G2-12-14-827-UTD-BK,LT-LEDH-SR8P-G2-18-14-827-UTD-BK,LT-LEDH-SR8P-G2-24-14-827-UTD-BK,LT-LEDH-SR8P-G2-36-14-827-UTD-BK,LT-LEDH-SR8P-G2-48-14-827-UTD-BK,LT-LEDH-SR8P-G2-12-14-827-UTD-BR,LT-LEDH-SR8P-G2-18-14-827-UTD-BR,LT-LEDH-SR8P-G2-24-14-827-UTD-BR,LT-LEDH-SR8P-G2-36-14-827-UTD-BR,LT-LEDH-SR8P-G2-48-14-827-UTD-BR,LT-LEDH-SR8P-G2-12-14-827-UTD-SI,LT-LEDH-SR8P-G2-18-14-827-UTD-SI,LT-LEDH-SR8P-G2-24-14-827-UTD-SI,LT-LEDH-SR8P-G2-36-14-827-UTD-SI,LT-LEDH-SR8P-G2-48-14-827-UTD-SI,LT-LEDH-SR8P-G2-12-14-830-UTD-WH,LT-LEDH-SR8P-G2-18-14-830-UTD-WH,LT-LEDH-SR8P-G2-24-14-830-UTD-WH,LT-LEDH-SR8P-G2-36-14-830-UTD-WH,LT-LEDH-SR8P-G2-48-14-830-UTD-WH,LT-LEDH-SR8P-G2-12-14-830-UTD-BK,LT-LEDH-SR8P-G2-18-14-830-UTD-BK,LT-LEDH-SR8P-G2-24-14-830-UTD-BK,LT-LEDH-SR8P-G2-36-14-830-UTD-BK,LT-LEDH-SR8P-G2-48-14-830-UTD-BK,LT-LEDH-SR8P-G2-12-14-830-UTD-BR,LT-LEDH-SR8P-G2-18-14-830-UTD-BR,LT-LEDH-SR8P-G2-24-14-830-UTD-BR,LT-LEDH-SR8P-G2-36-14-830-UTD-BR,LT-LEDH-SR8P-G2-48-14-830-UTD-BR,LT-LEDH-SR8P-G2-12-14-830-UTD-SI,LT-LEDH-SR8P-G2-18-14-830-UTD-SI,LT-LEDH-SR8P-G2-24-14-830-UTD-SI,LT-LEDH-SR8P-G2-36-14-830-UTD-SI,LT-LEDH-SR8P-G2-48-14-830-UTD-SI,LT-LEDH-SR8P-G2-12-14-835-UTD-WH,LT-LEDH-SR8P-G2-18-14-835-UTD-WH,LT-LEDH-SR8P-G2-24-14-835-UTD-WH,LT-LEDH-SR8P-G2-36-14-835-UTD-WH,LT-LEDH-SR8P-G2-48-14-835-UTD-WH,LT-LEDH-SR8P-G2-12-14-835-UTD-BK,LT-LEDH-SR8P-G2-18-14-835-UTD-BK,LT-LEDH-SR8P-G2-24-14-835-UTD-BK,LT-LEDH-SR8P-G2-36-14-835-UTD-BK,LT-LEDH-SR8P-G2-48-14-835-UTD-BK"
"249","3188","DG-NB1C34X5","DG-NB1C34X5-U-41K-Z,DG-NB1C34X5-U-41K-B,DG-NB1C34X5-H-41K-Z,DG-NB1C34X5-H-41K-B"
"250","3189","DG-AL35QF1X126","DG-AL35QF1X126-U-HACZ,DG-AL35QF1X126-H-HACZ"
"251","3190","DG-WP7QF1X11U","DG-WP7QF1X11U-4KLB,DG-WP7QF1X11U-5KLB"
"252","3191","DG-ORIONQC1X47","DG-ORIONQC1X47-U-4K-CZ,DG-ORIONQC1X47-U-5K-CZ,DG-ORIONQC1X47-H-4K-CZ,DG-ORIONQC1X47-H-5K-CZ"
"253","3192","DG-HLP15QF57U","DG-HLP15QF57U-4KCG,DG-HLP15QF57U-5KCG"
"254","3193","DG-LF3QF1X37U5KC","DG-LF3QF1X37-U-5K-CZ,DG-LF3QF1X37-U-5K-CW"
"255","3194","DG-LF2QF1X23","DG-LF2QF1X23-U5K-CZ,DG-LF2QF1X23-U5K-CW"
"256","3197","DG-MWPQF1X50","DG-MWPQF1X50-U-3K-CZ,DG-MWPQF1X50-U-3K-SZ,DG-MWPQF1X50-U-4K-CZ,DG-MWPQF1X50-U-4K-SZ,DG-MWPQF1X50-U-5K-CZ,DG-MWPQF1X50-U-5K-SZ,DG-MWPQF1X50-H-3K-CZ,DG-MWPQF1X50-H-3K-SZ,DG-MWPQF1X50-H-4K-CZ,DG-MWPQF1X50-H-4K-SZ,DG-MWPQF1X50-H-5K-CZ,DG-MWPQF1X50-H-5K-SZ"
"257","3198","DG-MWPQF1X25","DG-MWPQF1X25-U-3K-CZ,DG-MWPQF1X25-U-3K-SZ,DG-MWPQF1X25-U-4K-CZ,DG-MWPQF1X25-U-4K-SZ,DG-MWPQF1X25-U-5K-CZ,DG-MWPQF1X25-U-5K-SZ,DG-MWPQF1X25-H-3K-CZ,DG-MWPQF1X25-H-3K-SZ,DG-MWPQF1X25-H-4K-CZ,DG-MWPQF1X25-H-4K-SZ,DG-MWPQF1X25-H-5K-CZ,DG-MWPQF1X25-H-5K-SZ"
"258","3199","LT-LEDH-SR8C-UZTD","LT-LEDH-SR8C-G2-10-827-UZTD-WH,LT-LEDH-SR8C-G2-10-827-UZTD-BK,LT-LEDH-SR8C-G2-10-827-UZTD-BR,LT-LEDH-SR8C-G2-10-827-UZTD-SI,LT-LEDH-SR8C-G2-10-830-UZTD-WH,LT-LEDH-SR8C-G2-10-830-UZTD-BK,LT-LEDH-SR8C-G2-10-830-UZTD-BR,LT-LEDH-SR8C-G2-10-830-UZTD-SI,LT-LEDH-SR8C-G2-10-835-UZTD-WH,LT-LEDH-SR8C-G2-10-835-UZTD-BK,LT-LEDH-SR8C-G2-10-835-UZTD-BR,LT-LEDH-SR8C-G2-10-835-UZTD-SI,LT-LEDH-SR8C-G2-10-840-UZTD-WH,LT-LEDH-SR8C-G2-10-840-UZTD-BK,LT-LEDH-SR8C-G2-10-840-UZTD-BR,LT-LEDH-SR8C-G2-10-840-UZTD-SI,LT-LEDH-SR8C-G2-14-827-UZTD-WH,LT-LEDH-SR8C-G2-14-827-UZTD-BK,LT-LEDH-SR8C-G2-14-827-UZTD-BR,LT-LEDH-SR8C-G2-14-827-UZTD-SI,LT-LEDH-SR8C-G2-14-830-UZTD-WH,LT-LEDH-SR8C-G2-14-830-UZTD-BK,LT-LEDH-SR8C-G2-14-830-UZTD-BR,LT-LEDH-SR8C-G2-14-830-UZTD-SI,LT-LEDH-SR8C-G2-14-835-UZTD-WH,LT-LEDH-SR8C-G2-14-835-UZTD-BK,LT-LEDH-SR8C-G2-14-835-UZTD-BR,LT-LEDH-SR8C-G2-14-835-UZTD-SI,LT-LEDH-SR8C-G2-14-840-UZTD-WH,LT-LEDH-SR8C-G2-14-840-UZTD-BK,LT-LEDH-SR8C-G2-14-840-UZTD-BR,LT-LEDH-SR8C-G2-14-840-UZTD-SI,LT-LEDH-SR8C-G2-22-827-UZTD-WH,LT-LEDH-SR8C-G2-22-827-UZTD-BK,LT-LEDH-SR8C-G2-22-827-UZTD-BR,LT-LEDH-SR8C-G2-22-827-UZTD-SI,LT-LEDH-SR8C-G2-22-830-UZTD-WH,LT-LEDH-SR8C-G2-22-830-UZTD-BK,LT-LEDH-SR8C-G2-22-830-UZTD-BR,LT-LEDH-SR8C-G2-22-830-UZTD-SI,LT-LEDH-SR8C-G2-22-835-UZTD-WH,LT-LEDH-SR8C-G2-22-835-UZTD-BK,LT-LEDH-SR8C-G2-22-835-UZTD-BR,LT-LEDH-SR8C-G2-22-835-UZTD-SI,LT-LEDH-SR8C-G2-22-840-UZTD-WH,LT-LEDH-SR8C-G2-22-840-UZTD-BK,LT-LEDH-SR8C-G2-22-840-UZTD-BR,LT-LEDH-SR8C-G2-22-840-UZTD-SI,LT-LEDH-SR8C-G2-32-827-UZTD-WH,LT-LEDH-SR8C-G2-32-827-UZTD-BK"
"259","3200","DG-LWPQF1X43","DG-LWPQF1X43-U-4K-CZ,DG-LWPQF1X43-U-4K-SZ,DG-LWPQF1X43-U-5K-CZ,DG-LWPQF1X43-U-5K-SZ,DG-LWPQF1X43-H-4K-CZ,DG-LWPQF1X43-H-4K-SZ,DG-LWPQF1X43-H-5K-CZ,DG-LWPQF1X43-H-5K-SZ"
"260","3201","DG-WBB4QF1X25U","DG-WBB4QF1X25U-4K-CZ,DG-WBB4QF1X25U-4K-CB,DG-WBB4QF1X25U-4K-SO-LZ,DG-WBB4QF1X25U-4K-LB,DG-WBB4QF1X25U-5K-CZ,DG-WBB4QF1X25U-5K-CS,DG-WBB4QF1X25U-5K-LB,DG-WBB4QF1X25U-5K-LZ"
"261","3203","LT-LEDH-SR8W-UZTD","LT-LEDH-SR8W-G2-10-827-UZTD-WH,LT-LEDH-SR8W-G2-10-827-UZTD-BK,LT-LEDH-SR8W-G2-10-827-UZTD-BR,LT-LEDH-SR8W-G2-10-827-UZTD-SI,LT-LEDH-SR8W-G2-10-830-UZTD-WH,LT-LEDH-SR8W-G2-10-830-UZTD-BK,LT-LEDH-SR8W-G2-10-830-UZTD-BR,LT-LEDH-SR8W-G2-10-830-UZTD-SI,LT-LEDH-SR8W-G2-10-835-UZTD-WH,LT-LEDH-SR8W-G2-10-835-UZTD-BK,LT-LEDH-SR8W-G2-10-835-UZTD-BR,LT-LEDH-SR8W-G2-10-835-UZTD-SI,LT-LEDH-SR8W-G2-10-840-UZTD-WH,LT-LEDH-SR8W-G2-10-840-UZTD-BK,LT-LEDH-SR8W-G2-10-840-UZTD-BR,LT-LEDH-SR8W-G2-10-840-UZTD-SI,LT-LEDH-SR8W-G2-14-827-UZTD-WH,LT-LEDH-SR8W-G2-14-827-UZTD-BK,LT-LEDH-SR8W-G2-14-827-UZTD-BR,LT-LEDH-SR8W-G2-14-827-UZTD-SI,LT-LEDH-SR8W-G2-14-830-UZTD-WH,LT-LEDH-SR8W-G2-14-830-UZTD-BK,LT-LEDH-SR8W-G2-14-830-UZTD-BR,LT-LEDH-SR8W-G2-14-830-UZTD-SI,LT-LEDH-SR8W-G2-14-835-UZTD-WH,LT-LEDH-SR8W-G2-14-835-UZTD-BK,LT-LEDH-SR8W-G2-14-835-UZTD-BR,LT-LEDH-SR8W-G2-14-835-UZTD-SI,LT-LEDH-SR8W-G2-14-840-UZTD-WH,LT-LEDH-SR8W-G2-14-840-UZTD-BK,LT-LEDH-SR8W-G2-14-840-UZTD-BR,LT-LEDH-SR8W-G2-14-840-UZTD-SI,LT-LEDH-SR8W-G2-22-827-UZTD-WH,LT-LEDH-SR8W-G2-22-827-UZTD-BK,LT-LEDH-SR8W-G2-22-827-UZTD-BR,LT-LEDH-SR8W-G2-22-827-UZTD-SI,LT-LEDH-SR8W-G2-22-830-UZTD-WH,LT-LEDH-SR8W-G2-22-830-UZTD-BK,LT-LEDH-SR8W-G2-22-830-UZTD-BR,LT-LEDH-SR8W-G2-22-830-UZTD-SI,LT-LEDH-SR8W-G2-22-835-UZTD-WH,LT-LEDH-SR8W-G2-22-835-UZTD-BK,LT-LEDH-SR8W-G2-22-835-UZTD-BR,LT-LEDH-SR8W-G2-22-835-UZTD-SI,LT-LEDH-SR8W-G2-22-840-UZTD-WH,LT-LEDH-SR8W-G2-22-840-UZTD-BK,LT-LEDH-SR8W-G2-22-840-UZTD-BR,LT-LEDH-SR8W-G2-22-840-UZTD-SI,LT-LEDH-SR8W-G2-32-827-UZTD-WH,LT-LEDH-SR8W-G2-32-827-UZTD-BK"
"262","3205","DG-WPR25OFQ","DG-WPR25OFQ-F1X12-U-3KL-Z,DG-WPR25OFQ-F1X12-U-3KL-W,DG-WPR25OFQ-F1X12-U-4KL-Z,DG-WPR25OFQ-F1X12-U-4KL-W,DG-WPR25OFQ-F1X12-U-5KL-Z,DG-WPR25OFQ-F1X12-U-5KL-W,DG-WPR25OFQ-F1X12-C-3KL-Z,DG-WPR25OFQ-F1X12-C-3KL-W,DG-WPR25OFQ-F1X12-C-4KL-Z,DG-WPR25OFQ-F1X12-C-4KL-W,DG-WPR25OFQ-F1X12-C-5KL-Z,DG-WPR25OFQ-F1X12-C-5KL-W,DG-WPR25OFQ-F1X17-U-3KL-Z,DG-WPR25OFQ-F1X17-U-3KL-W,DG-WPR25OFQ-F1X17-U-4KL-Z,DG-WPR25OFQ-F1X17-U-4KL-W,DG-WPR25OFQ-F1X17-U-5KL-Z,DG-WPR25OFQ-F1X17-U-5KL-W,DG-WPR25OFQ-F1X17-C-3KL-Z,DG-WPR25OFQ-F1X17-C-3KL-W,DG-WPR25OFQ-F1X17-C-4KL-Z,DG-WPR25OFQ-F1X17-C-4KL-W,DG-WPR25OFQ-F1X17-C-5KL-Z,DG-WPR25OFQ-F1X17-C-5KL-W,DG-WPR25OFQ-F1X25-U-3KL-Z,DG-WPR25OFQ-F1X25-U-3KL-W,DG-WPR25OFQ-F1X25-U-4KL-Z,DG-WPR25OFQ-F1X25-U-4KL-W,DG-WPR25OFQ-F1X25-U-5KL-Z,DG-WPR25OFQ-F1X25-U-5KL-W,DG-WPR25OFQ-F1X25-C-3KL-Z,DG-WPR25OFQ-F1X25-C-3KL-W,DG-WPR25OFQ-F1X25-C-4KL-Z,DG-WPR25OFQ-F1X25-C-4KL-W,DG-WPR25OFQ-F1X25-C-5KL-Z,DG-WPR25OFQ-F1X25-C-5KL-W,DG-WPR25OFQ-F1X12-H-3KL-Z,DG-WPR25OFQ-F1X12-H-3KL-W,DG-WPR25OFQ-F1X12-H-4KL-Z,DG-WPR25OFQ-F1X12-H-4KL-W,DG-WPR25OFQ-F1X12-H-5KL-Z,DG-WPR25OFQ-F1X12-H-5KL-W,DG-WPR25OFQ-F1X17-H-3KL-Z,DG-WPR25OFQ-F1X17-H-3KL-W,DG-WPR25OFQ-F1X17-H-4KL-Z,DG-WPR25OFQ-F1X17-H-4KL-W,DG-WPR25OFQ-F1X17-H-5KL-Z,DG-WPR25OFQ-F1X17-H-5KL-W,DG-WPR25OFQ-F1X25-H-3KL-Z,DG-WPR25OFQ-F1X25-H-3KL-W"
"263","3206","LT-LEDH-SR8P-UZTD","LT-LEDH-SR8P-G2-12-10-827-UZTD-WH,LT-LEDH-SR8P-G2-18-10-827-UZTD-WH,LT-LEDH-SR8P-G2-24-10-827-UZTD-WH,LT-LEDH-SR8P-G2-36-10-827-UZTD-WH,LT-LEDH-SR8P-G2-48-10-827-UZTD-WH,LT-LEDH-SR8P-G2-12-10-827-UZTD-BK,LT-LEDH-SR8P-G2-18-10-827-UZTD-BK,LT-LEDH-SR8P-G2-24-10-827-UZTD-BK,LT-LEDH-SR8P-G2-36-10-827-UZTD-BK,LT-LEDH-SR8P-G2-48-10-827-UZTD-BK,LT-LEDH-SR8P-G2-12-10-827-UZTD-BR,LT-LEDH-SR8P-G2-18-10-827-UZTD-BR,LT-LEDH-SR8P-G2-24-10-827-UZTD-BR,LT-LEDH-SR8P-G2-36-10-827-UZTD-BR,LT-LEDH-SR8P-G2-48-10-827-UZTD-BR,LT-LEDH-SR8P-G2-12-10-827-UZTD-SI,LT-LEDH-SR8P-G2-18-10-827-UZTD-SI,LT-LEDH-SR8P-G2-24-10-827-UZTD-SI,LT-LEDH-SR8P-G2-36-10-827-UZTD-SI,LT-LEDH-SR8P-G2-48-10-827-UZTD-SI,LT-LEDH-SR8P-G2-12-10-830-UZTD-WH,LT-LEDH-SR8P-G2-18-10-830-UZTD-WH,LT-LEDH-SR8P-G2-24-10-830-UZTD-WH,LT-LEDH-SR8P-G2-36-10-830-UZTD-WH,LT-LEDH-SR8P-G2-48-10-830-UZTD-WH,LT-LEDH-SR8P-G2-12-10-830-UZTD-BK,LT-LEDH-SR8P-G2-18-10-830-UZTD-BK,LT-LEDH-SR8P-G2-24-10-830-UZTD-BK,LT-LEDH-SR8P-G2-36-10-830-UZTD-BK,LT-LEDH-SR8P-G2-48-10-830-UZTD-BK,LT-LEDH-SR8P-G2-12-10-830-UZTD-BR,LT-LEDH-SR8P-G2-18-10-830-UZTD-BR,LT-LEDH-SR8P-G2-24-10-830-UZTD-BR,LT-LEDH-SR8P-G2-36-10-830-UZTD-BR,LT-LEDH-SR8P-G2-48-10-830-UZTD-BR,LT-LEDH-SR8P-G2-12-10-830-UZTD-SI,LT-LEDH-SR8P-G2-18-10-830-UZTD-SI,LT-LEDH-SR8P-G2-24-10-830-UZTD-SI,LT-LEDH-SR8P-G2-36-10-830-UZTD-SI,LT-LEDH-SR8P-G2-48-10-830-UZTD-SI,LT-LEDH-SR8P-G2-12-10-835-UZTD-WH,LT-LEDH-SR8P-G2-18-10-835-UZTD-WH,LT-LEDH-SR8P-G2-24-10-835-UZTD-WH,LT-LEDH-SR8P-G2-36-10-835-UZTD-WH,LT-LEDH-SR8P-G2-48-10-835-UZTD-WH,LT-LEDH-SR8P-G2-12-10-835-UZTD-BK,LT-LEDH-SR8P-G2-18-10-835-UZTD-BK,LT-LEDH-SR8P-G2-24-10-835-UZTD-BK,LT-LEDH-SR8P-G2-36-10-835-UZTD-BK,LT-LEDH-SR8P-G2-48-10-835-UZTD-BK"
"264","3207","DG-B2PTQF1X23","DG-B2PTQF1X23-U-3K-C-Z,DG-B2PTQF1X23-U-3K-C-B,DG-B2PTQF1X23-U-3K-L-Z,DG-B2PTQF1X23-U-3K-L-B,DG-B2PTQF1X23-U-4K-C-Z,DG-B2PTQF1X23-U-4K-C-B,DG-B2PTQF1X23-U-4K-L-Z,DG-B2PTQF1X23-U-4K-L-B,DG-B2PTQF1X23-C-3K-C-Z,DG-B2PTQF1X23-C-3K-C-B,DG-B2PTQF1X23-C-3K-L-Z,DG-B2PTQF1X23-C-3K-L-B,DG-B2PTQF1X23-C-4K-C-Z,DG-B2PTQF1X23-C-4K-C-B,DG-B2PTQF1X23-C-4K-L-Z,DG-B2PTQF1X23-C-4K-L-B"
"265","3208","DG-WPR25HCQ","DG-WPR25HCQ-F1X12-U-3KL-Z,DG-WPR25HCQ-F1X12-U-3KL-W,DG-WPR25HCQ-F1X12-U-4KL-Z,DG-WPR25HCQ-F1X12-U-4KL-W,DG-WPR25HCQ-F1X12-U-5KL-Z,DG-WPR25HCQ-F1X12-U-5KL-W,DG-WPR25HCQ-F1X12-C-3KL-Z,DG-WPR25HCQ-F1X12-C-3KL-W,DG-WPR25HCQ-F1X12-C-4KL-Z,DG-WPR25HCQ-F1X12-C-4KL-W,DG-WPR25HCQ-F1X12-C-5KL-Z,DG-WPR25HCQ-F1X12-C-5KL-W,DG-WPR25HCQ-F1X12-H-3KL-Z,DG-WPR25HCQ-F1X12-H-3KL-W,DG-WPR25HCQ-F1X12-H-4KL-Z,DG-WPR25HCQ-F1X12-H-4KL-W,DG-WPR25HCQ-F1X12-H-5KL-Z,DG-WPR25HCQ-F1X12-H-5KL-W,DG-WPR25HCQ-F1X17-U-3KL-Z,DG-WPR25HCQ-F1X17-U-3KL-W,DG-WPR25HCQ-F1X17-U-4KL-Z,DG-WPR25HCQ-F1X17-U-4KL-W,DG-WPR25HCQ-F1X17-U-5KL-Z,DG-WPR25HCQ-F1X17-U-5KL-W,DG-WPR25HCQ-F1X17-C-3KL-Z,DG-WPR25HCQ-F1X17-C-3KL-W,DG-WPR25HCQ-F1X17-C-4KL-Z,DG-WPR25HCQ-F1X17-C-4KL-W,DG-WPR25HCQ-F1X17-C-5KL-Z,DG-WPR25HCQ-F1X17-C-5KL-W,DG-WPR25HCQ-F1X17-H-3KL-Z,DG-WPR25HCQ-F1X17-H-3KL-W,DG-WPR25HCQ-F1X17-H-4KL-Z,DG-WPR25HCQ-F1X17-H-4KL-W,DG-WPR25HCQ-F1X17-H-5KL-Z,DG-WPR25HCQ-F1X17-H-5KL-W,DG-WPR25HCQ-F1X25-U-3KL-Z,DG-WPR25HCQ-F1X25-U-3KL-W,DG-WPR25HCQ-F1X25-U-4KL-Z,DG-WPR25HCQ-F1X25-U-4KL-W,DG-WPR25HCQ-F1X25-U-5KL-Z,DG-WPR25HCQ-F1X25-U-5KL-W,DG-WPR25HCQ-F1X25-C-3KL-Z,DG-WPR25HCQ-F1X25-C-3KL-W,DG-WPR25HCQ-F1X25-C-4KL-Z,DG-WPR25HCQ-F1X25-C-4KL-W,DG-WPR25HCQ-F1X25-C-5KL-Z,DG-WPR25HCQ-F1X25-C-5KL-W,DG-WPR25HCQ-F1X25-H-3KL-Z,DG-WPR25HCQ-F1X25-H-3KL-W"
"266","3209","DG-WPR25GRQ","WPR25GRQ-F1X12-U-3KL-Z,WPR25GRQ-F1X12-U-3KL-W,WPR25GRQ-F1X12-U-4KL-Z,WPR25GRQ-F1X12-U-4KL-W,WPR25GRQ-F1X12-U-5KL-Z,WPR25GRQ-F1X12-U-5KL-W,WPR25GRQ-F1X12-C-3KL-Z,WPR25GRQ-F1X12-C-3KL-W,WPR25GRQ-F1X12-C-4KL-Z,WPR25GRQ-F1X12-C-4KL-W,WPR25GRQ-F1X12-C-5KL-Z,WPR25GRQ-F1X12-C-5KL-W,WPR25GRQ-F1X17-U-3KL-Z,WPR25GRQ-F1X17-U-3KL-W,WPR25GRQ-F1X17-U-4KL-Z,WPR25GRQ-F1X17-U-4KL-W,WPR25GRQ-F1X17-U-5KL-Z,WPR25GRQ-F1X17-U-5KL-W,WPR25GRQ-F1X17-C-3KL-Z,WPR25GRQ-F1X17-C-3KL-W,WPR25GRQ-F1X17-C-4KL-Z,WPR25GRQ-F1X17-C-4KL-W,WPR25GRQ-F1X17-C-5KL-Z,WPR25GRQ-F1X17-C-5KL-W,WPR25GRQ-F1X25-U-3KL-Z,WPR25GRQ-F1X25-U-3KL-W,WPR25GRQ-F1X25-U-4KL-Z,WPR25GRQ-F1X25-U-4KL-W,WPR25GRQ-F1X25-U-5KL-Z,WPR25GRQ-F1X25-U-5KL-W,WPR25GRQ-F1X25-C-3KL-Z,WPR25GRQ-F1X25-C-3KL-W,WPR25GRQ-F1X25-C-4KL-Z,WPR25GRQ-F1X25-C-4KL-W,WPR25GRQ-F1X25-C-5KL-Z,WPR25GRQ-F1X25-C-5KL-W,WPR25GRQ-F1X12-H-3KL-Z,WPR25GRQ-F1X12-H-3KL-W,WPR25GRQ-F1X12-H-4KL-Z,WPR25GRQ-F1X12-H-4KL-W,WPR25GRQ-F1X12-H-5KL-Z,WPR25GRQ-F1X12-H-5KL-W,WPR25GRQ-F1X17-H-3KL-Z,WPR25GRQ-F1X17-H-3KL-W,WPR25GRQ-F1X17-H-4KL-Z,WPR25GRQ-F1X17-H-4KL-W,WPR25GRQ-F1X17-H-5KL-Z,WPR25GRQ-F1X17-H-5KL-W,WPR25GRQ-F1X25-H-3KL-Z,WPR25GRQ-F1X25-H-3KL-W"
"267","3210","DG-B2Q","DG-B2QF1X16-U-3K-C-Z,DG-B2QF1X16-U-3K-C-B,DG-B2QF1X16-U-3K-L-Z,DG-B2QF1X16-U-3K-L-B,DG-B2QF1X16-U-4K-C-Z,DG-B2QF1X16-U-4K-C-B,DG-B2QF1X16-U-4K-L-Z,DG-B2QF1X16-U-4K-L-B,DG-B2QF1X16-C-3K-C-Z,DG-B2QF1X16-C-3K-C-B,DG-B2QF1X16-C-3K-L-Z,DG-B2QF1X16-C-3K-L-B,DG-B2QF1X16-C-4K-C-Z,DG-B2QF1X16-C-4K-C-B,DG-B2QF1X16-C-4K-L-Z,DG-B2QF1X16-C-4K-L-B,DG-B2QF1X16-H-3K-C-Z,DG-B2QF1X16-H-3K-C-B,DG-B2QF1X16-H-3K-L-Z,DG-B2QF1X16-H-3K-L-B,DG-B2QF1X16-H-4K-C-Z,DG-B2QF1X16-H-4K-C-B,DG-B2QF1X16-H-4K-L-Z,DG-B2QF1X16-H-4K-L-B,DG-B2QF1X23-U-3K-C-Z,DG-B2QF1X23-U-3K-C-B,DG-B2QF1X23-U-3K-L-Z,DG-B2QF1X23-U-3K-L-B,DG-B2QF1X23-U-4K-C-Z,DG-B2QF1X23-U-4K-C-B,DG-B2QF1X23-U-4K-L-Z,DG-B2QF1X23-U-4K-L-B,DG-B2QF1X23-C-3K-C-Z,DG-B2QF1X23-C-3K-C-B,DG-B2QF1X23-C-3K-L-Z,DG-B2QF1X23-C-3K-L-B,DG-B2QF1X23-C-4K-C-Z,DG-B2QF1X23-C-4K-C-B,DG-B2QF1X23-C-4K-L-Z,DG-B2QF1X23-C-4K-L-B,DG-B2QF1X23-H-3K-C-Z,DG-B2QF1X23-H-3K-C-B,DG-B2QF1X23-H-3K-L-Z,DG-B2QF1X23-H-3K-L-B,DG-B2QF1X23-H-4K-C-Z,DG-B2QF1X23-H-4K-C-B,DG-B2QF1X23-H-4K-L-Z,DG-B2QF1X23-H-4K-L-B,DG-B2QF1X34-U-3K-C-Z,DG-B2QF1X34-U-3K-C-B"
"268","3211","DG-B1BPTQF1X23","DG-B1BPTQF1X23-U-4K-C-Z,DG-B1BPTQF1X23-U-4K-C-B,DG-B1BPTQF1X23-U-4K-L-Z,DG-B1BPTQF1X23-U-4K-L-B,DG-B1BPTQF1X23-C-4K-C-Z,DG-B1BPTQF1X23-C-4K-C-B,DG-B1BPTQF1X23-C-4K-L-Z,DG-B1BPTQF1X23-C-4K-L-B"
"269","3212","DG-B1PTQF1X23","DG-B1PTQF1X23-U-4K-C-Z,DG-B1PTQF1X23-U-4K-C-B,DG-B1PTQF1X23-U-4K-L-Z,DG-B1PTQF1X23-U-4K-L-B,DG-B1PTQF1X23-C-4K-C-Z,DG-B1PTQF1X23-C-4K-C-B,DG-B1PTQF1X23-C-4K-L-Z,DG-B1PTQF1X23-C-4K-L-B"
"270","3213","DG-AFS20QF1X17","DG-AFS20QF1X17-U-3KL-Z,DG-AFS20QF1X17-U-3KL-B,DG-AFS20QF1X17-U-4KL-Z,DG-AFS20QF1X17-U-4KL-B,DG-AFS20QF1X17-U-5KL-Z,DG-AFS20QF1X17-U-5KL-B,DG-AFS20QF1X17-C-3KL-Z,DG-AFS20QF1X17-C-3KL-B,DG-AFS20QF1X17-C-4KL-Z,DG-AFS20QF1X17-C-4KL-B,DG-AFS20QF1X17-C-5KL-Z,DG-AFS20QF1X17-C-5KL-B"
"271","3214","DG-AFR20QF1X17","DG-AFR20QF1X17-U-3KL-Z,DG-AFR20QF1X17-U-3KL-B,DG-AFR20QF1X17-U-4KL-Z,DG-AFR20QF1X17-U-4KL-B,DG-AFR20QF1X17-U-5KL-Z,DG-AFR20QF1X17-U-5KL-B,DG-AFR20QF1X17-C-3KL-Z,DG-AFR20QF1X17-C-3KL-B,DG-AFR20QF1X17-C-4KL-Z,DG-AFR20QF1X17-C-4KL-B,DG-AFR20QF1X17-C-5KL-Z,DG-AFR20QF1X17-C-5KL-B"
