id,parent_sku,product_id,image_file,url_zoom,url_standard,url_thumbnail-11,url_tiny
,F14T5/830-CASE50,466,,,,,
,F14T5/835-CASE50,467,,,,,
,F14T5/841-CASE50,468,,,,,
,F14T5/865-CASE50,469,,,,,
,F21T5/830-CASE50,470,,,,,
,F21T5/835-CASE25,471,,,,,
,F21T5/841-CASE25,472,,,,,
,F21T5/850-CASE25,473,,,,,
,F21T5/865-CASE25,474,,,,,
