parent_sku,child_sku,"Finish Options","Color Temperature (CCT)"
WM-LRD-7W-4WTR,WM-LRD-7W-50K-4WTR-HZ,"Matte Silver",5000K
WM-LRD-7W-4WTRPH,WM-LRD-7W-27K-4WTRPH-WH,White,2700K
WM-LRD-7W-4WTRPH,WM-LRD-7W-27K-4WTRPH-BK,Black,2700K
WM-LRD-7W-4WTRPH,WM-LRD-7W-50K-4WTRPH-WH,White,5000K
WM-LRD-7W-4WTRPH,WM-LRD-7W-50K-4WTRPH-BK,Black,5000K
WM-LRD-10W-3WTRSL,WM-LRD-10W-27K-3WTRSL-BK,Black,2700K
WM-LRD-10W-3WTRSL,WM-LRD-10W-27K-3WTRSL-WH,White,2700K
WM-LRD-10W-3WTRSL,WM-LRD-10W-50K-3WTRSL-BK,Black,5000K
WM-LRD-10W-3WTRSL,WM-LRD-10W-50K-3WTRSL-WH,White,5000K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-27K-WH,White,2700K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-27K-BK,Black,2700K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-27K-HZ,"Matte Silver",2700K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-27K-MG,"Matte Gold",2700K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-27K-C,Clear,2700K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-50K-WH,White,5000K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-50K-BK,Black,5000K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-50K-HZ,"Matte Silver",5000K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-50K-MG,"Matte Gold",5000K
WM-LRD-7W-3WTR,WM-LRD-7W-3WTR-50K-C,Clear,5000K
WM-CRLC6-20W-S,WM-CRLC6-20W-30K-S-D,Haze,3000K
WM-CRLC6-20W-S,WM-CRLC6-20W-30K-S-D-WH,White,3000K
WM-CRLC6-20W-S,WM-CRLC6-20W-40K-S-D,Haze,4000K
WM-CRLC6-20W-S,WM-CRLC6-20W-40K-S-D-WH,White,4000K
WM-CRLC6-20W-S,WM-CRLC6-20W-50K-S-D,Haze,5000K
WM-CRLC6-20W-S,WM-CRLC6-20W-50K-S-D-WH,White,5000K
