parent_sku,child_sku,"Finish Options","Color Temperature (CCT)"
LLL-LL4G-HO,LLL-LLG4-30K-HO-WH,White,3000K
LLL-LL4G-HO,LLL-LLG4-30K-HO-BK,Black,3000K
LLL-LL4G-HO,LLL-LLG4-30K-HO-BN,"Brushed Nickel",3000K
LLL-LL4G-HO,LLL-LLG4-41K-HO-WH,White,4100K
LLL-LL4G-HO,LLL-LLG4-41K-HO-BK,Black,4100K
LLL-LL4G-HO,LLL-LLG4-41K-HO-BN,"Brushed Nickel",4100K
LLL-LL4G-HO,LLL-LLG4-35K-HO-WH,White,3500K
LLL-LL4G-HO,LLL-LLG4-35K-HO-BK,Black,3500K
LLL-LL4G-HO,LLL-LLG4-35K-HO-BN,"Brushed Nickel",3500K
LLL-LL4G-HO,LLL-LLG4-50K-HO-WH,White,5000K
LLL-LL4G-HO,LLL-LLG4-50K-HO-BK,Black,5000K
LLL-LL4G-HO,LLL-LLG4-50K-HO-BN,"Brushed Nickel",5000K
LLL-LRG4,LLL-LRG4-27K-WH,White,2700K
LLL-LRG4,LLL-LRG4-27K-BK,Black,2700K
LLL-LRG4,LLL-LRG4-30K-WH,White,3000K
LLL-LRG4,LLL-LRG4-30K-BK,Black,3000K
LLL-LRG4,LLL-LRG4-35K-WH,White,3500K
LLL-LRG4,LLL-LRG4-35K-BK,Black,3500K
LLL-LRG4,LLL-LRG4-41K-WH,White,4100K
LLL-LRG4,LLL-LRG4-41K-BK,Black,4100K
LLL-LRG4,LLL-LRG4-50K-WH,White,5000K
LLL-LRG4,LLL-LRG4-50K-BK,Black,5000K
LLL-LL6RRG,LLL-LL6RRG-27K-WH,White,2700K
LLL-LL6RRG,LLL-LL6RRG-27K-BK,Black,2700K
LLL-LL6RRG,LLL-LL6RRG-30K-WH,White,3000K
LLL-LL6RRG,LLL-LL6RRG-30K-BK,Black,3000K
LLL-LL6RRG,LLL-LL6RRG-41K-WH,White,4100K
LLL-LL6RRG,LLL-LL6RRG-41K-BK,Black,4100K
WM-CRES-51,WM-CRES-51-30K-BR,Bronze,3000K
WM-CRES-51,WM-CRES-51-30K-SIL,Silver,3000K
WM-CRES-51,WM-CRES-51-40K-BR,Bronze,4000K
WM-CRES-51,WM-CRES-51-40K-SIL,Silver,4000K
WM-CRES-51,WM-CRES-51-50K-BR,Bronze,5000K
WM-CRES-51,WM-CRES-51-50K-SIL,Silver,5000K
WM-CRE-01,WM-CRE-01-30K-BR,Bronze,3000K
WM-CRE-01,WM-CRE-01-30K-SIL,Silver,3000K
WM-CRE-01,WM-CRE-01-40K-BR,Bronze,4000K
WM-CRE-01,WM-CRE-01-40K-SIL,Silver,4000K
WM-CRE-01,WM-CRE-01-50K-BR,Bronze,5000K
WM-CRE-01,WM-CRE-01-50K-SIL,Silver,5000K
WM-CRE-03,WM-CRE-03-30K-BR,"Dark Bronze",3000K
WM-CRE-03,WM-CRE-03-30K-SIL,Silver,3000K
WM-CRE-03,WM-CRE-03-40K-BR,"Dark Bronze",4000K
WM-CRE-03,WM-CRE-03-40K-SIL,Silver,4000K
WM-CRE-03,WM-CRE-03-50K-BR,"Dark Bronze",5000K
WM-CRE-03,WM-CRE-03-50K-SIL,Silver,5000K
WM-CRE-06,WM-CRE-06-30K-BR,"Dark Bronze",3000K
WM-CRE-06,WM-CRE-06-30K-SIL,Silver,3000K
WM-CRE-06,WM-CRE-06-40K-BR,"Dark Bronze",4000K
WM-CRE-06,WM-CRE-06-40K-SIL,Silver,4000K
WM-CRE-06,WM-CRE-06-50K-BR,"Dark Bronze",5000K
WM-CRE-06,WM-CRE-06-50K-SIL,Silver,5000K
WM-CRE-08,WM-CRE-08-30K-BR,"Dark Bronze",3000K
WM-CRE-08,WM-CRE-08-30K-SIL,Silver,3000K
WM-CRE-08,WM-CRE-08-40K-BR,"Dark Bronze",4000K
WM-CRE-08,WM-CRE-08-40K-SIL,Silver,4000K
WM-CRE-08,WM-CRE-08-50K-BR,"Dark Bronze",5000K
WM-CRE-08,WM-CRE-08-50K-SIL,Silver,5000K
WM-CRE-07,WM-CRE-07-30K-BR,"Dark Bronze",3000K
WM-CRE-07,WM-CRE-07-30K-SIL,Silver,3000K
WM-CRE-07,WM-CRE-07-40K-BR,"Dark Bronze",4000K
WM-CRE-07,WM-CRE-07-40K-SIL,Silver,4000K
WM-CRE-07,WM-CRE-07-50K-BR,"Dark Bronze",5000K
WM-CRE-07,WM-CRE-07-50K-SIL,Silver,5000K
WM-CRE-10,WM-CRE-10-30K-BR,"Dark Bronze",3000K
WM-CRE-10,WM-CRE-10-30K-SIL,Silver,3000K
WM-CRE-10,WM-CRE-10-40K-BR,"Dark Bronze",4000K
WM-CRE-10,WM-CRE-10-40K-SIL,Silver,4000K
WM-CRE-10,WM-CRE-10-50K-BR,"Dark Bronze",5000K
WM-CRE-10,WM-CRE-10-50K-SIL,Silver,5000K
WM-CRE-04,WM-CRE-04-30K-BR,Bronze,3000K
WM-CRE-04,WM-CRE-04-30K-SIL,Silver,3000K
WM-CRE-04,WM-CRE-04-40K-BR,Bronze,4000K
WM-CRE-04,WM-CRE-04-40K-SIL,Silver,4000K
WM-CRE-04,WM-CRE-04-50K-BR,Bronze,5000K
WM-CRE-04,WM-CRE-04-50K-SIL,Silver,5000K
WM-CRE-05,WM-CRE-05-30K-BR,Bronze,3000K
WM-CRE-05,WM-CRE-05-30K-SIL,Silver,3000K
WM-CRE-05,WM-CRE-05-40K-BR,Bronze,4000K
WM-CRE-05,WM-CRE-05-40K-SIL,Silver,4000K
WM-CRE-05,WM-CRE-05-50K-BR,Bronze,5000K
WM-CRE-05,WM-CRE-05-50K-SIL,Silver,5000K
WM-CRE-HL20-01,WM-CRE-HL20-01-30K-BR,Bronze,3000K
WM-CRE-HL20-01,WM-CRE-HL20-01-30K-SIL,Silver,3000K
WM-CRE-HL20-01,WM-CRE-HL20-01-40K-BR,Bronze,4000K
WM-CRE-HL20-01,WM-CRE-HL20-01-40K-SIL,Silver,4000K
WM-CRE-HL20-01,WM-CRE-HL20-01-50K-BR,Bronze,5000K
WM-CRE-HL20-01,WM-CRE-HL20-01-50K-SIL,Silver,5000K
WM-CRE-HL20-02,WM-CRE-HL20-02-30K-BR,Bronze,3000K
WM-CRE-HL20-02,WM-CRE-HL20-02-30K-SIL,Silver,3000K
WM-CRE-HL20-02,WM-CRE-HL20-02-40K-BR,Bronze,4000K
WM-CRE-HL20-02,WM-CRE-HL20-02-40K-SIL,Silver,4000K
WM-CRE-HL20-02,WM-CRE-HL20-02-50K-BR,Bronze,5000K
WM-CRE-HL20-02,WM-CRE-HL20-02-50K-SIL,Silver,5000K
WM-CRE-HL20-03,WM-CRE-HL20-03-30K-BR,Bronze,3000K
WM-CRE-HL20-03,WM-CRE-HL20-03-30K-SIL,Silver,3000K
WM-CRE-HL20-03,WM-CRE-HL20-03-40K-BR,Bronze,4000K
WM-CRE-HL20-03,WM-CRE-HL20-03-40K-SIL,Silver,4000K
WM-CRE-HL20-03,WM-CRE-HL20-03-50K-BR,Bronze,5000K
WM-CRE-HL20-03,WM-CRE-HL20-03-50K-SIL,Silver,5000K
WM-CRE-HL20-04,WM-CRE-HL20-04-30K-BR,Bronze,3000K
WM-CRE-HL20-04,WM-CRE-HL20-04-30K-SIL,Silver,3000K
WM-CRE-HL20-04,WM-CRE-HL20-04-40K-BR,Bronze,4000K
WM-CRE-HL20-04,WM-CRE-HL20-04-40K-SIL,Silver,4000K
WM-CRE-HL20-04,WM-CRE-HL20-04-50K-BR,Bronze,5000K
WM-CRE-HL20-04,WM-CRE-HL20-04-50K-SIL,Silver,5000K
WM-CRE-HL20-05,WM-CRE-HL20-05-30K-BR,Bronze,3000K
WM-CRE-HL20-05,WM-CRE-HL20-05-30K-SIL,Silver,3000K
WM-CRE-HL20-05,WM-CRE-HL20-05-40K-BR,Bronze,4000K
WM-CRE-HL20-05,WM-CRE-HL20-05-40K-SIL,Silver,4000K
WM-CRE-HL20-05,WM-CRE-HL20-05-50K-BR,Bronze,5000K
WM-CRE-HL20-05,WM-CRE-HL20-05-50K-SIL,Silver,5000K
WM-CRE-HL20-06,WM-CRE-HL20-06-30K-BR,Bronze,3000K
WM-CRE-HL20-06,WM-CRE-HL20-06-30K-SIL,Silver,3000K
WM-CRE-HL20-06,WM-CRE-HL20-06-40K-BR,Bronze,4000K
WM-CRE-HL20-06,WM-CRE-HL20-06-40K-SIL,Silver,4000K
WM-CRE-HL20-06,WM-CRE-HL20-06-50K-BR,Bronze,5000K
WM-CRE-HL20-06,WM-CRE-HL20-06-50K-SIL,Silver,5000K
WM-CRE-HL20-07,WM-CRE-HL20-07-30K-BR,Bronze,3000K
WM-CRE-HL20-07,WM-CRE-HL20-07-30K-SIL,Silver,3000K
WM-CRE-HL20-07,WM-CRE-HL20-07-40K-BR,Bronze,4000K
WM-CRE-HL20-07,WM-CRE-HL20-07-40K-SIL,Silver,4000K
WM-CRE-HL20-07,WM-CRE-HL20-07-50K-BR,Bronze,5000K
WM-CRE-HL20-07,WM-CRE-HL20-07-50K-SIL,Silver,5000K
WM-CRE-HL20-08,WM-CRE-HL20-08-30K-BR,Bronze,3000K
WM-CRE-HL20-08,WM-CRE-HL20-08-30K-SIL,Silver,3000K
WM-CRE-HL20-08,WM-CRE-HL20-08-40K-BR,Bronze,4000K
WM-CRE-HL20-08,WM-CRE-HL20-08-40K-SIL,Silver,4000K
WM-CRE-HL20-08,WM-CRE-HL20-08-50K-BR,Bronze,5000K
WM-CRE-HL20-08,WM-CRE-HL20-08-50K-SIL,Silver,5000K
WM-CRE-HL20-10,WM-CRE-HL20-10-30K-BR,Bronze,3000K
WM-CRE-HL20-10,WM-CRE-HL20-10-30K-SIL,Silver,3000K
WM-CRE-HL20-10,WM-CRE-HL20-10-40K-BR,Bronze,4000K
WM-CRE-HL20-10,WM-CRE-HL20-10-40K-SIL,Silver,4000K
WM-CRE-HL20-10,WM-CRE-HL20-10-50K-BR,Bronze,5000K
WM-CRE-HL20-10,WM-CRE-HL20-10-50K-SIL,Silver,5000K
WM-CRES-52,WM-CRES-52-30K-BR,Bronze,3000K
WM-CRES-52,WM-CRES-52-30K-SIL,Silver,3000K
WM-CRES-52,WM-CRES-52-40K-BR,Bronze,4000K
WM-CRES-52,WM-CRES-52-40K-SIL,Silver,4000K
WM-CRES-52,WM-CRES-52-50K-BR,Bronze,5000K
WM-CRES-52,WM-CRES-52-50K-SIL,Silver,5000K
LLL-LL4RR,LLL-LL4RR-27K-WH,White,2700K
LLL-LL4RR,LLL-LL4RR-30K-WH,Black,2700K
LLL-LL4RR,LLL-LL4RR-40K-WH,White,3000K
LLL-LL4RR,LLL-LL4RR-27K-BK,Black,3000K
LLL-LL4RR,LLL-LL4RR-30K-BK,White,4000K
LLL-LL4RR,LLL-LL4RR-40K-BK,Black,4000K
LLL-LB4R,LLL-LB4R-30-WH,White,3000K
LLL-LB4R,LLL-LB4R-30-BL,Black,3000K
LLL-LB4R,LLL-LB4R-41-WH,White,4100K
LLL-LB4R,LLL-LB4R-41-BL,Black,4100K
WM-PL120ADJ,WM-PL120ADJ-30K-BK,Black,3000K
WM-PL120ADJ,WM-PL120ADJ-30K-BN,"Brushed Nickel",3000K
WM-PL120ADJ,WM-PL120ADJ-30K-WH,White,3000K
WM-PL120ADJ,WM-PL120ADJ-40K-BK,Black,4000K
WM-PL120ADJ,WM-PL120ADJ-40K-BN,"Brushed Nickel",4000K
WM-PL120ADJ,WM-PL120ADJ-40K-WH,White,4000K
WM-PL120ADJ,WM-PL120ADJ-50K-BK,Black,5000K
WM-PL120ADJ,WM-PL120ADJ-50K-BN,"Brushed Nickel",5000K
WM-PL120ADJ,WM-PL120ADJ-50K-WH,White,5000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-30K-BK,Black,3000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-30K-BN,"Brushed Nickel",3000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-30K-WH,White,3000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-40K-BK,Black,4000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-40K-BN,"Brushed Nickel",4000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-40K-WH,White,4000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-50K-BK,Black,5000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-50K-BN,"Brushed Nickel",5000K
WM-PL120ADJ-3KIT,WM-PL120ADJ-3KIT-50K-WH,White,5000K
LLL-LL4R,LLL-LL4R-27K-WH,White,2700K
LLL-LL4R,LLL-LL4R-27K-BK,Black,2700K
LLL-LL4R,LLL-LL4R-30K-WH,White,3000K
LLL-LL4R,LLL-LL4R-30K-BK,Black,3000K
LLL-LL4R,LLL-LL4R-40K-WH,White,4000K
LLL-LL4R,LLL-LL4R-40K-BK,Black,4000K
LLL-LL4R,LLL-LL4R-50K-WH,White,5000K
LLL-LL4R,LLL-LL4R-50K-BK,Black,5000K
LLL-LL4R,LLL-LL4R-27K-BN,"Brushed Nickel",2700K
LLL-LL4R,LLL-LL4R-27K-BC,"Brushed Copper",2700K
LLL-LL4R,LLL-LL4R-30K-BN,"Brushed Nickel",3000K
LLL-LL4R,LLL-LL4R-30K-BC,"Brushed Copper",3000K
LLL-LL4R,LLL-LL4R-40K-BN,"Brushed Nickel",4000K
LLL-LL4R,LLL-LL4R-40K-BC,"Brushed Copper",4000K
LLL-LL4R,LLL-LL4R-50K-BN,"Brushed Nickel",5000K
LLL-LL4R,LLL-LL4R-50K-BC,"Brushed Copper",5000K
LLL-LL4S,LLL-LL4S-27K-WH,White,2700K
LLL-LL4S,LLL-LL4S-27K-BK,Black,2700K
LLL-LL4S,LLL-LL4S-30K-WH,White,3000K
LLL-LL4S,LLL-LL4S-30K-BK,Black,3000K
LLL-LL4S,LLL-LL4S-40K-WH,White,4000K
LLL-LL4S,LLL-LL4S-40K-BK,Black,4000K
WM-SL-30W-D,WM-SL-30W-30K-BZ-D,Bronze,3000K
WM-SL-30W-D,WM-SL-30W-30K-WH-D,White,3000K
WM-SL-30W-D,WM-SL-30W-50K-BZ-D,Bronze,5000K
WM-SL-30W-D,WM-SL-30W-50K-WH-D,White,5000K
WM-SL-40W,WM-SL-40W-30K-WH-D,White,3000K
WM-SL-40W,WM-SL-40W-30K-BZ-D,Bronze,3000K
WM-SL-40W,WM-SL-40W-50K-WH-D,White,5000K
WM-SL-40W,WM-SL-40W-50K-BZ-D,Bronze,5000K
LLL-LY41RCD,LLL-LY41RCD-30K-WH,White,3000K
LLL-LY41RCD,LLL-LY41RCD-30K-BK,Black,3000K
LLL-LY41RCD,LLL-LY41RCD-30K-BN,"Brushed Nickel",3000K
LLL-LY41RCD,LLL-LY41RCD-41K-WH,White,4100K
LLL-LY41RCD,LLL-LY41RCD-41K-BK,Black,4100K
LLL-LY41RCD,LLL-LY41RCD-41K-BN,"Brushed Nickel",4100K
WM-SL-28W-D,WM-SL-28W-30K-BZ-D,Bronze,3000K
WM-SL-28W-D,WM-SL-28W-30K-WH-D,White,3000K
WM-SL-28W-D,WM-SL-28W-50K-BZ-D,Bronze,5000K
WM-SL-28W-D,WM-SL-28W-50K-WH-D,White,5000K
WM-CRLC4-20W-S,WM-CRLC4-20W-30K-S-D,Haze,3000K
WM-CRLC4-20W-S,WM-CRLC4-20W-30K-S-D-WH,White,3000K
WM-CRLC4-20W-S,WM-CRLC4-20W-40K-S-D,Haze,4000K
WM-CRLC4-20W-S,WM-CRLC4-20W-40K-S-D-WH,White,4000K
WM-CRLC4-20W-S,WM-CRLC4-20W-50K-S-D,Haze,5000K
WM-CRLC4-20W-S,WM-CRLC4-20W-50K-S-D-WH,White,5000K
TF-CLLLBF96L,TF-CLLLBF96LU36WD54WDMV-30KSA-HC705WH,"Satin Aluminum",3000K
TF-CLLLBF96L,TF-CLLLBF96LU36WD54WDMV-30KWH-HC705WH,White,3000K
TF-CLLLBF96L,TF-CLLLBF96LU36WD54WDMV-40KSA-HC705WH,"Satin Aluminum",4000K
TF-CLLLBF96L,TF-CLLLBF96LU36WD54WDMV-40KWH-HC705WH,White,4000K
TF-CLLLBF144L,TF-CLLLBF144LU54WD81WDMV-30KSA-HC705WH,"Satin Aluminum",3000K
TF-CLLLBF144L,TF-CLLLBF144LU54WD81WDMV-30KWH-HC705WH,White,3000K
TF-CLLLBF144L,TF-CLLLBF144LU54WD81WDMV-40KSA-HC705WH,"Satin Aluminum",4000K
TF-CLLLBF144L,TF-CLLLBF144LU54WD81WDMV-40KWH-HC705WH,White,4000K
WM-LRD-10W-4WTRPH,WM-LRD-10W-27K-4WTRPH-WH,White,2700K
WM-LRD-10W-4WTRPH,WM-LRD-10W-27K-4WTRPH-BK,Black,2700K
WM-LRD-10W-4WTRPH,WM-LRD-10W-30K-4WTRPH-WH,White,3000K
WM-LRD-10W-4WTRPH,WM-LRD-10W-30K-4WTRPH-BK,Black,3000K
WM-LRD-10W-4WTRPH,WM-LRD-10W-35K-4WTRPH-WH,White,3500K
WM-LRD-10W-4WTRPH,WM-LRD-10W-35K-4WTRPH-BK,Black,3500K
WM-LRD-10W-4WTRPH,WM-LRD-10W-40K-4WTRPH-WH,White,4000K
WM-LRD-10W-4WTRPH,WM-LRD-10W-40K-4WTRPH-BK,Black,4000K
WM-LRD-10W-4WTRPH,WM-LRD-10W-50K-4WTRPH-WH,White,5000K
WM-LRD-10W-4WTRPH,WM-LRD-10W-50K-4WTRPH-BK,Black,5000K
WM-LRD-10W-4WTRSL,WM-LRD-10W-27K-4WTRSL-WH,White,2700K
WM-LRD-10W-4WTRSL,WM-LRD-10W-27K-4WTRSL-BK,Black,2700K
WM-LRD-10W-4WTRSL,WM-LRD-10W-30K-4WTRSL-WH,White,3000K
WM-LRD-10W-4WTRSL,WM-LRD-10W-30K-4WTRSL-BK,Black,3000K
WM-LRD-10W-4WTRSL,WM-LRD-10W-35K-4WTRSL-WH,White,3500K
WM-LRD-10W-4WTRSL,WM-LRD-10W-35K-4WTRSL-BK,Black,3500K
WM-LRD-10W-4WTRSL,WM-LRD-10W-40K-4WTRSL-WH,White,4000K
WM-LRD-10W-4WTRSL,WM-LRD-10W-40K-4WTRSL-BK,Black,4000K
WM-LRD-10W-4WTRSL,WM-LRD-10W-50K-4WTRSL-WH,White,5000K
WM-LRD-10W-4WTRSL,WM-LRD-10W-50K-4WTRSL-BK,Black,5000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-27K-4R-WH,White,2700K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-27K-4R-BK,Black,2700K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-27K-4R-C,Clear,2700K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-27K-4R-MG,"Matte Gold",2700K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-27K-4R-HZ,"Matte Silver",2700K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-30K-4R-WH,White,3000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-30K-4R-BK,Black,3000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-30K-4R-C,Clear,3000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-30K-4R-MG,"Matte Gold",3000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-30K-4R-HZ,"Matte Silver",3000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-35K-4R-WH,White,3500K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-35K-4R-BK,Black,3500K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-35K-4R-C,Clear,3500K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-35K-4R-MG,"Matte Gold",3500K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-35K-4R-HZ,"Matte Silver",3500K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-40K-4R-WH,White,4000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-40K-4R-BK,Black,4000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-40K-4R-C,Clear,4000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-40K-4R-MG,"Matte Gold",4000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-40K-4R-HZ,"Matte Silver",4000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-50K-4R-WH,White,5000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-50K-4R-BK,Black,5000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-50K-4R-C,Clear,5000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-50K-4R-MG,"Matte Gold",5000K
WM-LRD-TL-10W-4R,WM-LRD-TL-10W-50K-4R-HZ,"Matte Silver",5000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-27K-4S-WH,White,2700K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-27K-4S-BK,Black,2700K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-27K-4S-C,Clear,2700K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-27K-4S-MG,"Matte Gold",2700K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-27K-4S-HZ,"Matte Silver",2700K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-30K-4S-WH,White,3000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-30K-4S-BK,Black,3000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-30K-4S-C,Clear,3000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-30K-4S-MG,"Matte Gold",3000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-30K-4S-HZ,"Matte Silver",3000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-35K-4S-WH,White,3500K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-35K-4S-BK,Black,3500K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-35K-4S-C,Clear,3500K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-35K-4S-MG,"Matte Gold",3500K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-35K-4S-HZ,"Matte Silver",3500K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-40K-4S-WH,White,4000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-40K-4S-BK,Black,4000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-40K-4S-C,Clear,4000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-40K-4S-MG,"Matte Gold",4000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-40K-4S-HZ,"Matte Silver",4000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-50K-4S-WH,White,5000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-50K-4S-BK,Black,5000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-50K-4S-C,Clear,5000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-50K-4S-MG,"Matte Gold",5000K
WM-LRD-TL-10W-4S,WM-LRD-TL-10W-50K-4S-HZ,"Matte Silver",5000K
WM-LRD-10W-WTR,WM-LRD-10W-27K-WTR-WH,White,2700K
WM-LRD-10W-WTR,WM-LRD-10W-27K-WTR-BK,Black,2700K
WM-LRD-10W-WTR,WM-LRD-10W-27K-WTR-C,Clear,2700K
WM-LRD-10W-WTR,WM-LRD-10W-27K-WTR-HZ,"Matte SIlver",2700K
WM-LRD-10W-WTR,WM-LRD-10W-27K-WTR-MG,"Matte Gold",2700K
WM-LRD-10W-WTR,WM-LRD-10W-30K-WTR-WH,White,3000K
WM-LRD-10W-WTR,WM-LRD-10W-30K-WTR-BK,Black,3000K
WM-LRD-10W-WTR,WM-LRD-10W-30K-WTR-C,Clear,3000K
WM-LRD-10W-WTR,WM-LRD-10W-30K-WTR-HZ,"Matte SIlver",3000K
WM-LRD-10W-WTR,WM-LRD-10W-30K-WTR-MG,"Matte Gold",3000K
WM-LRD-10W-WTR,WM-LRD-10W-35K-WTR-WH,White,3500K
WM-LRD-10W-WTR,WM-LRD-10W-35K-WTR-BK,Black,3500K
WM-LRD-10W-WTR,WM-LRD-10W-35K-WTR-C,Clear,3500K
WM-LRD-10W-WTR,WM-LRD-10W-35K-WTR-HZ,"Matte SIlver",3500K
WM-LRD-10W-WTR,WM-LRD-10W-35K-WTR-MG,"Matte Gold",3500K
WM-LRD-10W-WTR,WM-LRD-10W-40K-WTR-WH,White,4000K
WM-LRD-10W-WTR,WM-LRD-10W-40K-WTR-BK,Black,4000K
WM-LRD-10W-WTR,WM-LRD-10W-40K-WTR-C,Clear,4000K
WM-LRD-10W-WTR,WM-LRD-10W-40K-WTR-HZ,"Matte SIlver",4000K
WM-LRD-10W-WTR,WM-LRD-10W-40K-WTR-MG,"Matte Gold",4000K
WM-LRD-10W-WTR,WM-LRD-10W-50K-WTR-WH,White,5000K
WM-LRD-10W-WTR,WM-LRD-10W-50K-WTR-BK,Black,5000K
WM-LRD-10W-WTR,WM-LRD-10W-50K-WTR-C,Clear,5000K
WM-LRD-10W-WTR,WM-LRD-10W-50K-WTR-HZ,"Matte SIlver",5000K
WM-LRD-10W-WTR,WM-LRD-10W-50K-WTR-MG,"Matte Gold",5000K
WM-CRLC4-20W-SA,WM-CRLC4-20W-30K-SA-D,Haze,3000K
WM-CRLC4-20W-SA,WM-CRLC4-20W-30K-SA-D-WH,White,3000K
WM-CRLC4-20W-SA,WM-CRLC4-20W-40K-SA-D,Haze,4000K
WM-CRLC4-20W-SA,WM-CRLC4-20W-40K-SA-D-WH,White,4000K
WM-CRLC4-20W-SA,WM-CRLC4-20W-50K-SA-D,Haze,5000K
WM-CRLC4-20W-SA,WM-CRLC4-20W-50K-SA-D-WH,White,5000K
WM-LRD-7W-3WTRSL,WM-LRD-7W-27K-3WTRSL-WH,White,2700K
WM-LRD-7W-3WTRSL,WM-LRD-7W-27K-3WTRSL-BK,Black,2700K
WM-LRD-7W-3WTRSL,WM-LRD-7W-50K-3WTRSL-WH,White,5000K
WM-LRD-7W-3WTRSL,WM-LRD-7W-50K-3WTRSL-BK,Black,5000K
WM-LRD-7W-3WTRPH,WM-LRD-7W-27K-3WTRPH-BK,Black,2700K
WM-LRD-7W-3WTRPH,WM-LRD-7W-27K-3WTRPH-WH,White,2700K
WM-LRD-7W-3WTRPH,WM-LRD-7W-50K-3WTRPH-BK,Black,5000K
WM-LRD-7W-3WTRPH,WM-LRD-7W-50K-3WTRPH-WH,White,5000K
WM-LRD-7W-27K-4WTRPH,WM-LRD-7W-27K-4WTRPH-27-BK,Black,2700K
WM-LRD-7W-27K-4WTRPH,WM-LRD-7W-27K-4WTRPH-27-WH,White,2700K
WM-LRD-7W-27K-4WTRPH,WM-LRD-7W-27K-4WTRPH-50-BK,Black,5000K
WM-LRD-7W-27K-4WTRPH,WM-LRD-7W-27K-4WTRPH-50-WH,White,5000K
WM-LRD-7W-4WTR,WM-LRD-7W-27K-4WTR-WH,White,2700K
WM-LRD-7W-4WTR,WM-LRD-7W-27K-4WTR-BK,Black,2700K
WM-LRD-7W-4WTR,WM-LRD-7W-27K-4WTR-C,Clear,2700K
WM-LRD-7W-4WTR,WM-LRD-7W-27K-4WTR-MG,"Matte Gold",2700K
WM-LRD-7W-4WTR,WM-LRD-7W-27K-4WTR-HZ,"Matte Silver",2700K
WM-LRD-7W-4WTR,WM-LRD-7W-50K-4WTR-WH,White,5000K
WM-LRD-7W-4WTR,WM-LRD-7W-50K-4WTR-BK,Black,5000K
WM-LRD-7W-4WTR,WM-LRD-7W-50K-4WTR-C,Clear,5000K
WM-LRD-7W-4WTR,WM-LRD-7W-50K-4WTR-MG,"Matte Gold",5000K
