product_id,parent_sku,child_sku,"Color Temperature (CCT)","Finish Options","Light Source Options","Select Light Source","End Cap Finish Options","Letter Color Options","Wattage Options","Main Cable Length","Select Size","Metal Trim Ring Finish","Wattage & Lumen Options","Finial & Globe Options","Lamp / Ballast Options","Lamp & Ballast Options","Fixture Options","Control Options","Round Trim Ring Options","Square Trim Ring Options",Voltage,"Wattage / Lumen Options","[RB]Color Temperature (CCT)",Reflector,Color,"Color Temperature","Select Size (W x L)","Voltage Options","Length/Wattage Options","Mounting Options","Color Te\mperature (CCT)","Housing Color Options","Size & Wattage Options","Rod Set Options","Spool Length","Lamp Options","Lens Options","Size & Lamps Options","Watts & Bollard Options","Wattage & VA Rating","Wattage & Battery Type","Wattage & Lens Options","Soft Connector Options","Cable Options","Battery Options","Sensor Options","Distribution Options","Voltage Rating Options","Beam Angle Options",Lumens,Testing,"Dimming Options","CCT Options","Finish Option","Output Wattage Options","Number of Channels & Wattage Options","Length / Wattage Options","Length & Wattage Options"
51883,TF-44RSF1328X1WHLN18W,TF-44RSF1328X1WHLN18W-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51888,TF-44RSF232X1WHLN18W,TF-44RSF232X1WHLN18W-35K,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51890,TF-44RSF232X1WHLN18W,TF-44RSF232X1WHLN18W-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51891,TF-44RSF232X1WHLN18W,TF-44RSF232X1WHLN18W-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51896,TF-44RSF132X1WHLN18W,TF-44RSF132X1WHLN18W-35K,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51898,TF-44RSF132X1WHLN18W,TF-44RSF132X1WHLN18W-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51899,TF-44RSF132X1WHLN18W,TF-44RSF132X1WHLN18W-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51905,TF-44RSF217X1WHLN15W,TF-44RSF217X1WHLN15W-35K,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51906,TF-44RSF217X1WHLN15W,TF-44RSF217X1WHLN15W-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51908,TF-44RSF217X1WHLN15W,TF-44RSF217X1WHLN15W-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51913,TF-44RSF117X1WHLN15W,TF-44RSF117X1WHLN15W-35K,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51915,TF-44RSF117X1WHLN15W,TF-44RSF117X1WHLN15W-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51916,TF-44RSF117X1WHLN15W,TF-44RSF117X1WHLN15W-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51921,TF-UDPF232X1LN18W,TF-UDPF232X1LN18W-35,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51922,TF-UDPF232X1LN18W,TF-UDPF232X1LN18W-40,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51924,TF-UDPF232X1LN18W,TF-UDPF232X1LN18W-50,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51928,TF-UDPF217X1LN15W,TF-UDPF217X1LN15W-35,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51930,TF-UDPF217X1LN15W,TF-UDPF217X1LN15W-40,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51931,TF-UDPF217X1LN15W,TF-UDPF217X1LN15W-50,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51949,OD-L34STK4DIM,OD-L34STK4DIM-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51950,OD-L34STK4DIM,OD-L34STK4DIM-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51955,OD-LTF24DIM/40K,OD-LTF24DIM/40K-42,,,,,,,,,,,"42 Watts / 4650 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51957,OD-LTF24DIM/40K,OD-LTF24DIM/40K-68,,,,,,,,,,,"68 Watts / 7550 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51962,OD-L23FM16ALDIM,OD-L23FM16ALDIM-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51963,OD-L23FM16ALDIM,OD-L23FM16ALDIM-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77870,OD-CL-L22FM12PLDIM,OD-CL-L22FM14PLDIM-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77871,OD-CL-L22FM12PLDIM,OD-CL-L22FM14PLDIM-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51974,OD-L15WSALDIM,OD-L15WSALDIM-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51975,OD-L15WSALDIM,OD-L15WSALDIM-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51978,OD-L23VL2ALDIM,OD-L23VL2ALDIM-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51979,OD-L23VL2ALDIM,OD-L23VL2ALDIM-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51995,TF-SFL10L,TF-SFL10L-50W5562LMV50KBZ,,,,,,,"50 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51996,TF-SFL10L,TF-SFL10L-75W8645LMV50KBZ,,,,,,,"75 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51997,TF-PLF12L,TF-PLF12L-70W9000LDMV50K,,,,,,,"70 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51998,TF-PLF12L,TF-PLF12L-105W13400LDMV50K,,,,,,,"105 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51999,TF-SM302LU5WD,TF-SM302LU5WD-35WMV50KBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52000,TF-SM302LU5WD,TF-SM302LU5WD-70WMV50KBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78874,TF-DCC150S,TF-DCC150SR45W4900LMV50K-45,,,,,,,"45 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78875,TF-DCC150S,TF-DCC150SR70W7500LMV50K,,,,,,,"70 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52003,EL-EBRT,EL-EBRT-1000e,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52004,EL-EBRT,EL-EBRT-1050e,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52005,TF-DC056L,TF-DC056L-17W2000LMV50K,,,,,,,"17 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52006,TF-DC056L,TF-DC056L-25W2700LMV50K,,,,,,,"25 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52018,TF-DC150SR,TF-DC150SR-45W4900LMV50K,,,,,,,"45 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52019,TF-DC150SR,TF-DC150SR-70W7900LMV50K,,,,,,,"70 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52053,TF-HTLINCLPLED,TF-HTLINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52055,TF-HTLINCLPLED,TF-HTLINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52085,TF-HTWINCLPLED,TF-HTWINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52086,TF-HTWINCLPLED,TF-HTWINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52099,TF-HTPINCLPLED,TF-HTPINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52100,TF-HTPINCLPLED,TF-HTPINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52113,TF-HOLINCLPLED,TF-HOLINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52114,TF-HOLINCLPLED,TF-HOLINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52127,TF-HOWINCLPLED,TF-HOWINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52128,TF-HOWINCLPLED,TF-HOWINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52141,TF-HOPINCLPLED,TF-HOPINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52142,TF-HOPINCLPLED,TF-HOPINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52155,TF-AOWINCLPLED,TF-AOWINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52157,TF-AOWINCLPLED,TF-AOWINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52166,EE-TCB2X2-26W,EE-TCB2X2-26W-835,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52167,EE-TCB2X2-26W,EE-TCB2X2-26W-840,"4000K (Standard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52168,EE-TCB2X2-26W,EE-TCB2X2-26W-850,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52169,TF-AOPINCLPLED,TF-AOPINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52170,TF-AOPINCLPLED,TF-AOPINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52177,EE-TRFK2X4,EE-TRFK2X4-840,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52179,EE-TRFK2X4,EE-TRFK2X4-850,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52181,TF-AOLINCLPLED,TF-AOLINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52182,TF-AOLINCLPLED,TF-AOLINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52183,EE-SL2-20W,EE-SL2-20W-840,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52184,EE-SL2-20W,EE-SL2-20W-850,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52185,TF-DHL13W1000LD120,TF-DHL13W1000LD120-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52186,TF-DHL13W1000LD120,TF-DHL13W1000LD120-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52188,TF-DHINCLPLED,TF-DHINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52189,TF-DHINCLPLED,TF-DHINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52193,TF-APWL13W1000LD120,TF-APWL13W1000LD120-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52194,TF-APWL13W1000LD120,TF-APWL13W1000LD120-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52200,TF-APWL11W912LMV,TF-APWL11W912LMV-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52202,TF-APWL11W912LMV,TF-APWL11W912LMV-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52203,EE-SRFK4-26W,EE-SRFK4-26W-840,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52204,EE-SRFK4-26W,EE-SRFK4-26W-850,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52211,TF-SCWINCLPLED,TF-SCWINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52212,TF-SCWINCLPLED,TF-SCWINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52213,EE-LHB4,EE-LHB4-225W-850-F-XE-GE,,,,,,,,,,,"225 Watts / 29\213 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52214,EE-LHB4,EE-LHB4-275W-850-F-XE-GE,,,,,,,,,,,"275 Watts / 34\715 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52215,EE-LHB4,EE-LHB4-320W-850-F-XE-GE,,,,,,,,,,,"320 Watts / 42\051 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52222,TF-PRWINCLPLED,TF-PRWINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52223,TF-PRWINCLPLED,TF-PRWINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52233,TF-PRPINCLPLED,TF-PRPINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52235,TF-PRPINCLPLED,TF-PRPINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52246,TF-PRLINCLPLED,TF-PRLINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52247,TF-PRLINCLPLED,TF-PRLINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52268,TF-COLINCLPLED,TF-COLINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52269,TF-COLINCLPLED,TF-COLINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52284,EE-SMC,EE-SMC-60W-50K,,,,,,,,,,,"60 Watts / 6\709 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52285,EE-SMC,EE-SMC-120W-50K,,,,,,,,,,,"120 Watts / 14\604 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52288,EE-PGC,EE-PGC-40W-50,,,,,,,,,,,"40 Watts / 4\303 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52290,EE-PGC,EE-PGC-60W-50,,,,,,,,,,,"60 Watts / 6\056 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52292,EE-CHB,"EE-CHB-13L-100W G3 ECO",,,,,,,,,,,"100 Watts / 13\000 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52294,EE-CHB,"EE-CHB-19L-150W G3 ECO",,,,,,,,,,,"150 Watts / 19\000 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52295,EE-CHB,"EE-CHB-25L-200W G3 ECO",,,,,,,,,,,"200 Watts / 25\000 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52297,EE-CHB,"EE-CHB-30L-240W G3 ECO",,,,,,,,,,,"240 Watts / 31\000 Lumens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52301,EL-ET8,EL-ET8-1141-13-CASE10,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52302,EL-ET8,EL-ET8-1151-13-CASE10,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52300,TF-NOWINCLPLED,TF-NOWINCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52303,TF-NOWINCLPLED,TF-NOWINCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52305,EL-EUB,EL-EUB-2140H,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52307,EL-EUB,EL-EUB-2150H,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52304,TF-NOP2L26W2000LD120,TF-NOP2L26W2000LD120-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52306,TF-NOP2L26W2000LD120,TF-NOP2L26W2000LD120-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52308,TF-NOP2INCLPLED,TF-NOP2INCLPLED-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52309,TF-NOP2INCLPLED,TF-NOP2INCLPLED-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52310,TF-NOBL13W1000LD120WH,TF-NOBL13W1000LD120WH-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52311,TF-NOBL13W1000LD120WH,TF-NOBL13W1000LD120WH-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52312,TF-CEOL11W912LMV,TF-CEOL11W912LMV-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52313,TF-CEOL11W912LMV,TF-CEOL11W912LMV-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52314,TF-CEOL13W1000LD120,TF-CEOL13W1000LD120-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52315,TF-CEOL13W1000LD120,TF-CEOL13W1000LD120-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52320,TF-LWPFR15W1500LMV,TF-LWPFR15W1500LMV-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52321,TF-LWPFR15W1500LMV,TF-LWPFR15W1500LMV-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52323,TF-MWPFRACL13W1000LD120,TF-MWPFRACL13W1000LD120-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52324,TF-MWPFRACL13W1000LD120,TF-MWPFRACL13W1000LD120-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52333,TF-SWPFRACL13W1000LD120,TF-SWPFRACL13W1000LD120-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52335,TF-SWPFRACL13W1000LD120,TF-SWPFRACL13W1000LD120-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52343,TF-F1010CLAC10L,TF-F1010CLAC10L-14W1400LD12040K,,,,,,,"14 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52345,TF-F1010CLAC10L,TF-F1010CLAC10L-23W1900LD12040K,,,,,,,"23 Watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52358,TF-WPCINCLPLED,TF-WPCINCLPLED-WHCSJ,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52359,TF-WPCINCLPLED,TF-WPCINCLPLED-BKCSJ,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78886,TF-BPCINCLPLEDWH,TF-BCCINCLPLEDWHCAG,,"Clear Acrylic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78887,TF-BPCINCLPLEDWH,TF-BPCINCLPLEDWHWAG-WH,,"White Acrylic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52374,TF-BCCINCLPLED,TF-BCCINCLPLED-BKCAG,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52376,TF-BCCINCLPLED,TF-BCCINCLPLED-WHCAG,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52395,TF-CBPL11W912LMV,TF-CBPL11W912LMV-WH40K,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52397,TF-CBPL11W912LMV,TF-CBPL11W912LMV-BK40K,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52402,TF-CBPL13W1000LD120,TF-CBPL13W1000LD120-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52404,TF-CBPL13W1000LD120,TF-CBPL13W1000LD120-BK,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52566,TF-SMC11L28W1700LD12030K,TF-SMC11L28W1700LD12030K-WH,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52567,TF-SMC11L28W1700LD12030K,TF-SMC11L28W1700LD12030K-BN,,"Brushed Nickel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52798,TF-RFSFFR24LJ12W1200LDMV,TF-RFSFFR24LJ12W1200LDMV-30K,3000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52799,TF-RFSFFR24LJ12W1200LDMV,TF-RFSFFR24LJ12W1200LDMV-35K,3500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52800,TF-RFSFFR24LJ12W1200LDMV,TF-RFSFFR24LJ12W1200LDMV-40K,4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52801,TF-RFSFFR24LJ12W1200LDMV,TF-RFSFFR24LJ12W1200LDMV-50K,5000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
