product_id,parent_sku,sku,price,calculated_price,sale_price,retail_price,map_price,cost_price,"Wattage & Optic Options","Voltage Options","Color Temperature (CCT)","Lens Options","Driver Option","Finish Options","Height Options","Wattage  Options","End Cap Options","Wattage Options","Pendant Mounting Kit","Fixture Options","Wattage & Lumen Options","Pendant Mount Kit","Mounting Options","Beam Angle Options","Connector Type Options","Trim Type Options","Wattage & Optics/Beams Options","Factory Installed Lamps","Mounting Kit","Occupancy Sensor","Wiring Options","Control Options"
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-BK,264.3,264.3,,,,149.05,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-BK,264.3,264.3,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-BK,264.3,264.3,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-BK,264.3,264.3,,,,149.05,,,,,,Black,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-BK,269.64,269.64,,,,149.05,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-BK,269.64,269.64,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-BK,269.64,269.64,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-BK,269.64,269.64,,,,149.05,,,,,,Black,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-BK,274.64,274.64,,,,149.05,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-BK,274.64,274.64,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-BK,274.64,274.64,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-BK,274.64,274.64,,,,149.05,,,,,,Black,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,,,,,,,,,,"3"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,,,,,,,,,,"6"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-830-(ZT)DOB-SI,258.93,258.93,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-830-(ZT)DOB-SI,259.64,259.64,,,,149.05,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-830-(ZT)DOB-SI,259.64,259.64,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-830-(ZT)DOB-SI,259.64,259.64,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-830-(ZT)DOB-SI,259.64,259.64,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-18-27-830-(ZT)DOB-SI,262.15,262.15,,,,149.05,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-18-27-830-(ZT)DOB-SI,262.15,262.15,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-18-27-830-(ZT)DOB-SI,262.15,262.15,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-18-27-830-(ZT)DOB-SI,262.15,262.15,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-SI,264.3,264.3,,,,149.05,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-SI,264.3,264.3,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-SI,264.3,264.3,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-24-27-830-(ZT)DOB-SI,264.3,264.3,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-SI,269.64,269.64,,,,149.05,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-SI,269.64,269.64,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-SI,269.64,269.64,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-36-27-830-(ZT)DOB-SI,269.64,269.64,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-SI,274.64,274.64,,,,149.05,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-SI,274.64,274.64,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-SI,274.64,274.64,,,,149.05,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-48-27-830-(ZT)DOB-SI,274.64,274.64,,,,149.05,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,,,,,,,,,,"3"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-3-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,,,,White,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,,,,,,,,,,"6"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-6-27-835-(ZT)DOB-WH,258.93,258.93,,,,149.05,,,,,,White,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-835-(ZT)DOB-WH,259.64,259.64,,,,149.05,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-835-(ZT)DOB-WH,259.64,259.64,,,,149.05,,,,,,,,,,,"27 Watts",,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-835-(ZT)DOB-WH,259.64,259.64,,,,149.05,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4453,LT-WCED-4SDP,LT-WCED-4SDP-12-27-835-(ZT)DOB-WH,259.64,259.64,,,,149.05,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-WH-12,271.8,271.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-WH-12,271.8,271.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-WH-12,271.8,271.8,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-WH-12,271.8,271.8,,,,0,,,,,,,,,,,,,,,"12 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-WH,274.3,274.3,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-WH,274.3,274.3,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-WH,274.3,274.3,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-WH,274.3,274.3,,,,0,,,,,,,,,,,,,,,"18 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-WH,276.45,276.45,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-WH,276.45,276.45,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-WH,276.45,276.45,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-WH,276.45,276.45,,,,0,,,,,,,,,,,,,,,"24 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-WH,281.8,281.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-WH,281.8,281.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-WH,281.8,281.8,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-WH,281.8,281.8,,,,0,,,,,,,,,,,,,,,"36 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-WH,286.8,286.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-WH,286.8,286.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-WH,286.8,286.8,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-WH,286.8,286.8,,,,0,,,,,,,,,,,,,,,"48 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BL-12,271.8,271.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BL-12,271.8,271.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BL-12,271.8,271.8,,,,0,,,,,,Black,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BL-12,271.8,271.8,,,,0,,,,,,,,,,,,,,,"12 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BK,274.3,274.3,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BK,274.3,274.3,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BK,274.3,274.3,,,,0,,,,,,Black,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BK,274.3,274.3,,,,0,,,,,,,,,,,,,,,"18 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BK,276.45,276.45,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BK,276.45,276.45,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BK,276.45,276.45,,,,0,,,,,,Black,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BK,276.45,276.45,,,,0,,,,,,,,,,,,,,,"24 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BK,281.8,281.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BK,281.8,281.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BK,281.8,281.8,,,,0,,,,,,Black,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BK,281.8,281.8,,,,0,,,,,,,,,,,,,,,"36 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BK,286.8,286.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BK,286.8,286.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BK,286.8,286.8,,,,0,,,,,,Black,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BK,286.8,286.8,,,,0,,,,,,,,,,,,,,,"48 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BR-12,271.8,271.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BR-12,271.8,271.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BR-12,271.8,271.8,,,,0,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-BR-12,271.8,271.8,,,,0,,,,,,,,,,,,,,,"12 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BR,274.3,274.3,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BR,274.3,274.3,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BR,274.3,274.3,,,,0,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-BR,274.3,274.3,,,,0,,,,,,,,,,,,,,,"18 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BR,276.45,276.45,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BR,276.45,276.45,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BR,276.45,276.45,,,,0,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-BR,276.45,276.45,,,,0,,,,,,,,,,,,,,,"24 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BR,281.8,281.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BR,281.8,281.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BR,281.8,281.8,,,,0,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-BR,281.8,281.8,,,,0,,,,,,,,,,,,,,,"36 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BR,286.8,286.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BR,286.8,286.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BR,286.8,286.8,,,,0,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-BR,286.8,286.8,,,,0,,,,,,,,,,,,,,,"48 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-SI-12,271.8,271.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-SI-12,271.8,271.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-SI-12,271.8,271.8,,,,0,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-30-SI-12,271.8,271.8,,,,0,,,,,,,,,,,,,,,"12 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-SI,274.3,274.3,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-SI,274.3,274.3,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-SI,274.3,274.3,,,,0,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-830-UZTD-SI,274.3,274.3,,,,0,,,,,,,,,,,,,,,"18 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-SI,276.45,276.45,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-SI,276.45,276.45,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-SI,276.45,276.45,,,,0,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-830-UZTD-SI,276.45,276.45,,,,0,,,,,,,,,,,,,,,"24 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-SI,281.8,281.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-SI,281.8,281.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-SI,281.8,281.8,,,,0,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-830-UZTD-SI,281.8,281.8,,,,0,,,,,,,,,,,,,,,"36 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-SI,286.8,286.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-SI,286.8,286.8,,,,0,,,3000K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-SI,286.8,286.8,,,,0,,,,,,Silver,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-830-UZTD-SI,286.8,286.8,,,,0,,,,,,,,,,,,,,,"48 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-35-WH-12,271.8,271.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-35-WH-12,271.8,271.8,,,,0,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-35-WH-12,271.8,271.8,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-UZTD-14-35-WH-12,271.8,271.8,,,,0,,,,,,,,,,,,,,,"12 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-835-UZTD-WH,274.3,274.3,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-835-UZTD-WH,274.3,274.3,,,,0,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-835-UZTD-WH,274.3,274.3,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-18-14-835-UZTD-WH,274.3,274.3,,,,0,,,,,,,,,,,,,,,"18 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-835-UZTD-WH,276.45,276.45,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-835-UZTD-WH,276.45,276.45,,,,0,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-835-UZTD-WH,276.45,276.45,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-24-14-835-UZTD-WH,276.45,276.45,,,,0,,,,,,,,,,,,,,,"24 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-835-UZTD-WH,281.8,281.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-835-UZTD-WH,281.8,281.8,,,,0,,,3500K,,,,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-835-UZTD-WH,281.8,281.8,,,,0,,,,,,White,,,,,,,,,,,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-36-14-835-UZTD-WH,281.8,281.8,,,,0,,,,,,,,,,,,,,,"36 Pendant",,,,,,,,,,
4510,LT-LEDH-SR5P-UZTD,LT-LEDH-SR5P-G2-48-14-835-UZTD-WH,286.8,286.8,,,,0,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
