product_id,parent_sku,child_sku
2568,DG-AFR32Q,"DG-AFR32Q-C-1X37-U-5K-CB,DG-AFR32Q-C-1X37-U-5K-LB,DG-AFR32Q-C-1X37-H-3K-CB,DG-AFR32Q-C-1X37-H-3K-LB,DG-AFR32Q-C-1X37-H-4K-CB,DG-AFR32Q-C-1X37-H-4K-LB,DG-AFR32Q-C-1X37-H-5K-CB,DG-AFR32Q-C-1X37-H-5K-LB,DG-AFR32Q-C-1X65-U-3K-CB,DG-AFR32Q-C-1X65-U-3K-LB,DG-AFR32Q-C-1X65-U-4K-CB,DG-AFR32Q-C-1X65-U-4K-LB,DG-AFR32Q-C-1X65-U-5K-CB,DG-AFR32Q-C-1X65-U-5K-LB,DG-AFR32Q-C-1X65-H-3K-CB,DG-AFR32Q-C-1X65-H-3K-LB,DG-AFR32Q-C-1X65-H-4K-CB,DG-AFR32Q-C-1X65-H-4K-LB,DG-AFR32Q-C-1X65-H-5K-CB,DG-AFR32Q-C-1X65-H-5K-LB,DG-AFR32Q-C-1X100-U-3K-CB,DG-AFR32Q-C-1X100-U-3K-LB,DG-AFR32Q-C-1X100-U-4K-CB,DG-AFR32Q-C-1X100-U-4K-LB,DG-AFR32Q-C-1X100-U-5K-CB,DG-AFR32Q-C-1X100-U-5K-LB,DG-AFR32Q-C-1X100-H-3K-CB,DG-AFR32Q-C-1X100-H-3K-LB,DG-AFR32Q-C-1X100-H-4K-CB,DG-AFR32Q-C-1X100-H-4K-LB,DG-AFR32Q-C-1X100-H-5K-CB,DG-AFR32Q-C-1X100-H-5K-LB,DG-AFR32Q-C-1X140-U-3K-CB,DG-AFR32Q-C-1X140-U-3K-LB,DG-AFR32Q-C-1X140-U-4K-CB,DG-AFR32Q-C-1X140-U-4K-LB,DG-AFR32Q-C-1X140-U-5K-CB,DG-AFR32Q-C-1X140-U-5K-LB,DG-AFR32Q-C-1X140-H-3K-CB,DG-AFR32Q-C-1X140-H-3K-LB,DG-AFR32Q-C-1X140-H-4K-CB,DG-AFR32Q-C-1X140-H-4K-LB,DG-AFR32Q-C-1X140-H-5K-CB,DG-AFR32Q-C-1X140-H-5K-LB,DG-AFR32Q-D-1X37-U-3K-CB,DG-AFR32Q-D-1X37-U-3K-LB,DG-AFR32Q-D-1X37-U-4K-CB,DG-AFR32Q-D-1X37-U-4K-LB,DG-AFR32Q-D-1X37-U-5K-CB,DG-AFR32Q-D-1X37-U-5K-LB"
2579,DG-AFR31Q,"DG-AFR31Q-C-1X37-U-5K-CB,DG-AFR31Q-C-1X37-U-5K-LB,DG-AFR31Q-C-1X37-H-3K-CB,DG-AFR31Q-C-1X37-H-3K-LB,DG-AFR31Q-C-1X37-H-4K-CB,DG-AFR31Q-C-1X37-H-4K-LB,DG-AFR31Q-C-1X37-H-5K-CB,DG-AFR31Q-C-1X37-H-5K-LB,DG-AFR31Q-C-1X65-U-3K-CB,DG-AFR31Q-C-1X65-U-3K-LB,DG-AFR31Q-C-1X65-U-4K-CB,DG-AFR31Q-C-1X65-U-4K-LB,DG-AFR31Q-C-1X65-U-5K-CB,DG-AFR31Q-C-1X65-U-5K-LB,DG-AFR31Q-C-1X65-H-3K-CB,DG-AFR31Q-C-1X65-H-3K-LB,DG-AFR31Q-C-1X65-H-4K-CB,DG-AFR31Q-C-1X65-H-4K-LB,DG-AFR31Q-C-1X65-H-5K-CB,DG-AFR31Q-C-1X65-H-5K-LB,DG-AFR31Q-C-1X100-U-3K-CB,DG-AFR31Q-C-1X100-U-3K-LB,DG-AFR31Q-C-1X100-U-4K-CB,DG-AFR31Q-C-1X100-U-4K-LB,DG-AFR31Q-C-1X100-U-5K-CB,DG-AFR31Q-C-1X100-U-5K-LB,DG-AFR31Q-C-1X100-H-3K-CB,DG-AFR31Q-C-1X100-H-3K-LB,DG-AFR31Q-C-1X100-H-4K-CB,DG-AFR31Q-C-1X100-H-4K-LB,DG-AFR31Q-C-1X100-H-5K-CB,DG-AFR31Q-C-1X100-H-5K-LB,DG-AFR31Q-C-1X140-U-3K-CB,DG-AFR31Q-C-1X140-U-3K-LB,DG-AFR31Q-C-1X140-U-4K-CB,DG-AFR31Q-C-1X140-U-4K-LB,DG-AFR31Q-C-1X140-U-5K-CB,DG-AFR31Q-C-1X140-U-5K-LB,DG-AFR31Q-C-1X140-H-3K-CB,DG-AFR31Q-C-1X140-H-3K-LB,DG-AFR31Q-C-1X140-H-4K-CB,DG-AFR31Q-C-1X140-H-4K-LB,DG-AFR31Q-C-1X140-H-5K-CB,DG-AFR31Q-C-1X140-H-5K-LB,DG-AFR31Q-D-1X37-U-3K-CB,DG-AFR31Q-D-1X37-U-3K-LB,DG-AFR31Q-D-1X37-U-4K-CB,DG-AFR31Q-D-1X37-U-4K-LB,DG-AFR31Q-D-1X37-U-5K-CB,DG-AFR31Q-D-1X37-U-5K-LB"
2690,DG-FTRBQ,"DG-FTRBQC1X22-C-4K-Z-30,DG-FTRBQC1X22-C-4K-B-30,DG-FTRBQC1X22-C-5K-Z,DG-FTRBQC1X22-C-5K-B,DG-FTRBQC1X22-C-5K-Z-36,DG-FTRBQC1X22-C-5K-B-36,DG-FTRBQC1X22-C-5K-Z-30,DG-FTRBQC1X22-C-5K-B-30,DG-FTRBQF1X10-U-3K-Z,DG-FTRBQF1X10-U-3K-B,DG-FTRBQF1X10-U-3K-Z-36,DG-FTRBQF1X10-U-3K-B-36,DG-FTRBQF1X10-U-3K-Z-30,DG-FTRBQF1X10-U-3K-B-30,DG-FTRBQF1X10-U-4K-Z,DG-FTRBQF1X10-U-4K-B,DG-FTRBQF1X10-U-4K-Z-36,DG-FTRBQF1X10-U-4K-B-36,DG-FTRBQF1X10-U-4K-Z-30,DG-FTRBQF1X10-U-4K-B-30,DG-FTRBQF1X10-U-5K-Z,DG-FTRBQF1X10-U-5K-B,DG-FTRBQF1X10-U-5K-Z-36,DG-FTRBQF1X10-U-5K-B-36,DG-FTRBQF1X10-U-5K-Z-30,DG-FTRBQF1X10-U-5K-B-30,DG-FTRBQF1X10-C-3K-Z,DG-FTRBQF1X10-C-3K-B,DG-FTRBQF1X10-C-3K-Z-36,DG-FTRBQF1X10-C-3K-B-36,DG-FTRBQF1X10-C-3K-Z-30,DG-FTRBQF1X10-C-3K-B-30,DG-FTRBQF1X10-C-4K-Z,DG-FTRBQF1X10-C-4K-B,DG-FTRBQF1X10-C-4K-Z-36,DG-FTRBQF1X10-C-4K-B-36,DG-FTRBQF1X10-C-4K-Z-30,DG-FTRBQF1X10-C-4K-B-30,DG-FTRBQF1X10-C-5K-Z,DG-FTRBQF1X10-C-5K-B,DG-FTRBQF1X10-C-5K-Z-36,DG-FTRBQF1X10-C-5K-B-36,DG-FTRBQF1X10-C-5K-Z-30,DG-FTRBQF1X10-C-5K-B-30,DG-FTRBQF1X15-U-3K-Z,DG-FTRBQF1X15-U-3K-B,DG-FTRBQF1X15-U-3K-Z-36,DG-FTRBQF1X15-U-3K-B-36,DG-FTRBQF1X15-U-3K-Z-30,DG-FTRBQF1X15-U-3K-B-30"
2711,DG-AFS30Q,"DG-AFS30QB1X37-U-4K-CZ,DG-AFS30QB1X37-U-4K-CB,DG-AFS30QB1X37-U-4K-LZ,DG-AFS30QB1X37-U-4K-LB,DG-AFS30QB1X37-U-5K-CZ,DG-AFS30QB1X37-U-5K-CB,DG-AFS30QB1X37-U-5K-LZ,DG-AFS30QB1X37-U-5K-LB,DG-AFS30QB1X37-H-3K-CZ,DG-AFS30QB1X37-H-3K-CB,DG-AFS30QB1X37-H-3K-LZ,DG-AFS30QB1X37-H-3K-LB,DG-AFS30QB1X37-H-4K-CZ,DG-AFS30QB1X37-H-4K-CB,DG-AFS30QB1X37-H-4K-LZ,DG-AFS30QB1X37-H-4K-LB,DG-AFS30QB1X37-H-5K-CZ,DG-AFS30QB1X37-H-5K-CB,DG-AFS30QB1X37-H-5K-LZ,DG-AFS30QB1X37-H-5K-LB,DG-AFS30QB1X65-U-3K-CZ,DG-AFS30QB1X65-U-3K-CB,DG-AFS30QB1X65-U-3K-LZ,DG-AFS30QB1X65-U-3K-LB,DG-AFS30QB1X65-U-4K-CZ,DG-AFS30QB1X65-U-4K-CB,DG-AFS30QB1X65-U-4K-LZ,DG-AFS30QB1X65-U-4K-LB,DG-AFS30QB1X65-U-5K-CZ,DG-AFS30QB1X65-U-5K-CB,DG-AFS30QB1X65-U-5K-LZ,DG-AFS30QB1X65-U-5K-LB,DG-AFS30QB1X65-H-3K-CZ,DG-AFS30QB1X65-H-3K-CB,DG-AFS30QB1X65-H-3K-LZ,DG-AFS30QB1X65-H-3K-LB,DG-AFS30QB1X65-H-4K-CZ,DG-AFS30QB1X65-H-4K-CB,DG-AFS30QB1X65-H-4K-LZ,DG-AFS30QB1X65-H-4K-LB,DG-AFS30QB1X65-H-5K-CZ,DG-AFS30QB1X65-H-5K-CB,DG-AFS30QB1X65-H-5K-LZ,DG-AFS30QB1X65-H-5K-LB,DG-AFS30QB1X100-U-3K-CZ,DG-AFS30QB1X100-U-3K-CB,DG-AFS30QB1X100-U-3K-LZ,DG-AFS30QB1X100-U-3K-LB,DG-AFS30QB1X100-U-4K-CZ,DG-AFS30QB1X100-U-4K-CB"
2866,DG-AFS32Q,"DG-AFS32Q-F1X37-H-4KB,DG-AFS32Q-F1X37-H-5KB,DG-AFS32Q-F1X65-U-3KB,DG-AFS32Q-F1X65-U-4KB,DG-AFS32Q-F1X65-U-5KB,DG-AFS32Q-F1X65-H-3KB,DG-AFS32Q-F1X65-H-4KB,DG-AFS32Q-F1X65-H-5KB,DG-AFS32Q-F1X100-U-3KB,DG-AFS32Q-F1X100-U-4KB,DG-AFS32Q-F1X100-U-5KB,DG-AFS32Q-F1X100-H-3KB,DG-AFS32Q-F1X100-H-4KB,DG-AFS32Q-F1X100-H-5KB,DG-AFS32Q-F1X140-U-3KB,DG-AFS32Q-F1X140-U-4KB,DG-AFS32Q-F1X140-U-5KB,DG-AFS32Q-F1X140-H-3KB,DG-AFS32Q-F1X140-H-4KB,DG-AFS32Q-F1X140-H-5KB"
2913,DG-AFR30Q,"DG-AFR30Q-F1X37-H-4K,DG-AFR30Q-F1X37-H-5K,DG-AFR30Q-F1X65-U-3K,DG-AFR30Q-F1X65-U-4K,DG-AFR30Q-F1X65-U-5K,DG-AFR30Q-F1X65-H-3K,DG-AFR30Q-F1X65-H-4K,DG-AFR30Q-F1X65-H-5K,DG-AFR30Q-F1X100-U-3K,DG-AFR30Q-F1X100-U-4K,DG-AFR30Q-F1X100-U-5K,DG-AFR30Q-F1X100-H-3K,DG-AFR30Q-F1X100-H-4K,DG-AFR30Q-F1X100-H-5K,DG-AFR30Q-F1X140-U-3K,DG-AFR30Q-F1X140-U-4K,DG-AFR30Q-F1X140-U-5K,DG-AFR30Q-F1X140-H-3K,DG-AFR30Q-F1X140-H-4K,DG-AFR30Q-F1X140-H-5K"
2920,DG-AFS31Q,"DG-AFS31Q-C1X37-U-5K-CB,DG-AFS31Q-C1X37-U-5K-LB,DG-AFS31Q-C1X37-H-3K-CB,DG-AFS31Q-C1X37-H-3K-LB,DG-AFS31Q-C1X37H-4K-CB,DG-AFS31Q-C1X37-H-4K-LB,DG-AFS31Q-C1X37-H-5K-CB,DG-AFS31Q-C1X37-H-5K-LB,DG-AFS31Q-C1X65-U-3K-CB,DG-AFS31Q-C1X65-U-3K-LB,DG-AFS31Q-C1X65-U-4K-CB,DG-AFS31Q-C1X65-U-4K-LB,DG-AFS31Q-C1X65-U-5K-CB,DG-AFS31Q-C1X65-U-5K-LB,DG-AFS31Q-C1X65-H-3K-CB,DG-AFS31Q-C1X65-H-3K-LB,DG-AFS31Q-C1X65H-4K-CB,DG-AFS31Q-C1X65-H-4K-LB,DG-AFS31Q-C1X65-H-5K-CB,DG-AFS31Q-C1X65-H-5K-LB,DG-AFS31Q-C1X100-U-3K-CB,DG-AFS31Q-C1X100-U-3K-LB,DG-AFS31Q-C1X100-U-4K-CB,DG-AFS31Q-C1X100-U-4K-LB,DG-AFS31Q-C1X100-U-5K-CB,DG-AFS31Q-C1X100-U-5K-LB,DG-AFS31Q-C1X100-H-3K-CB,DG-AFS31Q-C1X100-H-3K-LB,DG-AFS31Q-C1X100H-4K-CB,DG-AFS31Q-C1X100-H-4K-LB,DG-AFS31Q-C1X100-H-5K-CB,DG-AFS31Q-C1X100-H-5K-LB,DG-AFS31Q-C1X140-U-3K-CB,DG-AFS31Q-C1X140-U-3K-LB,DG-AFS31Q-C1X140-U-4K-CB,DG-AFS31Q-C1X140-U-4K-LB,DG-AFS31Q-C1X140-U-5K-CB,DG-AFS31Q-C1X140-U-5K-LB,DG-AFS31Q-C1X140-H-3K-CB,DG-AFS31Q-C1X140-H-3K-LB,DG-AFS31Q-C1X140H-4K-CB,DG-AFS31Q-C1X140-H-4K-LB,DG-AFS31Q-C1X140-H-5K-CB,DG-AFS31Q-C1X140-H-5K-LB,DG-AFS31Q-D1X37-U-3K-CB,DG-AFS31Q-D1X37-U-3K-LB,DG-AFS31Q-D1X37-U-4K-CB,DG-AFS31Q-D1X37-U-4K-LB,DG-AFS31Q-D1X37-U-5K-CB,DG-AFS31Q-D1X37-U-5K-LB"
2962,DG-SBQ,"DG-SBQ-C1X22-C-4K-B-36,DG-SBQ-C1X22-C-4K-B-30,DG-SBQ-C1X22-C-5K-Z-,DG-SBQ-C1X22-C-5K-Z-36,DG-SBQ-C1X22-C-5K-Z-30,DG-SBQ-C1X22-C-5K-B-,DG-SBQ-C1X22-C-5K-B-36,DG-SBQ-C1X22-C-5K-B-30,DG-SBQ-F1X10-U-3K-Z-,DG-SBQ-F1X10-U-3K-Z-36,DG-SBQ-F1X10-U-3K-Z-30,DG-SBQ-F1X10-U-3K-B-,DG-SBQ-F1X10-U-3K-B-36,DG-SBQ-F1X10-U-3K-B-30,DG-SBQ-F1X10-U-4K-Z-,DG-SBQ-F1X10-U-4K-Z-36,DG-SBQ-F1X10-U-4K-Z-30,DG-SBQ-F1X10-U-4K-B-,DG-SBQ-F1X10-U-4K-B-36,DG-SBQ-F1X10-U-4K-B-30,DG-SBQ-F1X10-U-5K-Z-,DG-SBQ-F1X10-U-5K-Z-36,DG-SBQ-F1X10-U-5K-Z-30,DG-SBQ-F1X10-U-5K-B-,DG-SBQ-F1X10-U-5K-B-36,DG-SBQ-F1X10-U-5K-B-30,DG-SBQ-F1X10-C-3K-Z-,DG-SBQ-F1X10-C-3K-Z-36,DG-SBQ-F1X10-C-3K-Z-30,DG-SBQ-F1X10-C-3K-B-,DG-SBQ-F1X10-C-3K-B-36,DG-SBQ-F1X10-C-3K-B-30,DG-SBQ-F1X10-C-4K-Z-,DG-SBQ-F1X10-C-4K-Z-36,DG-SBQ-F1X10-C-4K-Z-30,DG-SBQ-F1X10-C-4K-B-,DG-SBQ-F1X10-C-4K-B-36,DG-SBQ-F1X10-C-4K-B-30,DG-SBQ-F1X10-C-5K-Z-,DG-SBQ-F1X10-C-5K-Z-36,DG-SBQ-F1X10-C-5K-Z-30,DG-SBQ-F1X10-C-5K-B-,DG-SBQ-F1X10-C-5K-B-36,DG-SBQ-F1X10-C-5K-B-30,DG-SBQ-F1X15-U-3K-Z-,DG-SBQ-F1X15-U-3K-Z-36,DG-SBQ-F1X15-U-3K-Z-30,DG-SBQ-F1X15-U-3K-B-,DG-SBQ-F1X15-U-3K-B-36,DG-SBQ-F1X15-U-3K-B-30"
3025,TF-VAN48L,"TF-VAN48L-S57W4500LDMV-50K-IV,TF-VAN48L-S57W4500LDMV-50K-VG,TF-VAN48L-S57W4500LDMV-50K-PM,TF-VAN48L-S57W4500LDMV-50K-AL,TF-VAN48L-S57W4500LDMV-50K-TO,TF-VAN48L-S57W4500LDMV-50K-WM,TF-VAN48L-S57W4500LDMV-50K-BW,TF-VAN48L-S57W4500LDMV-50K-BG"
3168,LT-LEDH-SR5P-UTD,"LT-LEDH-SR5P-UTD-23W-30-WH-12P,LT-LEDH-SR5P-UTD-23W-30-WH-18P,LT-LEDH-SR5P-UTD-23W-30-WH-24P,LT-LEDH-SR5P-UTD-23W-30-WH-36P,LT-LEDH-SR5P-UTD-23W-30-WH-48P,LT-LEDH-SR5P-UTD-23W-30-BK-12P,LT-LEDH-SR5P-UTD-23W-30-BK-18P,LT-LEDH-SR5P-UTD-23W-30-BK-24P,LT-LEDH-SR5P-UTD-23W-30-BK-36P,LT-LEDH-SR5P-UTD-23W-30-BK-48P,LT-LEDH-SR5P-UTD-23W-30-BR-12P,LT-LEDH-SR5P-UTD-23W-30-BR-18P,LT-LEDH-SR5P-UTD-23W-30-BR-24P,LT-LEDH-SR5P-UTD-23W-30-BR-36P,LT-LEDH-SR5P-UTD-23W-30-BR-48P,LT-LEDH-SR5P-UTD-23W-30-SL-12P,LT-LEDH-SR5P-UTD-23W-30-SL-18P,LT-LEDH-SR5P-UTD-23W-30-SL-24P,LT-LEDH-SR5P-UTD-23W-30-SL-36P,LT-LEDH-SR5P-UTD-23W-30-SL-48P,LT-LEDH-SR5P-UTD-23W-35-WH-12P,LT-LEDH-SR5P-UTD-23W-35-WH-18P,LT-LEDH-SR5P-UTD-23W-35-WH-24P,LT-LEDH-SR5P-UTD-23W-35-WH-36P,LT-LEDH-SR5P-UTD-23W-35-WH-48P,LT-LEDH-SR5P-UTD-23W-35-BK-12P,LT-LEDH-SR5P-UTD-23W-35-BK-18P,LT-LEDH-SR5P-UTD-23W-35-BK-24P,LT-LEDH-SR5P-UTD-23W-35-BK-36P,LT-LEDH-SR5P-UTD-23W-35-BK-48P,LT-LEDH-SR5P-UTD-23W-35-BR-12P,LT-LEDH-SR5P-UTD-23W-35-BR-18P,LT-LEDH-SR5P-UTD-23W-35-BR-24P,LT-LEDH-SR5P-UTD-23W-35-BR-36P,LT-LEDH-SR5P-UTD-23W-35-BR-48P,LT-LEDH-SR5P-UTD-23W-35-SL-12P,LT-LEDH-SR5P-UTD-23W-35-SL-18P,LT-LEDH-SR5P-UTD-23W-35-SL-24P,LT-LEDH-SR5P-UTD-23W-35-SL-36P,LT-LEDH-SR5P-UTD-23W-35-SL-48P,LT-LEDH-SR5P-UTD-23W-40-WH-12P,LT-LEDH-SR5P-UTD-23W-40-WH-18P,LT-LEDH-SR5P-UTD-23W-40-WH-24P,LT-LEDH-SR5P-UTD-23W-40-WH-36P,LT-LEDH-SR5P-UTD-23W-40-WH-48P,LT-LEDH-SR5P-UTD-23W-40-BK-12P,LT-LEDH-SR5P-UTD-23W-40-BK-18P,LT-LEDH-SR5P-UTD-23W-40-BK-24P,LT-LEDH-SR5P-UTD-23W-40-BK-36P,LT-LEDH-SR5P-UTD-23W-40-BK-48P"
